 	a23	a99	a9	a30	a94	a90	a92	a5	a37	a43	a0	a31	a88	a75	a85	a37	a61	a31	a88	a75	a47	a36	a2	a57	a87	a23	a87	a97	</S>
il	0.0755688	0.0775595	0.0814326	0.0700762	0.0619979	0.0381302	0.0268188	0.0169041	0.0119543	0.0116629	0.010529	0.00787385	0.00782646	0.00476735	0.00475583	0.00405816	0.00721453	0.00858495	0.0177261	0.0319369	0.0567006	0.0358758	0.0462266	0.0466306	0.043639	0.0378195	0.0424107	0.0458484	0.0674704
n'	0.00791107	0.00699215	0.0116336	0.0166395	0.0316958	0.037707	0.0457629	0.0591556	0.0485897	0.0474761	0.0319332	0.0395493	0.0254637	0.0294108	0.0263564	0.0278492	0.0237732	0.0218152	0.0323804	0.040538	0.0409504	0.0644261	0.0517695	0.0524811	0.0556546	0.0458094	0.0358468	0.0255293	0.0149
y	0.0390283	0.0179043	0.02073	0.0226919	0.0237767	0.0381468	0.0708418	0.0513953	0.0502086	0.0469641	0.0326222	0.0376927	0.022948	0.0242725	0.0311117	0.0528712	0.0399196	0.0215083	0.0167014	0.017612	0.0423357	0.0219457	0.029277	0.0217499	0.0375579	0.0297117	0.0516442	0.0443173	0.0425133
a	0.0666697	0.0556455	0.0398956	0.054146	0.0518852	0.064589	0.0775576	0.0604126	0.0678518	0.0767287	0.055586	0.0520491	0.0334372	0.0336829	0.0254462	0.0158097	0.0135991	0.0195722	0.0146316	0.0115935	0.00958418	0.00806409	0.00980432	0.0125193	0.00816522	0.0124768	0.0123742	0.0146777	0.0215449
pas	0.04576	0.0313521	0.0262423	0.0277653	0.0296768	0.0303604	0.0250395	0.0264974	0.0215284	0.0241734	0.0160195	0.0195146	0.0111631	0.0125661	0.0143704	0.0165447	0.0204242	0.033923	0.0420014	0.0489579	0.051493	0.0338424	0.0443241	0.0494582	0.0526673	0.0544007	0.057775	0.055798	0.0763604
beaucoup	0.0530654	0.0280173	0.0207238	0.0172445	0.0192317	0.0167769	0.0151917	0.0142881	0.0108716	0.0136233	0.0104089	0.0109815	0.00789037	0.00829762	0.0098955	0.0143663	0.0240719	0.0533593	0.04885	0.0628725	0.0642646	0.0664255	0.063813	0.0567978	0.0468518	0.0555827	0.0636699	0.0590486	0.0635178
de	0.0488712	0.0299894	0.0276436	0.0283658	0.0308042	0.0266554	0.0243653	0.0148582	0.0120531	0.012357	0.00905488	0.0076328	0.00837318	0.00961318	0.014181	0.022605	0.0292484	0.0587895	0.0403426	0.053459	0.0439445	0.0531761	0.0643573	0.0484514	0.0544061	0.0520059	0.050915	0.0639398	0.059541
blancs	0.0534804	0.0263424	0.0258467	0.0305163	0.033799	0.0352094	0.0242913	0.0190517	0.015322	0.0173609	0.0114827	0.0196361	0.0110793	0.00897062	0.00926611	0.00953802	0.0189204	0.0416994	0.0307105	0.0442001	0.0541798	0.042483	0.0652661	0.0503076	0.0576047	0.0546203	0.0668911	0.0564773	0.0654469
dans	0.0800437	0.0441428	0.0421511	0.0420944	0.0359881	0.0375779	0.0232577	0.0230332	0.016446	0.0159029	0.0095963	0.0155618	0.0095008	0.00795079	0.0100072	0.0106959	0.0139532	0.0211902	0.0261503	0.0350963	0.054955	0.0379536	0.0574603	0.0549702	0.0503749	0.0484363	0.0596922	0.0556175	0.0601992
notre	0.0746118	0.0386747	0.0317953	0.0474785	0.0426714	0.0300266	0.0293208	0.0172978	0.0230878	0.0236636	0.0151154	0.0285215	0.0177315	0.0207076	0.0233698	0.0263171	0.0279607	0.0298482	0.0336308	0.0451762	0.0415907	0.0385832	0.0457897	0.0404263	0.0417024	0.035871	0.0389109	0.0372782	0.0528404
ville	0.0473	0.0122474	0.0192113	0.0277189	0.0291956	0.0344723	0.020763	0.0258825	0.016684	0.0160727	0.00895227	0.0137949	0.00810186	0.00728381	0.0111126	0.022196	0.0311556	0.0484535	0.0420889	0.0432441	0.0492472	0.0404063	0.0540866	0.0507605	0.0591016	0.0642408	0.069196	0.0675067	0.0595233
</S>	0.0129637	0.006701	0.00898661	0.00742192	0.00761854	0.00601199	0.00501876	0.00489174	0.00376045	0.00523908	0.00285836	0.00423737	0.00203384	0.00225007	0.00192352	0.00245957	0.00339598	0.00798185	0.0176203	0.0307222	0.0657972	0.0436437	0.0912553	0.0710432	0.119899	0.0886578	0.0711292	0.109573	0.194905
