 	a10	a87	a23	a38	a20	a35	a76	a92	a35	a26	a35	a94	a90	a56	a24	a41	a14	a44	a57	a90	a35	a32	a54	a35	a14	a26	a38	a41	a14	a44	a38	a14	a32	a14	a35	a57	a40	a76	a20	a84	a87	</S>
l'	0.042157	0.0277213	0.0387952	0.0256287	0.0295064	0.0232454	0.0215935	0.0195208	0.0204724	0.0190443	0.023168	0.0276783	0.0223094	0.0199115	0.018906	0.0128043	0.0140596	0.00897446	0.011461	0.011657	0.0115373	0.0103364	0.0113614	0.0135587	0.0220799	0.0249197	0.025392	0.0178788	0.0160018	0.0172703	0.0228967	0.00886237	0.0100968	0.020531	0.0219761	0.0310869	0.0352196	0.0417268	0.0345333	0.0623115	0.0370557	0.0647523
aînée	0.00665313	0.0171098	0.0271378	0.0590062	0.0629448	0.0599032	0.0351901	0.0228206	0.0294428	0.0223948	0.0166127	0.0250835	0.042368	0.00885721	0.0151852	0.0326731	0.0468299	0.052955	0.0662472	0.0480461	0.0302602	0.0210876	0.0217987	0.0212983	0.0286441	0.0192421	0.00983267	0.0118915	0.0117393	0.0133298	0.0301039	0.0126511	0.00976706	0.011245	0.00619281	0.00740602	0.00375569	0.00505236	0.00610179	0.00273288	0.0158626	0.00254346
des	0.00997478	0.00880733	0.00422828	0.0159849	0.0203519	0.0180289	0.0152412	0.0216916	0.0176917	0.0196403	0.0214896	0.0206636	0.0142714	0.0126782	0.0131856	0.0123508	0.0217274	0.0216754	0.0299236	0.0561151	0.0442516	0.0452903	0.0502314	0.0451915	0.0489053	0.0317295	0.0261787	0.0171784	0.022568	0.015786	0.017843	0.0139192	0.0119338	0.0213508	0.0205519	0.0282915	0.0273871	0.034633	0.0365056	0.027411	0.0253879	0.0117531
filles	0.0103626	0.00590626	0.00606768	0.00458529	0.00719191	0.0050034	0.00591924	0.0109894	0.00765992	0.00991102	0.00613651	0.0051811	0.00379933	0.0047768	0.00729968	0.00657911	0.00697454	0.012705	0.0107224	0.0124316	0.0133229	0.0202635	0.0262455	0.0279958	0.0285452	0.0346025	0.0405546	0.040529	0.0424054	0.0403808	0.0444106	0.0754935	0.144956	0.0890579	0.0414009	0.0282223	0.0263847	0.0266834	0.0162202	0.0183448	0.00784876	0.0159289
les	0.0519478	0.0222316	0.0182865	0.0133909	0.0139938	0.0100928	0.0135055	0.0130286	0.00998719	0.0110705	0.0197486	0.0198778	0.0173735	0.0189885	0.0119299	0.0088519	0.00816943	0.0100052	0.0124389	0.00908765	0.0102726	0.00621856	0.00863872	0.00447889	0.00453961	0.0052549	0.00357603	0.00285085	0.00351712	0.00517029	0.00466293	0.00797599	0.00885923	0.0156634	0.0240526	0.047087	0.119285	0.0867885	0.0400757	0.0567656	0.0571275	0.163132
entraîne	0.0364112	0.0289489	0.0211798	0.022438	0.0195681	0.0135692	0.0134152	0.0111777	0.00930184	0.0171316	0.0155255	0.0164055	0.0220769	0.0277854	0.029961	0.0262693	0.0225578	0.0306946	0.0288892	0.0253387	0.0313347	0.0291296	0.020958	0.0184338	0.0291581	0.0224042	0.0283434	0.024795	0.0246665	0.0233965	0.023706	0.0193943	0.0152704	0.0217654	0.0184981	0.0225643	0.0372244	0.0468856	0.0275561	0.0287103	0.0224801	0.0246798
dans	0.0693176	0.0419562	0.0333702	0.0245931	0.0173064	0.0141395	0.0107012	0.00790713	0.00769291	0.00936375	0.019132	0.0178862	0.0229804	0.0310201	0.0155967	0.00996302	0.0116889	0.0148939	0.0159738	0.0199485	0.019665	0.0103398	0.0109069	0.00784448	0.011738	0.0104346	0.00966715	0.00892771	0.0118491	0.016972	0.0202097	0.0194639	0.0149503	0.0247325	0.0268559	0.0289509	0.0537144	0.06284	0.0759504	0.0503886	0.0340992	0.0540678
la	0.095062	0.0457749	0.0379527	0.034351	0.0207429	0.0216378	0.0144796	0.0121044	0.0139143	0.00922471	0.0212255	0.0201925	0.020233	0.0258868	0.00853851	0.00609758	0.00923745	0.0113932	0.0104038	0.0140616	0.0152684	0.00795712	0.00901534	0.00629196	0.0105894	0.0089344	0.00855301	0.00777913	0.00964359	0.0163001	0.0195038	0.0202738	0.0190507	0.0303453	0.0357196	0.0380747	0.0487215	0.060895	0.056418	0.0469865	0.0306479	0.0405165
forêt	0.0210939	0.00908146	0.00966433	0.00764755	0.00624474	0.0063968	0.00475956	0.00628711	0.0071132	0.0131044	0.0231279	0.0296383	0.031572	0.0384653	0.0546263	0.0395877	0.0306382	0.0276349	0.0305342	0.037286	0.0199421	0.0154297	0.0136192	0.0171501	0.0188016	0.0316988	0.0312494	0.0308318	0.029862	0.0510697	0.0565138	0.0406412	0.0313957	0.0263319	0.0345536	0.0210802	0.0282345	0.0187678	0.00989725	0.0148639	0.00887146	0.0146905
</S>	0.137793	0.0674496	0.0416307	0.0252793	0.0155412	0.0147322	0.0122269	0.00983156	0.00992669	0.0118842	0.015182	0.0148467	0.0170044	0.0218675	0.0133291	0.00981823	0.0100954	0.0112944	0.00999405	0.0112066	0.0135624	0.00820501	0.00725919	0.00395444	0.00575855	0.00340997	0.00286546	0.00246801	0.00486684	0.0108245	0.0193871	0.0176601	0.0114152	0.0206657	0.0369395	0.0423293	0.0573236	0.0513815	0.0566441	0.0536126	0.0351267	0.0534058
