 	a66	a87	a23	a20	a15	a36	a6	a37	a61	a0	a62	a75	a92	a37	a21	a12	a18	a90	a98	a92	a44	a56	a0	a38	a9	a10	a87	a23	a99	a87	a97	</S>
on	0.035803	0.0560054	0.0603855	0.0817314	0.128088	0.153279	0.0915095	0.0368918	0.0283066	0.0137332	0.00796832	0.00580139	0.00585766	0.00553743	0.00533596	0.00479349	0.00509149	0.00457218	0.00525287	0.00558072	0.0144854	0.0188172	0.0268791	0.0246839	0.0258501	0.0313045	0.0182861	0.023268	0.019866	0.0154582	0.0156955	0.0238814
fabrique	0.0241497	0.0237992	0.0340656	0.0689092	0.0422971	0.0815223	0.0657671	0.0467607	0.0297533	0.0238588	0.0189788	0.0185943	0.0178482	0.0288707	0.0265489	0.0238974	0.0154705	0.0176056	0.0174908	0.0343945	0.0474169	0.0401327	0.0390823	0.0273004	0.0278709	0.0258836	0.0216861	0.0227047	0.0237793	0.0226014	0.02552	0.0154389
le	0.0439979	0.0321629	0.0231098	0.0166436	0.0152355	0.0132097	0.0186316	0.0437873	0.0398951	0.0356977	0.0462864	0.0391484	0.0519984	0.0431986	0.0403484	0.0211635	0.00844285	0.0143313	0.0195586	0.0180822	0.0143716	0.0132481	0.0177316	0.0147436	0.0188034	0.0190693	0.0235485	0.0383992	0.0467803	0.0344279	0.0909366	0.0830101
tam-tam	0.0182787	0.0113153	0.0093732	0.0102413	0.00969926	0.00814805	0.0128179	0.0248676	0.0171356	0.0171544	0.0172509	0.0246318	0.0370093	0.0835375	0.119419	0.17635	0.133827	0.050809	0.0404877	0.0237114	0.0133689	0.0287267	0.0171217	0.0164127	0.0135825	0.00857821	0.0117395	0.0107534	0.0096627	0.00843629	0.00608019	0.00947248
avec	0.0806776	0.0442151	0.033903	0.0159754	0.0179952	0.0205038	0.0476913	0.0656304	0.053368	0.0237121	0.0247211	0.01935	0.0217613	0.0246462	0.0204064	0.0182651	0.0205544	0.0104187	0.0138066	0.0134916	0.0144558	0.0132534	0.0109934	0.0137244	0.0165007	0.02462	0.0273037	0.0291019	0.0394362	0.0351478	0.0574701	0.126899
la	0.0677839	0.0413383	0.0361452	0.0269871	0.0151982	0.0138461	0.0147464	0.0195633	0.0175014	0.0131813	0.0188327	0.0177288	0.0198483	0.0220589	0.021446	0.0325039	0.0312176	0.0402096	0.030521	0.0241698	0.025144	0.0256433	0.0278608	0.0261613	0.0306541	0.0383624	0.042925	0.0509367	0.0469748	0.0467269	0.0593341	0.0544492
peau	0.086729	0.0414245	0.032699	0.0254606	0.0230402	0.0277639	0.0226523	0.0196721	0.0125662	0.0260901	0.0335253	0.0213712	0.0187633	0.0281842	0.0186839	0.0182682	0.0164499	0.0136186	0.0112829	0.0114823	0.0175363	0.0119016	0.0119468	0.0181298	0.01711	0.0294327	0.0414653	0.0608211	0.0519814	0.0476592	0.0803849	0.101903
de	0.0826337	0.0514498	0.0234626	0.010255	0.00921763	0.00943162	0.0144817	0.0186392	0.0215048	0.00852571	0.0174669	0.0130855	0.0135712	0.0107098	0.00697989	0.00636228	0.0137993	0.0152972	0.0197265	0.0198709	0.021941	0.0207421	0.0221367	0.0365141	0.0421081	0.0607715	0.0652092	0.0881433	0.0744282	0.0704043	0.0617612	0.0493691
cabri	0.076176	0.0492727	0.0265006	0.0175096	0.00840509	0.00694685	0.00832848	0.00705218	0.00577988	0.00511512	0.00718444	0.00647057	0.00667647	0.0100923	0.0102056	0.00899751	0.0122251	0.00928623	0.0107814	0.0105015	0.0117264	0.0131952	0.0100057	0.0299653	0.029187	0.0593895	0.0500234	0.0717036	0.0838355	0.103099	0.082595	0.151767
</S>	0.0599606	0.0428088	0.0236252	0.0135508	0.00925775	0.00882966	0.0139338	0.0117124	0.00938594	0.00565276	0.0100033	0.0135705	0.0153753	0.018257	0.01422	0.011963	0.0129256	0.0107217	0.010163	0.0131067	0.0132792	0.0128941	0.0114435	0.024768	0.024352	0.0415596	0.0500667	0.0736118	0.0821378	0.0907332	0.0823996	0.16373
