 	a23	a41	a32	a71	a26	a35	a94	a66	a98	a14	a35	a73	a35	a53	a4	a13	a9	a87	a23	a13	a11	a41	a66	a38	a76	a90	a35	a24	a98	a70	a83	a9	a87	</S>
cela	0.0721863	0.0829824	0.0634023	0.0443489	0.0392005	0.0405076	0.0573895	0.0605332	0.0706632	0.101174	0.0436111	0.0505349	0.0202724	0.0207776	0.019421	0.0169375	0.0107613	0.010288	0.00793784	0.00389918	0.0041232	0.00585588	0.00630782	0.0109781	0.0066886	0.0107722	0.00727953	0.00777591	0.00947556	0.00976702	0.00966152	0.0156094	0.0171696	0.0417075
a	0.00895397	0.0102092	0.0175022	0.0149475	0.0220839	0.0294197	0.0341475	0.0172881	0.0225908	0.0258194	0.020568	0.0186338	0.0147222	0.0266382	0.0143849	0.0131299	0.0173345	0.0246958	0.0313332	0.0221065	0.0176645	0.0183894	0.0245249	0.0366786	0.051684	0.0696321	0.116458	0.0826451	0.0402367	0.0453636	0.031562	0.0251161	0.0188509	0.0146843
l'	0.0532441	0.0282278	0.0214124	0.0136346	0.0147587	0.0148534	0.014478	0.008677	0.0101552	0.00914574	0.00664582	0.00586358	0.00512294	0.00662119	0.00460119	0.00539282	0.00601925	0.00703914	0.00669783	0.00467633	0.00727243	0.00465774	0.0101753	0.0132879	0.0111619	0.0468332	0.0729003	0.0859391	0.0573567	0.0694513	0.0745469	0.0625047	0.0913524	0.145293
apparence	0.0616558	0.0675577	0.0567488	0.0494999	0.0368913	0.0346775	0.0410897	0.0473162	0.0569085	0.0462044	0.027983	0.0151249	0.0169347	0.00847493	0.00636557	0.00434541	0.00669026	0.012808	0.0135521	0.0255267	0.0324337	0.0245366	0.0205427	0.0212307	0.0286887	0.0464678	0.0380056	0.0367984	0.0315833	0.0237798	0.0158436	0.0178002	0.0083667	0.0175668
d'	0.0251626	0.0221615	0.0158462	0.009907	0.00680643	0.00741	0.00911317	0.0062203	0.00881214	0.0107435	0.00988676	0.00733888	0.00731184	0.00430288	0.00349966	0.00300677	0.00316557	0.00337288	0.00472715	0.0125793	0.0126823	0.00914778	0.0152188	0.0298241	0.0223066	0.0574962	0.0809441	0.0652702	0.0846577	0.0789147	0.0773401	0.058711	0.0707824	0.155329
un	0.0280016	0.0198534	0.0244879	0.0212692	0.0212661	0.0180908	0.0227871	0.02501	0.0265485	0.0229924	0.0318185	0.0176578	0.0234945	0.0172234	0.0281449	0.0254199	0.0219589	0.0373554	0.0295247	0.0404788	0.0150478	0.0100936	0.0102679	0.0127365	0.0111538	0.0188508	0.0212103	0.0247354	0.0429175	0.0365401	0.0590607	0.0332936	0.0744964	0.126212
homme	0.0285029	0.021712	0.0300633	0.0251429	0.0239871	0.0183858	0.0201798	0.0281403	0.0332467	0.0308111	0.0389609	0.0429043	0.0367268	0.0254382	0.0339239	0.0153604	0.0187415	0.023048	0.0411465	0.0274134	0.0118251	0.0135656	0.0133449	0.0213999	0.0165427	0.0204939	0.0288851	0.0355182	0.0470427	0.036424	0.0455151	0.0407692	0.0503223	0.0545154
mais	0.0381118	0.0365401	0.0391421	0.0252392	0.0226469	0.0208425	0.0304425	0.0236423	0.0323228	0.038114	0.025422	0.012482	0.00842001	0.006297	0.00284138	0.003325	0.00340659	0.00449271	0.00545783	0.00305551	0.00239245	0.00538208	0.00821243	0.0199129	0.00945782	0.0223144	0.0274043	0.028996	0.0340674	0.0289505	0.0442049	0.0682162	0.134782	0.183463
c'	0.024164	0.0207259	0.0211825	0.0180675	0.0177978	0.0164745	0.0245676	0.017655	0.0220716	0.0234823	0.018872	0.0105828	0.00808306	0.00682646	0.00624197	0.0148308	0.0138791	0.0186786	0.0129373	0.016471	0.00851609	0.00990664	0.0172398	0.0305234	0.0254532	0.0404874	0.0577136	0.0573763	0.0450158	0.0399815	0.0492854	0.0464015	0.0938901	0.144618
est	0.0716162	0.0753555	0.0545508	0.0394729	0.0256278	0.0197331	0.032734	0.0263001	0.0381027	0.0452778	0.0266156	0.0157669	0.00905295	0.0128465	0.00606654	0.00815802	0.00778753	0.00900743	0.0145829	0.00476763	0.00887047	0.00557648	0.00814117	0.00958116	0.00647036	0.0185858	0.0553258	0.053084	0.0656008	0.0556517	0.0522873	0.0332059	0.0526775	0.0315187
un	0.0250344	0.014803	0.0086486	0.00936828	0.00812641	0.00771539	0.0127308	0.00988241	0.0100319	0.0132271	0.00899305	0.00759731	0.00750232	0.00652188	0.00982471	0.0172047	0.0141359	0.0160971	0.0188079	0.0219114	0.0202215	0.0137407	0.032724	0.0452993	0.046742	0.0872247	0.0874428	0.0866579	0.0849072	0.0694358	0.0552655	0.0305741	0.0443027	0.0472974
esprit	0.0407235	0.0316938	0.0218782	0.0147911	0.0119161	0.0117773	0.0145024	0.0108314	0.0156086	0.0191079	0.0130533	0.00618168	0.00538616	0.00654539	0.00469783	0.00718912	0.00978934	0.0107388	0.00849356	0.011409	0.0155383	0.00981375	0.0177528	0.0335016	0.0251961	0.0610365	0.0604151	0.0734774	0.0667545	0.0674771	0.0770637	0.0583632	0.0861859	0.0711096
</S>	0.0452269	0.0375888	0.0296731	0.0225246	0.021214	0.0188605	0.033995	0.0239192	0.0188535	0.0287232	0.0127689	0.0111895	0.00568892	0.00668275	0.00373246	0.00682442	0.00611547	0.00704946	0.00454881	0.00315961	0.00350863	0.00476943	0.00629498	0.0203097	0.0111263	0.0298764	0.0271834	0.0300165	0.0393701	0.0486628	0.0565079	0.102188	0.11123	0.160617
