 	a85	a87	a23	a13	a20	a7	a44	a20	a94	a20	a73	a36	a27	a75	a73	a37	a54	a73	a94	a98	a73	a37	a25	a56	a32	a76	a69	a4	a57	a58	a53	a90	a32	a20	a58	a82	a87	</S>
le	0.0392069	0.0325092	0.0176546	0.016442	0.0180586	0.0188195	0.0174341	0.0152255	0.0109004	0.02582	0.0253313	0.0589892	0.023852	0.0409376	0.0238074	0.0165054	0.0222542	0.0200389	0.0635434	0.0609749	0.0421871	0.0506401	0.0453473	0.0311821	0.0173988	0.0263181	0.0285774	0.0154667	0.0174749	0.0409261	0.0129214	0.0244167	0.0198997	0.0189649	0.0102931	0.0126143	0.00588433	0.0111818
féticheur	0.0067767	0.0224005	0.0267531	0.0211392	0.0267647	0.0493811	0.0461998	0.0294689	0.0306543	0.0548129	0.0392345	0.0365182	0.0406404	0.0245561	0.0281855	0.0216834	0.0158493	0.0319147	0.031893	0.03605	0.0272153	0.135853	0.0491873	0.0223326	0.0131908	0.0252461	0.0228838	0.00998751	0.00934168	0.0166796	0.00602846	0.014705	0.00708573	0.00353547	0.00169875	0.0039826	0.00629065	0.0038789
range	0.0178547	0.0171486	0.0139327	0.0143307	0.01234	0.0215505	0.0205494	0.0196541	0.0437489	0.0727865	0.071701	0.0461731	0.0490814	0.0755887	0.0646008	0.0390783	0.0155906	0.0205106	0.0333086	0.0137649	0.0202556	0.034432	0.0166733	0.0131963	0.00946522	0.00517005	0.0046992	0.0138771	0.0155538	0.0185562	0.0213908	0.0230583	0.0140796	0.0139429	0.00893144	0.0262404	0.0263922	0.0307915
les	0.0234141	0.034215	0.0268776	0.0247003	0.0201546	0.0258751	0.0284567	0.0234134	0.0260892	0.0386948	0.0434283	0.026304	0.0502103	0.0822094	0.0466057	0.0447706	0.0251789	0.0178177	0.0329584	0.0218783	0.0246172	0.0330149	0.0171126	0.0125333	0.00474202	0.00413548	0.00509545	0.00556641	0.0109533	0.0130513	0.0149133	0.0115893	0.0110671	0.0228277	0.0258501	0.0263318	0.0373179	0.0560283
objets	0.04336	0.038533	0.0369102	0.0338575	0.0407945	0.0429008	0.0423312	0.029903	0.0263332	0.0175733	0.028855	0.0375738	0.0292491	0.0289771	0.0300252	0.0326128	0.0194769	0.0268548	0.0232343	0.0226322	0.0189917	0.014786	0.0128833	0.0172866	0.0127345	0.0133264	0.0195894	0.0137537	0.0185045	0.0111426	0.0239054	0.0131182	0.0148814	0.0284052	0.0230607	0.0228491	0.0337656	0.0550281
rituels	0.107793	0.0777407	0.0620783	0.0488793	0.0370384	0.0205278	0.0157819	0.0132954	0.00798054	0.00995981	0.0103323	0.0145001	0.0124973	0.0108763	0.00760221	0.00750953	0.00557153	0.00904129	0.0115431	0.00603929	0.0048118	0.00412599	0.00350265	0.00210169	0.00153544	0.00314022	0.0074468	0.0191555	0.0290503	0.0264388	0.037031	0.0246441	0.0123831	0.0426228	0.0333305	0.0382952	0.0451104	0.168685
dans	0.0425726	0.0312676	0.0306162	0.0244431	0.015022	0.00861864	0.00847662	0.0042264	0.00287706	0.00246743	0.00332297	0.00479833	0.00323903	0.00267015	0.00216337	0.00251261	0.00305143	0.00771743	0.0106164	0.00554567	0.00476842	0.00388257	0.00290567	0.00352587	0.00538026	0.00667211	0.0272653	0.0391999	0.0347668	0.0229041	0.0358947	0.0307744	0.0287619	0.0860177	0.0680567	0.115334	0.127243	0.140422
une	0.0186476	0.0129329	0.0107672	0.0102684	0.0085956	0.00670024	0.00774295	0.00558966	0.00512302	0.0103456	0.00883602	0.00757766	0.00511844	0.00622195	0.00671053	0.0054872	0.00605294	0.0120717	0.00940961	0.0123262	0.0248364	0.0220832	0.0184211	0.0251624	0.0273254	0.01123	0.0333041	0.038908	0.0351532	0.0357914	0.0395761	0.0651498	0.0641339	0.0635624	0.0394449	0.0560295	0.0709204	0.152442
boîte	0.00769059	0.00493343	0.00434556	0.00452534	0.00293113	0.00219632	0.00224242	0.00518892	0.0044315	0.00657519	0.00855664	0.00607713	0.00619786	0.00604945	0.00879961	0.0106711	0.00866957	0.0127041	0.0096889	0.0123669	0.0144636	0.0345764	0.067489	0.0751006	0.0736106	0.0615595	0.0699379	0.0727597	0.0607236	0.0574461	0.069417	0.0997241	0.0275996	0.019146	0.0142401	0.0157963	0.0123087	0.0192597
</S>	0.0435882	0.0327549	0.0293344	0.0294156	0.0189118	0.0108213	0.015399	0.00588887	0.0083052	0.00729289	0.00747701	0.00979871	0.010609	0.00983172	0.0100223	0.00892576	0.00960803	0.0153983	0.0104229	0.0117992	0.0179007	0.0121767	0.0178504	0.0178349	0.0160948	0.0101708	0.0319555	0.0337366	0.0296231	0.0408083	0.0320808	0.0552467	0.0547427	0.0482593	0.0469881	0.0645639	0.066543	0.0978184
