 	a66	a87	a23	a87	a40	a7	a11	a53	a69	a4	a53	a93	a70	a37	a70	a50	a70	a44	a37	a70	a26	a70	a44	a37	a26	a9	a26	a7	a44	a26	a2	a57	a87	a23	a87	a23	a87	</S>
le	0.0605913	0.0812161	0.0907591	0.0478365	0.0695646	0.0922298	0.105654	0.0345037	0.0233289	0.0342966	0.0158197	0.0143637	0.0140123	0.0172535	0.0162005	0.0179581	0.0101477	0.0132209	0.00897886	0.0150581	0.0182743	0.0277967	0.0232553	0.00946224	0.0159932	0.0117412	0.0144202	0.011671	0.00559887	0.00945622	0.0105857	0.00693982	0.00785516	0.00787273	0.00555161	0.00641146	0.00649982	0.0176207
bateau	0.00168424	0.0113224	0.0138243	0.0156662	0.0558563	0.0751614	0.0640127	0.0719538	0.107473	0.0798776	0.0622562	0.090945	0.0717422	0.0504739	0.0537285	0.0403502	0.0273326	0.0285347	0.0172591	0.0124398	0.0115316	0.00570199	0.00329573	0.00255291	0.00326996	0.0033295	0.00378037	0.00297695	0.00145377	0.00118473	0.00248545	0.00131893	0.00134392	0.00108885	0.000817652	0.000463524	0.00100836	0.000501168
d'	0.00553116	0.0180421	0.0203344	0.0290568	0.0477442	0.0558217	0.0360283	0.0501935	0.0593124	0.112263	0.0913578	0.0953847	0.105922	0.0501227	0.055131	0.0227408	0.0396635	0.0214979	0.0144906	0.0105641	0.00738758	0.00587166	0.0045862	0.00489856	0.00659076	0.00431122	0.00699965	0.00321303	0.00229558	0.0022199	0.00245225	0.00191558	0.00121031	0.00105873	0.000853731	0.000785346	0.00100817	0.00113877
on	0.0104097	0.00695518	0.00551342	0.0056961	0.00993674	0.0103904	0.0117513	0.0165558	0.0189046	0.0400061	0.135534	0.122483	0.155637	0.0827388	0.0896702	0.0321036	0.0320745	0.0183151	0.0133828	0.00869046	0.00657793	0.00611991	0.00553266	0.00680183	0.00828779	0.00675452	0.00817828	0.00797274	0.0146051	0.014673	0.014806	0.0120631	0.00985656	0.00866189	0.0112377	0.00885519	0.0122437	0.0100234
yami	0.0227887	0.0138133	0.00947144	0.0104988	0.0253937	0.0254309	0.0335428	0.024912	0.0331862	0.104968	0.0815725	0.110561	0.0884567	0.0487544	0.0714365	0.0571613	0.0203793	0.0138657	0.0070312	0.00753242	0.00772297	0.00323474	0.00379078	0.00270153	0.0048651	0.00493319	0.00634298	0.00718457	0.0118606	0.00982356	0.0102675	0.0119105	0.012148	0.0151693	0.0174662	0.017172	0.0175825	0.0250674
remonte	0.084101	0.0361175	0.031827	0.0320889	0.0207535	0.0127421	0.0132209	0.0117363	0.0119622	0.0117821	0.00989719	0.0102344	0.0176381	0.0137177	0.0223106	0.0188115	0.017336	0.0183439	0.0207779	0.0192491	0.0349101	0.0284399	0.0363009	0.0227435	0.0352244	0.0377953	0.0415856	0.0400504	0.0376944	0.0354787	0.0325293	0.032994	0.0245492	0.0282522	0.0304015	0.0211733	0.021771	0.0234581
le	0.124082	0.0641743	0.0474943	0.0320287	0.017596	0.014689	0.0112967	0.00435747	0.00392946	0.0130878	0.00518204	0.00606075	0.00907474	0.00508002	0.00846565	0.00643154	0.00924301	0.00755654	0.00556428	0.00668134	0.00910967	0.00708555	0.009698	0.00996851	0.00898402	0.00690332	0.00745552	0.0138257	0.0361091	0.0444534	0.0417564	0.0554943	0.0392356	0.038718	0.052497	0.0535468	0.0513517	0.111731
fleuve	0.0496501	0.0372358	0.0246241	0.0224099	0.0272479	0.0265842	0.0324853	0.0166545	0.0157958	0.0169947	0.0112189	0.011235	0.0182737	0.0127772	0.0302713	0.0410117	0.0534007	0.0464659	0.0383684	0.0330258	0.0272409	0.0234377	0.024711	0.0291305	0.0212979	0.0210684	0.020857	0.0249815	0.0259074	0.0319866	0.0277406	0.0243174	0.0148931	0.0196988	0.0331158	0.0393843	0.0104826	0.0140175
aujourd'	0.0667827	0.04058	0.029531	0.0236723	0.0159022	0.0161745	0.0120869	0.00285444	0.00245463	0.00494648	0.00159472	0.0019158	0.004466	0.00374528	0.00679467	0.0090376	0.00696529	0.00765434	0.00510322	0.00797753	0.0102308	0.0134953	0.0137821	0.00896164	0.0154607	0.00774334	0.0119143	0.0135939	0.0269058	0.0751084	0.0579183	0.0560436	0.0585776	0.0513743	0.062913	0.0770149	0.0881359	0.0805864
hui	0.0255041	0.029831	0.0321956	0.0271905	0.0185986	0.0210575	0.0254877	0.00763813	0.00713023	0.00907928	0.00588496	0.00516036	0.0079395	0.00542972	0.0141341	0.0245812	0.0269252	0.0255631	0.0205787	0.0301484	0.0365355	0.0514117	0.0457628	0.0368107	0.0339368	0.0208314	0.0206865	0.0258404	0.0172404	0.046656	0.0355433	0.0323292	0.0325522	0.0319944	0.0452278	0.0299652	0.03309	0.0535281
</S>	0.0691079	0.0585106	0.065415	0.0341685	0.0288801	0.0268599	0.0251597	0.00759459	0.00789681	0.0155764	0.00727871	0.00578149	0.0066843	0.00528338	0.00791241	0.00891392	0.00586773	0.00633086	0.00412301	0.00654237	0.00663566	0.00914105	0.00793253	0.00606432	0.00667884	0.00615375	0.0110231	0.012268	0.0151735	0.0402914	0.0378386	0.0374691	0.0480101	0.0399424	0.0362939	0.0617573	0.0731832	0.140256
