 	a18	a61	a21	a61	a66	a56	a37	a75	a85	a37	a61	a21	a61	a66	a98	a47	a0	a11	a94	a98	a92	a0	a11	a75	a61	a21	a85	a37	a98	a47	a36	a2	a57	a87	a23	a87	</S>
on	0.0605579	0.05772	0.060283	0.0514794	0.0328045	0.0193456	0.0146271	0.0214835	0.0172903	0.0227489	0.0207896	0.0208162	0.0270056	0.0293579	0.0303828	0.0247759	0.0164427	0.0204617	0.0204969	0.0257329	0.026897	0.0528623	0.029503	0.0387505	0.0294424	0.0151744	0.0169169	0.0104837	0.0135813	0.0121147	0.0193579	0.0132933	0.0146818	0.0155513	0.0174391	0.0231509	0.0561966
entend	0.0101103	0.0150069	0.0199024	0.0358391	0.0335752	0.0425313	0.0564238	0.0740908	0.0778576	0.0666786	0.075851	0.0433378	0.037214	0.0251055	0.0181226	0.0155708	0.0134668	0.0179921	0.0157781	0.0187907	0.0123158	0.0163744	0.0114409	0.0186428	0.0114324	0.00751118	0.00975148	0.0092776	0.0143284	0.0106103	0.0157123	0.0232387	0.0258527	0.0276474	0.0262702	0.0292948	0.0170534
les	0.0174584	0.0142457	0.0115895	0.0103494	0.00907114	0.0301792	0.012267	0.0196459	0.0210769	0.024683	0.0121971	0.00932184	0.00803491	0.0137037	0.00953232	0.00500294	0.00358302	0.00326981	0.00300659	0.00359467	0.0031325	0.0119923	0.0135937	0.0140622	0.0240547	0.0185707	0.0223146	0.0314258	0.0374078	0.0411453	0.062808	0.0827825	0.0730477	0.0803279	0.072043	0.102061	0.0674169
abeilles	0.0327362	0.0148834	0.00797618	0.0075588	0.0037492	0.00628273	0.00251228	0.00385642	0.0042007	0.00672993	0.00758946	0.0135328	0.0324871	0.0304277	0.0309659	0.0338727	0.0288706	0.02522	0.0202488	0.026367	0.0296882	0.0513537	0.12212	0.0882758	0.0540113	0.0261389	0.0258451	0.0254135	0.0323116	0.0328814	0.0340943	0.0272766	0.0230418	0.0250967	0.0165539	0.0199637	0.0258653
bourdonner	0.0234732	0.0150112	0.00975135	0.00966719	0.00926018	0.0046356	0.00478265	0.00608442	0.00517469	0.00539446	0.00735008	0.00677565	0.00681874	0.00705482	0.0145437	0.0301317	0.0259732	0.0222758	0.0267001	0.0422024	0.0415475	0.0879927	0.0716793	0.0565736	0.106486	0.0514424	0.0497985	0.0317706	0.0307733	0.0259583	0.0303561	0.0259847	0.0270396	0.0237311	0.0153078	0.0185902	0.0219065
autour	0.0802223	0.0493868	0.0332415	0.0280424	0.0210073	0.0139434	0.011302	0.0139451	0.0129585	0.0205582	0.0219574	0.0172415	0.0159482	0.0193777	0.019677	0.0235451	0.0173457	0.014988	0.0184551	0.0212037	0.020811	0.0272279	0.0128386	0.0225089	0.0455707	0.0468041	0.0408534	0.036116	0.0288366	0.0342917	0.0276512	0.0224352	0.0271518	0.0261708	0.0405459	0.0262175	0.0396214
de	0.0675	0.0441594	0.0350338	0.032458	0.0268224	0.025102	0.0189189	0.0172453	0.0164149	0.020045	0.0186367	0.0141015	0.0127608	0.0159209	0.0185998	0.014769	0.00937539	0.0086468	0.00714893	0.00926759	0.00866638	0.0148099	0.0101183	0.0163516	0.0190383	0.0275664	0.0209528	0.027078	0.0289092	0.0407952	0.0369285	0.0256528	0.0329116	0.0375506	0.0567523	0.068219	0.094772
la	0.0823466	0.056327	0.0466389	0.0374095	0.0377345	0.0512037	0.0205082	0.0334776	0.021254	0.0319182	0.0179763	0.0174118	0.0107947	0.00948775	0.0126549	0.009842	0.0060849	0.00383009	0.0042638	0.0101905	0.00752263	0.0291676	0.0125902	0.019505	0.0190239	0.0196864	0.0248733	0.0184524	0.0191953	0.0263075	0.0378826	0.0286388	0.0349078	0.0399362	0.0411911	0.0492311	0.0505334
ruche	0.0409635	0.031867	0.0265902	0.0205998	0.0186879	0.0184969	0.0112226	0.00747267	0.00502441	0.00506646	0.00383966	0.00386614	0.00513409	0.00419173	0.00623408	0.0131444	0.012198	0.0103646	0.0115716	0.0219365	0.0197825	0.0484636	0.035691	0.0564795	0.0756671	0.0588948	0.0609712	0.0586916	0.0508525	0.0267386	0.043487	0.0340634	0.0311058	0.0314284	0.0273916	0.0284695	0.0333497
</S>	0.0903253	0.0582889	0.0376414	0.0320662	0.00988864	0.0101656	0.00476598	0.00490272	0.00419794	0.0065088	0.00555733	0.00466549	0.00775325	0.00761927	0.00504684	0.00355374	0.00299696	0.00300734	0.00195311	0.00167351	0.00194072	0.00306733	0.00637469	0.0219033	0.0178386	0.030277	0.0245368	0.0278986	0.0410649	0.0452661	0.0522691	0.0502978	0.0653333	0.0714087	0.0617326	0.0979295	0.0782827
