 	a15	a66	a10	a82	a10	a87	a79	a58	a82	a38	a69	a4	a70	a98	a50	a70	a90	a13	a96	a50	a90	a79	a7	a26	a58	a53	a4	a13	a30	a50	a83	a50	a98	a99	a83	a71	a9	a25	a87	a97	a87	</S>
le	0.028564	0.0423303	0.0358445	0.0343278	0.0324175	0.0454242	0.04875	0.0471139	0.0214857	0.0290554	0.0310867	0.024669	0.0410316	0.022192	0.0263278	0.043097	0.0335707	0.0360943	0.0385341	0.0325408	0.0264173	0.0237419	0.0131535	0.00939225	0.00624289	0.0100828	0.00932588	0.0127097	0.0171494	0.0121758	0.0132432	0.0167809	0.0164462	0.0148945	0.0180784	0.0158435	0.013276	0.0108918	0.0112614	0.00997851	0.0064352	0.0180219
véhicule	0.00121922	0.00518885	0.0196602	0.0112278	0.0127689	0.017555	0.0208111	0.0150215	0.0324717	0.0319832	0.0211173	0.0240812	0.048469	0.0654313	0.1316	0.0984474	0.0727013	0.0538999	0.0593868	0.0573102	0.0531411	0.0226368	0.0169335	0.0186971	0.0128355	0.014621	0.0144233	0.00797494	0.00688887	0.00488011	0.00256582	0.00593933	0.00262565	0.00293029	0.00139964	0.000820765	0.00155891	0.00121277	0.00134364	0.00233229	0.0023486	0.00153861
qui	0.0188866	0.0197662	0.0190656	0.019272	0.0134979	0.0212322	0.0107979	0.0237947	0.052682	0.0690576	0.070685	0.053156	0.0357564	0.0472047	0.051561	0.0386005	0.0354568	0.0409203	0.0306567	0.0217744	0.0351345	0.0293073	0.0344863	0.0367314	0.0294106	0.0190565	0.0175031	0.0142336	0.0114554	0.00603556	0.00438103	0.00549555	0.00575761	0.00713315	0.00304594	0.00621767	0.0171498	0.00343845	0.00660592	0.00310207	0.00802197	0.00247197
est	0.0483586	0.024502	0.0236873	0.0320544	0.00833828	0.00838421	0.00672122	0.0133255	0.00970336	0.0110712	0.0200608	0.0286886	0.0214045	0.0251708	0.0250436	0.0157033	0.0193565	0.0248646	0.0244715	0.0229696	0.0186849	0.0248234	0.0282793	0.0164139	0.0146647	0.00970968	0.00647943	0.00594378	0.00489146	0.00497128	0.00744475	0.00965133	0.0179613	0.0266589	0.0353209	0.0455118	0.0397258	0.0315108	0.0506017	0.0390809	0.0497376	0.0980527
tombé	0.0316959	0.0251109	0.0310592	0.0275095	0.0145833	0.0128335	0.0109009	0.0149842	0.0161073	0.0176995	0.0343677	0.0550604	0.0694916	0.0322993	0.0245298	0.0191661	0.0179281	0.0212951	0.0385154	0.0570235	0.0297482	0.0473209	0.0351947	0.0377577	0.0276041	0.0304265	0.0251284	0.0188946	0.0140024	0.00589201	0.0105751	0.00541951	0.00743828	0.00764474	0.00809466	0.0106979	0.0128553	0.00719	0.0175979	0.0146117	0.0241148	0.0296292
en	0.0201031	0.0089488	0.010373	0.0129212	0.0113209	0.0149967	0.0163987	0.0350292	0.0372104	0.0364374	0.0412385	0.0532885	0.0287842	0.0271663	0.0233326	0.0145999	0.0198343	0.0290856	0.0429725	0.0315831	0.0387873	0.036833	0.051279	0.0567337	0.029276	0.0272901	0.029744	0.0237472	0.0280231	0.0115941	0.00952518	0.00871384	0.00708432	0.00814957	0.00532378	0.00836347	0.017593	0.00920815	0.0151716	0.016391	0.0281413	0.0174025
panne	0.0214992	0.00830172	0.0115629	0.011632	0.013853	0.0141415	0.0137964	0.0280847	0.0344379	0.0346163	0.0696155	0.193905	0.0650695	0.033042	0.0335069	0.0193384	0.0200878	0.0233099	0.0364051	0.0278851	0.0235637	0.0203968	0.0161525	0.0204291	0.0160935	0.0184969	0.0179162	0.0178296	0.0202289	0.0091186	0.00963067	0.00843436	0.00763674	0.00842527	0.00614709	0.0118234	0.0121288	0.00811449	0.00606325	0.00817366	0.011404	0.00770166
hier	0.0372738	0.0119364	0.014994	0.0143058	0.011222	0.0128871	0.0130162	0.0411702	0.0627877	0.065764	0.0870362	0.106372	0.0456407	0.0254709	0.0137138	0.00960447	0.00806022	0.0109167	0.016548	0.0161734	0.0184664	0.0239103	0.0244309	0.0255747	0.022035	0.0309137	0.0235846	0.0250488	0.0323386	0.0215967	0.015561	0.00788006	0.00614835	0.00515664	0.00397499	0.00857774	0.0159875	0.00732141	0.00943299	0.0130248	0.0209635	0.0131775
est	0.024145	0.0199707	0.0235166	0.0230393	0.0285792	0.0266446	0.0243918	0.0285972	0.0285791	0.0321653	0.02915	0.0286533	0.0229738	0.0141585	0.00936057	0.00834758	0.00649596	0.00591257	0.0110283	0.00920842	0.0101575	0.0117541	0.0134655	0.0157031	0.0123752	0.0139983	0.0145629	0.0135435	0.0146718	0.0129581	0.0196595	0.0239543	0.0304342	0.0408925	0.0443155	0.0503978	0.0473555	0.0562271	0.034279	0.0445966	0.0424681	0.0273121
déjà	0.0175177	0.0194679	0.0258925	0.0280129	0.0366109	0.0408185	0.0411165	0.0355568	0.0283059	0.0314855	0.0213196	0.0178983	0.0131772	0.00667784	0.00483568	0.00379646	0.00358185	0.0048321	0.0100722	0.00893805	0.0115372	0.0180773	0.0232664	0.0298805	0.0214063	0.0198921	0.0211437	0.0180331	0.0202696	0.0119389	0.0164119	0.0154387	0.0149469	0.023964	0.034096	0.0408675	0.0360243	0.0482533	0.0327006	0.0498479	0.0436111	0.0484782
