 	a66	a97	a99	a97	a87	a23	a53	a79	a44	a79	a98	a47	a36	a26	a90	a56	a93	a98	a92	a44	a43	a56	a96	a70	a93	a70	a24	a62	a88	a93	a56	a5	a23	a27	a38	a3	a99	a97	a87	a23	a87	</S>
le	0.0188765	0.0238844	0.0347588	0.0395135	0.0282179	0.0370026	0.0584936	0.0621579	0.0389476	0.0591611	0.0378339	0.0179149	0.0162355	0.0116136	0.00566927	0.00698115	0.00615348	0.00661675	0.00461536	0.00704141	0.012496	0.00821496	0.010087	0.00589805	0.0107112	0.00473448	0.00462913	0.00808365	0.00734009	0.00677204	0.0171266	0.0151376	0.0281823	0.0356752	0.0351601	0.0440126	0.0484713	0.0344866	0.0386175	0.0386721	0.0312099	0.0325925
tisserin	0.00609324	0.0115062	0.00946695	0.0142998	0.0121878	0.01896	0.00950497	0.0132494	0.0119388	0.0110981	0.0140432	0.0124067	0.0229302	0.0136906	0.0787722	0.0392161	0.0395476	0.0621754	0.0890051	0.0662464	0.106847	0.102142	0.07525	0.0369227	0.0185434	0.0108647	0.0144748	0.00840228	0.00602638	0.00579246	0.00767461	0.0114457	0.00688128	0.00523342	0.00801869	0.00417527	0.00317754	0.00482603	0.00241379	0.00109761	0.00271679	0.000734855
construit	0.0407675	0.0493898	0.0558988	0.0427535	0.0390148	0.0295048	0.00830357	0.0152189	0.0249487	0.0160131	0.0150426	0.0261255	0.024557	0.018343	0.00933247	0.0114849	0.00522615	0.00531172	0.00848513	0.00499576	0.0139127	0.0598137	0.0443903	0.110935	0.0433925	0.0708441	0.040783	0.0383265	0.0223555	0.0105328	0.0198375	0.0130713	0.0106324	0.00329126	0.00956576	0.00790298	0.00447065	0.00625007	0.00288413	0.00329384	0.0093618	0.00343515
son	0.0700778	0.0725219	0.0677128	0.0748068	0.0585639	0.0551895	0.0187782	0.00957982	0.0071442	0.00854654	0.00758633	0.0115397	0.00468064	0.00225394	0.00332274	0.00404997	0.0050521	0.0102439	0.00863216	0.00767522	0.0104734	0.0162525	0.0231909	0.0360192	0.0301943	0.0565808	0.0345691	0.0201287	0.0109106	0.013623	0.0151968	0.012088	0.0172472	0.0108097	0.0122928	0.012819	0.0463511	0.0212653	0.0335241	0.0196043	0.0281347	0.0107661
nid	0.0161897	0.0269814	0.0163002	0.012371	0.0158603	0.0264629	0.0284227	0.0197477	0.0255327	0.0320802	0.0547164	0.0374045	0.0415106	0.0134915	0.00994252	0.0143827	0.011012	0.0106307	0.00905939	0.00816993	0.0223534	0.0276368	0.0159603	0.0290891	0.0493349	0.0779182	0.0429852	0.0515749	0.0309452	0.0142645	0.0211766	0.00945688	0.0162168	0.0115722	0.0190027	0.0148716	0.0134558	0.0171997	0.0234085	0.0198222	0.0242452	0.0172404
pendant	0.0238517	0.0268712	0.02221	0.0188018	0.0288752	0.0471357	0.0515254	0.0413714	0.0362209	0.0149457	0.029993	0.0145853	0.0107842	0.00645197	0.00835872	0.00969077	0.0106055	0.0191869	0.0214019	0.0177175	0.029869	0.0417655	0.0245399	0.0384715	0.0382571	0.062427	0.0492141	0.0387826	0.0324682	0.0214182	0.022587	0.0136352	0.0119272	0.010783	0.0126971	0.00977069	0.0120395	0.0144895	0.0109822	0.0115221	0.01381	0.0179591
la	0.00862169	0.00783014	0.00823637	0.00714636	0.00789532	0.0121569	0.0209948	0.0166337	0.0155748	0.00836353	0.00981696	0.0050667	0.00347562	0.00397536	0.00775898	0.00543177	0.00581727	0.0102161	0.0104187	0.0113217	0.0243495	0.0220852	0.0249083	0.015679	0.0212016	0.0182315	0.0271777	0.0381622	0.0431002	0.0491115	0.051784	0.052741	0.0530745	0.0612057	0.0378895	0.0420787	0.0396029	0.0479393	0.0449871	0.035373	0.0363714	0.0261933
saison	0.00848709	0.00881209	0.0110965	0.0166078	0.0278059	0.0381705	0.0686831	0.0969676	0.0421867	0.0160253	0.0142221	0.00399154	0.00632365	0.00865228	0.0189393	0.0164438	0.0171768	0.0244512	0.0225776	0.0243152	0.0534654	0.0439106	0.0319843	0.0321185	0.0278571	0.0428621	0.0280214	0.0326253	0.0230719	0.0117257	0.0153829	0.00921278	0.00861342	0.0116997	0.00781794	0.0104148	0.0151852	0.0185066	0.0269308	0.0145048	0.0200528	0.0220998
sèche	0.0234907	0.0339561	0.0307785	0.0243857	0.0355962	0.049547	0.0431504	0.0366579	0.0308386	0.0293292	0.0121756	0.00736196	0.00438645	0.00258635	0.00277914	0.00399964	0.00270875	0.00425965	0.00502131	0.00533187	0.0158327	0.0143296	0.0176416	0.0173278	0.0241415	0.034262	0.0276252	0.0354412	0.0230417	0.0117171	0.0147571	0.0109764	0.0197747	0.0324966	0.0288471	0.0420965	0.0413909	0.039146	0.0430626	0.0368763	0.033839	0.0470353
</S>	0.0118685	0.0124009	0.0106439	0.00967025	0.0114844	0.00970182	0.00972456	0.0140448	0.0147562	0.0162882	0.00881324	0.00595474	0.00846825	0.00585726	0.00714193	0.0100711	0.0040735	0.00445238	0.00741918	0.00563713	0.0126618	0.01111	0.0082404	0.00807507	0.00872587	0.0128353	0.0105529	0.0154695	0.0244772	0.0124712	0.01274	0.0127582	0.0419316	0.0743819	0.0499714	0.0697561	0.0521303	0.0622515	0.0846626	0.0698417	0.0624761	0.0940071
