 	a66	a87	a23	a87	a23	a87	a23	a79	a90	a56	a34	a56	a93	a34	a61	a21	a61	a47	a62	a21	a12	a18	a25	a40	a6	a37	a12	a96	a62	a21	a92	a56	a90	a69	a98	a15	a7	a36	a26	a57	a87	a97	a87	a23	a87	a97	a87	</S>
celui	0.0306135	0.0412857	0.0601916	0.0452721	0.039259	0.0272313	0.0394047	0.0563674	0.0730164	0.0550332	0.036515	0.0331759	0.0299049	0.0262726	0.0225458	0.0284265	0.0167859	0.0268624	0.0206635	0.019833	0.017889	0.0131549	0.01188	0.0127973	0.00888648	0.00977347	0.00598736	0.00407338	0.00738042	0.00518741	0.0082582	0.00625361	0.012123	0.00873721	0.0139369	0.00486989	0.00768871	0.00862293	0.0173697	0.00938143	0.0146139	0.00836384	0.0103842	0.00732939	0.00713655	0.00584406	0.0067212	0.0166952
qui	0.0166045	0.0103259	0.0202799	0.0151016	0.0175858	0.017383	0.0207955	0.0242902	0.0302762	0.0366333	0.0287904	0.0259442	0.0258431	0.0136273	0.0136711	0.0148442	0.00931014	0.0164698	0.0113333	0.0159483	0.012457	0.0173126	0.0112717	0.0150572	0.0160795	0.0122081	0.0155031	0.0144875	0.010868	0.0117606	0.00995467	0.015835	0.0138778	0.0209185	0.0214364	0.0342225	0.0413803	0.0451046	0.0410449	0.0375545	0.0302105	0.0233044	0.0317732	0.0254706	0.0245658	0.0192165	0.0224458	0.0196212
s'	0.0156494	0.0140763	0.0306665	0.0201883	0.028152	0.0361251	0.0484414	0.0259362	0.0151609	0.0143662	0.0224914	0.0182591	0.0269883	0.0333706	0.0327803	0.0294712	0.0175488	0.0261744	0.0245942	0.0250918	0.0370879	0.0252137	0.0127398	0.0265772	0.00738225	0.0140012	0.0113398	0.00855277	0.0068645	0.0186532	0.00779839	0.00769421	0.00381752	0.00527572	0.00474495	0.0156325	0.0122082	0.00919077	0.0185323	0.0173855	0.0118728	0.0160068	0.0254713	0.0277462	0.0352328	0.0276122	0.0250848	0.0547485
embourbe	0.0361384	0.0182292	0.0145913	0.0163488	0.00985991	0.00973233	0.0124529	0.0190671	0.0168909	0.0312264	0.0593329	0.0709594	0.053426	0.0544793	0.0651313	0.0389121	0.0312658	0.0253816	0.0257974	0.0280723	0.0298336	0.0212073	0.0150503	0.0192526	0.0157838	0.0185361	0.0122509	0.00930766	0.00982958	0.0178012	0.00993805	0.00876437	0.0108504	0.0105585	0.00939261	0.00287724	0.00277326	0.00264136	0.00356156	0.00290944	0.00714525	0.0119775	0.0108974	0.0123072	0.0157756	0.0165501	0.0167898	0.0381422
à	0.100589	0.0415536	0.0207703	0.0216807	0.0132913	0.0128008	0.0112729	0.0135073	0.0141402	0.0144045	0.0147267	0.0172559	0.0128598	0.0135631	0.0153381	0.016765	0.024815	0.0141975	0.0174557	0.0145999	0.018097	0.0111819	0.0142361	0.0149816	0.0258892	0.0193312	0.0234096	0.0324561	0.0329204	0.0473131	0.0248159	0.0290808	0.0292792	0.0291046	0.0152026	0.00677867	0.00657085	0.00657025	0.00849428	0.00501353	0.0137094	0.0103603	0.0152493	0.0153948	0.0252222	0.0255015	0.0256491	0.0425991
cet	0.0397945	0.0173093	0.0116164	0.0101255	0.00708023	0.00602947	0.00523466	0.00519513	0.00783846	0.00933005	0.0161808	0.0213246	0.00840706	0.0176307	0.0236921	0.0220467	0.0245252	0.0179156	0.0211063	0.0161038	0.0216573	0.0140543	0.0140435	0.0133366	0.0203708	0.0166893	0.0177612	0.0235405	0.0105659	0.0134036	0.0158735	0.0278453	0.0263293	0.0365904	0.0302236	0.0306994	0.0263197	0.0350272	0.0467007	0.038518	0.0356892	0.0322147	0.0245142	0.0200247	0.0231754	0.024344	0.0189356	0.0330658
endroit	0.0140493	0.00927935	0.00571695	0.00474698	0.00467658	0.00486897	0.00744043	0.00924631	0.0243961	0.0318248	0.0466314	0.0635127	0.0268591	0.0401452	0.041943	0.0367314	0.0414671	0.0217028	0.0303341	0.0296714	0.0457382	0.0142995	0.0148864	0.0306473	0.0377042	0.0384993	0.0337837	0.0329909	0.0151564	0.0149764	0.0135671	0.0216034	0.0238373	0.0233471	0.0150289	0.00974936	0.00755533	0.0130904	0.0128982	0.0174609	0.0103181	0.0121514	0.00756209	0.00681643	0.00641233	0.00629473	0.00840612	0.00997435
n'	0.0381689	0.0413187	0.0459082	0.0313016	0.0299955	0.0305561	0.0238748	0.030078	0.0233388	0.028986	0.0253947	0.0210318	0.0291632	0.0290698	0.0210614	0.0184388	0.0124108	0.0209654	0.0163999	0.0131698	0.0136331	0.0119048	0.0150568	0.0180472	0.00822545	0.00973549	0.00675489	0.00754373	0.00796479	0.00974698	0.020616	0.0224825	0.0245502	0.0237978	0.0114492	0.00631527	0.0256673	0.0233196	0.0248296	0.0131888	0.0206016	0.0106985	0.0278976	0.0229618	0.021514	0.0178252	0.0241763	0.0188633
arrivera	0.0481525	0.0585154	0.0854185	0.0899245	0.0723911	0.0609338	0.0317668	0.0166961	0.0121916	0.0159959	0.021026	0.0166018	0.0158721	0.0131486	0.0125308	0.00959005	0.00901059	0.00978101	0.012181	0.00951135	0.0136759	0.0148602	0.0128329	0.00966355	0.00549767	0.0070072	0.00542837	0.00628207	0.0058109	0.0144006	0.00978161	0.0105122	0.0103221	0.0143736	0.0097322	0.00616635	0.0116624	0.00881491	0.0148043	0.0108039	0.0162772	0.0169551	0.0211881	0.0243927	0.0231066	0.0242068	0.0271547	0.0230462
pas	0.052353	0.0389208	0.0309013	0.0294344	0.0270054	0.0207584	0.0134422	0.0153474	0.0120704	0.0166414	0.023398	0.0279054	0.0189104	0.0190434	0.0200384	0.0150481	0.014159	0.0112808	0.016147	0.00946237	0.0174527	0.0128781	0.00860568	0.00692919	0.00432162	0.00561275	0.00483652	0.00622951	0.00552388	0.0145292	0.0100579	0.0114526	0.0104945	0.0132296	0.0121652	0.0206972	0.0311728	0.0227153	0.0369794	0.024595	0.0296033	0.0254936	0.0221783	0.0271422	0.0326845	0.0364808	0.0514931	0.0621779
