 	a66	a87	a23	a13	a53	a54	a47	a6	a37	a34	a70	a66	a61	a21	a12	a96	a94	a75	a21	a5	a47	a88	a83	a75	a92	a44	a13	a38	a82	a87	a23	a87	</S>
il	0.0598768	0.0867626	0.0503307	0.0558931	0.0598473	0.0242047	0.0532788	0.0247287	0.0132704	0.0129913	0.00790752	0.00611581	0.00895136	0.00932048	0.010939	0.0171927	0.0149478	0.0178501	0.0155916	0.0364876	0.016378	0.0144198	0.0434332	0.0376453	0.0291575	0.0262595	0.0306888	0.0403484	0.0209742	0.0286674	0.0337625	0.0295582	0.0622184
attend	0.0164926	0.0206465	0.0353504	0.0310086	0.0306205	0.0360143	0.0670096	0.051548	0.0456462	0.0479234	0.0343793	0.0388334	0.0374895	0.0297534	0.0284859	0.0212924	0.0129814	0.00884933	0.0118482	0.0101295	0.0105502	0.0130765	0.00978853	0.0170496	0.0342663	0.0361293	0.0363865	0.0399378	0.0406844	0.0426237	0.0348364	0.0400314	0.0283368
la	0.0316547	0.015578	0.0234672	0.0117452	0.0115241	0.0105311	0.0220962	0.0168242	0.0317362	0.0494198	0.0402605	0.0334901	0.0270447	0.020611	0.0154638	0.00963923	0.00852236	0.00858761	0.0113529	0.0152319	0.0173761	0.0121515	0.0156499	0.0313798	0.0415787	0.0394973	0.0491927	0.0603218	0.0503608	0.0732667	0.0577804	0.0759786	0.0606845
saison	0.0127378	0.0238928	0.0255967	0.051295	0.070413	0.0749333	0.0391508	0.0578487	0.0300946	0.034386	0.0398051	0.0495884	0.0446165	0.0568955	0.0679675	0.0756993	0.0647294	0.02454	0.0252571	0.0156243	0.0161566	0.0157598	0.00772035	0.00702277	0.00675978	0.0113921	0.00737824	0.00692836	0.00776094	0.00711229	0.00646706	0.00569304	0.00877686
sèche	0.0421785	0.0348098	0.0344046	0.0195001	0.0279285	0.0226154	0.0152974	0.0215021	0.0200796	0.0162679	0.0204557	0.025346	0.0266406	0.0303193	0.0278516	0.0337559	0.0389083	0.0252713	0.0301877	0.0270427	0.0237	0.0297471	0.0447646	0.0640891	0.035217	0.0246347	0.0255843	0.0376668	0.0300514	0.0327934	0.0281923	0.0247495	0.0584469
pour	0.0380476	0.0227292	0.027818	0.0142931	0.0181842	0.0130273	0.0106426	0.0126873	0.0119975	0.0162339	0.0203131	0.025303	0.0274936	0.0315851	0.0407322	0.0556213	0.0379728	0.0352578	0.0447043	0.0605921	0.04023	0.047546	0.0523628	0.0458554	0.0548107	0.0241723	0.0346956	0.0186849	0.00975412	0.0273533	0.0304868	0.0239731	0.0248391
brûler	0.0598757	0.0645342	0.0436162	0.0231274	0.0203144	0.0166435	0.0188825	0.0168466	0.0209405	0.0224159	0.0245754	0.0231302	0.0253033	0.0115406	0.0141651	0.017596	0.0177923	0.0198254	0.0187561	0.0294208	0.0293934	0.032866	0.0351186	0.0402749	0.0367035	0.0242579	0.0332714	0.019284	0.02512	0.0438547	0.0355579	0.0348559	0.10014
son	0.0775471	0.0593425	0.0372683	0.0201504	0.0138977	0.0131313	0.0193882	0.0225895	0.0174644	0.0170509	0.0129337	0.00972855	0.0168735	0.00719625	0.0093255	0.0129161	0.012207	0.0173782	0.0166875	0.0294105	0.0267958	0.0274237	0.030611	0.0326272	0.0265952	0.0256593	0.054408	0.0356077	0.054547	0.0681823	0.0472945	0.0744938	0.0532673
champ	0.0230665	0.0266972	0.0266362	0.0284485	0.0322793	0.0227991	0.0133909	0.0109423	0.00973528	0.00846744	0.0114709	0.0149215	0.0190756	0.0261124	0.0314038	0.0280981	0.0262265	0.024961	0.0167567	0.0336899	0.0312102	0.0247841	0.0261399	0.0384649	0.0295715	0.0480886	0.0381817	0.0567054	0.0429775	0.0475552	0.0406297	0.0427939	0.0977182
</S>	0.0570438	0.0595821	0.0274253	0.0229365	0.00720442	0.00549468	0.00760419	0.00452342	0.0049534	0.00493526	0.00397729	0.00301531	0.00380909	0.00324908	0.00308417	0.00423855	0.00545979	0.00647777	0.00786495	0.0131388	0.0131788	0.0131041	0.0228137	0.0462249	0.0435871	0.0850841	0.080591	0.0511385	0.0529949	0.0759967	0.0793189	0.0694795	0.11047
