 	a66	a87	a10	a87	a23	a66	a90	a92	a56	a75	a37	a85	a47	a98	a92	a98	a15	a36	a47	a79	a44	a57	a3	a10	a87	a23	a87	a23	a87	a23	a87	a23	</S>
le	0.0813261	0.0526816	0.0429156	0.0288538	0.0397962	0.0338055	0.0408096	0.0484254	0.0599372	0.0342019	0.051773	0.0262439	0.0268797	0.0228325	0.024995	0.0283483	0.0150617	0.00652943	0.00844276	0.00506978	0.0127284	0.0184569	0.0161506	0.0171655	0.0151516	0.0250092	0.0229662	0.0209748	0.0165085	0.0186047	0.0255091	0.0217946	0.0900511
cabri	0.00366986	0.00519912	0.00424077	0.00652924	0.00757463	0.0152179	0.0214188	0.049039	0.117598	0.175428	0.123819	0.109047	0.074681	0.0592952	0.0435832	0.0764628	0.0449965	0.0178188	0.0220754	0.00430178	0.00171895	0.00249212	0.00301268	0.00209758	0.00240793	0.00159357	0.00124415	0.000575255	0.000596808	0.000435788	0.000471624	0.000923082	0.000434036
a	0.0380769	0.0515554	0.070645	0.0451411	0.0495741	0.0625165	0.0508112	0.044263	0.0430299	0.074214	0.115727	0.0859459	0.0685172	0.0500454	0.0398938	0.0202639	0.0183476	0.00780076	0.00677777	0.0025907	0.00305457	0.00474409	0.00236843	0.00348539	0.00429941	0.0053918	0.0113605	0.00437274	0.00324386	0.00221254	0.003774	0.00320778	0.00274757
des	0.0234794	0.01736	0.011008	0.0103221	0.0100393	0.0135081	0.0115329	0.0112635	0.0122428	0.0205334	0.0468136	0.0609062	0.0646772	0.0748017	0.0970652	0.0824146	0.0676009	0.0496578	0.0604723	0.0371447	0.0276287	0.0193461	0.029786	0.0250956	0.0214309	0.0184161	0.0118111	0.0107534	0.0110451	0.0104358	0.0107483	0.00843933	0.0122198
testicules	0.0151142	0.023593	0.0133813	0.0169955	0.0187358	0.027585	0.024307	0.0268846	0.0414361	0.0344671	0.0344427	0.041566	0.0495953	0.0324551	0.0610088	0.09211	0.0700215	0.0344101	0.0413251	0.0668513	0.0380844	0.0265628	0.030388	0.0226808	0.0171504	0.0158636	0.0160031	0.0125287	0.0147208	0.0110422	0.0100518	0.0116049	0.0070331
comme	0.0768581	0.0464999	0.0276597	0.019036	0.0158899	0.0188136	0.0249897	0.0251955	0.0436979	0.046018	0.0337928	0.0136818	0.0125562	0.00479974	0.00662712	0.00376104	0.00242278	0.00313941	0.00547146	0.00493678	0.00848878	0.0231628	0.0174941	0.0170894	0.0280838	0.0352158	0.0587325	0.0571802	0.0664303	0.0706126	0.0519098	0.0579196	0.0718331
ceux	0.0598226	0.0311418	0.0326574	0.0186673	0.0202445	0.0242408	0.030147	0.0299198	0.0419931	0.0661195	0.0815521	0.0600666	0.0617703	0.036891	0.0560655	0.0361875	0.0254417	0.0301069	0.0291766	0.0101587	0.015953	0.0178457	0.0141842	0.0163812	0.0141614	0.0203732	0.0241796	0.0172426	0.0135553	0.0125437	0.0172914	0.0119149	0.022003
de	0.053929	0.0413646	0.0386238	0.0248641	0.0261735	0.0245617	0.0345773	0.0285506	0.0507783	0.0526797	0.0751911	0.0749246	0.0657705	0.0426795	0.0531305	0.0249394	0.0159143	0.0180084	0.0200126	0.0120664	0.0152335	0.047592	0.0188353	0.0116035	0.0184672	0.0222467	0.0329416	0.0148219	0.0121603	0.00930059	0.00907505	0.00664373	0.0023388
l'	0.0749838	0.052613	0.0551261	0.0345423	0.0367365	0.0359032	0.0387404	0.0379514	0.0552069	0.0399521	0.0799812	0.0497843	0.0424374	0.0345007	0.0385358	0.0281262	0.0177624	0.0114574	0.0116534	0.00598657	0.00657932	0.031784	0.0143536	0.0101236	0.0151725	0.0197487	0.0283946	0.0192382	0.0117775	0.0149204	0.0167097	0.0151059	0.0141108
homme	0.0375537	0.0216483	0.0247716	0.0215191	0.0233636	0.0264157	0.0240104	0.0247976	0.0310488	0.0195071	0.0311104	0.0375745	0.0548299	0.050719	0.0559308	0.0534416	0.0358333	0.0379725	0.0405744	0.0217392	0.0205529	0.0465544	0.0278673	0.0173095	0.0198084	0.0265392	0.0250107	0.0221503	0.018928	0.0252587	0.0305012	0.0268499	0.018308
</S>	0.0711302	0.0521923	0.0548989	0.0278493	0.0271967	0.023797	0.0269506	0.0325342	0.0440763	0.0330514	0.0320547	0.0183582	0.0183695	0.0161043	0.0148265	0.0102482	0.00875201	0.00935842	0.0129612	0.011971	0.0141017	0.0311108	0.0146752	0.0101687	0.0138231	0.0212347	0.0233059	0.0234979	0.02588	0.0389088	0.0413548	0.0491813	0.146076
