 	a15	a66	a87	a40	a47	a15	a73	a56	a93	a56	a43	a11	a93	a25	a92	a90	a44	a75	a21	a92	a21	a24	a31	a24	a75	a56	a90	a79	a7	a84	a82	a87	a97	a87	a23	a99	</S>
on	0.0527204	0.0787274	0.048997	0.0681202	0.0447673	0.0712587	0.0681456	0.0319484	0.032556	0.0259696	0.0188071	0.0180514	0.0191916	0.0275474	0.0234982	0.0218917	0.0122852	0.00945335	0.0120835	0.00795215	0.00718469	0.00870673	0.00691601	0.00755873	0.00833593	0.0127845	0.019134	0.0153049	0.0310319	0.0244425	0.0278579	0.022352	0.0206115	0.018187	0.0228698	0.0168886	0.0358612
lui	0.0270241	0.0302035	0.0161109	0.0214623	0.0191136	0.0274698	0.0357308	0.0583324	0.0483424	0.0594358	0.0687873	0.0543135	0.0329496	0.0319789	0.0230942	0.0122955	0.00927431	0.0191974	0.0176978	0.0198984	0.0220827	0.0241873	0.0216082	0.0217941	0.0213149	0.0221134	0.0265351	0.0360549	0.0209564	0.0188908	0.0140532	0.0172476	0.0174248	0.0161909	0.0142074	0.0218339	0.030792
a	0.0625127	0.0294542	0.017572	0.0163113	0.0101482	0.00940101	0.0099966	0.0111145	0.0189156	0.0270621	0.0382146	0.0499219	0.0406946	0.0522417	0.0519619	0.0412096	0.0236714	0.0324682	0.0168554	0.0261862	0.0204408	0.0160457	0.021571	0.0165142	0.00778049	0.0155143	0.0227624	0.0268817	0.0215203	0.0234849	0.0186329	0.0237511	0.022931	0.0339441	0.0239717	0.0521719	0.046168
exigé	0.0306944	0.0311031	0.0582627	0.0231215	0.0388573	0.0170434	0.00933237	0.0151729	0.0264584	0.0274104	0.0362899	0.038334	0.0460729	0.0518704	0.0651932	0.0523143	0.039806	0.0452178	0.0440728	0.0465744	0.0470666	0.038235	0.0349436	0.0255071	0.0186431	0.00778448	0.00660701	0.00602707	0.00597631	0.00609697	0.00561142	0.00603019	0.00691296	0.00979366	0.00877288	0.00834129	0.0144482
un	0.0676017	0.0490142	0.0401783	0.04236	0.042305	0.0363137	0.0257238	0.0158686	0.0199824	0.0308989	0.0288848	0.025522	0.0397597	0.0412454	0.0369516	0.041171	0.0462394	0.038024	0.0344391	0.0249235	0.0220626	0.0179397	0.0166931	0.0135318	0.0211704	0.0111604	0.0128913	0.00797157	0.0117443	0.0057102	0.0157113	0.013804	0.0133365	0.0173624	0.0187591	0.0187936	0.0339503
dédommagement	0.0276914	0.0239313	0.0249045	0.0417894	0.0361716	0.0613377	0.0737814	0.0719459	0.0705766	0.0712004	0.0523757	0.0506469	0.0619268	0.0329946	0.0311851	0.0154147	0.0185752	0.0153879	0.0117957	0.0103164	0.00919411	0.00768827	0.00630433	0.00607576	0.00761081	0.0106053	0.0140486	0.0171154	0.0194036	0.0164079	0.0230876	0.0174273	0.0125622	0.00858188	0.00866819	0.0044626	0.00680728
pour	0.120109	0.0716293	0.0364764	0.0290013	0.0216585	0.0122645	0.0156833	0.0143806	0.0115328	0.0362278	0.0166531	0.00741264	0.0210141	0.0332798	0.0157922	0.0329585	0.0271115	0.0268416	0.0214803	0.0182245	0.020058	0.0215786	0.0195788	0.0183929	0.0245127	0.0297104	0.0367574	0.0242626	0.0333095	0.0145639	0.0318917	0.0222884	0.0205543	0.0233839	0.0207689	0.0190595	0.0295972
ce	0.0909955	0.057071	0.0260175	0.0282476	0.0217132	0.014126	0.0128139	0.0122306	0.0108454	0.0301972	0.0140474	0.00704985	0.014991	0.0234115	0.00937917	0.0188091	0.0205144	0.0297954	0.024512	0.020661	0.014634	0.0167432	0.0142884	0.00934088	0.0102311	0.0135463	0.0245642	0.0300141	0.0446235	0.0441304	0.0496173	0.0392552	0.0456989	0.052425	0.0340452	0.0321733	0.0372405
qu'	0.0494594	0.0472309	0.0501733	0.0518425	0.0465548	0.0299747	0.018745	0.0111348	0.0132653	0.0182102	0.00809855	0.004465	0.009768	0.0168672	0.0085495	0.0154511	0.0155743	0.0153513	0.0203086	0.0114664	0.00868037	0.00987928	0.0111319	0.013888	0.0148962	0.00944077	0.0111676	0.00804911	0.0284894	0.0177101	0.041268	0.0489592	0.0429701	0.0628648	0.0624999	0.0656142	0.0800001
il	0.0626568	0.0574308	0.0240208	0.0312592	0.0151209	0.00845571	0.00453481	0.00254163	0.00325161	0.0050739	0.00303537	0.00238627	0.00322177	0.00557617	0.00379685	0.00987768	0.0097257	0.0126665	0.016694	0.0114244	0.00814209	0.00667519	0.0088529	0.00661343	0.0111668	0.00838884	0.0111342	0.00875878	0.0357701	0.0224977	0.0494238	0.0592332	0.0618316	0.125051	0.0888009	0.137119	0.0577893
a	0.0251972	0.0193808	0.0217642	0.0161333	0.0105732	0.0115879	0.00938232	0.00716766	0.00956815	0.00746527	0.00553605	0.00399159	0.0083236	0.0117462	0.0108636	0.0138715	0.0206701	0.0233011	0.0298697	0.0204387	0.0167131	0.0173425	0.0208836	0.0304591	0.0389818	0.0312308	0.0253208	0.020872	0.0381462	0.029974	0.0381299	0.0454808	0.0439679	0.0641227	0.0564083	0.0612307	0.133904
volé	0.0703165	0.0337229	0.0265979	0.0250387	0.0108879	0.00939996	0.00586292	0.00372079	0.00437362	0.00398023	0.00339431	0.00333908	0.00474994	0.00615116	0.0055431	0.00690274	0.00603717	0.00644342	0.00728582	0.00596061	0.00414253	0.0038395	0.00758316	0.00961683	0.0295232	0.0303222	0.0279351	0.029893	0.0238726	0.0292176	0.0266658	0.0455678	0.0563757	0.0936674	0.0586122	0.101925	0.171531
