 	a66	a87	a23	a87	a23	a12	a61	a37	a92	a44	a61	a47	a21	a5	a75	a92	a37	a75	a25	a69	a98	a47	a37	a85	a5	a12	a88	a71	a9	a87	a99	a50	a21	a85	a47	a37	a44	a70	a13	a71	a3	a87	a23	a87	</S>
la	0.0390255	0.0328493	0.0287279	0.0311279	0.0396088	0.0435896	0.0701818	0.109379	0.0902032	0.0577884	0.0295798	0.033707	0.00738897	0.00521209	0.00654917	0.00464459	0.00804678	0.00583661	0.00599254	0.00482972	0.0110525	0.0161126	0.0153829	0.0113211	0.00759284	0.0111541	0.0159648	0.00977152	0.0120245	0.0125898	0.0207243	0.0138917	0.0217205	0.0156521	0.01703	0.0198441	0.00606822	0.0191556	0.0171939	0.011212	0.00780908	0.00931808	0.00874483	0.00845445	0.0259457
manière	0.00117993	0.00137744	0.00292218	0.00597457	0.0104777	0.0204627	0.0219179	0.0717755	0.231094	0.0958094	0.050779	0.0404647	0.0304422	0.067532	0.0352452	0.00951254	0.037499	0.00782421	0.0410447	0.0320498	0.0956935	0.00995468	0.00807411	0.00888241	0.00473849	0.0163808	0.0271586	0.00266755	0.00245423	0.000299865	0.000945663	0.000584553	0.000472353	0.000716017	0.00220958	0.000467327	0.000815175	0.000319741	0.000154035	0.000111026	0.000108309	0.000223593	0.000336613	0.000467482	0.000379861
dont	0.0354747	0.0252307	0.0207855	0.0162842	0.0159612	0.0184388	0.0272027	0.030139	0.0645718	0.0330766	0.0299795	0.0335178	0.0261936	0.052611	0.0411858	0.0354142	0.0576502	0.0271073	0.0451824	0.047433	0.061221	0.0191153	0.0217092	0.0240629	0.00822702	0.0163853	0.00961809	0.00755618	0.00717334	0.0161924	0.00556087	0.0122545	0.00518625	0.0124386	0.00809216	0.00511619	0.0105139	0.00928826	0.0147505	0.00718737	0.00930821	0.00793519	0.00651237	0.00820967	0.00294508
ils	0.0165891	0.0181373	0.00973602	0.00608263	0.00482415	0.00487451	0.00484051	0.00916016	0.0103986	0.00733303	0.00591595	0.00714002	0.00921349	0.0140742	0.0206669	0.0157123	0.0211491	0.010227	0.0137487	0.0135926	0.0280129	0.0262478	0.0355029	0.0292916	0.0215864	0.071732	0.0589026	0.0239887	0.0186574	0.0245236	0.0193737	0.0489503	0.0267995	0.0610361	0.0218948	0.0138637	0.0174393	0.0439309	0.020232	0.0155805	0.0358084	0.0348928	0.0278107	0.0404592	0.0100655
ne	0.0204784	0.0148793	0.00518327	0.00588981	0.00422316	0.00677103	0.00594536	0.00513776	0.00489986	0.00391136	0.00503579	0.0042885	0.00619338	0.0098974	0.0241737	0.0207739	0.0342788	0.0258569	0.0403419	0.036241	0.0454534	0.0740753	0.0727715	0.0891801	0.0648992	0.0610789	0.0572845	0.0166825	0.0176113	0.0133006	0.00935074	0.0151398	0.0139329	0.0163114	0.00496085	0.0026399	0.00281771	0.00917516	0.00767999	0.0171319	0.0206817	0.0197898	0.0206935	0.0231201	0.0198367
suivent	0.0321793	0.0328718	0.0238763	0.0178733	0.0170734	0.00874343	0.00952514	0.00498845	0.00794096	0.00803865	0.00961195	0.0108167	0.0125769	0.00849497	0.0135502	0.0174473	0.0214855	0.0240796	0.0159119	0.0138796	0.0151118	0.0187643	0.0336172	0.0282491	0.0228629	0.0230616	0.0362089	0.018658	0.015829	0.019527	0.0303138	0.0447055	0.0487896	0.0677433	0.0397594	0.0115444	0.0122793	0.0334361	0.0317285	0.0155221	0.0220611	0.0174262	0.0226418	0.0213776	0.037816
est	0.0339577	0.0207653	0.0234326	0.0161261	0.0115267	0.00606103	0.00483466	0.00338822	0.00555503	0.00540412	0.00726863	0.0100381	0.00993232	0.0108836	0.0138596	0.0139893	0.0172353	0.0146283	0.0137978	0.0155204	0.0145211	0.0215305	0.0258099	0.0248974	0.0199902	0.0232124	0.0191432	0.0246926	0.0272998	0.0626425	0.0488485	0.0679785	0.0578317	0.0480516	0.0232	0.0131125	0.00508613	0.051735	0.0232254	0.0223669	0.0255284	0.0262761	0.0170654	0.022897	0.0248523
celle	0.0241917	0.0193787	0.0181775	0.0145844	0.0165602	0.00997679	0.00884449	0.00498651	0.00653797	0.00633465	0.00773592	0.009184	0.00954272	0.0074261	0.00906712	0.0148278	0.0134012	0.0167657	0.00846902	0.0133357	0.0102771	0.0153495	0.0221369	0.0246923	0.0189795	0.0204027	0.0110711	0.0214726	0.0250482	0.0316801	0.0340902	0.0446231	0.054806	0.052274	0.0232447	0.0252274	0.0103498	0.0599054	0.0335968	0.0374389	0.0242179	0.0469037	0.0358472	0.0380157	0.0390208
des	0.0244452	0.0223648	0.0216806	0.0164595	0.0151247	0.00837078	0.0091408	0.00665485	0.00960416	0.00608215	0.00966048	0.0139754	0.00910274	0.0116132	0.0180735	0.0329586	0.0276261	0.0340493	0.0224259	0.0354407	0.0145133	0.0244665	0.0129022	0.0139354	0.007365	0.00616756	0.00269504	0.00423685	0.00688033	0.00761081	0.00561041	0.0106832	0.0116136	0.0140236	0.00900085	0.0188579	0.0160635	0.0436758	0.0285528	0.0453477	0.0397577	0.0782941	0.0565043	0.0738796	0.0925085
policiers	0.0207113	0.0191157	0.020999	0.0161453	0.0204663	0.010236	0.0113049	0.0189863	0.0221104	0.0108863	0.0126062	0.0195226	0.014959	0.0164587	0.0237642	0.0343697	0.0234373	0.033924	0.0292872	0.0288231	0.0204263	0.0265031	0.018595	0.0234708	0.0160346	0.00962951	0.00804385	0.00940974	0.0122285	0.0117201	0.00847364	0.0136275	0.0115494	0.0175258	0.00980068	0.00817816	0.0077208	0.0132184	0.0143695	0.0288304	0.0416237	0.0685535	0.0596322	0.064203	0.0685181
</S>	0.0363141	0.0231957	0.0164658	0.0124537	0.0107831	0.0120926	0.016498	0.0136258	0.0145937	0.0114447	0.0120162	0.014795	0.00765216	0.00900414	0.0124087	0.0146883	0.0126147	0.0161889	0.0145142	0.0142861	0.0122533	0.0263054	0.0236803	0.0304371	0.0193654	0.00954027	0.00639527	0.00835984	0.0128208	0.016366	0.0110498	0.0241682	0.0232644	0.0299108	0.0206464	0.0191134	0.0144169	0.0412339	0.0384635	0.0561124	0.0406965	0.0638015	0.0484995	0.0493262	0.0581374
