 	a85	a87	a23	a94	a66	a61	a66	a76	a90	a4	a57	a38	a94	a54	a14	a73	a94	a24	a94	a71	a38	a75	a90	a69	a4	a57	a82	a58	a53	a4	a57	a3	a87	</S>
il	0.112176	0.123376	0.0947144	0.0762	0.0523328	0.0195634	0.0152037	0.0157267	0.0115667	0.0139419	0.0140309	0.0144876	0.0128745	0.0128651	0.0105286	0.0161025	0.0116024	0.014843	0.0145722	0.0145989	0.0105844	0.00648042	0.00902956	0.0113799	0.0138621	0.0257809	0.0389292	0.0410803	0.0431704	0.0311235	0.0399943	0.0203848	0.0138384	0.0230549
y	0.00408381	0.00590321	0.0099738	0.014236	0.0229687	0.0227183	0.0154566	0.0241369	0.0160495	0.0260562	0.044015	0.0356343	0.0311047	0.0424461	0.0495876	0.0508207	0.0309575	0.0408374	0.0240936	0.0108598	0.0175001	0.0150173	0.0140615	0.0190301	0.0219095	0.0202205	0.0260276	0.0423664	0.035428	0.0565061	0.0408858	0.0698184	0.0658398	0.033449
a	0.0177095	0.0218626	0.0150675	0.0154093	0.0174965	0.0121881	0.0105503	0.00750541	0.0029997	0.00190312	0.00410975	0.00251177	0.00190518	0.0028072	0.00350953	0.0030958	0.00490046	0.00769323	0.0088614	0.0062905	0.00564882	0.0072538	0.0120995	0.0139968	0.013999	0.0246472	0.0219819	0.0700571	0.102855	0.150533	0.0974966	0.0719862	0.101308	0.13776
un	0.0615418	0.0468413	0.0384381	0.0435011	0.0401123	0.0323685	0.0400133	0.0343139	0.0281198	0.013496	0.0177914	0.0290281	0.0230274	0.0249241	0.0278249	0.0178702	0.0239576	0.0168532	0.0334861	0.0286363	0.0384613	0.0601668	0.0426433	0.0560509	0.0331473	0.0343443	0.0374444	0.0141553	0.00723809	0.00779816	0.0114465	0.00933451	0.00917506	0.0164488
bloc	0.0800921	0.0709426	0.0558991	0.0678757	0.0825331	0.0886325	0.0724873	0.0679618	0.0506686	0.0170522	0.013366	0.0171272	0.0116029	0.0162237	0.0226698	0.0178105	0.0213352	0.0149908	0.00818697	0.0127927	0.0138415	0.0128032	0.0117489	0.0153377	0.0128301	0.0168924	0.00772261	0.0111934	0.00612832	0.0075787	0.0161707	0.0197224	0.016448	0.0213314
de	0.0624798	0.0830949	0.0901448	0.0529714	0.0327513	0.032975	0.0436858	0.0590325	0.038688	0.0252317	0.034387	0.0223744	0.0161921	0.0156539	0.0154242	0.0169157	0.0185042	0.0146566	0.009405	0.00790253	0.00602295	0.00595676	0.00922958	0.00849218	0.0115512	0.013789	0.00996552	0.0154824	0.0191325	0.0165447	0.0240229	0.0212862	0.0585034	0.0875499
pierre	0.0880343	0.0720591	0.066101	0.0617008	0.0631489	0.0329776	0.0206533	0.0129777	0.01016	0.00607121	0.00813164	0.00663754	0.0038128	0.00784469	0.019258	0.0135869	0.0273131	0.0156227	0.0246536	0.0227496	0.0161451	0.0197387	0.0189601	0.0274709	0.0263996	0.0458654	0.0149668	0.0207847	0.0144167	0.0175134	0.0377229	0.0350467	0.0501724	0.0713022
sur	0.0841941	0.0695646	0.057319	0.0375162	0.0350375	0.0325995	0.0204919	0.0190099	0.0111859	0.00678558	0.00771369	0.00321581	0.00228759	0.00253883	0.00325853	0.00231828	0.0048208	0.0043606	0.00660352	0.0045148	0.00319072	0.00416224	0.00581054	0.0125802	0.0110366	0.0161454	0.0197641	0.0300653	0.0279901	0.0373342	0.059743	0.0612645	0.0859502	0.209626
la	0.0585633	0.0427296	0.035911	0.028287	0.0303974	0.0305823	0.0211961	0.018256	0.0130737	0.0103965	0.015967	0.00677601	0.00399966	0.00557124	0.00962348	0.00494425	0.0130184	0.0111521	0.0152787	0.0114008	0.00661044	0.00932545	0.0113296	0.0189692	0.0224097	0.040145	0.0295136	0.0337656	0.0276364	0.0356999	0.0581067	0.0580955	0.0744954	0.186773
route	0.0534902	0.0340692	0.0266216	0.0283142	0.0435266	0.0286406	0.0132472	0.00750069	0.00517396	0.00389565	0.0084113	0.0105935	0.0100043	0.0206435	0.0203511	0.0161453	0.0224651	0.0156168	0.0193367	0.0175986	0.0107884	0.02682	0.0239703	0.0529132	0.0289977	0.0746576	0.0319107	0.0270364	0.0267825	0.0381954	0.0392846	0.0613023	0.0594175	0.0922776
</S>	0.050953	0.0334919	0.0301085	0.0220721	0.024012	0.01728	0.00776961	0.00912973	0.00533704	0.00409151	0.00627337	0.0055087	0.00694126	0.00695882	0.00507021	0.00568862	0.00557723	0.00826182	0.00843898	0.00611152	0.00727294	0.00878853	0.00876011	0.022599	0.0267225	0.0226397	0.0307977	0.0438548	0.041093	0.0583146	0.0635674	0.0781526	0.124936	0.193425
