 	a23	a87	a23	a87	a38	a30	a41	a94	a41	a96	a18	a75	a73	a94	a98	a41	a47	a24	a41	a31	a62	a98	a90	a41	a43	a32	a75	a41	a24	a41	a18	a76	a41	a26	a24	a98	a24	a9	a87	</S>
il	0.114734	0.0674605	0.0562536	0.0398534	0.0703763	0.0513708	0.0331479	0.023939	0.0243931	0.0292708	0.0198612	0.0260213	0.0162283	0.0234979	0.022299	0.0240293	0.0255371	0.0267894	0.0202866	0.0153687	0.01643	0.0184399	0.0176294	0.0263101	0.0149613	0.0149848	0.0173691	0.0192192	0.00877612	0.00705613	0.0057964	0.00818364	0.0157769	0.0179287	0.00654801	0.0126869	0.00403988	0.0100071	0.00965341	0.0174846
faut	0.00209012	0.00244152	0.00315814	0.00519082	0.00643675	0.0051097	0.0152735	0.0175558	0.0238892	0.0438952	0.065386	0.0644373	0.062674	0.0651165	0.0446055	0.0789485	0.0784414	0.089121	0.0750538	0.0457668	0.020657	0.0191432	0.0104442	0.0107173	0.0103783	0.00510443	0.00487105	0.00514467	0.00363026	0.0063708	0.00877614	0.0110709	0.0114623	0.010499	0.019214	0.0111627	0.0142628	0.00695108	0.00894212	0.00660601
faire	0.0135939	0.00737684	0.00598344	0.00373696	0.00281658	0.0029661	0.00313932	0.00383644	0.00324842	0.00341293	0.00409113	0.00349844	0.00694664	0.0120547	0.00828735	0.00914238	0.0107338	0.0097131	0.00658187	0.00605703	0.00530163	0.00313863	0.00299372	0.00234339	0.00199561	0.00138962	0.00239235	0.00561349	0.00751131	0.00826575	0.0118175	0.0319948	0.0849089	0.103879	0.112039	0.0881031	0.121551	0.0602282	0.104733	0.112582
attention	0.0256293	0.0322515	0.0479078	0.0582495	0.0317447	0.0261026	0.029302	0.0433827	0.0200833	0.0290043	0.0245318	0.0226892	0.0279267	0.0226773	0.0239554	0.0157784	0.0205924	0.0304877	0.0242159	0.0202352	0.0259239	0.023371	0.0245305	0.0222432	0.029424	0.0498051	0.0338416	0.0315701	0.0224217	0.0217797	0.0204418	0.0159697	0.014977	0.0193704	0.00875061	0.0130256	0.00743875	0.0119969	0.0115631	0.0148075
à	0.0599274	0.0214005	0.0211212	0.010525	0.0102538	0.00527616	0.00734451	0.00825364	0.00618132	0.00933881	0.00801368	0.00557412	0.00879965	0.0104316	0.00805826	0.00747658	0.00556278	0.00609695	0.0068143	0.00557246	0.0057793	0.00686492	0.00535085	0.00679476	0.0147596	0.00998456	0.0150427	0.0346829	0.030459	0.0414283	0.0439038	0.0573423	0.0687634	0.0349029	0.0590661	0.0566632	0.055841	0.0556478	0.0788494	0.0858504
ce	0.0670791	0.0245141	0.028281	0.0164176	0.0131653	0.00987092	0.00871447	0.00765072	0.00837667	0.00876167	0.00957067	0.00882796	0.0206394	0.0214028	0.0195733	0.0146341	0.0108933	0.0164179	0.0264106	0.0290776	0.0396751	0.0522965	0.0446238	0.034828	0.0380693	0.0332736	0.0239476	0.0296955	0.0278354	0.0255989	0.0278442	0.0235516	0.0221475	0.0146558	0.0267453	0.0231403	0.0295497	0.0299034	0.0454141	0.0369253
que	0.0432846	0.0257712	0.0194392	0.0103717	0.00642596	0.0072605	0.00611156	0.0048259	0.00931208	0.0120084	0.0136977	0.0212574	0.0328485	0.0333368	0.026399	0.0221874	0.0171578	0.021398	0.0273808	0.0245786	0.0254484	0.0256823	0.0242032	0.0252913	0.0338401	0.0280427	0.0252063	0.0289381	0.0238577	0.0196081	0.0260659	0.0201848	0.0151824	0.00968987	0.0208595	0.0306905	0.047749	0.0514721	0.0806113	0.0523232
l'	0.0576602	0.0402833	0.0249082	0.0100756	0.0158873	0.0074713	0.00513298	0.00447883	0.00507384	0.00386894	0.00288152	0.00513191	0.00952117	0.0167885	0.0157636	0.0155989	0.0143369	0.0108427	0.0169299	0.01282	0.0209673	0.0185273	0.0216825	0.0205376	0.0223108	0.0171098	0.0113211	0.0173436	0.0166183	0.0116317	0.0237289	0.033405	0.0687311	0.0666988	0.082825	0.0564752	0.0774012	0.0295173	0.0632467	0.0244653
on	0.0517379	0.0382831	0.0368439	0.022561	0.014396	0.0154099	0.0128733	0.0106358	0.0119466	0.012488	0.0128689	0.0129128	0.0182154	0.0187599	0.0200385	0.0155325	0.0114658	0.014128	0.0175669	0.017017	0.0230525	0.0190853	0.0253493	0.0192363	0.0235208	0.0223319	0.0213204	0.0199233	0.0141588	0.0122535	0.0103432	0.0159376	0.0271124	0.0170706	0.0260223	0.0432801	0.0466177	0.0328757	0.0876445	0.107183
vous	0.0342926	0.0288959	0.0288043	0.0246973	0.0200834	0.0146076	0.0142132	0.0135909	0.00810104	0.00596508	0.00580317	0.00492355	0.006872	0.0109747	0.0102104	0.00959386	0.00771768	0.0067349	0.0103971	0.0146681	0.0188454	0.0182404	0.0352923	0.0276235	0.0178744	0.023896	0.0246109	0.0216013	0.0170529	0.0141613	0.0126212	0.0168852	0.0304259	0.0239917	0.0334877	0.049877	0.0608806	0.0393423	0.110672	0.121472
