 	a23	a10	a87	a23	a38	a54	a30	a94	a20	a94	a24	a25	a38	a75	a41	a35	a14	a41	a43	a10	a62	a96	a75	a14	a30	a57	a79	a76	a94	a26	a35	a44	a76	a90	a38	a76	a90	a57	a87	a10	a11	a75	a30	a57	a87	a23	a87	</S>
la	0.0580415	0.0420202	0.0242653	0.0326021	0.0155685	0.0133215	0.0123764	0.0118881	0.013465	0.0117938	0.0108492	0.0104651	0.012982	0.0120532	0.0128258	0.0102874	0.0121985	0.0124561	0.0168734	0.0116126	0.014144	0.0113544	0.0211789	0.00861323	0.00778738	0.00723106	0.00890625	0.00798933	0.00976615	0.00740758	0.00711551	0.0042799	0.00348677	0.00433379	0.00346486	0.00445746	0.00702747	0.0269615	0.0293931	0.0383832	0.0579165	0.0383889	0.0357476	0.0684081	0.0340533	0.0437691	0.0478002	0.0826887
pirogue	0.00135135	0.00813934	0.0129716	0.0157759	0.0200648	0.0163437	0.024783	0.0196909	0.0268022	0.0217756	0.025755	0.0225047	0.0515698	0.0447389	0.049714	0.0497934	0.0410391	0.0539657	0.0465709	0.0452132	0.0440688	0.0587236	0.0607367	0.0528304	0.0292213	0.0400596	0.026796	0.0171788	0.0098916	0.00810626	0.00508568	0.00974254	0.0062423	0.00580631	0.00309786	0.00310991	0.00384941	0.000763176	0.000443657	0.000356531	0.000778393	0.00126626	0.000569778	0.00213856	0.00101247	0.00153521	0.00492791	0.00309784
a	0.0206264	0.0212627	0.0379127	0.040379	0.072061	0.0658864	0.0401541	0.0608164	0.0779686	0.0656312	0.03142	0.0351243	0.0311311	0.0387105	0.0380425	0.0297933	0.0251602	0.0173927	0.019351	0.014243	0.0267036	0.0120525	0.0088452	0.0109664	0.00639067	0.00694602	0.00890859	0.0101673	0.0149766	0.0110439	0.00982203	0.00764474	0.00415524	0.0151398	0.00750393	0.00557089	0.00654795	0.00229896	0.00220134	0.00178784	0.00185147	0.00375587	0.00119328	0.00515684	0.00227645	0.00515988	0.004978	0.0128877
cassé	0.00527606	0.00614354	0.00654772	0.00917724	0.0228168	0.0582643	0.0656154	0.0444539	0.0231183	0.0277524	0.0539161	0.027355	0.0458663	0.0630143	0.0683423	0.0379991	0.0350746	0.0320703	0.0193278	0.0220359	0.0197182	0.019803	0.0222249	0.0150171	0.0150022	0.0199699	0.0291776	0.0365787	0.0286741	0.0231246	0.0220476	0.0130769	0.0119059	0.00816355	0.00668409	0.00605284	0.00609139	0.00423815	0.00388145	0.00453486	0.00170449	0.00212968	0.000956105	0.00117745	0.000958382	0.000765857	0.00118349	0.000990481
ses	0.0657845	0.0492019	0.0436873	0.0452455	0.0377036	0.0200978	0.0457098	0.0251492	0.0141925	0.0293334	0.0153032	0.00795463	0.0137377	0.0173902	0.011012	0.012135	0.0117805	0.0167433	0.0261366	0.0247043	0.0442604	0.0337065	0.0281549	0.0279191	0.0269972	0.0192444	0.0162113	0.0150085	0.0167674	0.0141763	0.00643824	0.00684876	0.00426542	0.00742908	0.00650838	0.00858293	0.00972895	0.0156757	0.0149913	0.0178905	0.0136381	0.0202132	0.01781	0.0112106	0.0199038	0.0155385	0.0132354	0.0146421
amarres	0.0429505	0.0364764	0.0379753	0.0342134	0.0266414	0.0228013	0.0468607	0.0330557	0.0192459	0.0301204	0.0368244	0.0231953	0.0370441	0.0341968	0.0256044	0.0259796	0.0250077	0.0391235	0.0591602	0.0315476	0.051716	0.0314825	0.0240879	0.018875	0.0167002	0.0104056	0.00998308	0.00928002	0.013264	0.008448	0.00581288	0.00549757	0.00274339	0.00496367	0.00362332	0.00375299	0.00435729	0.00588329	0.0083525	0.00806522	0.00714959	0.0112945	0.00784661	0.00664173	0.0103558	0.0148814	0.0121396	0.0143718
et	0.0690374	0.0524151	0.0306739	0.0335202	0.0221763	0.0151639	0.0126092	0.0111748	0.0107732	0.0151497	0.0118412	0.0106211	0.0116563	0.0182865	0.0116422	0.00937142	0.00819199	0.014736	0.0181764	0.00986774	0.00984429	0.00841794	0.0108619	0.00955019	0.0142467	0.00784971	0.0108231	0.0088442	0.00888444	0.00993224	0.00794165	0.00614451	0.00470098	0.0092435	0.0113003	0.0146614	0.0224423	0.0208338	0.0315735	0.0371401	0.0369291	0.0522099	0.0404946	0.0424979	0.0358342	0.0569856	0.0352005	0.0375265
part	0.0545325	0.0586224	0.0491308	0.0501814	0.0427286	0.0239802	0.0213015	0.0142071	0.0118626	0.0132603	0.00731979	0.00743405	0.0109448	0.0159592	0.0121688	0.0104313	0.00736861	0.0102847	0.0136616	0.0105274	0.0144785	0.00749713	0.00605593	0.00763583	0.00740294	0.00823304	0.0157603	0.0176721	0.0180524	0.0148188	0.0117102	0.00926323	0.00505988	0.00804786	0.00549513	0.00953477	0.0154189	0.0169763	0.0183877	0.0266873	0.0340217	0.0278902	0.0352807	0.0331776	0.0422057	0.0498301	0.0374775	0.0500206
à	0.0344073	0.0256818	0.0193718	0.0131147	0.00980166	0.00667399	0.00555504	0.00573555	0.00591472	0.00750217	0.00541679	0.00656908	0.00885194	0.0132439	0.0113435	0.0119168	0.0104321	0.0138596	0.0139182	0.00999999	0.0155608	0.00978635	0.00839187	0.00981089	0.0079607	0.00755429	0.00894056	0.00835173	0.0075344	0.00806181	0.00774918	0.00520271	0.00571048	0.0066365	0.00600007	0.010815	0.013626	0.0175664	0.0215333	0.0344336	0.0714984	0.0423152	0.0608716	0.065244	0.0738427	0.0696527	0.0687256	0.0873124
la	0.0272793	0.025897	0.0202101	0.0181712	0.0140092	0.00855035	0.00786882	0.0076057	0.00876481	0.00942918	0.00679469	0.00750476	0.00961004	0.0129531	0.0109887	0.0112363	0.0105985	0.0130469	0.0147869	0.0122942	0.0175672	0.0112301	0.0102043	0.00830101	0.00736009	0.00652626	0.0075743	0.00832409	0.00882697	0.00942021	0.00907553	0.00808659	0.00817191	0.00805922	0.00811961	0.00942436	0.0124746	0.0141157	0.0210951	0.0311073	0.0670065	0.0445676	0.0512376	0.0586806	0.0600695	0.0538604	0.0577048	0.124209
