 	a66	a87	a23	a53	a90	a92	a21	a12	a21	a61	a43	a21	a47	a43	a94	a34	a93	a90	a25	a21	a75	a56	a94	a11	a96	a93	a90	a4	a90	a92	a56	a32	a38	a10	a9	a10	a87	a23	a99	a97	</S>
donne-nous	0.0262672	0.0247183	0.0399164	0.0330036	0.0606565	0.0588663	0.0521781	0.0301947	0.0253099	0.0207631	0.0161426	0.0192217	0.00814012	0.00718391	0.00770336	0.0094224	0.0110373	0.0143963	0.0166388	0.0132621	0.0206347	0.0141468	0.0132028	0.0109064	0.012489	0.0111685	0.0198245	0.0129565	0.0200972	0.0174917	0.01811	0.0211232	0.0347289	0.0502293	0.0507617	0.0530291	0.0235752	0.0252921	0.0206407	0.0230672	0.0315019
la	0.0118679	0.0102982	0.00993024	0.0158517	0.0210652	0.0250534	0.0273122	0.0263486	0.027238	0.0171272	0.0161053	0.0252142	0.0300952	0.0240236	0.0336064	0.0288058	0.0224107	0.0123053	0.0120934	0.0149382	0.0153695	0.0154062	0.0282399	0.0245869	0.0558965	0.0386403	0.0462416	0.0622237	0.0608039	0.0519594	0.0362672	0.033237	0.0151422	0.0132358	0.0116301	0.012383	0.0197807	0.0150573	0.0137344	0.0117968	0.00667693
preuve	0.0121769	0.00616712	0.00426218	0.00336603	0.00455248	0.00424331	0.00329769	0.0266292	0.0357588	0.0632757	0.0872952	0.0947126	0.137844	0.0756452	0.112541	0.0837965	0.0979391	0.0221205	0.0175298	0.0189284	0.00769462	0.0123951	0.00909496	0.00610705	0.00465676	0.00430314	0.00277927	0.00326675	0.00439556	0.00466017	0.00651917	0.00220337	0.00179529	0.00163095	0.00143761	0.00192147	0.00178076	0.00134314	0.00338985	0.0030354	0.00350762
que	0.0461655	0.0504288	0.036985	0.0214586	0.0202655	0.0183616	0.0234682	0.0476436	0.0536414	0.0435582	0.0406604	0.0509924	0.051342	0.0427044	0.0466129	0.0467003	0.0547473	0.0339421	0.0231893	0.016784	0.0153687	0.0119978	0.0138723	0.0158972	0.0305114	0.0134767	0.00891985	0.00887495	0.00855585	0.0112853	0.00975192	0.00605798	0.00483234	0.00495857	0.00504836	0.00654836	0.00646056	0.00795215	0.00913705	0.00807186	0.0227691
tu	0.0403001	0.0274901	0.0224691	0.013407	0.0140802	0.013554	0.0196631	0.0314657	0.0419436	0.0470979	0.0370939	0.0320668	0.0393179	0.0254368	0.0177155	0.0364177	0.0638454	0.0476863	0.0352633	0.0184449	0.0208627	0.0431368	0.0305361	0.0240368	0.0168621	0.0111659	0.00707631	0.00511976	0.00517384	0.0193942	0.0141271	0.00927023	0.00491218	0.00675602	0.00711443	0.0209129	0.017693	0.0178074	0.0314901	0.0299099	0.0318829
l'	0.043789	0.0226081	0.0126764	0.0088501	0.0123214	0.0171923	0.0234431	0.0298771	0.0323653	0.023742	0.0250134	0.0196009	0.0290737	0.0175623	0.0256933	0.0253137	0.0362192	0.022305	0.0141307	0.0104933	0.0207852	0.0250137	0.0209803	0.0250934	0.0422616	0.0291822	0.0191801	0.0144562	0.0162985	0.0394753	0.0333649	0.0242809	0.0111001	0.0200556	0.0165299	0.0444624	0.0313386	0.0428345	0.029758	0.0292444	0.0120341
as	0.0233028	0.0139154	0.00901751	0.00647615	0.0054362	0.00687978	0.00417699	0.00865345	0.00951672	0.0157937	0.0183459	0.0157071	0.0298249	0.0164674	0.0354828	0.0361872	0.0484441	0.0391773	0.0372765	0.0514698	0.0745584	0.0637913	0.0650449	0.0459944	0.0484035	0.0419528	0.0150478	0.00851577	0.0113932	0.0156953	0.0100638	0.00992844	0.0083435	0.0108878	0.0113177	0.0137833	0.0158134	0.0272189	0.0178539	0.0320889	0.0207515
pris	0.0401486	0.0290223	0.032918	0.019873	0.0122541	0.0110238	0.00817426	0.0126817	0.0118889	0.0144081	0.0140216	0.00630157	0.00624601	0.00698794	0.00848226	0.0130312	0.0140562	0.0156575	0.0118891	0.00966291	0.0237613	0.0189354	0.0143725	0.0161005	0.0131202	0.0131106	0.00916473	0.00377718	0.00433114	0.0076654	0.010687	0.0181236	0.0135241	0.0286256	0.0368769	0.05877	0.054745	0.111309	0.0486612	0.0838364	0.111773
en	0.0385303	0.025134	0.023533	0.0178852	0.0102999	0.00820845	0.00794499	0.0130396	0.0161527	0.0232788	0.0228884	0.0129817	0.0153716	0.0151003	0.0156698	0.0205094	0.0199598	0.0170152	0.0169552	0.0149758	0.0227215	0.0229204	0.0222752	0.0225137	0.0187196	0.0189479	0.0131029	0.00817591	0.00731209	0.0166354	0.0181218	0.0190666	0.0131342	0.0215492	0.0273143	0.0507257	0.0522277	0.0589737	0.0529121	0.0643481	0.092868
adultère	0.0263003	0.0163377	0.0156483	0.0180603	0.0139271	0.0125425	0.00863541	0.0144838	0.0164187	0.0208334	0.0192993	0.0103533	0.0133066	0.0134906	0.0166722	0.0152719	0.0250388	0.0215271	0.0349386	0.03485	0.0365609	0.0368662	0.0418709	0.0409483	0.0399281	0.037487	0.0305241	0.0202059	0.0179427	0.0195751	0.019921	0.0207432	0.0133025	0.0171142	0.0200091	0.0254212	0.0310144	0.035297	0.0409456	0.0514901	0.0348964
