 	a87	a23	a87	a97	a82	a87	a99	a83	a70	a90	a56	a11	a75	a98	a44	a84	a11	a94	a70	a0	a11	a90	a57	a82	a53	a90	a70	a75	a92	a98	a44	a57	a53	a76	a94	a70	a61	a83	a70	a94	a76	a69	a58	a82	a53	a69	a4	a57	a87	a23	a97	</S>
la	0.0790043	0.0909323	0.0474982	0.0544665	0.0162912	0.0207339	0.0240939	0.0370578	0.0134816	0.00950959	0.0129978	0.0124347	0.0189698	0.0202523	0.0376566	0.0128693	0.0124888	0.0171688	0.020891	0.0134388	0.020361	0.0176714	0.0145668	0.0202275	0.0167913	0.0186429	0.0130259	0.0107385	0.00895154	0.0154341	0.0198739	0.0178921	0.0270872	0.0163854	0.0108118	0.0126108	0.00739364	0.00646413	0.00391529	0.00447542	0.0063817	0.00521542	0.00587439	0.0200199	0.0106173	0.0148541	0.00608622	0.00860215	0.0155991	0.0122513	0.00910094	0.0298399
chèvre	0.00105722	0.00236517	0.00445917	0.00577627	0.0132454	0.0243426	0.0365267	0.0933341	0.0500165	0.0379542	0.0264918	0.0496431	0.03227	0.0265999	0.0526227	0.0144661	0.023387	0.0171815	0.0250996	0.0135906	0.0157934	0.0149886	0.0153526	0.0263288	0.0469704	0.0199853	0.0239674	0.0410274	0.0393708	0.0317569	0.034025	0.0259886	0.029543	0.0260594	0.0168087	0.00681179	0.00483438	0.00224414	0.00201217	0.00190144	0.00172388	0.00285402	0.00162545	0.00142491	0.00201367	0.00216974	0.000438166	0.000676964	0.00143407	0.00142597	0.0066775	0.00133578
est	0.0234447	0.0260589	0.0257292	0.0356301	0.0430983	0.0557857	0.0240107	0.0214972	0.0234164	0.0179744	0.0209846	0.0125529	0.0240826	0.014017	0.0108218	0.0108782	0.0139685	0.00895653	0.0138107	0.0113889	0.0124026	0.011178	0.0101237	0.0268213	0.0099436	0.0151048	0.0192379	0.0209713	0.023942	0.0434478	0.0372077	0.0459418	0.0781444	0.0515808	0.0197922	0.0109318	0.00969345	0.00792206	0.0045796	0.00670416	0.0103268	0.00740636	0.00482828	0.0089535	0.00949646	0.0100049	0.00458151	0.00652142	0.00982745	0.0091069	0.00742927	0.00773902
sortie	0.0172245	0.0155028	0.0143821	0.0123169	0.0299993	0.0109515	0.0204082	0.0142504	0.0320275	0.0467645	0.0224211	0.0348215	0.0208781	0.0397239	0.0211079	0.0247921	0.0242929	0.0319998	0.0322566	0.0245584	0.0194381	0.02013	0.0190433	0.0197287	0.0210443	0.0192151	0.0135882	0.0187465	0.0206107	0.029621	0.0217507	0.0486912	0.0416015	0.053993	0.0257624	0.0253779	0.0182221	0.0127176	0.00727081	0.00907066	0.0100213	0.00436553	0.00361989	0.00411801	0.00335293	0.00393106	0.00168984	0.00302221	0.00239639	0.00218754	0.00156748	0.00342429
de	0.0971751	0.0639138	0.036068	0.0294138	0.0274797	0.0323514	0.0391961	0.0262283	0.0146501	0.0111443	0.0112381	0.0160225	0.00921201	0.0113858	0.00922434	0.0329631	0.0286935	0.0170339	0.0199262	0.0370877	0.0217764	0.0119122	0.0113589	0.0173524	0.0123153	0.0193957	0.00750324	0.00678979	0.00268906	0.00253608	0.00163706	0.00173292	0.00195914	0.00188694	0.000881485	0.000937093	0.000952009	0.00131762	0.00204973	0.00490556	0.00966058	0.0151813	0.019794	0.0318555	0.0282851	0.0237279	0.0192476	0.0279531	0.0297461	0.0255436	0.0208746	0.0458343
la	0.0500706	0.0263078	0.0268828	0.043367	0.0579053	0.0208458	0.0217273	0.0134739	0.0144418	0.00862569	0.0192456	0.0126581	0.00454806	0.00861546	0.0117046	0.0117502	0.0162511	0.00747223	0.0129972	0.016949	0.0158858	0.0120189	0.0123967	0.0213951	0.0193391	0.0274596	0.0205767	0.0238913	0.0186119	0.0227584	0.0182772	0.0175363	0.0254471	0.0151552	0.00652254	0.00473474	0.00364354	0.00354928	0.00397149	0.0120289	0.014605	0.0182905	0.0183151	0.0272941	0.0269087	0.0162933	0.0153463	0.0319524	0.0284983	0.0361414	0.0169613	0.0383542
forêt	0.0151528	0.0104884	0.00981272	0.0196537	0.0223215	0.0181587	0.015971	0.0267094	0.0232027	0.0265117	0.028668	0.0314842	0.00583025	0.0136033	0.0190256	0.00991366	0.00913426	0.00722021	0.0135548	0.0303587	0.0212713	0.010893	0.0181174	0.0251901	0.0307122	0.0308412	0.0172625	0.0122282	0.0140144	0.0239815	0.0365295	0.0251103	0.0421342	0.0309874	0.00909212	0.0103733	0.0106472	0.00913577	0.0123992	0.0261645	0.026295	0.0271222	0.0220984	0.0235403	0.0287646	0.0155863	0.0140037	0.0170338	0.011745	0.0152633	0.00703969	0.0176471
avec	0.0345918	0.0202162	0.0111787	0.0139998	0.0102552	0.00862285	0.00846315	0.0123343	0.0109188	0.0112209	0.0146296	0.0118476	0.0166259	0.0341657	0.02203	0.0535178	0.0266537	0.0210751	0.0555998	0.0883974	0.0739512	0.0271927	0.0233429	0.0231403	0.017539	0.01959	0.008336	0.00793686	0.00931768	0.0112432	0.0117606	0.0130569	0.0124658	0.00997417	0.00542762	0.00489189	0.004795	0.0036287	0.00213022	0.00178963	0.0013261	0.00380407	0.00502449	0.015243	0.0169968	0.0141039	0.0113703	0.0256177	0.0397293	0.0245969	0.0250959	0.0392366
les	0.0375669	0.0250719	0.0142835	0.0200854	0.0171789	0.00825601	0.00948407	0.0071159	0.0105143	0.0069791	0.0175014	0.0113844	0.00725703	0.0194698	0.0363079	0.0266032	0.0189531	0.015345	0.0345781	0.0269541	0.0256083	0.020164	0.0174373	0.0199361	0.0260073	0.0240909	0.0153518	0.0143055	0.016496	0.0217093	0.0234912	0.0191638	0.0201023	0.0131161	0.00481889	0.00387855	0.00288824	0.00249258	0.00425018	0.00634959	0.00789595	0.0105443	0.0104707	0.0212357	0.0230073	0.0245302	0.0200195	0.0237865	0.041788	0.028309	0.0320164	0.0838485
épis	0.0405583	0.0313523	0.020139	0.024057	0.0176523	0.0149575	0.0170454	0.0168277	0.0132008	0.00713106	0.0145575	0.0070177	0.00488154	0.0115486	0.0180505	0.0155309	0.0126197	0.00819582	0.022033	0.0164384	0.023881	0.019693	0.0172173	0.0249665	0.030965	0.0300424	0.0265684	0.0216717	0.0274387	0.037171	0.0410199	0.0276205	0.0307354	0.0185836	0.0111558	0.00753045	0.00694989	0.0068768	0.0114139	0.0162904	0.0158925	0.0187907	0.0126936	0.0230999	0.0199524	0.0162653	0.0105577	0.0190769	0.0210105	0.0147463	0.0152139	0.0411136
