 	a66	a87	a23	a40	a6	a5	a85	a6	a37	a56	a4	a11	a62	a21	a85	a6	a36	a2	a37	a66	a75	a85	a47	a36	a0	a37	a93	a4	a13	a38	a47	a62	a88	a71	a9	a87	a23	a87	</S>
ces	0.0270321	0.0364767	0.0374308	0.0708497	0.0664727	0.11169	0.106694	0.12189	0.0649102	0.0409463	0.0131025	0.0117091	0.0133149	0.011358	0.0117738	0.0124524	0.0113221	0.00758503	0.00562556	0.00776003	0.00859396	0.0102301	0.0124756	0.018251	0.0108112	0.0101173	0.00830092	0.0108255	0.00885187	0.00907968	0.00615429	0.00881477	0.00879343	0.00829843	0.00726586	0.00875352	0.0143948	0.0126293	0.0269618
gens	0.00461607	0.00505102	0.0104616	0.0208122	0.0259286	0.0264659	0.0508141	0.100559	0.150885	0.0841201	0.0732742	0.0724479	0.0950678	0.0337425	0.0389358	0.0467791	0.032746	0.022698	0.0175051	0.0107259	0.0101153	0.0125507	0.00997305	0.0064638	0.00315229	0.00359449	0.00165986	0.00440199	0.00229094	0.00161816	0.00159692	0.00173367	0.00181575	0.00227306	0.00181169	0.00215971	0.00231379	0.00341225	0.00342744
reviennent	0.0508538	0.0656443	0.0388106	0.0543321	0.0402979	0.0453582	0.0605438	0.0543836	0.0377898	0.0383095	0.0359674	0.0437053	0.0440473	0.0447887	0.0429399	0.0441749	0.0339263	0.0208007	0.0225868	0.0192434	0.0172267	0.0171768	0.0184946	0.0170627	0.00904306	0.00423066	0.00552686	0.00610067	0.00325188	0.00461604	0.00290934	0.00482469	0.0052248	0.00720081	0.00729303	0.00921235	0.0046897	0.00764761	0.00976314
de	0.0343832	0.0333682	0.0159969	0.01965	0.008587	0.016469	0.0192419	0.0196574	0.0236811	0.0275399	0.0221933	0.024747	0.0275298	0.0251862	0.0334427	0.0307343	0.0282279	0.0165832	0.0261664	0.02767	0.0161378	0.0219125	0.021011	0.0160124	0.021873	0.0200099	0.0155572	0.0190584	0.0118523	0.0156921	0.0336188	0.0268948	0.0372774	0.0454935	0.0507345	0.0375931	0.0375409	0.0378096	0.0328654
la	0.0329876	0.0116164	0.00568132	0.00693797	0.00322374	0.00595147	0.0097936	0.00571897	0.0245483	0.0402876	0.0358751	0.0452151	0.056808	0.0496062	0.0770499	0.0656185	0.062281	0.0500446	0.0437709	0.0427435	0.0273923	0.0227082	0.0252468	0.0223562	0.0215054	0.0292054	0.029472	0.0251286	0.00770438	0.0105569	0.00915661	0.00819941	0.0107648	0.00972643	0.0120633	0.0108129	0.0146904	0.012696	0.0148542
chasse	0.0385195	0.0199383	0.017846	0.0155228	0.0176978	0.0217063	0.0277223	0.0272939	0.0237374	0.0432771	0.0477718	0.065398	0.0478005	0.0661349	0.0610765	0.0314006	0.0254792	0.0429778	0.0319429	0.0283257	0.0291953	0.0180099	0.0194992	0.0253249	0.0223369	0.0266607	0.0157109	0.0259507	0.00985705	0.0129649	0.00899181	0.0109986	0.00932943	0.00661023	0.00985511	0.00964393	0.0144174	0.00992859	0.0131455
mais	0.0378454	0.0282567	0.0203739	0.0178054	0.00913375	0.0164092	0.0108547	0.0273448	0.0256463	0.0387001	0.0470939	0.0749822	0.0507006	0.151857	0.108821	0.0803145	0.0510143	0.0615187	0.0189367	0.017306	0.00585569	0.00625489	0.00789822	0.01033	0.0117952	0.00393853	0.0051394	0.00466722	0.00293178	0.00274395	0.00361007	0.00413514	0.0044477	0.0041188	0.00258749	0.00419023	0.00386017	0.00478744	0.0117931
ils	0.0787752	0.0575411	0.0291663	0.0199774	0.00552537	0.00679905	0.00392023	0.00946898	0.0139837	0.0167551	0.0216852	0.0225468	0.0264447	0.0474597	0.036738	0.0405398	0.038319	0.0403865	0.025004	0.0302605	0.0164889	0.0110477	0.00846901	0.0190409	0.0162905	0.0126312	0.0140124	0.0173282	0.011654	0.0135176	0.0177979	0.0293753	0.0351958	0.0287826	0.0319224	0.0479355	0.0322963	0.0369886	0.0279286
sont	0.0687034	0.0444537	0.0247548	0.00786751	0.00434935	0.00345406	0.00163327	0.00275009	0.00438872	0.00584835	0.0104304	0.0153579	0.0171978	0.0391277	0.0345182	0.0436525	0.0319236	0.0201829	0.00846025	0.0102795	0.00560562	0.00575475	0.00785115	0.0279222	0.0194389	0.0181435	0.0181517	0.0190391	0.0147724	0.0143197	0.00866807	0.0206553	0.0262161	0.0451691	0.0540736	0.0878225	0.0790108	0.0777893	0.0502622
revenus	0.040687	0.0258905	0.0245152	0.0148106	0.0117198	0.0116204	0.00851362	0.00982613	0.00925256	0.0165712	0.0214136	0.0419393	0.0261096	0.0799744	0.0597703	0.0467266	0.0302601	0.0349138	0.0169833	0.0179558	0.0119998	0.011536	0.0171212	0.0237717	0.0180782	0.0191772	0.0175132	0.0157696	0.0149817	0.0139259	0.0165254	0.0181205	0.0228311	0.0239566	0.0346995	0.0338562	0.0341704	0.0297174	0.0727945
bredoui	0.0253787	0.0152381	0.0135023	0.0101423	0.00616246	0.00565787	0.00418431	0.00595451	0.00573524	0.00858511	0.00965992	0.0177588	0.0114108	0.0457275	0.0423912	0.0431535	0.0332198	0.0334763	0.0173236	0.0171609	0.010087	0.00812654	0.0108028	0.0328915	0.0144189	0.0164236	0.0173583	0.0233397	0.0167999	0.0177061	0.02077	0.030177	0.0488124	0.042623	0.0550581	0.0711202	0.0540472	0.0562917	0.0813229
</S>	0.0379717	0.0196032	0.0202873	0.0206686	0.0120545	0.0132095	0.00971997	0.0065295	0.00440905	0.00509402	0.00685501	0.00947594	0.0069362	0.0268896	0.0239202	0.0302817	0.0264932	0.0186452	0.0125516	0.0119255	0.00684882	0.00617307	0.00931409	0.0301447	0.015638	0.0221631	0.0200024	0.0343163	0.0428471	0.0527364	0.053656	0.0642568	0.0559197	0.0368553	0.0469169	0.0608932	0.0472459	0.0375099	0.033041
