 	a66	a87	a10	a40	a37	a61	a21	a5	a37	a21	a47	a88	a71	a53	a90	a98	a6	a85	a73	a7	a98	a47	a5	a61	a34	a98	a92	a37	a70	a66	a13	a99	a97	a87	a23	a87	</S>
les	0.0427829	0.0543024	0.0472825	0.0428706	0.0363316	0.0555809	0.0867905	0.110171	0.12228	0.0693419	0.0357842	0.0144034	0.0165189	0.00736166	0.00595784	0.00576886	0.00863855	0.00622047	0.010567	0.0133801	0.0114695	0.0138139	0.010211	0.0147838	0.0176884	0.0158807	0.0124584	0.0192913	0.0135443	0.00964479	0.0137837	0.00947889	0.00745415	0.00550621	0.00758296	0.00819124	0.0168814
membres	0.00818003	0.0110424	0.0122281	0.0171678	0.0304267	0.0706185	0.0614136	0.0619023	0.131111	0.0975414	0.0745307	0.0887757	0.0704449	0.0407644	0.0240515	0.0277475	0.025995	0.0103063	0.0171361	0.0137713	0.00980792	0.00819757	0.0119134	0.0109967	0.0125837	0.00904765	0.00718871	0.0110318	0.0026028	0.00552627	0.000672269	0.00145714	0.000881515	0.00245255	0.00123754	0.00691236	0.00233486
de	0.0733649	0.0482667	0.0213929	0.0225302	0.0393511	0.0692362	0.0588864	0.0664592	0.118856	0.0537451	0.0507179	0.0415011	0.0494501	0.0309116	0.0328852	0.0335951	0.02434	0.0218015	0.0142191	0.0182009	0.0102778	0.0121334	0.0121609	0.0101255	0.00931652	0.00200342	0.00367983	0.00352655	0.0026794	0.00322933	0.00293677	0.00449602	0.00392856	0.00772351	0.00345789	0.0144346	0.00417865
son	0.0386834	0.0305814	0.00762125	0.00981308	0.0171807	0.0210877	0.0263826	0.02743	0.0372056	0.034376	0.0600586	0.0788997	0.0601376	0.0262451	0.0178709	0.0231915	0.0301171	0.0133756	0.00680462	0.00432674	0.00451588	0.00813468	0.0075476	0.00853943	0.0105388	0.0120252	0.0172362	0.0209534	0.0213395	0.0286153	0.0365881	0.0438937	0.0331625	0.0373264	0.036623	0.0537448	0.0478262
association	0.0325934	0.0239581	0.0215646	0.0151868	0.0106657	0.0117309	0.0101853	0.00834738	0.00742424	0.010218	0.016938	0.0222297	0.0302931	0.0359605	0.0578848	0.0611752	0.083052	0.0849979	0.0611034	0.0605066	0.0282629	0.0307144	0.0446976	0.018403	0.0215635	0.0131647	0.024232	0.0197713	0.0208832	0.0133476	0.0185898	0.0229885	0.0105335	0.0144419	0.00906904	0.0157879	0.00753338
lui	0.0347269	0.0282603	0.0246954	0.0160817	0.0112806	0.0146464	0.0138009	0.00925668	0.00848245	0.00748665	0.0146215	0.0171781	0.0212882	0.0284825	0.0548596	0.0523911	0.0616819	0.0622739	0.0464599	0.0438096	0.0282565	0.0369323	0.0450923	0.0298705	0.0344419	0.0213748	0.033316	0.0427508	0.0333522	0.0194592	0.0187877	0.021601	0.0154968	0.0161444	0.0117954	0.0122955	0.00726858
ont	0.0231655	0.0203682	0.0114815	0.00730673	0.00767797	0.00942477	0.00926006	0.00394688	0.00667135	0.00905238	0.0161892	0.0295603	0.034695	0.0615954	0.0588632	0.0697031	0.0626974	0.0297889	0.0290826	0.027033	0.0284455	0.036254	0.0349073	0.034909	0.0388884	0.0227909	0.0219253	0.0281363	0.0287259	0.0157568	0.0170718	0.0228899	0.0285076	0.0247664	0.0243703	0.0326474	0.0314438
imposé	0.0276422	0.0233422	0.0244545	0.0123834	0.00933113	0.0117536	0.0113638	0.00522556	0.00882856	0.0104448	0.0149327	0.0156416	0.0206811	0.0145933	0.0271863	0.0310121	0.0202888	0.0174579	0.0152474	0.0174576	0.015371	0.0210516	0.0222737	0.0200022	0.0197499	0.0276017	0.0244741	0.0561078	0.049861	0.0421847	0.0397731	0.0547886	0.0493045	0.0454474	0.0526771	0.0630548	0.0570082
un	0.0200926	0.016604	0.0221936	0.01606	0.0145258	0.0174914	0.0139574	0.0106807	0.0092348	0.00579016	0.00542952	0.00672378	0.00783859	0.00883661	0.0115556	0.0076501	0.0087429	0.00825932	0.00596843	0.00663318	0.00697764	0.00795815	0.0092314	0.00800182	0.0102693	0.0225765	0.0182066	0.0606735	0.0777833	0.0688462	0.0652514	0.0958127	0.0541398	0.074583	0.067724	0.0745484	0.0531476
poste	0.0342105	0.0318818	0.0374073	0.025742	0.0227825	0.0232773	0.0199183	0.0181096	0.0181085	0.0208972	0.0211247	0.0201298	0.0212148	0.0171047	0.023105	0.0160436	0.0147562	0.0163242	0.0123764	0.0127946	0.014102	0.0146219	0.0142227	0.0148457	0.0162788	0.021808	0.0202454	0.0375112	0.0452672	0.0423941	0.0355096	0.0478656	0.0371939	0.0462911	0.051533	0.0622331	0.0507676
de	0.0364063	0.0263772	0.0400978	0.0412131	0.0404806	0.0359771	0.0266405	0.0493022	0.0437479	0.0154922	0.0160199	0.0203491	0.0225241	0.0231147	0.0249886	0.0178818	0.0177492	0.0156834	0.0163902	0.0147913	0.00966069	0.0108493	0.00898721	0.00951568	0.00976219	0.0183852	0.0142098	0.0318541	0.0360094	0.0461042	0.0291064	0.0474819	0.0306054	0.0426819	0.0325623	0.0407138	0.0362834
responsabilité	0.0317606	0.0194681	0.0239177	0.0229086	0.0244235	0.0226001	0.0209688	0.032539	0.0324294	0.0153916	0.0195422	0.0198887	0.0215129	0.0203571	0.0203591	0.0174522	0.0155542	0.0115996	0.0141797	0.0140564	0.0079035	0.0119312	0.00747756	0.00838548	0.00927982	0.016798	0.0163108	0.0244862	0.0334342	0.039401	0.0313064	0.057301	0.0532425	0.0634134	0.0522846	0.0771144	0.0690204
