 	a66	a97	a87	a10	a87	a23	a87	a23	a97	a38	a43	a11	a21	a47	a88	a62	a61	a47	a88	a62	a21	a12	a18	a98	a47	a37	a21	a85	a47	a36	a7	a93	a44	a13	a57	a9	a3	a87	a97	a99	a97	a87	a23	a87	</S>
les	0.0502828	0.0326384	0.0238232	0.0218544	0.0105762	0.0171152	0.00950701	0.020533	0.0174615	0.0255693	0.0159442	0.0238229	0.0549849	0.0254888	0.0514855	0.0260716	0.013287	0.00977298	0.00817374	0.012004	0.0157437	0.0176803	0.0120091	0.0173781	0.0195092	0.0151762	0.0144973	0.0226417	0.0285327	0.0163571	0.0289913	0.0497435	0.0266242	0.01906	0.0181959	0.0286718	0.022855	0.0169049	0.0175515	0.0241489	0.0187855	0.0152862	0.021977	0.0156345	0.025648
danseurs	0.00130259	0.00231813	0.00212669	0.0029921	0.00223042	0.00615022	0.00733414	0.0336652	0.0243471	0.0704563	0.0286414	0.0712337	0.0430533	0.0316335	0.0464866	0.060317	0.0526882	0.0768206	0.102186	0.0841807	0.0474684	0.0412461	0.0148581	0.0193666	0.00932037	0.0100686	0.00707033	0.0085346	0.00711218	0.0109253	0.0189085	0.0144478	0.00825813	0.00229709	0.00419954	0.00302579	0.00614292	0.00313381	0.00296258	0.00123894	0.00107201	0.00182558	0.000802804	0.00473084	0.000819181
de	0.0350991	0.0136536	0.0128275	0.0128303	0.00677516	0.0150332	0.00942097	0.0111205	0.0170186	0.0158169	0.0162581	0.0189222	0.0338835	0.0491977	0.0426023	0.0574803	0.075138	0.0444271	0.0456267	0.059476	0.0846608	0.0724115	0.0406156	0.0214282	0.0108525	0.00901139	0.00887062	0.00804539	0.0046286	0.00535399	0.00382539	0.00744963	0.012425	0.00533649	0.00909495	0.00420092	0.00769111	0.0173658	0.0116865	0.0121991	0.00810464	0.019414	0.00744845	0.0108199	0.00445157
kyebé-kyebé	0.0184412	0.034571	0.0277383	0.0275031	0.0277775	0.0294661	0.0189119	0.0205961	0.02642	0.0171769	0.0335963	0.0284754	0.0340358	0.0403966	0.0399538	0.0395466	0.0504693	0.0495234	0.047871	0.0497668	0.0400916	0.0403023	0.0150523	0.0141208	0.0066427	0.00703169	0.00666337	0.00693218	0.0102865	0.00510665	0.00544508	0.00481196	0.00411019	0.00712871	0.00972638	0.0101416	0.018253	0.0120447	0.018442	0.0133042	0.0105743	0.0223498	0.0223587	0.0130754	0.0137666
obtiennent	0.0738082	0.0766742	0.0583438	0.0449602	0.0373029	0.0448006	0.0345518	0.037918	0.0431562	0.0290236	0.0269427	0.0255505	0.0270184	0.0153024	0.0177939	0.0180126	0.0202264	0.0208824	0.0121739	0.0249676	0.0268825	0.0142239	0.0174717	0.0229915	0.0162192	0.0150179	0.0105781	0.0103793	0.00974615	0.00634959	0.00639656	0.00569953	0.00752412	0.00510118	0.00493833	0.0048335	0.00452508	0.00948359	0.00849239	0.00861266	0.0196335	0.0150501	0.0175699	0.0149111	0.0279582
un	0.0387342	0.0213163	0.0209517	0.0173909	0.0155762	0.0192348	0.0231534	0.0232441	0.0302006	0.0266544	0.0273636	0.0289243	0.0472141	0.0234632	0.0262091	0.0358133	0.0292591	0.0208418	0.018097	0.0403192	0.0562597	0.0285207	0.029214	0.0318633	0.0200854	0.0240006	0.0143798	0.0141638	0.0166601	0.0232696	0.0148417	0.0181457	0.0224274	0.0155892	0.00743357	0.0028337	0.00476024	0.0115942	0.00784065	0.00816312	0.0179012	0.0119663	0.013563	0.016359	0.0342026
rythme	0.0390627	0.0229408	0.0278543	0.0281683	0.0243672	0.0304471	0.0290407	0.0346087	0.0306974	0.0242668	0.0249199	0.028479	0.022439	0.0219591	0.0163368	0.0184041	0.0166957	0.0148842	0.0118839	0.0182098	0.0218201	0.0197138	0.0215121	0.0255075	0.01921	0.0163291	0.0133836	0.0144668	0.00837044	0.00749936	0.00718862	0.0158861	0.009164	0.019896	0.00946232	0.00732898	0.00578379	0.0162361	0.0104524	0.0206812	0.0310722	0.033819	0.0515904	0.0338847	0.0740758
en	0.0788612	0.0491609	0.0363944	0.0266928	0.0166305	0.0151656	0.0138156	0.0183733	0.0135201	0.0131866	0.0149644	0.0161047	0.0123097	0.0145455	0.0111146	0.00630225	0.00489555	0.00485062	0.00547846	0.01038	0.0180758	0.0108778	0.0278281	0.0319108	0.0166013	0.0108572	0.00937374	0.00959429	0.00654142	0.00841373	0.00477744	0.0118198	0.0121366	0.0190713	0.0101656	0.00471864	0.0137216	0.0307916	0.0234054	0.0278351	0.0509585	0.0461688	0.0512015	0.0713354	0.0890716
battant	0.0452714	0.0358446	0.0296877	0.0256805	0.0202873	0.0215362	0.0191745	0.0232027	0.0227426	0.0236544	0.0186305	0.0193125	0.0155782	0.0103146	0.00908118	0.00499529	0.00408393	0.0037336	0.00495086	0.0106012	0.0160278	0.0161047	0.0266449	0.035037	0.0295245	0.0220809	0.0187971	0.0172174	0.0154801	0.0134216	0.00898203	0.0111199	0.0110626	0.0227741	0.0168446	0.0189261	0.0154909	0.035061	0.0340882	0.0262146	0.0530277	0.0464047	0.0462041	0.0343662	0.0407339
la	0.0384208	0.0321884	0.030566	0.0270896	0.0182076	0.0167721	0.0158296	0.0188859	0.0169971	0.0218006	0.0174292	0.0191069	0.0153244	0.00978327	0.00728898	0.00385073	0.00237534	0.00261647	0.00273105	0.00976714	0.0179122	0.0147462	0.0330874	0.0388498	0.0233153	0.0176296	0.0164485	0.0186997	0.0273328	0.0349355	0.0236917	0.0328467	0.0180338	0.0217771	0.0148243	0.0107622	0.0193598	0.0274082	0.0272677	0.0252083	0.0427747	0.0341606	0.0367051	0.0385353	0.0566563
