 	a66	a87	a23	a18	a53	a90	a69	a94	a12	a21	a25	a56	a36	a7	a90	a56	a93	a90	a25	a98	a15	a7	a84	a11	a75	a21	a12	a43	a21	a75	a25	a92	a56	a44	a90	a15	a98	a92	a47	a92	a37	a98	a15	a47	a36	a34	a93	a4	a70	a88	a71	a9	a10	a87	a23	a99	a97	a87	</S>
la	0.0319907	0.0468249	0.0356196	0.0374961	0.0384831	0.0318673	0.0144671	0.0326166	0.0273034	0.020306	0.0137507	0.0101693	0.00601343	0.00787732	0.00675469	0.0125202	0.0138933	0.0118054	0.0109652	0.0165187	0.0112146	0.0209197	0.0195914	0.0166044	0.0212059	0.0242155	0.0151817	0.0200629	0.0147083	0.0142356	0.0174324	0.0195211	0.0105422	0.0146337	0.00953614	0.0108794	0.00846524	0.00885535	0.00553327	0.0101009	0.00795255	0.00760196	0.00767518	0.0115051	0.0169385	0.0162016	0.0156182	0.0165389	0.0203212	0.0266326	0.0117977	0.0294754	0.0104637	0.00897874	0.0121905	0.0131968	0.0147126	0.00598728	0.0255287
manière	0.00161869	0.00302621	0.00255534	0.0181118	0.0180194	0.0206678	0.0720978	0.087477	0.0544157	0.0489658	0.0367082	0.03835	0.0379564	0.0587613	0.045208	0.0341491	0.0458566	0.0406869	0.0237939	0.0280993	0.0360005	0.0300014	0.0215369	0.0294748	0.0141438	0.0133374	0.00744175	0.0100116	0.00501527	0.00396954	0.00495415	0.00512576	0.00515039	0.00300754	0.00225478	0.00238614	0.00231766	0.00201356	0.00648101	0.00531872	0.00670613	0.0101632	0.00723414	0.00530599	0.0103746	0.0038535	0.0113883	0.00284797	0.00393597	0.00102347	0.000659377	0.000403449	0.00033653	0.000544024	0.0011383	0.000895567	0.00172372	0.001444	0.00355404
dont	0.0235776	0.00818549	0.0101046	0.0128614	0.0158535	0.00893151	0.0203711	0.0382673	0.0222329	0.039293	0.0352073	0.0338711	0.0377712	0.0611359	0.0409259	0.0271013	0.0200255	0.0151401	0.0217375	0.0196007	0.0192053	0.0230032	0.0315543	0.026205	0.016056	0.0265951	0.0276397	0.0202612	0.0212439	0.0198142	0.0170636	0.0175107	0.0273983	0.0124684	0.0261257	0.0095245	0.0159262	0.0165141	0.0194803	0.00923843	0.00831866	0.0029177	0.00269662	0.00505236	0.00307656	0.00853894	0.00356656	0.0031381	0.00180149	0.00213589	0.00226209	0.00209708	0.00165789	0.0036067	0.00558359	0.00483032	0.00555065	0.0106369	0.00750917
il	0.0127562	0.00548166	0.00524483	0.00445106	0.0058221	0.00405419	0.0034556	0.00426392	0.00299848	0.00435093	0.00302773	0.00526601	0.00653841	0.00926174	0.00973383	0.0130121	0.0131495	0.0163469	0.015161	0.00926338	0.00977528	0.0115797	0.0125852	0.0125551	0.01157	0.0149852	0.0164212	0.0115848	0.0407672	0.0246541	0.0218471	0.0158668	0.0298635	0.0267216	0.0353629	0.0492445	0.0572191	0.0517882	0.0421612	0.018432	0.0163999	0.0101681	0.0122011	0.0442217	0.0244635	0.0307094	0.0332451	0.021799	0.0126444	0.015323	0.00829013	0.00583769	0.00296075	0.0102053	0.0152363	0.012725	0.0104634	0.0333516	0.0111303
s'	0.0149871	0.00949499	0.00633264	0.0124519	0.0173404	0.0108189	0.0172073	0.0138294	0.0107102	0.00734964	0.00461783	0.0068014	0.00633993	0.0148552	0.00721777	0.0113839	0.0190727	0.0191612	0.0171811	0.0194208	0.0249594	0.0316332	0.0260153	0.0292464	0.0183499	0.0250267	0.0296926	0.015925	0.0328506	0.0170358	0.0163275	0.023044	0.0197897	0.0329336	0.0296504	0.02806	0.0406454	0.0243374	0.015634	0.0135967	0.00879908	0.0106108	0.0115137	0.0244653	0.0151156	0.0138223	0.00996215	0.00771614	0.00786543	0.00564526	0.00392004	0.00394762	0.00433866	0.0154974	0.0258402	0.016016	0.0119468	0.0374977	0.0241519
est	0.0381421	0.0112674	0.0117828	0.00431045	0.00715185	0.00447531	0.00869668	0.011364	0.0110993	0.00958383	0.00871204	0.00970162	0.00797743	0.00816732	0.00603057	0.00804195	0.00737934	0.00596993	0.0128438	0.0140733	0.00979711	0.0123477	0.0186017	0.0129772	0.0183205	0.0197756	0.0281864	0.0163595	0.0304971	0.0253617	0.0160825	0.0152375	0.0171632	0.0141253	0.014881	0.0135084	0.0158516	0.0150213	0.0278651	0.023127	0.0400303	0.0439924	0.0415202	0.0602407	0.0236055	0.011709	0.00537483	0.00546311	0.00476715	0.00923282	0.00758681	0.00384536	0.00354145	0.00705553	0.0127658	0.0123075	0.0250804	0.0456731	0.0643498
épuisé	0.059552	0.0251181	0.0259458	0.00901216	0.010655	0.00552462	0.00584484	0.00793844	0.00688975	0.00670536	0.00896881	0.0104434	0.0117347	0.01096	0.0121083	0.0152224	0.0158957	0.00782505	0.0150482	0.0129362	0.00915901	0.0118335	0.0190891	0.0133838	0.0209604	0.0202219	0.0304118	0.0141299	0.040394	0.0330611	0.0233459	0.015772	0.0246866	0.014625	0.0159067	0.0128868	0.0205465	0.0176957	0.020093	0.0172266	0.0173767	0.018652	0.0190128	0.0301757	0.0200073	0.0177704	0.00446528	0.00652711	0.00482264	0.0124492	0.0101485	0.0084471	0.00730783	0.00931731	0.0105455	0.00880157	0.0207553	0.0356806	0.0579789
montre	0.0543658	0.0188228	0.0143093	0.00525083	0.00673075	0.00291796	0.0014138	0.00189863	0.0017714	0.00152659	0.00159844	0.00225633	0.00271551	0.00511214	0.0129667	0.0134095	0.0264995	0.00773508	0.0266705	0.0269985	0.0240858	0.0272418	0.0394614	0.0289489	0.0267869	0.0339798	0.057449	0.0119619	0.0408363	0.0339348	0.029759	0.0199801	0.0471322	0.0220965	0.0300133	0.0267921	0.0266532	0.0204532	0.0208373	0.0189525	0.0142031	0.00509117	0.00713068	0.00904619	0.00963585	0.0138521	0.00640695	0.00737654	0.00704616	0.0122084	0.00934674	0.00677625	0.00480196	0.00841446	0.0108403	0.00956516	0.0114243	0.0142347	0.0102729
qu'	0.0244013	0.00680007	0.00534422	0.00281373	0.0034582	0.00204881	0.00141988	0.00163486	0.00187716	0.00239887	0.00409374	0.00613153	0.0070756	0.0138208	0.021947	0.0220157	0.0309528	0.0167989	0.0307844	0.014881	0.0185381	0.0214625	0.0320054	0.0273815	0.0193665	0.0323501	0.043156	0.0132667	0.0386457	0.0234284	0.0268038	0.0250117	0.0371072	0.0371699	0.0360243	0.0387336	0.0388239	0.0178878	0.0104829	0.00634822	0.00600788	0.00365458	0.00569578	0.00601394	0.00460528	0.00549795	0.00274071	0.0043441	0.00435669	0.0161809	0.0155383	0.0187805	0.00894845	0.0137862	0.017964	0.0140185	0.0257488	0.0405595	0.0208652
il	0.0164595	0.00870436	0.00849582	0.00733147	0.00885274	0.00785955	0.00619897	0.00566983	0.0105019	0.0106431	0.0145804	0.02035	0.0141743	0.0171949	0.0190159	0.023723	0.0192545	0.0358097	0.0371145	0.0173322	0.0238896	0.0268113	0.0225288	0.0403323	0.0257881	0.0295336	0.0399424	0.0243365	0.0414549	0.0222732	0.0192019	0.0209508	0.016284	0.0184917	0.0144012	0.0150116	0.00954054	0.0108786	0.00325762	0.00408111	0.00389507	0.00360817	0.00463164	0.00521146	0.00619806	0.00662107	0.0041272	0.00303228	0.00424337	0.00453712	0.00334198	0.00566494	0.00539281	0.0156602	0.0348769	0.0262898	0.0284133	0.0416874	0.0543105
fume	0.0240467	0.0252937	0.0210526	0.0151608	0.0203289	0.00761498	0.0058653	0.00640558	0.00549824	0.00429896	0.00464668	0.00663539	0.00762381	0.00888427	0.0102017	0.0102225	0.0146293	0.0170412	0.022431	0.0266636	0.0266798	0.0274696	0.0185509	0.0248537	0.0214461	0.0269488	0.0327044	0.0193461	0.0309874	0.0188148	0.0167251	0.0221411	0.0172184	0.0261954	0.0214155	0.0264341	0.0166556	0.014635	0.00960532	0.0106237	0.0112959	0.013255	0.0118485	0.017527	0.0156335	0.011884	0.00685452	0.00369171	0.00387305	0.005983	0.00447265	0.00780126	0.0107319	0.017619	0.0313279	0.0223217	0.0228691	0.0372614	0.0497528
beaucoup	0.0212687	0.0214959	0.0172319	0.0129616	0.0147285	0.00751776	0.00710647	0.00694267	0.00583774	0.00498586	0.00408924	0.00574408	0.0075384	0.00779759	0.00781414	0.00841524	0.00953902	0.00964088	0.0138143	0.011498	0.0141736	0.0169052	0.0171207	0.0156826	0.0218931	0.0236376	0.0337828	0.0213508	0.0390027	0.0248749	0.0191873	0.0204976	0.0139166	0.0194461	0.01843	0.0186258	0.0162909	0.0113242	0.00660978	0.00660859	0.00787829	0.00851585	0.0106237	0.0175711	0.0130084	0.00994278	0.0058781	0.00606027	0.00505904	0.0118663	0.007229	0.018432	0.0227795	0.0394164	0.0583743	0.0397232	0.0406374	0.042221	0.0494545
</S>	0.0190271	0.011149	0.00993504	0.00680203	0.00715617	0.0054662	0.0075015	0.00720231	0.00872137	0.00858981	0.00699088	0.00938192	0.0125431	0.0143436	0.0130055	0.016641	0.0184353	0.0134573	0.0181597	0.0144044	0.0150159	0.0178397	0.0221642	0.0147096	0.0210241	0.0244964	0.0273405	0.0220778	0.030915	0.0262412	0.020326	0.0205536	0.016648	0.0193024	0.0175057	0.0204101	0.0169944	0.0128271	0.00777836	0.00638742	0.00665344	0.00497492	0.004493	0.00585121	0.00502295	0.00688751	0.00595291	0.00799637	0.00562501	0.0203369	0.0196902	0.0396643	0.0340989	0.034903	0.0371794	0.0330108	0.0299776	0.0253189	0.0628917
