 	a23	a87	a23	a97	a79	a20	a44	a66	a54	a73	a20	a73	a35	a20	a69	a57	a53	a90	a98	a32	a90	a13	a9	a87	a23	a40	a41	a24	a18	a71	a38	a24	a41	a35	a90	a4	a57	a9	a53	a90	a4	a57	a3	a87	</S>
tu	0.0163849	0.0216121	0.0172655	0.0158974	0.0237222	0.0194915	0.0121816	0.0103181	0.010534	0.0153598	0.0503637	0.0465743	0.0453482	0.0496638	0.0431023	0.0317123	0.0561527	0.0461401	0.0274724	0.026687	0.0265483	0.0279988	0.0210584	0.0170205	0.0130432	0.0136775	0.0108929	0.0100874	0.00815461	0.00905613	0.00791766	0.00912088	0.00740213	0.00769649	0.00944766	0.0170331	0.0173706	0.0158038	0.0155619	0.0247207	0.0173567	0.0331063	0.0195511	0.0250366	0.0293525
peux	0.00371387	0.00273338	0.00320439	0.00258688	0.0025965	0.00588454	0.00914017	0.014523	0.0193649	0.0313658	0.0133822	0.0130746	0.0107284	0.00929959	0.00974697	0.010108	0.00954227	0.0110144	0.0263092	0.0279236	0.030898	0.048657	0.0223513	0.0315296	0.0186998	0.0206856	0.0206016	0.0244367	0.0139483	0.012276	0.00997556	0.00890975	0.0094664	0.013584	0.0198521	0.0207367	0.029211	0.0563929	0.0501817	0.0555981	0.0495104	0.0478532	0.0588823	0.0551944	0.0343248
partir	0.0199807	0.0154953	0.0169543	0.0132807	0.0120926	0.00862698	0.0156732	0.0101239	0.0223588	0.0177072	0.0177679	0.0252332	0.022133	0.0261399	0.0319852	0.0201758	0.0126479	0.0110227	0.0112707	0.0151464	0.0212234	0.0203461	0.0117302	0.0136617	0.0150735	0.0121576	0.0101182	0.00827646	0.00526474	0.00480478	0.0047117	0.00600748	0.00794012	0.0113807	0.0122752	0.00938039	0.0167645	0.0328992	0.0530364	0.0604909	0.0837988	0.0468114	0.0406911	0.0695823	0.075757
devant	0.0336647	0.0220868	0.0153014	0.0161183	0.011741	0.0125618	0.0206076	0.0131257	0.0108912	0.009729	0.0108875	0.0105569	0.0116447	0.0122081	0.0181644	0.017736	0.0166304	0.0179525	0.0221689	0.0247125	0.0297428	0.0295944	0.0282755	0.0338995	0.0205866	0.0174604	0.0326258	0.0205738	0.0197472	0.0208977	0.0169394	0.0223431	0.0179511	0.0329532	0.0229135	0.0295948	0.0373694	0.0405146	0.0185231	0.0413015	0.0388562	0.0227287	0.0261601	0.0183676	0.0315906
je	0.0189501	0.0221576	0.0176691	0.0207073	0.0151038	0.010954	0.0129963	0.0178916	0.0117298	0.0094248	0.00615771	0.00814503	0.00533962	0.00496408	0.00547387	0.00621126	0.00839494	0.00791938	0.00436241	0.00872538	0.0138564	0.0144162	0.0149522	0.031943	0.0261507	0.0144698	0.0161734	0.0121217	0.014997	0.0181564	0.0155633	0.019399	0.0173657	0.0285772	0.0258937	0.0330425	0.0482822	0.0442627	0.0439149	0.0423051	0.0539202	0.0374081	0.0438567	0.0487501	0.0969441
t'	0.0294154	0.0212985	0.0212073	0.0163975	0.0127753	0.00943726	0.00843025	0.00921489	0.00945857	0.0108279	0.00853155	0.00799125	0.0067695	0.00720291	0.00562064	0.00630007	0.00810917	0.00762073	0.00963704	0.00622819	0.0172783	0.0170198	0.0222263	0.0439125	0.0396471	0.0351873	0.036011	0.0329071	0.0216693	0.0242592	0.01332	0.0148935	0.0132033	0.0233572	0.0209389	0.0262706	0.0328631	0.0365116	0.0303506	0.0455693	0.0488464	0.0534383	0.045655	0.0414556	0.0407344
atteindrai	0.0192979	0.0197549	0.0200838	0.016835	0.0168302	0.0154607	0.0147959	0.0177773	0.013507	0.00936339	0.00597812	0.00900418	0.00816318	0.00989146	0.00842228	0.00916064	0.00988421	0.00737238	0.00860524	0.00867393	0.034519	0.0193101	0.0300364	0.0679111	0.0632091	0.063326	0.0612919	0.060524	0.040562	0.033554	0.01591	0.0153981	0.00990445	0.0134798	0.00925905	0.0129022	0.0152888	0.0127799	0.00922911	0.0172654	0.0193446	0.0221215	0.0184964	0.033989	0.0515263
en	0.0451709	0.0363725	0.0255751	0.0200402	0.0170538	0.0158123	0.0276276	0.0227209	0.0284211	0.0190665	0.0152849	0.0114304	0.00335137	0.00293755	0.00305523	0.00621779	0.00361672	0.00213825	0.00214046	0.00410542	0.0111571	0.0168156	0.01434	0.0180601	0.0170015	0.0133307	0.0144798	0.0158597	0.0100574	0.00856272	0.00727054	0.0122974	0.0180325	0.0239117	0.0233179	0.0328171	0.0419513	0.0528495	0.0362619	0.044932	0.038868	0.0509302	0.0504835	0.0591718	0.0551013
route	0.0143742	0.0148241	0.0117632	0.0106364	0.0116751	0.0125482	0.0125518	0.0126069	0.0106103	0.00946783	0.0171434	0.0205631	0.0125528	0.010115	0.0085901	0.0103636	0.00707952	0.00442239	0.0064544	0.00558472	0.0109128	0.0159861	0.0183044	0.0245376	0.0320588	0.0326791	0.0330871	0.0368787	0.0288718	0.0310106	0.0254427	0.0322955	0.031644	0.0385848	0.051128	0.0442823	0.0396455	0.0341918	0.0248428	0.0257668	0.0238544	0.0271756	0.0258381	0.0286741	0.0583795
</S>	0.0220078	0.00991775	0.00624218	0.00459751	0.00471141	0.00558093	0.00361786	0.00322318	0.00232418	0.00184535	0.00780329	0.0025859	0.00141362	0.00192691	0.00166976	0.00229953	0.0027801	0.00175832	0.00246549	0.00410044	0.00671316	0.0169517	0.0132286	0.00888786	0.00693141	0.0076725	0.00715541	0.00547677	0.00330465	0.0042813	0.00390519	0.00571215	0.00813629	0.0155856	0.0176089	0.0406967	0.03428	0.0603238	0.0537121	0.0913191	0.0715371	0.102579	0.0903176	0.11707	0.113742
