 	a66	a87	a97	a87	a97	a79	a54	a6	a36	a0	a56	a70	a96	a93	a4	a57	a38	a61	a75	a25	a56	a75	a85	a6	a0	a75	a61	a11	a13	a38	a9	a97	a9	a97	</S>
papa	0.0494108	0.0540266	0.0435946	0.0398245	0.0462696	0.0894342	0.0771298	0.107487	0.0608382	0.0263807	0.030668	0.0290497	0.0269667	0.0171788	0.00704744	0.0086872	0.0101556	0.00820933	0.00571507	0.00709827	0.010236	0.0141939	0.0132083	0.0296946	0.0386272	0.0235527	0.0240179	0.0114601	0.0124346	0.0124438	0.00949187	0.0103094	0.0112498	0.00966584	0.0242417
m'	0.013097	0.0141	0.0113313	0.0113636	0.0283469	0.0401977	0.0865	0.0657394	0.0583918	0.0603198	0.112338	0.0585151	0.0152806	0.0437048	0.0417916	0.0562804	0.0386092	0.0285627	0.0215557	0.0249675	0.0325411	0.0139673	0.0159775	0.00971926	0.00884085	0.00876495	0.00735819	0.00789799	0.00731628	0.00800682	0.0101726	0.0078192	0.00886606	0.0110561	0.0107033
a	0.0262494	0.0185235	0.0130278	0.012234	0.0299686	0.0358454	0.0887671	0.0378151	0.0292459	0.0401399	0.0664686	0.047713	0.0190563	0.042073	0.0276819	0.0301876	0.0194146	0.0135598	0.0106521	0.0127945	0.0201814	0.0148268	0.0299973	0.0234463	0.0230082	0.0247124	0.0294098	0.0238076	0.0276009	0.0272969	0.0349033	0.0210052	0.0215707	0.0324683	0.0243468
envoyé	0.0080856	0.00445673	0.00336151	0.00325065	0.00824358	0.00581356	0.0078403	0.010318	0.0289819	0.0445516	0.0970374	0.0869511	0.039707	0.0742466	0.0686097	0.0604894	0.0385894	0.0501739	0.0754538	0.0538617	0.0370579	0.02558	0.0172039	0.00785729	0.0119509	0.00914749	0.00613655	0.0108782	0.0113888	0.011014	0.0129398	0.0163026	0.0192622	0.0140258	0.0192312
planter	0.113916	0.0917849	0.0223518	0.0199819	0.0213494	0.0196147	0.0181265	0.0164482	0.0145821	0.0166574	0.0215233	0.0333357	0.0388215	0.022419	0.0400967	0.0474884	0.0336086	0.0439719	0.0321222	0.0340072	0.0213056	0.0254187	0.0115174	0.0137821	0.00949217	0.0111169	0.00856454	0.0141843	0.019746	0.0115203	0.0144958	0.023544	0.0206906	0.0370691	0.0553453
un	0.0775009	0.0485043	0.00945765	0.0122376	0.0119994	0.0172974	0.0218848	0.0320206	0.0210606	0.0093725	0.00867069	0.0099071	0.0196187	0.0128158	0.0159125	0.0248961	0.0194373	0.0291621	0.0241544	0.0367933	0.042725	0.07216	0.0720107	0.0620675	0.0202509	0.0336269	0.0163784	0.0325992	0.036643	0.0228918	0.0214475	0.0253087	0.0240298	0.0276619	0.0274949
safoutier	0.0748589	0.0189466	0.00583482	0.00610202	0.0054236	0.00341849	0.00788579	0.00750654	0.00984921	0.00985223	0.00674221	0.00850055	0.0119247	0.0141752	0.0114314	0.0129748	0.0142978	0.0161936	0.0165444	0.0293081	0.0456749	0.077343	0.0619478	0.0541981	0.0250156	0.038768	0.0211404	0.0502441	0.0746311	0.0419896	0.0364794	0.0457409	0.0626616	0.0451517	0.0272429
dans	0.0693573	0.0395309	0.0145173	0.00869628	0.00572408	0.00573424	0.00564772	0.00391	0.00325687	0.00246749	0.00204518	0.00267184	0.010416	0.0047185	0.00879516	0.015951	0.0195542	0.0256046	0.0202556	0.0221959	0.0206168	0.0264631	0.0272789	0.0356008	0.0332005	0.0353532	0.0403968	0.0485226	0.0738155	0.0441065	0.0525843	0.0657441	0.0584873	0.0689845	0.0777951
la	0.0525269	0.0471398	0.0255452	0.0233164	0.0156666	0.014186	0.0120044	0.00537952	0.00335805	0.0021041	0.0014505	0.00260505	0.00686413	0.00357452	0.00618974	0.00775787	0.0136	0.0127361	0.016024	0.0184248	0.0180283	0.0210804	0.0128763	0.0342693	0.0379811	0.0363044	0.0297117	0.0450319	0.0678022	0.0460162	0.0546641	0.076068	0.0652683	0.0809622	0.0834818
parcelle	0.0350657	0.0191448	0.00878669	0.00817941	0.00708045	0.00560098	0.00618839	0.0027859	0.0018089	0.00244879	0.00338525	0.00835918	0.01428	0.00995981	0.0173059	0.0242978	0.0237312	0.0280765	0.0248988	0.0244104	0.0200427	0.0234123	0.0166931	0.0277904	0.0309881	0.0317017	0.0324114	0.0444079	0.0744519	0.0570837	0.0567102	0.0784978	0.0649224	0.0821567	0.0829348
</S>	0.058034	0.0220335	0.00751569	0.00627319	0.00597642	0.00630471	0.00499409	0.00221168	0.00160846	0.00107743	0.00129156	0.00282167	0.00995633	0.00393992	0.00393627	0.0053183	0.00655079	0.00735104	0.00648291	0.00980354	0.0171421	0.0225184	0.0219386	0.0375957	0.0427459	0.0407471	0.0347994	0.0561997	0.0764758	0.0607132	0.0741292	0.0844138	0.0689428	0.0862956	0.101861
