 	a66	a87	a23	a5	a18	a90	a15	a25	a69	a20	a94	a96	a75	a92	a98	a79	a36	a37	a93	a4	a57	a3	a87	a23	a62	a88	a93	a44	a61	a21	a12	a75	a25	a79	a25	a79	a92	a37	a18	a9	a97	a87	a23	a87	</S>
la	0.0398723	0.0467748	0.0361156	0.062947	0.0422707	0.0561297	0.0444643	0.0406529	0.0245802	0.0233032	0.0236708	0.0216208	0.0178043	0.0441269	0.0252511	0.0221083	0.0122463	0.0207969	0.011308	0.0143859	0.00919512	0.0117993	0.0161774	0.0201898	0.0232905	0.0215988	0.0295396	0.0273099	0.00994147	0.0128328	0.0172131	0.0137605	0.00993892	0.011482	0.00863957	0.00935262	0.00807606	0.00703088	0.0111554	0.0107606	0.00839922	0.0106027	0.0134279	0.0138939	0.0339618
pâte	0.00105178	0.0016197	0.00290182	0.0141988	0.0112951	0.0297608	0.0518985	0.0882263	0.0537987	0.046249	0.0490924	0.0786375	0.0476002	0.0537982	0.0622339	0.0563159	0.0575148	0.0368471	0.0445711	0.0392331	0.024159	0.0279046	0.0255028	0.0227596	0.0168793	0.0114574	0.00708579	0.0055571	0.00345599	0.00226642	0.00388449	0.00208442	0.0025637	0.00352137	0.00357126	0.00228006	0.0013329	0.00130463	0.000619454	0.000884763	0.000648757	0.000322146	0.00120587	0.00130308	0.000600537
du	0.0156022	0.019913	0.0197844	0.0378732	0.0430186	0.0392254	0.0852024	0.116671	0.0714588	0.0251977	0.0513663	0.0701848	0.0561584	0.0504365	0.0378084	0.0435165	0.0450238	0.0409474	0.0272744	0.0216991	0.023055	0.0126738	0.00959202	0.00482628	0.00430961	0.00361183	0.00284495	0.00318348	0.00165567	0.00193206	0.00254495	0.00167276	0.00135104	0.00173687	0.00124762	0.00108841	0.00100705	0.000710359	0.00019205	0.000459089	0.000354895	0.000268243	0.00024424	0.000598005	0.000476991
sésame	0.020887	0.0151487	0.0218589	0.0301209	0.0401366	0.0436033	0.0503805	0.0474583	0.0452551	0.0470471	0.0321474	0.0297071	0.0164475	0.0116969	0.0120677	0.0149188	0.0290576	0.0650778	0.0543962	0.0503767	0.0467024	0.0323104	0.046162	0.0363367	0.0282799	0.0241496	0.0109615	0.0146378	0.00822733	0.00644022	0.0101036	0.00270053	0.0030386	0.0026673	0.00301437	0.00303464	0.00253981	0.00481079	0.00392873	0.00540434	0.00713242	0.00419603	0.00513457	0.00596978	0.00432666
cuite	0.0217132	0.0435271	0.0403136	0.0354483	0.0136238	0.0152952	0.0204804	0.0237286	0.0317957	0.0317676	0.0401922	0.0296552	0.0358807	0.0270171	0.0254947	0.0288188	0.0327295	0.0240913	0.0410143	0.0364932	0.0349732	0.0366745	0.0255774	0.0221943	0.018093	0.0196119	0.0260323	0.0295438	0.0201919	0.0239056	0.0296767	0.0199957	0.0148538	0.0123531	0.00372447	0.00214032	0.00322475	0.0054069	0.00447679	0.00701077	0.00557917	0.00726744	0.00554719	0.00858978	0.0142745
à	0.036605	0.0444965	0.0408258	0.0260544	0.0235545	0.0210475	0.0322646	0.0331099	0.0539074	0.0459318	0.0654057	0.0515217	0.0549171	0.046774	0.0313253	0.0309617	0.0257561	0.0129421	0.0126846	0.0103608	0.00920837	0.0104981	0.0108002	0.00830829	0.00621324	0.00482493	0.0047055	0.00532221	0.00381445	0.00833354	0.00453448	0.00574102	0.00669893	0.00569322	0.00766477	0.00708555	0.0144373	0.0106292	0.00893685	0.016341	0.00921961	0.0227319	0.0133271	0.02379	0.0706934
l'	0.043653	0.0355072	0.0265436	0.0126316	0.0186354	0.0173803	0.0188452	0.0215984	0.0270837	0.0263691	0.0359572	0.0315584	0.0405222	0.0370066	0.0444105	0.0345972	0.0349004	0.0216005	0.016537	0.0142592	0.0153425	0.0158554	0.0148808	0.0136433	0.0106834	0.00976075	0.0072199	0.00814918	0.00786342	0.0135092	0.00743428	0.0091145	0.0115387	0.0106158	0.0123949	0.0119805	0.0216207	0.0170998	0.0211739	0.0273097	0.0205053	0.0401716	0.0257812	0.0348337	0.0519206
étouffée	0.0287998	0.0331327	0.0188173	0.0138791	0.0196598	0.0275503	0.0379511	0.045746	0.0626645	0.066583	0.0457908	0.0337753	0.0221146	0.0226772	0.0508824	0.0274179	0.0197804	0.0203564	0.00765424	0.00824244	0.0115677	0.0144331	0.0161086	0.020504	0.0208345	0.0273599	0.0177797	0.0278921	0.0208436	0.014452	0.0243067	0.021766	0.0114852	0.0101588	0.00349498	0.00638167	0.00451142	0.0092348	0.0121419	0.0183814	0.0103922	0.0163045	0.0169546	0.014659	0.014576
est	0.0523687	0.0541476	0.0372142	0.0253459	0.029063	0.0294588	0.022412	0.0232523	0.0229457	0.023723	0.0179669	0.0258245	0.0266425	0.0566169	0.0331828	0.023518	0.0166082	0.012755	0.00447032	0.00339045	0.00316549	0.00469983	0.00747608	0.00534913	0.00742222	0.0108082	0.0138163	0.0142639	0.00613645	0.00782771	0.0109745	0.00557494	0.00671866	0.00961327	0.011765	0.0234662	0.0187494	0.0254231	0.0219038	0.0378004	0.0187175	0.0452296	0.0379843	0.0513228	0.0528846
un	0.0254899	0.0256426	0.0251505	0.0189759	0.0170995	0.0260423	0.0275732	0.0402564	0.0233439	0.0317528	0.0176925	0.0191219	0.0111103	0.0184589	0.0227497	0.0227043	0.0276877	0.0335748	0.0165308	0.0195936	0.0251251	0.0256541	0.0269236	0.0191832	0.0201295	0.0201286	0.0206981	0.0223281	0.0143891	0.0141377	0.0204874	0.0100378	0.0150886	0.0148371	0.0102873	0.0138304	0.0117285	0.0120488	0.0185568	0.0244662	0.0137242	0.0378512	0.0429191	0.0456187	0.0292693
mets	0.0345357	0.0283386	0.0305161	0.0177716	0.0214684	0.0271567	0.0184633	0.0254959	0.0161522	0.0220115	0.0137183	0.0102724	0.00954857	0.0123404	0.0177645	0.016502	0.0211533	0.0270648	0.0236372	0.0196562	0.0220439	0.0225154	0.0264928	0.0254205	0.0272402	0.0300937	0.0301065	0.0329102	0.0239623	0.021614	0.0239866	0.0150118	0.0172357	0.0145913	0.0100387	0.0166565	0.013034	0.0209049	0.0206486	0.0316605	0.0170412	0.0387673	0.0271455	0.0337234	0.0235866
succulent	0.0295021	0.0224015	0.0184405	0.0212813	0.0168697	0.014648	0.00665858	0.00785788	0.00696411	0.00760017	0.00784286	0.00934344	0.0126717	0.0209751	0.0198459	0.014821	0.0118014	0.0144435	0.00601121	0.00749023	0.00655876	0.00747195	0.0102248	0.00774123	0.0100147	0.0190843	0.0255645	0.0261311	0.00917712	0.0147751	0.0200781	0.0138809	0.0229414	0.0291477	0.0245822	0.0297181	0.0227523	0.0391998	0.0339179	0.0473365	0.0374292	0.0614778	0.0479624	0.0647696	0.0905926
</S>	0.029498	0.026312	0.025946	0.0168227	0.0142162	0.0171675	0.0112626	0.0145947	0.0123676	0.0139909	0.0147375	0.0216073	0.0236614	0.0292051	0.0290257	0.0240528	0.0231593	0.0183951	0.0176668	0.0191272	0.0168874	0.0154444	0.0163071	0.0126265	0.0113303	0.0113374	0.0123742	0.0146546	0.00857409	0.0112935	0.0202675	0.0139894	0.0293013	0.0385386	0.0361327	0.0332208	0.0247796	0.0389357	0.0245798	0.0333418	0.0235307	0.0256722	0.0335766	0.0340016	0.0564863
