 	a66	a87	a40	a0	a47	a18	a75	a85	a5	a43	a88	a11	a70	a66	a13	a9	a87	a23	a99	a24	a31	a76	a98	a6	a41	a25	a79	a15	a98	a15	a73	a75	a85	a36	a27	a57	a87	a23	a87	</S>
asenza	0.0613964	0.0400533	0.0365498	0.0453665	0.0459956	0.0524691	0.0677581	0.0841356	0.0536048	0.0429165	0.0466722	0.0450346	0.0299573	0.0222112	0.0253003	0.013624	0.0119065	0.00826496	0.015378	0.0116144	0.0106484	0.00716817	0.00838553	0.0102927	0.00898824	0.00614534	0.0151688	0.0151787	0.00745895	0.0136071	0.00650978	0.00557305	0.00935441	0.00793835	0.011897	0.00906795	0.00896847	0.0193059	0.0199134	0.0382205
est	0.0359583	0.0226953	0.0142461	0.0151799	0.0213971	0.0256141	0.0366496	0.0341916	0.0305562	0.0303868	0.0271241	0.0133561	0.0151116	0.0157562	0.0177769	0.0184709	0.0189355	0.0156103	0.020885	0.0248742	0.0193391	0.0177331	0.0230948	0.0237945	0.00795401	0.0307348	0.0174655	0.0167758	0.0742735	0.0535764	0.0345986	0.0415756	0.0318591	0.0146566	0.015667	0.0250541	0.0240008	0.0200187	0.0356142	0.0174384
un	0.02752	0.0198229	0.0163833	0.0124723	0.0148421	0.0146961	0.018965	0.0131018	0.00433323	0.0025827	0.00657144	0.00631606	0.0104739	0.012165	0.0215747	0.0232694	0.0267697	0.0292744	0.0363678	0.0392037	0.044189	0.0413837	0.0391991	0.0338357	0.0182192	0.0210497	0.00962568	0.00800887	0.0153101	0.0118636	0.0109901	0.017386	0.0512437	0.0745437	0.0256121	0.0357911	0.0583288	0.0304388	0.0500841	0.0461914
imbécile	0.00624425	0.00532921	0.00721295	0.0359368	0.0562311	0.016155	0.0129562	0.0120949	0.0191756	0.0181052	0.0230896	0.0387211	0.0271293	0.0679858	0.0579098	0.0556663	0.0779532	0.0475191	0.0458432	0.0501499	0.0227632	0.0233927	0.0184356	0.0133702	0.0424121	0.0160381	0.00852446	0.0167131	0.0133515	0.00908351	0.014429	0.00930942	0.00737489	0.0156058	0.0125257	0.0108439	0.00899013	0.029769	0.0143895	0.0112696
comment	0.0330139	0.0117988	0.00639436	0.00407845	0.00456812	0.00254585	0.00369623	0.00684079	0.00570835	0.00655224	0.0115042	0.0162614	0.0185809	0.0271676	0.039545	0.0363405	0.0547417	0.0431147	0.0632202	0.0597042	0.0364421	0.0333227	0.0233762	0.0279219	0.0189643	0.0192503	0.0155753	0.0195989	0.0206754	0.0235747	0.0203254	0.0403328	0.0245832	0.0298767	0.0327294	0.0297744	0.0238736	0.0338453	0.0470802	0.0234995
est-il	0.0464003	0.0192881	0.00752788	0.00300539	0.00394355	0.00291457	0.00510545	0.00711211	0.00578284	0.00763205	0.00544838	0.0087965	0.0115264	0.0140194	0.0177651	0.018611	0.0200484	0.0237851	0.0242342	0.0325046	0.0230103	0.0279232	0.021107	0.025362	0.0146383	0.0486055	0.0299526	0.0233786	0.0763903	0.0886079	0.0558769	0.0581031	0.0995871	0.0201542	0.0186969	0.0192185	0.025272	0.00774762	0.0195553	0.0113615
incapable	0.0266791	0.0211157	0.0167283	0.0129693	0.0060653	0.00305969	0.00205902	0.00262528	0.00244451	0.00288729	0.00303729	0.00672863	0.0105156	0.0145869	0.0352637	0.0304195	0.0540454	0.0500735	0.0574523	0.043437	0.0433923	0.0346236	0.0275886	0.0279529	0.0232018	0.0249624	0.0204714	0.0195181	0.0239064	0.0262486	0.0192466	0.0370624	0.0432941	0.051627	0.0338363	0.0259701	0.0346396	0.027594	0.0295566	0.023114
de	0.0222604	0.0093895	0.00463678	0.00315824	0.00305873	0.00363169	0.00601474	0.00983667	0.00544459	0.00540122	0.00632548	0.00938096	0.0129384	0.0111615	0.01696	0.0174662	0.0142141	0.00952095	0.0168612	0.0147916	0.019358	0.0190999	0.0146842	0.03176	0.0144847	0.0253728	0.0472923	0.037667	0.042288	0.0549026	0.0743765	0.0866203	0.0773295	0.031571	0.0416998	0.0562041	0.040355	0.0209758	0.0398535	0.0216523
résoudre	0.0183246	0.0115615	0.00639666	0.00393788	0.0023162	0.0017475	0.00343079	0.00582049	0.00422829	0.00283791	0.00473972	0.00469636	0.00583266	0.00550664	0.00690134	0.00585524	0.0076692	0.00663932	0.00883438	0.00912098	0.0117133	0.0106112	0.012881	0.0184718	0.0255393	0.0220646	0.0524611	0.0666731	0.0459613	0.0928149	0.039749	0.0501693	0.0701455	0.0730468	0.0526655	0.0451251	0.0548688	0.0426686	0.0532408	0.0327313
cette	0.0255062	0.011556	0.00360891	0.00304199	0.00156041	0.000997172	0.00339732	0.0120134	0.00881055	0.00649897	0.00848912	0.00744814	0.0115642	0.0108438	0.00941265	0.00781131	0.0106273	0.00766484	0.0109435	0.0169492	0.0205225	0.0208233	0.0244474	0.0326443	0.0257524	0.0297333	0.0455022	0.0418905	0.0400612	0.0440153	0.0597716	0.0639698	0.0745438	0.0643611	0.0343582	0.0435754	0.0476679	0.0263191	0.0455971	0.0356987
affaire	0.0155327	0.0065471	0.00409826	0.0024486	0.00144694	0.00114886	0.00279232	0.00675833	0.00524905	0.00514351	0.00476241	0.00398866	0.00701404	0.00943775	0.00790398	0.0077469	0.0121475	0.00846456	0.0138672	0.0251119	0.0290114	0.0278948	0.0322809	0.0359598	0.0305882	0.0430404	0.0350351	0.0378307	0.0517586	0.0459619	0.0452291	0.0513366	0.0544481	0.0537797	0.0346602	0.0615426	0.0465994	0.038841	0.0534805	0.0391104
</S>	0.0230665	0.010334	0.00500505	0.00475053	0.00270318	0.00253544	0.00454752	0.00878002	0.00457635	0.0028456	0.00324513	0.0038959	0.00654989	0.00538792	0.00526273	0.00504459	0.00554057	0.00325591	0.00833829	0.00854718	0.0122532	0.00966655	0.0111468	0.02355	0.0121021	0.0178962	0.0415793	0.0347531	0.0294572	0.0399666	0.0540081	0.0577186	0.0695031	0.0724249	0.0530003	0.0653052	0.0611546	0.0396509	0.0639403	0.106711
