 	a87	a23	a87	a23	a11	a26	a41	a35	a14	a30	a57	a87	a40	a30	a14	a26	a38	a26	a35	a98	a14	a94	a76	a14	a35	a76	a56	a66	a38	a26	a62	a96	a24	a25	a90	a94	a57	a38	a90	a25	a44	a40	a98	a73	a84	a57	a87	</S>
le	0.0429995	0.0350981	0.0324614	0.0331243	0.0231589	0.0194582	0.0242483	0.0360999	0.0381427	0.0255417	0.0216484	0.0340006	0.0223661	0.0140008	0.00970823	0.0141106	0.0147475	0.0135921	0.0154305	0.0186758	0.0196822	0.00860128	0.00998348	0.00994332	0.0112803	0.0162456	0.00884671	0.0121504	0.0187164	0.026752	0.0277382	0.0165977	0.024997	0.0206293	0.0137929	0.00825211	0.0073085	0.00916496	0.0101042	0.0120065	0.0124219	0.0148594	0.0266775	0.0242578	0.0306583	0.035289	0.0214545	0.0529748
singe	0.000657656	0.00140688	0.00320504	0.00284496	0.00428885	0.0111397	0.028855	0.0873979	0.0519621	0.0588779	0.0461451	0.0567722	0.0228954	0.0212059	0.0175414	0.0187785	0.0101193	0.0313525	0.0394401	0.0268044	0.0257373	0.0407627	0.0412751	0.0567045	0.0405869	0.0462475	0.0631037	0.0443229	0.0289787	0.0136411	0.0113375	0.00760528	0.012441	0.00689602	0.00294584	0.00184516	0.00167462	0.001748	0.00131697	0.00133668	0.000628612	0.00104324	0.00077911	0.000239951	0.00125927	0.00141708	0.0014835	0.000951002
n'	0.0164632	0.0327931	0.0409546	0.0421384	0.031122	0.0543465	0.02393	0.0154639	0.014857	0.0123754	0.0129976	0.0158738	0.0121641	0.0275617	0.0272921	0.0342683	0.0259841	0.0358307	0.0295983	0.0158411	0.0147984	0.0348576	0.0370722	0.0309613	0.0280311	0.0355057	0.0521832	0.0472234	0.0380033	0.0222256	0.016891	0.0180418	0.0164344	0.0108546	0.0105027	0.00449365	0.0084232	0.0059573	0.00693234	0.00923835	0.00497575	0.00272102	0.00266738	0.00216514	0.003431	0.00410515	0.00520089	0.00424648
adopte	0.0163929	0.0160892	0.0205894	0.0126215	0.0099619	0.0210051	0.016914	0.0199359	0.0170759	0.00805808	0.012675	0.0223436	0.0123822	0.0212406	0.0268617	0.0467832	0.0164731	0.0276417	0.0345598	0.0463258	0.0243777	0.0399886	0.0450529	0.0304678	0.0338599	0.0517237	0.0519522	0.0428078	0.0575905	0.0213369	0.0221521	0.0233961	0.0172023	0.0173598	0.0059174	0.00447506	0.0039597	0.00440605	0.00586163	0.00957992	0.0110716	0.00863646	0.00676789	0.00750536	0.00600589	0.00426161	0.00505381	0.0112989
pas	0.0836551	0.0889336	0.0545409	0.0621178	0.0507432	0.0187992	0.01455	0.0104237	0.016169	0.011206	0.0102816	0.00821426	0.0139836	0.0114887	0.00744902	0.00517126	0.00581337	0.00502476	0.00738732	0.0083754	0.00665071	0.00487459	0.00397113	0.00536826	0.00680049	0.0124185	0.00497798	0.00511475	0.00676374	0.00811702	0.00948417	0.00618793	0.00654824	0.00590458	0.0085671	0.00714248	0.00683544	0.0114688	0.0168067	0.0276546	0.0304321	0.0402939	0.0618974	0.0541449	0.0406686	0.0306544	0.0247638	0.0511599
le	0.0265755	0.0238979	0.0278477	0.0225577	0.0180942	0.0227001	0.0134303	0.0144758	0.016162	0.016218	0.0113648	0.00895298	0.00809621	0.0126447	0.0083081	0.0077926	0.0118796	0.00863765	0.0134586	0.00964177	0.0107252	0.0306203	0.0252565	0.0345459	0.0295702	0.0432007	0.0334935	0.0276993	0.0293492	0.0234006	0.0199305	0.0206317	0.0275929	0.0198764	0.0228851	0.0167227	0.0198107	0.0117983	0.0258756	0.0223362	0.0163494	0.0231429	0.0183688	0.0224882	0.0272974	0.0264931	0.0227881	0.0450145
fils	0.0260951	0.0240213	0.0158334	0.029175	0.0195218	0.0170694	0.00821494	0.00871954	0.00792771	0.0111875	0.0099471	0.0191832	0.0122496	0.0247451	0.023145	0.017965	0.0149927	0.0265976	0.0155357	0.0155643	0.0246351	0.0441184	0.0252648	0.0340169	0.0225544	0.0387847	0.0241698	0.0245059	0.0222968	0.014552	0.0191283	0.0192327	0.0304814	0.0130207	0.010817	0.00521983	0.00668496	0.00252799	0.0114985	0.00958578	0.0171179	0.0277064	0.0258295	0.0409434	0.0360866	0.0477058	0.0255138	0.0283098
de	0.035571	0.0204378	0.0243243	0.0173615	0.0122249	0.0098261	0.0063244	0.00608334	0.00976358	0.00756555	0.00785157	0.0111373	0.00732516	0.0290568	0.0172394	0.00871475	0.0164018	0.0131798	0.0131375	0.016227	0.0181545	0.0201	0.0140228	0.023964	0.0313616	0.0555784	0.0196919	0.0209671	0.0274543	0.0204543	0.0260579	0.0117577	0.0246655	0.0115456	0.0124104	0.00540037	0.00529043	0.00360787	0.016435	0.0146229	0.0289152	0.0493364	0.0317648	0.0529953	0.0449521	0.0457957	0.0256166	0.047328
son	0.0263862	0.018987	0.0239842	0.0210476	0.0175185	0.0158519	0.011025	0.0120709	0.0116608	0.00890078	0.00600318	0.0102628	0.00633569	0.0165112	0.0118357	0.00753357	0.0139154	0.0112009	0.0130153	0.0171596	0.0181184	0.0172678	0.0247975	0.0275798	0.021935	0.0247612	0.0172436	0.0178328	0.0214865	0.0212888	0.0271635	0.0179457	0.0234501	0.0189245	0.0190654	0.0133628	0.010849	0.00740216	0.0192925	0.0170116	0.0159065	0.0541291	0.0292001	0.0248691	0.0404066	0.0611478	0.0451554	0.0612007
frère	0.0258741	0.0185373	0.0193436	0.0217619	0.021145	0.0132266	0.0115455	0.0146371	0.0131564	0.0109929	0.00784725	0.0109827	0.0130677	0.0166321	0.0157457	0.012822	0.0178855	0.0154695	0.0156692	0.0249707	0.0173693	0.0189435	0.0241164	0.0201492	0.01874	0.0216543	0.0150725	0.0145103	0.0241228	0.0303604	0.0325263	0.0150437	0.0259634	0.0216119	0.0239789	0.0189805	0.0170409	0.014232	0.0238179	0.0246327	0.0205614	0.0603562	0.0225331	0.0175998	0.0269018	0.0329204	0.0278772	0.0470703
