 	a66	a87	a97	a30	a93	a4	a13	a38	a90	a56	a62	a96	a21	a85	a92	a56	a93	a34	a61	a0	a11	a96	a94	a0	a75	a41	a0	a27	a75	a12	a18	a71	a25	a97	a87	a97	</S>
le	0.0382685	0.0477833	0.06046	0.0506798	0.0349546	0.0362371	0.0327985	0.0336823	0.0364265	0.0302578	0.0393253	0.019601	0.0130311	0.0172501	0.0148717	0.0130923	0.00925925	0.0109408	0.00749581	0.00579315	0.0060215	0.00419139	0.00558016	0.00783729	0.00742476	0.0162241	0.0214287	0.034386	0.0448611	0.0588504	0.0588496	0.0491901	0.0361161	0.0319468	0.0274547	0.0155173	0.0219107
maçon	0.00347504	0.00742048	0.00704597	0.0114764	0.0104496	0.0174056	0.0169338	0.0214945	0.0339603	0.0324935	0.0448672	0.0433079	0.0491491	0.0671261	0.0972058	0.0525602	0.102107	0.0729039	0.0475845	0.0388363	0.0502669	0.0258724	0.029412	0.0270468	0.015994	0.013614	0.0103798	0.00543449	0.00803532	0.0112147	0.0020768	0.0044856	0.00461133	0.00289382	0.00458509	0.00494859	0.001325
a	0.0639407	0.0851009	0.0533446	0.053475	0.0474294	0.0821861	0.0833979	0.0640076	0.0470364	0.0349609	0.0312279	0.054541	0.0174339	0.0114126	0.0333693	0.0200804	0.0224591	0.0146626	0.0141956	0.0216883	0.0179758	0.00626642	0.00340586	0.00473187	0.00337547	0.00430322	0.00499499	0.00585852	0.00637875	0.010276	0.00588027	0.0114487	0.0107506	0.00965569	0.0102184	0.0201668	0.00836258
enfoncé	0.0704844	0.0697569	0.0453345	0.0472331	0.0359994	0.0394479	0.0606053	0.0438618	0.0214985	0.0193792	0.00687555	0.0106791	0.00570277	0.00567877	0.0111813	0.00867466	0.0101553	0.00683458	0.00980526	0.00870939	0.0137763	0.00734547	0.0119733	0.0179529	0.0143769	0.0124891	0.0161678	0.0154743	0.0258547	0.0440826	0.0271738	0.039724	0.0568822	0.0305392	0.0328475	0.0435785	0.0518639
le	0.0520199	0.0703796	0.0354518	0.0280978	0.0372678	0.0146439	0.0225446	0.0245922	0.0112429	0.0265114	0.00924057	0.0297254	0.0226398	0.0151203	0.0170799	0.0108447	0.0119537	0.00973882	0.017745	0.0181491	0.0122106	0.0125667	0.0123473	0.0125865	0.0189158	0.0151255	0.0118094	0.00849493	0.00934332	0.0119661	0.0198083	0.0175233	0.020623	0.0602824	0.0597225	0.115249	0.0964364
piquet	0.0573299	0.078543	0.0494493	0.0406731	0.0459271	0.0359492	0.0338678	0.0305075	0.0308372	0.0254402	0.0119721	0.00675453	0.00999078	0.0131408	0.0129487	0.00936905	0.0139791	0.0124694	0.0238977	0.0307658	0.0228304	0.0317713	0.0289512	0.0223022	0.0378466	0.0302556	0.0176794	0.018919	0.0151629	0.0165364	0.0378963	0.0203236	0.0152346	0.0374007	0.0314179	0.0237498	0.0179098
dans	0.0679934	0.0672507	0.0503458	0.0370288	0.0469799	0.064313	0.0487165	0.0357437	0.0159888	0.0169769	0.00448551	0.0053943	0.00364487	0.00668831	0.00774126	0.00591989	0.00988173	0.0077846	0.00728809	0.00919623	0.00879882	0.00672292	0.0139186	0.0191113	0.0240277	0.0218538	0.0319453	0.0394235	0.0453802	0.0488229	0.0408459	0.0453176	0.0259319	0.02183	0.0224472	0.0223252	0.0419348
le	0.0295406	0.0319224	0.0224523	0.0208188	0.0276233	0.0638262	0.0537886	0.0480103	0.0358208	0.0333364	0.0142378	0.00616104	0.00378356	0.00286428	0.00254967	0.00162892	0.00155512	0.00341495	0.00281109	0.00655277	0.00427783	0.00179975	0.00453053	0.0108426	0.00653976	0.0190575	0.0226395	0.0281344	0.0375731	0.0661656	0.0691142	0.0724109	0.0378716	0.0541847	0.0467637	0.0450266	0.0603692
sol	0.0500878	0.110765	0.115787	0.0859182	0.0677587	0.0394363	0.0304762	0.0202197	0.0135277	0.0110241	0.00668326	0.00514542	0.00516723	0.00586411	0.00792186	0.00615248	0.00753257	0.00943786	0.0109133	0.00919195	0.00667394	0.00336444	0.00367786	0.00325609	0.00367028	0.00386979	0.00548257	0.00791417	0.0161149	0.0460996	0.0407614	0.0432949	0.0266783	0.0585132	0.0477754	0.0289425	0.0349004
</S>	0.0146264	0.0197737	0.0159121	0.0138207	0.0137272	0.0204609	0.0274976	0.0526994	0.0444586	0.0418392	0.0181946	0.00701708	0.00300276	0.00182923	0.0014725	0.00162117	0.00152764	0.00214875	0.00219375	0.00630371	0.00375112	0.0027829	0.00377547	0.00889907	0.00743416	0.0133593	0.0116211	0.0146052	0.0234831	0.0518823	0.0680682	0.0800142	0.0472136	0.0941518	0.0741826	0.0954063	0.0892424
