 	a66	a87	a23	a83	a90	a15	a85	a5	a21	a47	a96	a93	a56	a94	a96	a94	a12	a21	a85	a47	a36	a7	a90	a15	a98	a15	a7	a40	a85	a37	a47	a0	a62	a93	a70	a94	a7	a84	a82	a87	a23	a87	</S>
la	0.0146756	0.0228862	0.031405	0.0346789	0.0413123	0.0930577	0.0726538	0.0737191	0.0536586	0.0204746	0.0221846	0.017041	0.0246513	0.0158011	0.0143201	0.0128736	0.0165274	0.0134277	0.0136862	0.0107308	0.0137938	0.00849986	0.0136727	0.018482	0.0176492	0.0296574	0.0244152	0.0210682	0.00995087	0.00997019	0.0108441	0.00573688	0.0151368	0.0110134	0.0145164	0.0124829	0.0185658	0.0119295	0.0198981	0.0174734	0.0152414	0.0150775	0.0451587
pluie	0.00336251	0.0113285	0.01582	0.033351	0.0395364	0.175369	0.122667	0.0349946	0.0151716	0.0118112	0.0118058	0.0143099	0.0203239	0.0413201	0.0362178	0.0194893	0.0218125	0.0211626	0.0198267	0.0130407	0.0428385	0.00632074	0.00645182	0.0137199	0.0156871	0.0741945	0.0312621	0.036432	0.0324011	0.0192663	0.0059187	0.0134334	0.0118744	0.00270055	0.000986318	0.000467931	0.000486202	0.000236192	0.000167362	0.000381056	0.000319632	0.000724605	0.00100856
qui	0.0153955	0.0327242	0.0478977	0.0713297	0.100486	0.0720359	0.0648243	0.0756332	0.035498	0.0292103	0.016636	0.0169679	0.0299602	0.0699897	0.0682363	0.0366368	0.0513163	0.049718	0.0317189	0.0141572	0.0235742	0.00254517	0.00207605	0.00335506	0.00110175	0.00190878	0.002368	0.00167199	0.00183121	0.00441228	0.00180482	0.0059595	0.00679221	0.000769517	0.000529276	0.000598202	0.00075724	0.000633519	0.000983823	0.00109228	0.00153745	0.00221477	0.001111
est	0.0421875	0.0276012	0.0206328	0.0115102	0.00985124	0.0122846	0.00743974	0.0158099	0.0215589	0.040009	0.0266404	0.022218	0.0458282	0.0253998	0.0271689	0.023567	0.0315937	0.0222049	0.031808	0.0190407	0.0312693	0.0306982	0.020096	0.0171001	0.00854806	0.00495087	0.00715876	0.00171499	0.00725537	0.00910897	0.00642563	0.00450569	0.00662117	0.00745197	0.0125441	0.0227529	0.0220841	0.0191729	0.0337618	0.0433464	0.0522479	0.0610121	0.0858182
tombée	0.047738	0.0240417	0.0167801	0.0105868	0.00733576	0.0150007	0.00892523	0.00860195	0.00682406	0.0066237	0.00972631	0.0134887	0.0344784	0.0282062	0.0325159	0.0370585	0.0379656	0.0257437	0.0187142	0.0196327	0.0182027	0.0245527	0.0146617	0.0109017	0.0155317	0.00967499	0.0112236	0.0041033	0.00982969	0.0105733	0.0146362	0.0105302	0.0118295	0.0124974	0.0179895	0.0275442	0.0529975	0.0552897	0.0527446	0.053103	0.0615356	0.049514	0.040545
hier	0.0226185	0.0158213	0.0154069	0.0087031	0.00910413	0.0106782	0.0118463	0.00957794	0.0158776	0.0230235	0.0281076	0.0515161	0.0792619	0.0786663	0.0703506	0.0764527	0.0844238	0.0497796	0.0339402	0.0317449	0.0314689	0.0248542	0.0187404	0.0204198	0.0170828	0.0144714	0.0157799	0.00469394	0.00951694	0.0108943	0.00731086	0.00664593	0.00774653	0.008251	0.0083916	0.00676299	0.00814177	0.00904884	0.00767283	0.00679603	0.00839385	0.00685031	0.0131639
a	0.0288766	0.0123858	0.00945404	0.00536707	0.00589415	0.00553924	0.00658745	0.0105994	0.0171238	0.0279728	0.0263744	0.0208383	0.0278055	0.041237	0.0445513	0.0496277	0.0586834	0.0644783	0.0360848	0.0224082	0.0247426	0.0200621	0.0156896	0.0136819	0.008604	0.00526517	0.0105316	0.00646782	0.00968054	0.0148011	0.0162485	0.0153557	0.0196187	0.0251159	0.0243293	0.0288531	0.0408016	0.0344829	0.0551882	0.0256893	0.0293159	0.0186773	0.0149074
fait	0.0397567	0.0203463	0.0165912	0.0126025	0.0111694	0.0114496	0.0104595	0.0147622	0.0171463	0.0436786	0.0369554	0.0243624	0.0248383	0.0289481	0.0275941	0.03423	0.0367734	0.0433956	0.026445	0.0186985	0.0113914	0.014966	0.0108456	0.00686474	0.00646125	0.0039119	0.0105589	0.0072772	0.0130573	0.0199946	0.0292997	0.0144289	0.0169389	0.011149	0.0123523	0.0147841	0.0433482	0.0295412	0.0417068	0.0415801	0.0520429	0.044656	0.04264
déborder	0.0222671	0.0210012	0.0123956	0.0071628	0.00543345	0.011731	0.00811392	0.00562874	0.00730667	0.0085565	0.0118603	0.019082	0.0225356	0.0265258	0.0366248	0.0366299	0.0396374	0.0377445	0.0313756	0.0286921	0.0239941	0.0271226	0.0231369	0.020359	0.0142987	0.0137478	0.0106547	0.0108031	0.0139964	0.0153372	0.0132723	0.0173971	0.0243672	0.0246623	0.0340893	0.0330556	0.0554193	0.0328107	0.0410706	0.0424008	0.0465524	0.0379397	0.0232072
le	0.0270549	0.032773	0.0228494	0.00917368	0.00598426	0.00877081	0.008152	0.00500215	0.00709419	0.0149857	0.0206001	0.0183035	0.0197077	0.0153701	0.0151824	0.0153442	0.017315	0.0134894	0.0175161	0.018113	0.016008	0.0291771	0.0243918	0.016997	0.0186804	0.0135254	0.00920979	0.0104258	0.0133469	0.0134916	0.0140073	0.00901935	0.0168069	0.00864368	0.016982	0.0186032	0.0417934	0.0266052	0.0443654	0.0710592	0.0557167	0.0842241	0.114139
