 	a23	a83	a54	a6	a47	a6	a44	a90	a75	a85	a5	a61	a47	a88	a9	a38	a11	a0	a75	a18	a31	a62	a21	a85	a36	a2	a57	a87	a23	a87	</S>
j'	0.0401054	0.0710277	0.100566	0.0652632	0.0730086	0.0569921	0.0602882	0.0305078	0.0205694	0.0164597	0.0164762	0.0130111	0.0143375	0.0149956	0.0232707	0.0162922	0.020153	0.0172057	0.0139802	0.0147252	0.0209741	0.0230021	0.0180602	0.0130468	0.00997053	0.0155477	0.0275706	0.0230817	0.0412233	0.0279203	0.0803666
ai	0.033657	0.0343705	0.0358612	0.0397127	0.0339769	0.0647456	0.0466039	0.121625	0.0581141	0.0302249	0.0135577	0.0044004	0.00588774	0.00657543	0.0209484	0.0140279	0.0221614	0.0216774	0.0460672	0.0330043	0.0302189	0.0264278	0.0230072	0.0224819	0.0206077	0.0335742	0.03739	0.0360786	0.031281	0.0273933	0.0243399
échappé	0.0246425	0.0208026	0.0286005	0.0389687	0.0637034	0.0946744	0.0301935	0.0971331	0.0949448	0.0641062	0.0398985	0.0184739	0.0250867	0.0208493	0.0142937	0.0127491	0.0106505	0.0144085	0.0208247	0.0069693	0.00703904	0.0142342	0.00998728	0.0132139	0.012976	0.0289587	0.0360437	0.0476018	0.0265092	0.0338936	0.0275686
à	0.0550556	0.0331823	0.0194136	0.0198507	0.0112942	0.0133997	0.0130683	0.00999597	0.026257	0.0346308	0.028592	0.0209798	0.0376394	0.0418797	0.0302547	0.039372	0.034446	0.0273234	0.0407607	0.022211	0.0256598	0.0204797	0.0326999	0.0294614	0.0472081	0.0299588	0.0412597	0.055898	0.0430195	0.0385328	0.0762159
la	0.0581442	0.0272548	0.0177523	0.0137609	0.0100433	0.00944228	0.0102295	0.00773638	0.0119208	0.00948061	0.0112181	0.00830551	0.0124505	0.0229129	0.0205129	0.0338326	0.0373872	0.0298168	0.0298877	0.0371626	0.0431334	0.043135	0.065921	0.0627093	0.0852241	0.0453174	0.0601434	0.0526696	0.0441638	0.0432763	0.0350551
mort	0.133533	0.0613388	0.0395541	0.048079	0.0280614	0.0178564	0.0133004	0.00871022	0.0158738	0.0108464	0.0126363	0.0254823	0.035637	0.0851824	0.0588922	0.058861	0.0457206	0.0382336	0.0356296	0.0335582	0.0463347	0.0231785	0.0424392	0.0211202	0.013225	0.00675525	0.00703809	0.00654348	0.0101404	0.00546639	0.0107716
pendant	0.154932	0.137294	0.0908841	0.0636145	0.0277027	0.0150044	0.00921377	0.00599288	0.00546496	0.00432452	0.0015207	0.00101337	0.00162606	0.00527301	0.0120607	0.00549505	0.00646364	0.00759197	0.0090623	0.00739446	0.00716284	0.0203107	0.025895	0.0385144	0.0350049	0.0332447	0.0414124	0.0808292	0.0400652	0.0499758	0.0556553
la	0.0847587	0.0447389	0.0195809	0.0124401	0.00759441	0.00349337	0.00223916	0.00167655	0.00216581	0.00444633	0.00363476	0.00344651	0.00434073	0.00587911	0.00921102	0.00673211	0.0062947	0.00849012	0.0123299	0.00810793	0.0228473	0.0330416	0.0462513	0.0611122	0.0596917	0.0724666	0.0961017	0.110304	0.08646	0.0967336	0.0633886
guerre	0.118869	0.0504873	0.0400111	0.026566	0.017579	0.012788	0.00538719	0.00344152	0.00198067	0.00177157	0.00180616	0.00149336	0.00139319	0.00731228	0.0215923	0.0151929	0.0255198	0.0453757	0.0578175	0.0379302	0.0411282	0.0350629	0.0543517	0.0412675	0.038633	0.0256914	0.0398805	0.0484126	0.047153	0.0363237	0.097781
</S>	0.0501055	0.0537078	0.0246486	0.0116672	0.0121212	0.00535967	0.00156329	0.0011591	0.00127577	0.00154825	0.00171646	0.00229434	0.00198229	0.00397622	0.0050275	0.00199318	0.00215586	0.00680509	0.0102484	0.00538152	0.00877924	0.0212902	0.0240344	0.0395137	0.0301597	0.0911798	0.0946966	0.121639	0.109451	0.125054	0.129466
