 	a15	a66	a87	a10	a87	a10	a87	a23	a30	a13	a62	a75	a79	a15	a79	a44	a40	a75	a5	a12	a47	a96	a90	a25	a92	a85	a6	a85	a47	a7	a54	a47	a0	a54	a47	a7	a47	a36	a2	a57	a87	a23	a87	</S>
son	0.0265401	0.0189141	0.0242484	0.023269	0.0165099	0.0341784	0.0220025	0.0372985	0.0370594	0.0334248	0.0752981	0.0411987	0.0798286	0.0652235	0.0301543	0.0440033	0.014752	0.0170964	0.0138097	0.0142753	0.0104203	0.010773	0.0179062	0.00941572	0.0142116	0.0163922	0.0247228	0.0336764	0.027384	0.00802885	0.00784133	0.00823126	0.0110873	0.0084148	0.0058799	0.00781355	0.00631491	0.0140766	0.00457219	0.00957735	0.0150279	0.0129635	0.0138657	0.0323176
ami	0.0028767	0.00483231	0.00510893	0.00904096	0.0207018	0.038227	0.0325076	0.0398894	0.0611436	0.060958	0.0345322	0.0449832	0.0684915	0.035307	0.0469493	0.0587915	0.0546695	0.0506545	0.017192	0.0158618	0.0178465	0.0160289	0.0177997	0.0165643	0.0195284	0.0117725	0.0121088	0.00911581	0.0371407	0.0741268	0.0288635	0.017623	0.00324348	0.00461101	0.000499593	0.00100815	0.000284352	0.00038141	0.000404561	0.000686299	0.000868961	0.000991674	0.00297881	0.00280402
a	0.0130581	0.0115861	0.0156428	0.0154965	0.020532	0.0192516	0.0178587	0.0141489	0.0130363	0.024207	0.0739528	0.0578642	0.0336545	0.0489775	0.0389694	0.0366911	0.09451	0.061262	0.0300964	0.0243581	0.0349789	0.0427961	0.0336612	0.0540042	0.0398838	0.00838962	0.00288729	0.00733382	0.00253178	0.00177407	0.00526339	0.0136934	0.00506643	0.0107771	0.00241329	0.00449491	0.00371157	0.00349014	0.00257335	0.0054294	0.0085558	0.00671924	0.0243953	0.010022
soulevé	0.0221282	0.0145702	0.0107798	0.00655957	0.00663299	0.00325813	0.00412481	0.00210022	0.00272543	0.00458368	0.0103013	0.0133725	0.0157623	0.0166382	0.0231585	0.0490668	0.0670627	0.0472159	0.0623962	0.0448554	0.0509671	0.107395	0.104885	0.0636646	0.0519882	0.0231648	0.00741641	0.0139851	0.00719946	0.010207	0.00788731	0.00746922	0.0111362	0.00654965	0.00915376	0.00899599	0.0132449	0.00913474	0.00782737	0.00552445	0.0133619	0.00692213	0.00799377	0.0166337
le	0.0401421	0.0205713	0.0200207	0.0149564	0.0147115	0.0135748	0.0132245	0.011702	0.0169479	0.0155828	0.026229	0.0203481	0.0192052	0.0153926	0.0244636	0.0256941	0.0372375	0.0268178	0.0446733	0.0384439	0.0327941	0.0441515	0.0511527	0.0369507	0.0375678	0.017888	0.00933847	0.0117387	0.0174005	0.0197892	0.0263408	0.0177998	0.0329166	0.0316764	0.0282908	0.0161049	0.0129404	0.0112013	0.00635347	0.0185483	0.0206959	0.0101858	0.0113596	0.0168752
problème	0.0231047	0.0259951	0.0269202	0.0257602	0.0229543	0.0254461	0.0295253	0.0159964	0.0228941	0.0283715	0.0255075	0.0240104	0.0245085	0.0299713	0.0366509	0.051536	0.0547905	0.0402723	0.0394326	0.0307941	0.0262319	0.0200571	0.0282548	0.017011	0.0143139	0.0127076	0.00877759	0.00682868	0.00600499	0.0125037	0.0166471	0.0145012	0.0188072	0.0155378	0.0162669	0.0216859	0.0143537	0.0132429	0.0136693	0.022386	0.01853	0.0203977	0.0145413	0.0222998
qu'	0.0254485	0.022041	0.0237883	0.0201022	0.0173679	0.0160568	0.0162794	0.0179973	0.0247592	0.0196636	0.0231466	0.0222049	0.0271067	0.0290429	0.0292985	0.0316226	0.0253913	0.0245855	0.0312273	0.0289495	0.0195203	0.0187025	0.0195655	0.0262765	0.0235195	0.0239969	0.0155952	0.015701	0.00816933	0.00843708	0.0124425	0.0160427	0.0208542	0.0261804	0.0276782	0.0289646	0.0298781	0.0279342	0.0372679	0.0223424	0.0281163	0.029116	0.0138071	0.0238113
il	0.0174154	0.00807506	0.00981215	0.00787674	0.00604172	0.00766157	0.00660057	0.00868782	0.0131008	0.0127608	0.0222541	0.0220912	0.0258455	0.0250662	0.022722	0.0292542	0.0253283	0.0254038	0.0372029	0.0273507	0.0282958	0.0190639	0.019662	0.0205372	0.0197747	0.0134614	0.00950065	0.0144235	0.0117077	0.0100309	0.020451	0.0198362	0.029844	0.0247009	0.0263529	0.0196271	0.0346072	0.0195137	0.0739539	0.031996	0.0516525	0.047932	0.0248318	0.0476915
y	0.0212792	0.0137997	0.0124643	0.0090071	0.00845851	0.008244	0.00978526	0.0070994	0.0129234	0.0106764	0.0108689	0.0101377	0.0175499	0.0127873	0.0162716	0.0209773	0.0111551	0.0147836	0.0173298	0.0140052	0.0146498	0.0152131	0.0206503	0.0283448	0.0258933	0.0255361	0.0223854	0.0224239	0.0162846	0.0205509	0.0221252	0.0458962	0.03826	0.0335447	0.0314157	0.0235776	0.0236049	0.0346142	0.0392759	0.0354822	0.0460854	0.0494512	0.0354472	0.0696833
avait	0.0275904	0.0202236	0.0217496	0.0166915	0.0147256	0.0133447	0.0170284	0.0132772	0.0191997	0.0115645	0.00502231	0.00376772	0.00937573	0.00447415	0.00597242	0.00693466	0.00434467	0.00536585	0.0080285	0.00827708	0.00593241	0.00724079	0.00834215	0.00923579	0.00912008	0.0108315	0.0101789	0.0115993	0.0101778	0.0117906	0.0175098	0.0316808	0.0329758	0.0470943	0.0331545	0.0296861	0.0263528	0.0709444	0.0336542	0.0486592	0.0553978	0.0682125	0.0429831	0.130287
