 	a66	a87	a97	a87	a10	a38	a90	a98	a6	a75	a85	a92	a56	a96	a93	a56	a98	a79	a7	a93	a56	a93	a70	a13	a3	a97	a3	a97	a99	a97	a99	a97	</S>
la	0.0512165	0.0692617	0.124472	0.0583946	0.0944948	0.0645021	0.0362551	0.0272159	0.0294177	0.0299172	0.0354071	0.0447339	0.0300239	0.0237988	0.0254394	0.0116629	0.0166498	0.0135254	0.0211984	0.0125499	0.00848025	0.0147966	0.0153348	0.0226279	0.0116767	0.0108885	0.00915791	0.0126852	0.0111745	0.00983572	0.0168617	0.00876448	0.0275791
femme	0.00180575	0.00508578	0.00705143	0.01212	0.0568523	0.1266	0.0741501	0.106417	0.120998	0.0886612	0.11198	0.084119	0.0690005	0.0493352	0.0263368	0.0073679	0.00932005	0.00537264	0.00593229	0.00399524	0.00320476	0.00236902	0.00260542	0.00196329	0.00203482	0.00107758	0.00178142	0.00163873	0.00161361	0.00211123	0.00225838	0.00319919	0.00164034
est	0.0225506	0.0224606	0.0175054	0.0263133	0.0367711	0.0369356	0.0340809	0.028472	0.0407479	0.0297724	0.0412578	0.0346058	0.0566252	0.0502505	0.133368	0.0494613	0.0633695	0.0301592	0.048712	0.0303408	0.0143796	0.0193633	0.00829901	0.00667696	0.00607207	0.00843648	0.0145959	0.00683191	0.0119856	0.0102413	0.0120898	0.0423313	0.00493665
rentrée	0.0119106	0.0115893	0.0079076	0.00623793	0.00223935	0.00182033	0.00275854	0.0062982	0.0174354	0.0369671	0.0669086	0.09199	0.0860003	0.0919043	0.0679352	0.0812211	0.0383142	0.0413073	0.0550001	0.0526854	0.0252421	0.0276917	0.0144808	0.011011	0.0145522	0.010679	0.0117833	0.0114309	0.0172809	0.0166565	0.0118207	0.019519	0.0294211
du	0.122343	0.0764873	0.0473442	0.0481071	0.0236572	0.0177098	0.016688	0.0147632	0.0200416	0.0213499	0.0210732	0.0313596	0.0202205	0.0207155	0.0195674	0.0133648	0.0057127	0.0106861	0.0203455	0.0158988	0.00707536	0.00747108	0.00419242	0.00674318	0.0103055	0.00887005	0.0123091	0.0163113	0.0401772	0.0280719	0.0446598	0.0595417	0.166836
village	0.0522279	0.0388416	0.0267251	0.031039	0.0166504	0.0126485	0.00871401	0.01134	0.014152	0.0144015	0.0246752	0.0287353	0.0359189	0.0406805	0.0289186	0.0267442	0.0208185	0.0138759	0.0210887	0.0200676	0.046684	0.0293246	0.0162388	0.00902065	0.0180339	0.0202351	0.0396469	0.0391691	0.0342071	0.0576217	0.0501783	0.0858118	0.065565
de	0.071065	0.0486234	0.0376982	0.038524	0.0300464	0.0221288	0.0118656	0.0128908	0.0266127	0.0389642	0.0372294	0.0555494	0.0320724	0.0205236	0.0201174	0.0148251	0.0138533	0.0140475	0.026076	0.019477	0.0214466	0.0113036	0.00788219	0.0107754	0.0229842	0.0187118	0.0262708	0.0249879	0.0299043	0.0321069	0.0371743	0.065635	0.0986268
son	0.0500394	0.0295545	0.0314814	0.0228935	0.0168428	0.0135818	0.00994535	0.00917584	0.0134667	0.0215045	0.0247654	0.040321	0.0337203	0.0263584	0.0270815	0.0267829	0.018962	0.026258	0.0407143	0.0298217	0.0361514	0.0167773	0.0101344	0.0108819	0.0194231	0.0200215	0.0315495	0.0339019	0.0393809	0.0423939	0.0554885	0.0874399	0.0831845
mari	0.0407834	0.0332204	0.0337907	0.0359974	0.0185233	0.0155094	0.00980776	0.0100058	0.00918729	0.0109676	0.0126886	0.0222128	0.0228309	0.0213983	0.0187953	0.0127817	0.0156779	0.0132898	0.0260044	0.0145092	0.0188468	0.0123605	0.0142826	0.0245355	0.0367051	0.038179	0.0579016	0.0594646	0.0614705	0.0693178	0.0730407	0.0816852	0.054228
</S>	0.042419	0.0352075	0.0402929	0.027962	0.0242573	0.0230574	0.0130207	0.0119678	0.0148359	0.0190079	0.0193669	0.0256266	0.0259237	0.0136962	0.0177777	0.0105192	0.0156117	0.0107105	0.0379261	0.015743	0.0248977	0.0113487	0.0115393	0.0174722	0.0320852	0.0200283	0.0295749	0.0447653	0.0560463	0.0470707	0.0502094	0.0630082	0.147024
