 	a66	a87	a23	a99	a18	a54	a47	a37	a34	a70	a93	a4	a90	a98	a5	a37	a94	a61	a88	a9	a87	a23	a83	a50	a34	a5	a36	a54	a6	a37	a61	a21	a5	a23	a27	a24	a12	a18	a25	a87	a23	a87	</S>
il	0.0454223	0.0589628	0.0539123	0.0452116	0.0300143	0.0429107	0.0406004	0.0631957	0.0618564	0.0273533	0.0219125	0.0297344	0.0220401	0.0387929	0.0230553	0.0242317	0.0185797	0.0216629	0.0155908	0.0123661	0.0116858	0.0105018	0.00676131	0.0116463	0.00945006	0.0100342	0.0127889	0.0135404	0.00886668	0.00740894	0.00649827	0.00404118	0.0103076	0.0126729	0.0108389	0.0144849	0.0216364	0.0152218	0.0151209	0.0174377	0.015121	0.0128896	0.0436385
y	0.0186	0.0212253	0.0228375	0.0185829	0.0359581	0.030869	0.0284677	0.034713	0.0302778	0.0553669	0.025487	0.0300209	0.0300181	0.0204706	0.0211209	0.0308266	0.0298022	0.0215212	0.0188929	0.0213956	0.0177571	0.0183825	0.0129758	0.0168029	0.0190521	0.0161804	0.0180872	0.00829122	0.00748647	0.00910624	0.00911605	0.0275017	0.0126792	0.0146771	0.0194514	0.0361553	0.024567	0.0341006	0.0242994	0.0242277	0.0225578	0.0449691	0.0151216
a	0.0328536	0.0149888	0.016339	0.00828463	0.0159947	0.0140096	0.0141149	0.0198851	0.038452	0.0793944	0.0336547	0.0534329	0.0489013	0.0280842	0.0266393	0.0362248	0.0372217	0.0279459	0.0214389	0.0178952	0.0126283	0.0083745	0.0108844	0.0131924	0.0136219	0.0176224	0.012548	0.0121447	0.0142944	0.013799	0.014935	0.028264	0.0165593	0.0146993	0.0156465	0.019229	0.01489	0.0202388	0.0142355	0.0332618	0.0214812	0.045186	0.0265079
un	0.0557011	0.0564327	0.0426538	0.044209	0.00761719	0.0108509	0.00669864	0.00500049	0.00573712	0.0108348	0.0127859	0.0129008	0.0156296	0.0149904	0.0230503	0.0197858	0.0276726	0.0327209	0.0434184	0.0354876	0.046252	0.0459782	0.0359188	0.0336899	0.027948	0.0263244	0.0189979	0.0104713	0.0103346	0.0117399	0.0133886	0.00990621	0.0146289	0.0120768	0.0126264	0.0215757	0.0239892	0.0207228	0.0238158	0.0238402	0.0235927	0.0213446	0.0266588
chien	0.0436382	0.0229188	0.0205144	0.0201867	0.00721835	0.0105071	0.0156595	0.0140548	0.01719	0.021624	0.0271053	0.0364726	0.0695603	0.0368643	0.045716	0.0501891	0.0735423	0.0673347	0.0719523	0.0389268	0.0366313	0.0207212	0.015551	0.0138113	0.014051	0.0148961	0.0126071	0.0186003	0.0158293	0.0123102	0.0123824	0.00995582	0.0110973	0.0077861	0.0111206	0.00793503	0.00733884	0.00696449	0.00485992	0.0147227	0.00656317	0.00761551	0.00547381
méchant	0.0491403	0.03771	0.0340161	0.0358996	0.0231022	0.0276926	0.0264651	0.0177028	0.0183312	0.0264359	0.0275359	0.0291705	0.037158	0.0329364	0.0385405	0.0546213	0.0490913	0.0463088	0.0339622	0.0350854	0.02563	0.0124727	0.0103672	0.00762258	0.00727961	0.00725592	0.00597372	0.00892382	0.0103537	0.0160015	0.0187958	0.016427	0.0176186	0.0110305	0.015243	0.0113148	0.0188479	0.0155527	0.0128968	0.0183671	0.0156065	0.00900206	0.0265102
dans	0.0910124	0.0511848	0.0288198	0.0259753	0.0201418	0.00780366	0.00516189	0.00545477	0.0073228	0.018449	0.0159316	0.016742	0.0261785	0.0309785	0.0299091	0.0443629	0.0330609	0.0345732	0.0333406	0.0344914	0.0278654	0.0318276	0.0155919	0.0201811	0.0196019	0.0196148	0.0175772	0.019833	0.0174516	0.016816	0.0162811	0.0185654	0.0195336	0.0187625	0.0188453	0.0217305	0.0199898	0.0169106	0.0137026	0.0196584	0.0177134	0.020943	0.0101081
cette	0.0597236	0.016799	0.010397	0.00601888	0.00586072	0.00530956	0.00508669	0.0111491	0.0147097	0.0295507	0.0302878	0.0311958	0.0304878	0.0345815	0.0325189	0.044007	0.0334681	0.0347502	0.0354075	0.0417295	0.0369814	0.041013	0.0283855	0.0332431	0.0347075	0.0326439	0.0164384	0.0178827	0.016508	0.0126906	0.0219295	0.0235444	0.0240247	0.0197834	0.0164247	0.0200056	0.0106434	0.0119411	0.0137617	0.0128705	0.0198416	0.0181722	0.00352433
sixième	0.0599445	0.0084125	0.00515355	0.00352991	0.00190674	0.00108185	0.000916156	0.00195554	0.00415567	0.011536	0.0196405	0.0346895	0.0310212	0.0310203	0.0275028	0.0438332	0.0314551	0.0373606	0.0349605	0.0462339	0.0362563	0.0306999	0.029312	0.0364379	0.0324088	0.0421606	0.0259056	0.0251564	0.0224188	0.0148353	0.0353622	0.0485725	0.0323312	0.0278525	0.0216526	0.0330296	0.00612713	0.00876001	0.0139686	0.00967087	0.0158883	0.0140539	0.000828942
parcelle	0.0636647	0.0349778	0.0321058	0.0142745	0.00493147	0.00350296	0.00485723	0.00899838	0.0238821	0.0278369	0.0457423	0.0465029	0.0377087	0.0561546	0.0424431	0.0522198	0.0376572	0.0409352	0.031366	0.0270884	0.0195437	0.018083	0.0139175	0.0212102	0.0262923	0.0307688	0.0252024	0.0132625	0.0132274	0.0101002	0.0129741	0.0266667	0.00942894	0.0119787	0.0101544	0.0121307	0.00414496	0.00622041	0.00854992	0.0169041	0.0170076	0.0296997	0.00568149
</S>	0.0597967	0.0281362	0.0306332	0.0135788	0.00741415	0.00543969	0.00665389	0.0100312	0.0273926	0.0197891	0.0277251	0.0278417	0.0178692	0.0377722	0.0276699	0.0375327	0.0240337	0.0255731	0.0222268	0.0228036	0.0110347	0.0113322	0.00760316	0.011703	0.0164631	0.0204203	0.0153088	0.0113937	0.0142395	0.0159319	0.0183341	0.0411608	0.0222589	0.0258864	0.0288262	0.02876	0.0255318	0.0234539	0.0246522	0.0328515	0.040701	0.0435424	0.0286968
