 	a87	a23	a40	a7	a53	a90	a98	a47	a36	a11	a54	a15	a79	a44	a11	a94	a54	a79	a44	a75	a6	a37	a61	a88	a71	a38	a53	a69	a84	a87	a23	a87	</S>
mon	0.07131	0.0633041	0.0621898	0.0667705	0.0410083	0.103947	0.0694788	0.0589838	0.0823698	0.0326645	0.0308224	0.0219691	0.0139281	0.00895689	0.016878	0.0104234	0.00908844	0.00880218	0.00820999	0.00511098	0.00685622	0.00557702	0.00834683	0.013124	0.0147925	0.0164149	0.0162979	0.0187576	0.0178644	0.0167037	0.0158433	0.0147133	0.0484923
père	0.00195972	0.00532762	0.0367506	0.0345876	0.0431836	0.123551	0.154503	0.134375	0.0807434	0.0970776	0.0873292	0.0530114	0.0405069	0.0229236	0.0197263	0.0148666	0.00592355	0.0048566	0.00381061	0.00284054	0.00266862	0.00323403	0.00443201	0.00548355	0.0033556	0.00184467	0.00111337	0.000898982	0.00135685	0.00142708	0.00149777	0.00101117	0.00382227
est	0.0282915	0.0170153	0.0219759	0.0179793	0.0296261	0.0420874	0.0472767	0.107626	0.11166	0.113662	0.0862531	0.0619762	0.0219532	0.0356079	0.0207827	0.017245	0.0127	0.018334	0.0128083	0.0162919	0.0056061	0.00415587	0.00374837	0.00334488	0.00313634	0.00214365	0.00735856	0.00831351	0.020969	0.0182384	0.0194179	0.0287328	0.0336821
en	0.0250053	0.0107903	0.00991964	0.0142568	0.0196031	0.0125332	0.0176959	0.0233201	0.0179218	0.0242461	0.0379963	0.0254645	0.022888	0.0238858	0.0220897	0.022046	0.0422727	0.0560729	0.0748435	0.0840149	0.0805676	0.0445629	0.0453678	0.0344539	0.0285092	0.0240432	0.0240869	0.0362238	0.0277531	0.0221572	0.019361	0.00952535	0.0165214
train	0.0191581	0.0286134	0.0203794	0.0205724	0.0247676	0.02156	0.0242041	0.0284883	0.0239664	0.019542	0.0133586	0.00891201	0.0068807	0.0147797	0.0108941	0.0176018	0.0410065	0.0676633	0.118556	0.108896	0.116251	0.0694078	0.0489642	0.0244078	0.0191935	0.0167874	0.011068	0.0155728	0.0072166	0.00985876	0.00870549	0.00698824	0.00577864
de	0.0847219	0.0654071	0.0538661	0.0484108	0.0264894	0.048233	0.0395299	0.0354917	0.0482714	0.0443578	0.0301997	0.0370247	0.0222108	0.0123678	0.017455	0.0114117	0.00549295	0.00389563	0.00361571	0.00303874	0.00189712	0.00261283	0.00181779	0.00242051	0.00464048	0.00775451	0.0145891	0.0284172	0.063769	0.0588719	0.0568366	0.0601775	0.0547037
frapper	0.0121375	0.0141504	0.0166764	0.0208846	0.0237592	0.0305471	0.0505469	0.0326615	0.0274027	0.042031	0.0370068	0.0372328	0.0486122	0.0436332	0.0671348	0.0728081	0.0723893	0.0640179	0.0688221	0.0722052	0.0351722	0.0201103	0.015068	0.00970497	0.00560923	0.00337362	0.00409692	0.00576922	0.0116244	0.00966423	0.00960019	0.00951249	0.00603445
mon	0.0129996	0.0126643	0.013751	0.014304	0.0211229	0.0292404	0.0308938	0.034317	0.0399479	0.0649616	0.0457657	0.0522819	0.0495663	0.0597657	0.073199	0.057749	0.0390689	0.0223675	0.0199704	0.0266887	0.0176985	0.017275	0.0224725	0.0132006	0.0103215	0.00928306	0.0205382	0.025544	0.0232228	0.0267581	0.0255214	0.0266047	0.0409341
petit	0.0394004	0.0292193	0.0229003	0.0226685	0.0182097	0.0198497	0.016271	0.0129259	0.031578	0.0321767	0.0303488	0.0305384	0.0209515	0.0162399	0.0139954	0.0178199	0.0196364	0.022452	0.0214006	0.0206157	0.0174625	0.0178156	0.0175885	0.0174569	0.0242593	0.0198855	0.0414184	0.0698239	0.0534804	0.071735	0.0611923	0.0641711	0.0645125
frère	0.0350288	0.0380949	0.0314636	0.0323359	0.0258449	0.0255973	0.0254249	0.0164083	0.02975	0.0311615	0.0323634	0.0304524	0.02533	0.0169941	0.0124924	0.0131174	0.0130218	0.0170992	0.0147115	0.0134318	0.0126135	0.016084	0.0162417	0.0179322	0.0235685	0.0282346	0.0482221	0.0752869	0.0454009	0.06171	0.0528204	0.0538723	0.0678886
avec	0.0479215	0.0288566	0.0233067	0.0164399	0.0127965	0.0167832	0.0101182	0.00999125	0.0197268	0.025679	0.0154938	0.0185186	0.0181227	0.0134319	0.00951486	0.00922508	0.00897648	0.0111328	0.00823454	0.00514057	0.00638156	0.00917488	0.00896884	0.0142675	0.0220701	0.0310126	0.0647304	0.0902184	0.0782181	0.0792481	0.0752864	0.0803088	0.110703
un	0.0758715	0.055884	0.0433216	0.0266655	0.0144902	0.0216313	0.0116169	0.0107753	0.0293409	0.0230196	0.0194145	0.0151391	0.0122235	0.00919897	0.00633666	0.00483588	0.00438052	0.00618174	0.00514028	0.00395457	0.00479607	0.00685662	0.00520848	0.010906	0.0143161	0.0161599	0.0314143	0.0628601	0.0720458	0.0693097	0.0657371	0.0794588	0.161509
bâton	0.0434146	0.0394514	0.0364828	0.0345116	0.0320529	0.0393726	0.0348562	0.0417849	0.0612179	0.059822	0.0541191	0.0462702	0.0436662	0.0284702	0.0265496	0.0231429	0.0199295	0.0152005	0.0139877	0.0114948	0.0124663	0.00811084	0.0055102	0.00585637	0.00599493	0.0046709	0.00874399	0.0113322	0.0242386	0.025234	0.0274562	0.0339523	0.120636
</S>	0.0870829	0.0428446	0.0267392	0.024086	0.0138321	0.0121813	0.00863776	0.00580605	0.00700646	0.00812821	0.00462344	0.00782438	0.00715405	0.0051689	0.00594667	0.00246868	0.00168319	0.00111855	0.00114877	0.000864533	0.001677	0.00184462	0.00394579	0.010814	0.0187758	0.0284115	0.0641686	0.0719284	0.0967311	0.0947014	0.0899471	0.0919927	0.150716
