 	a87	a83	a70	a34	a90	a15	a98	a44	a84	a75	a85	a61	a21	a66	a75	a25	a94	a98	a44	a75	a25	a90	a96	a25	a11	a75	a92	a96	a70	a83	a13	a99	a87	a38	a97	</S>
la	0.0298383	0.0352349	0.0245846	0.0267534	0.0532189	0.0478706	0.0483248	0.0525678	0.0359903	0.0340859	0.0460836	0.0214242	0.016809	0.0153274	0.0223495	0.0173438	0.0400114	0.0348275	0.0455448	0.0413026	0.0404634	0.0300477	0.0168894	0.0227336	0.00906526	0.0142585	0.0162418	0.0204441	0.0214888	0.0143137	0.011838	0.0110748	0.0100772	0.0173226	0.0130856	0.0411621
maman	0.00501498	0.0146569	0.0231307	0.0277314	0.0624416	0.0948957	0.1176	0.11221	0.0863517	0.0507224	0.0201278	0.0538649	0.0385338	0.0332189	0.0599015	0.0368099	0.0422941	0.0269693	0.0206731	0.0147796	0.0147372	0.00839266	0.00667009	0.00506114	0.00561222	0.00423612	0.00261039	0.00182936	0.00137987	0.00147028	0.000448032	0.000437703	0.00136319	0.000802143	0.00179073	0.0012314
a	0.0232988	0.0222132	0.027596	0.0278061	0.034617	0.0196863	0.0236308	0.025643	0.0328934	0.0431062	0.00654499	0.0358446	0.0662008	0.0679247	0.14258	0.0705951	0.064832	0.0547602	0.0624204	0.0336202	0.0294556	0.0299729	0.011731	0.00475722	0.00197439	0.00149781	0.00309758	0.00287699	0.00234213	0.00300741	0.00158438	0.0039372	0.00382286	0.00376949	0.00804251	0.00231652
mis	0.00706733	0.00359648	0.00375963	0.00443423	0.00773891	0.00895757	0.00918027	0.0131421	0.0128738	0.0334701	0.0359289	0.0773468	0.0526985	0.0417128	0.0482619	0.0768374	0.0739522	0.0643713	0.0806838	0.0619784	0.103803	0.0559661	0.0155267	0.0107679	0.0123794	0.00845862	0.0103214	0.00575447	0.005945	0.00473543	0.00468772	0.0065533	0.00930572	0.00678043	0.0078703	0.0131524
du	0.0468387	0.0370518	0.0267217	0.0240934	0.0232142	0.026608	0.0368779	0.0504709	0.0502117	0.0433849	0.0520531	0.0403086	0.0477209	0.0400023	0.0352019	0.0312165	0.0278386	0.0298971	0.0501836	0.0399076	0.0540444	0.0399897	0.0187535	0.018432	0.00762266	0.00586495	0.00493221	0.00883655	0.00298457	0.00439069	0.00592689	0.00306333	0.00522298	0.00631397	0.0107896	0.0430285
gombo	0.0214164	0.0106205	0.008622	0.00822366	0.00788818	0.00720969	0.00645472	0.0102685	0.0120502	0.0243298	0.0532313	0.0715631	0.0532789	0.0597344	0.0632958	0.11338	0.0901159	0.077749	0.0631486	0.0482035	0.0464759	0.0375711	0.0141151	0.00808951	0.00406007	0.00268211	0.00330523	0.00525235	0.00374263	0.0070781	0.00388134	0.00674676	0.0101373	0.0115135	0.015816	0.00874911
dans	0.0336879	0.0196824	0.00955516	0.00627945	0.00782033	0.00691892	0.00797184	0.0136484	0.0153705	0.0188311	0.0281694	0.0324522	0.0258108	0.0219152	0.0205028	0.0227227	0.0258526	0.0341002	0.0358085	0.0401013	0.0495264	0.0433291	0.0184465	0.0231794	0.00714186	0.00595867	0.0118395	0.0252141	0.0207419	0.0474318	0.0271808	0.0441553	0.0555128	0.0430437	0.0557499	0.0943467
la	0.0314288	0.0226717	0.0180333	0.0193138	0.0117193	0.0133101	0.0106094	0.0121249	0.0109693	0.01221	0.0190399	0.0093521	0.0219973	0.0188507	0.0231529	0.031565	0.0189245	0.0271961	0.0292801	0.0383709	0.0347728	0.0397083	0.0227914	0.0228612	0.0107215	0.00932078	0.0225014	0.0302976	0.0308665	0.0479099	0.0321833	0.0477956	0.0643452	0.055408	0.0679544	0.060442
marmite	0.0272893	0.0106025	0.00932167	0.0124623	0.0068197	0.00736808	0.00615408	0.0082342	0.00868881	0.0131048	0.031952	0.0109081	0.0143941	0.014183	0.0162274	0.0232499	0.0130822	0.0182304	0.0176003	0.0338635	0.0269478	0.0308439	0.0162594	0.0194877	0.00765741	0.00745253	0.0204791	0.0361759	0.055252	0.0836061	0.0553232	0.0889507	0.100337	0.0701014	0.0526143	0.0247754
</S>	0.0388615	0.0270734	0.0216992	0.0305447	0.0177014	0.0162607	0.0106691	0.0173523	0.0153	0.0166129	0.0294628	0.0155077	0.0109052	0.0111714	0.00853218	0.00845725	0.00760889	0.00821935	0.00870838	0.0100598	0.0103845	0.0112309	0.011006	0.0164719	0.00623315	0.00671744	0.0104686	0.0219931	0.0304934	0.0527109	0.0483436	0.0590445	0.0882327	0.077372	0.0820738	0.136515
