 	a66	a87	a23	a20	a58	a53	a90	a56	a98	a47	a15	a7	a79	a94	a61	a21	a47	a96	a0	a11	a96	a88	a75	a6	a15	a69	a32	a53	a69	a58	a82	a87	a23	a87	</S>
il	0.0304394	0.0764803	0.0584568	0.0771798	0.0687103	0.0704912	0.0463553	0.03603	0.0254289	0.0216485	0.0142053	0.014103	0.0107329	0.00940902	0.00972461	0.00851671	0.00655278	0.00822179	0.00907162	0.00912698	0.00632078	0.00918879	0.011236	0.0221587	0.0328633	0.0279208	0.0365634	0.0355118	0.0377646	0.0347896	0.0287513	0.0283332	0.0293082	0.0198674	0.028537
casse	0.0141779	0.0149878	0.0232777	0.0307592	0.0389663	0.0489606	0.0450485	0.0736618	0.0484404	0.0411519	0.0168998	0.0225708	0.0287545	0.02364	0.0148655	0.0140338	0.0163953	0.0119899	0.0114564	0.0103587	0.0117674	0.0120196	0.0167704	0.0302286	0.0268095	0.0312614	0.0327142	0.0417783	0.0394676	0.0394553	0.033301	0.0395431	0.0332175	0.0399338	0.0213354
l'	0.0998847	0.103477	0.0490523	0.0253929	0.0292333	0.0207358	0.033344	0.0318932	0.0428699	0.0378823	0.0175739	0.0268388	0.0334241	0.0292081	0.0257811	0.019741	0.0169791	0.0217519	0.0203116	0.0176399	0.0151746	0.0322021	0.0328443	0.0359773	0.0277288	0.0137191	0.0152019	0.0116571	0.0127553	0.0144613	0.0124369	0.0149472	0.0139396	0.0155106	0.0284295
os	0.0254732	0.0215485	0.0286055	0.0504989	0.0242951	0.0443877	0.0281233	0.0285365	0.0367476	0.0404196	0.0445391	0.0389082	0.0353207	0.0394594	0.0428644	0.0500832	0.0677027	0.050461	0.0417991	0.0424694	0.0298267	0.0271605	0.0218018	0.0137637	0.0244995	0.0183524	0.0116787	0.0133783	0.00887765	0.00696679	0.00795505	0.00756466	0.00665574	0.00711412	0.0121611
pour	0.0560787	0.0585883	0.0649331	0.0549226	0.044301	0.0286589	0.0309204	0.0254226	0.0336178	0.0265813	0.0178508	0.0150364	0.0129541	0.0151256	0.0125283	0.0181206	0.0181559	0.0142494	0.0139901	0.0125833	0.0176324	0.013325	0.0138512	0.0183461	0.024732	0.0347552	0.039849	0.0427077	0.0508795	0.0369882	0.0354837	0.0323737	0.0224125	0.0199973	0.022047
avoir	0.0598006	0.0322875	0.0207128	0.0203485	0.0171729	0.0219207	0.0170701	0.0134434	0.0199516	0.0331931	0.0223264	0.0242232	0.0161092	0.014892	0.0081236	0.00946223	0.00598684	0.00619714	0.00607074	0.0044566	0.00830814	0.0103918	0.0113397	0.0155117	0.0206464	0.0249379	0.0339462	0.0407522	0.0554607	0.0746904	0.0557332	0.0742403	0.0656288	0.0577015	0.076962
de	0.0591113	0.0374657	0.0284749	0.0170011	0.0173639	0.0225957	0.017924	0.0163406	0.0186602	0.0158676	0.0121329	0.00755255	0.00834905	0.0116943	0.00749415	0.00639603	0.00602521	0.00635018	0.00610139	0.00469698	0.0073242	0.0104622	0.0143133	0.0211651	0.0239061	0.031117	0.050225	0.0607961	0.0644787	0.0756902	0.0657505	0.0694845	0.0563623	0.0561788	0.065148
la	0.0569502	0.0438461	0.0391243	0.0322998	0.0258502	0.0289519	0.0172456	0.0151625	0.0150923	0.0139992	0.00910706	0.00706562	0.00830923	0.0113967	0.0124238	0.0122887	0.0109937	0.0164773	0.0169676	0.0141486	0.0146375	0.0178335	0.0152349	0.0214559	0.0205109	0.023651	0.0335012	0.0391622	0.0386463	0.0442198	0.0422985	0.0605084	0.0551961	0.0616939	0.10375
moëlle	0.0459507	0.0426809	0.0374233	0.0431164	0.0289279	0.0252584	0.014172	0.00844071	0.0104469	0.0158542	0.00912387	0.00996273	0.0117294	0.0171411	0.0118469	0.0112088	0.00841627	0.011168	0.0107353	0.00766499	0.00959194	0.0109466	0.0144237	0.0196497	0.0201383	0.0235065	0.0348094	0.044685	0.0491746	0.0466796	0.0456991	0.061261	0.0586157	0.0620531	0.117497
</S>	0.0379906	0.0398198	0.039678	0.032373	0.024491	0.0163883	0.0190087	0.0144126	0.0142403	0.0225227	0.010997	0.00934653	0.0104434	0.0109941	0.00519235	0.00526124	0.00396484	0.00446917	0.00499905	0.00316344	0.00424641	0.00621872	0.00949126	0.0134861	0.0140771	0.016916	0.0327252	0.0392496	0.0475386	0.0619476	0.0606893	0.0762239	0.073818	0.0929452	0.12067
