 	a87	a23	a87	a10	a87	a23	a87	a23	a83	a36	a30	a7	a26	a57	a53	a15	a94	a88	a31	a24	a71	a0	a47	a88	a0	a11	a93	a75	a5	a43	a75	a47	a6	a37	a11	a62	a83	a9	a87	a23	a87	a23	a97	a87	</S>
hier	0.0276713	0.0249375	0.0178321	0.0168699	0.0168785	0.0129411	0.0191391	0.0233477	0.0493752	0.129574	0.111733	0.113096	0.0733501	0.048635	0.0538155	0.022362	0.0162067	0.0153603	0.012646	0.00792067	0.00758573	0.00681841	0.00594085	0.0053378	0.00379806	0.00469358	0.00433352	0.00471305	0.00480072	0.00866666	0.00678026	0.00604498	0.00749594	0.0058233	0.0107906	0.00952655	0.00576976	0.00571869	0.00832754	0.00839081	0.00845756	0.00696966	0.00910406	0.00991518	0.0205045
j'	0.0235268	0.0244041	0.0290562	0.0162059	0.0263437	0.0111861	0.0214356	0.0320072	0.0328542	0.0269201	0.0298686	0.0247732	0.030037	0.0288419	0.0332029	0.0366053	0.0258472	0.0171223	0.0126854	0.0103792	0.0181683	0.0198484	0.0217259	0.0251743	0.0162926	0.0171423	0.0233614	0.0132481	0.0149659	0.0132878	0.0200059	0.0165955	0.0202386	0.0304879	0.0116582	0.015618	0.0287323	0.0276958	0.0222583	0.020026	0.0218509	0.0203699	0.0207011	0.0247208	0.022523
ai	0.0616569	0.0369951	0.029673	0.0235522	0.0357686	0.0221386	0.0243479	0.0385269	0.0324196	0.023162	0.014254	0.0121835	0.0196503	0.0163266	0.0372046	0.0409295	0.0375881	0.0370577	0.0318358	0.0146542	0.0245172	0.0268828	0.0471233	0.0239013	0.0146682	0.0173887	0.00902664	0.00925015	0.0108419	0.011531	0.0102049	0.0102375	0.0126477	0.0133329	0.0142512	0.0109901	0.0126237	0.0146617	0.0126309	0.0116782	0.0112356	0.016247	0.0153087	0.030408	0.0184858
mangé	0.0414104	0.0469825	0.0419718	0.0355806	0.0258383	0.0218192	0.0187513	0.0117491	0.0083509	0.0066839	0.0118767	0.0143635	0.0281206	0.0238946	0.0221169	0.0187141	0.0226425	0.020402	0.0294647	0.0320063	0.0452254	0.0541854	0.0307126	0.0348641	0.0209767	0.0227264	0.0265001	0.0144645	0.0107761	0.0076998	0.010071	0.00790433	0.00960922	0.0133071	0.0068871	0.0134872	0.0192338	0.0179395	0.0149773	0.0167252	0.018562	0.0136242	0.0208958	0.0174305	0.0484747
les	0.0890608	0.0483666	0.0400528	0.0316713	0.0331667	0.0257581	0.0195834	0.0144319	0.0116504	0.0146628	0.0189373	0.0134489	0.0184401	0.0186359	0.0202085	0.0161463	0.0244555	0.0227729	0.0208792	0.0183805	0.0169434	0.0134007	0.0133919	0.0149244	0.0129271	0.0151854	0.017469	0.0139228	0.0114191	0.00822495	0.00898201	0.016098	0.0272219	0.018247	0.0200859	0.0198374	0.0150926	0.0186099	0.0171729	0.0185058	0.0306329	0.0283012	0.0359911	0.0372423	0.0294602
légumes	0.0451819	0.0310508	0.020189	0.029218	0.0289621	0.042875	0.0367948	0.0289652	0.021793	0.0163271	0.016055	0.0113699	0.0134911	0.0145847	0.0179094	0.0146772	0.0314819	0.0432291	0.0392017	0.0335554	0.0296263	0.0282124	0.023232	0.024312	0.0182666	0.0122319	0.00840433	0.00983507	0.0115815	0.0137053	0.0136873	0.0185753	0.0266665	0.0200624	0.0289438	0.0302867	0.0196567	0.0207422	0.0249469	0.0163845	0.0142853	0.0124605	0.0120976	0.0106327	0.014252
epfuula	0.0897703	0.0424423	0.0350229	0.0188455	0.0148304	0.00720914	0.0134894	0.0121808	0.00991172	0.0118739	0.00574838	0.00292827	0.00301383	0.00165555	0.00670606	0.00853946	0.00983525	0.0117497	0.00673344	0.00755972	0.0072456	0.00993973	0.0130892	0.0190622	0.0158348	0.0179784	0.0127118	0.0104079	0.00893128	0.00750612	0.0120326	0.019916	0.0491931	0.0426649	0.032286	0.0578927	0.0467163	0.056689	0.0512706	0.0365741	0.0539592	0.0279205	0.0302476	0.019461	0.0204236
aux	0.091401	0.0680272	0.0485748	0.0281473	0.0273674	0.0201945	0.0283673	0.041002	0.0399688	0.029024	0.00751088	0.00573681	0.00558829	0.00476944	0.0144264	0.0173388	0.0137172	0.0101504	0.00504692	0.00560752	0.00477851	0.00578878	0.0038206	0.00714805	0.00912272	0.0129335	0.00929931	0.0152085	0.0109466	0.0138407	0.0119493	0.0141764	0.0198112	0.0162677	0.0248988	0.0232317	0.0216907	0.0196613	0.0259903	0.027229	0.0353568	0.0390246	0.0374493	0.0393754	0.039033
poissons	0.0407528	0.0165226	0.0153045	0.0142941	0.0190736	0.0107279	0.0166755	0.0179517	0.0139633	0.0166622	0.0155038	0.0131138	0.0139629	0.0122091	0.0366984	0.0157092	0.0140814	0.0126683	0.0103202	0.00951336	0.0117249	0.012851	0.0137959	0.018109	0.0175477	0.0221896	0.017218	0.0159377	0.012682	0.0145958	0.0197878	0.0275437	0.0323672	0.0262714	0.0429234	0.0433234	0.0334689	0.0354718	0.0443098	0.0419198	0.0414982	0.0342449	0.0299587	0.0268751	0.0276757
</S>	0.102506	0.0417603	0.0182696	0.0116797	0.00747511	0.00302132	0.00550411	0.00689875	0.00767912	0.00926284	0.00543678	0.00579844	0.00528342	0.00601892	0.0206097	0.0105694	0.00752396	0.00539388	0.00578876	0.00861643	0.00609456	0.0060458	0.00467149	0.0039556	0.00459895	0.00529696	0.0040974	0.00546878	0.00496175	0.0109387	0.0168063	0.0287219	0.0315675	0.0295031	0.0554017	0.037264	0.0269916	0.026217	0.0401238	0.0452655	0.0794127	0.0714753	0.0736491	0.070909	0.015465
