 	a66	a87	a23	a99	a44	a4	a93	a70	a61	a31	a75	a6	a36	a98	a79	a7	a37	a96	a70	a62	a12	a88	a96	a93	a90	a44	a58	a90	a93	a4	a53	a4	a94	a93	a4	a11	a75	a6	a36	a27	a62	a88	a71	a25	a87	a23	a87	</S>
tu	0.0262765	0.0460184	0.0274421	0.0297216	0.045601	0.0373253	0.047294	0.0452385	0.0257015	0.022491	0.013588	0.0109405	0.00825698	0.0157508	0.0170044	0.0256726	0.0248101	0.0250476	0.0232564	0.0234986	0.0222358	0.0159532	0.016261	0.00809484	0.0187149	0.0213668	0.0214068	0.0274632	0.0356254	0.0407257	0.0319791	0.0196647	0.016375	0.0136375	0.00768689	0.00510199	0.00675809	0.0113184	0.00731484	0.00919472	0.0100166	0.00828431	0.0100382	0.00941506	0.00989288	0.0149028	0.0120485	0.0275869
es	0.00992196	0.00744951	0.0149837	0.00981828	0.0138541	0.0158636	0.0181179	0.0116178	0.0175456	0.0239084	0.024589	0.0329219	0.0494466	0.038365	0.0380309	0.0454414	0.0572247	0.0526351	0.0483547	0.0387919	0.0262741	0.0158655	0.0205864	0.0403288	0.0233332	0.0173073	0.017211	0.00977605	0.0113076	0.00932734	0.0129214	0.00671241	0.00637208	0.00817658	0.0105524	0.0101893	0.0147116	0.0150631	0.0139403	0.00707037	0.0143639	0.0242256	0.0126855	0.0139862	0.0191637	0.0157875	0.0189303	0.0149486
résistant	0.0267229	0.00931497	0.0136045	0.00995828	0.0119176	0.0109597	0.0160744	0.0120209	0.0157923	0.0225352	0.0167877	0.0152023	0.0405714	0.0188961	0.0340966	0.0441045	0.0493743	0.0527196	0.0426686	0.0627147	0.0474458	0.0343908	0.0281648	0.0240066	0.0228362	0.0232112	0.0222464	0.0135705	0.0110876	0.00889806	0.0125381	0.00878634	0.00650873	0.0105312	0.00947664	0.00816362	0.0147455	0.00740002	0.012133	0.00806368	0.0163243	0.019449	0.0152185	0.0127258	0.0180192	0.0159453	0.0248417	0.017235
car	0.0341769	0.0219965	0.0161603	0.0144944	0.00698157	0.00849867	0.00527032	0.00713949	0.0116636	0.0132641	0.0131722	0.012596	0.0168339	0.0122327	0.01325	0.0188781	0.0159374	0.0213305	0.0209323	0.0240285	0.0325019	0.0471342	0.0280988	0.0148385	0.0117796	0.0322069	0.0198625	0.018892	0.0232806	0.0295495	0.0189522	0.0202109	0.0211243	0.025582	0.0261482	0.0295698	0.0216067	0.0122059	0.0174829	0.00847252	0.0227841	0.0217625	0.0210089	0.0251754	0.0354195	0.0367123	0.0275942	0.0412056
tu	0.0361591	0.027452	0.0243138	0.0188573	0.0140115	0.0111005	0.00898484	0.0129476	0.0148348	0.0166111	0.0202475	0.0286943	0.0369003	0.026507	0.0184121	0.0265467	0.0217873	0.0313312	0.0265412	0.0207192	0.0245174	0.0296789	0.0224571	0.0197054	0.0252674	0.0343508	0.0259683	0.0232687	0.024537	0.0246833	0.0324045	0.0275039	0.0148852	0.0232823	0.0239194	0.0197875	0.0171872	0.0128022	0.0171741	0.0116257	0.00873593	0.0101583	0.0124935	0.0111295	0.015676	0.0155283	0.0124793	0.0158335
restes	0.0305569	0.0202594	0.027735	0.0145479	0.0131939	0.0114365	0.00931083	0.0131776	0.0228132	0.019029	0.0196604	0.0221433	0.026503	0.0291658	0.0296254	0.0506101	0.0412943	0.0479874	0.0534995	0.0476409	0.0354841	0.0273825	0.0144208	0.0152952	0.0130437	0.0162317	0.0155845	0.0126496	0.0147315	0.0163993	0.0190034	0.0141557	0.0102785	0.0193394	0.0124148	0.0118086	0.0163212	0.0111196	0.0123925	0.0127999	0.0116314	0.0174083	0.0177947	0.0142643	0.0186262	0.0155499	0.0168591	0.016819
torse	0.0283269	0.0223561	0.0211362	0.0176125	0.0121119	0.00922085	0.00808671	0.00815522	0.00826027	0.00762339	0.00868196	0.010813	0.0153169	0.0167006	0.0150243	0.0303538	0.0209651	0.0354928	0.0307357	0.0322007	0.0406331	0.0482274	0.0425231	0.0463398	0.0383703	0.0288934	0.0202417	0.0159359	0.0144271	0.0141792	0.0152845	0.012131	0.015881	0.0179205	0.0186921	0.0178297	0.016961	0.0172246	0.0161983	0.0221447	0.0165849	0.0157581	0.0261499	0.0208897	0.0221733	0.0195306	0.0157482	0.023952
nu	0.0362299	0.0131373	0.0128016	0.00577822	0.00608943	0.00498216	0.00458412	0.0078815	0.0065916	0.0092695	0.0123163	0.0156709	0.020989	0.0209924	0.0267487	0.0396395	0.0379158	0.0399243	0.0448647	0.0385914	0.0430832	0.0371034	0.0367618	0.0288997	0.0358761	0.0288939	0.0182374	0.0169843	0.0124909	0.00981089	0.00764636	0.00696653	0.00996482	0.00728932	0.00734126	0.00718871	0.00910519	0.0120268	0.0171872	0.0258723	0.018888	0.0223673	0.0381719	0.0263881	0.0311517	0.0222268	0.021768	0.0353099
quand	0.0300736	0.0202561	0.014778	0.0116849	0.014193	0.0122322	0.0124939	0.0153557	0.00827498	0.0157608	0.0143231	0.0129126	0.0211969	0.0223059	0.0419077	0.0462215	0.0467429	0.0354243	0.0327157	0.0274317	0.0242001	0.0160726	0.0156807	0.0111196	0.0217368	0.0107583	0.0116821	0.0121463	0.010573	0.0111413	0.00757377	0.00835213	0.0151655	0.0102823	0.00917695	0.00803275	0.0106713	0.0201399	0.026339	0.0371237	0.0190773	0.027242	0.0394731	0.0276376	0.0323766	0.0226432	0.0333683	0.0439283
il	0.0216266	0.0148284	0.0115668	0.00688482	0.00786551	0.00647462	0.00571625	0.00780534	0.00422906	0.00677234	0.0100129	0.010515	0.0187272	0.0206654	0.0325523	0.0403192	0.0319979	0.0278397	0.0220685	0.0170454	0.0203968	0.0184262	0.0201239	0.0156523	0.0247299	0.013579	0.0141232	0.0159161	0.0135548	0.0166447	0.0149984	0.016481	0.0203158	0.0194098	0.0175942	0.0158268	0.0205617	0.0276725	0.0275746	0.0345991	0.0297024	0.0311991	0.0389989	0.0300413	0.0377795	0.0339451	0.0368151	0.0478245
