 	a66	a87	a23	a99	a50	a98	a71	a38	a54	a0	a96	a34	a54	a76	a94	a93	a70	a54	a37	a70	a11	a70	a13	a57	a3	a99	a83	a50	a93	a69	a44	a11	a54	a36	a2	a57	a87	a23	a87	a23	a87	</S>
celles-ci	0.0419491	0.0860272	0.0642919	0.0709545	0.0591824	0.0788464	0.0599378	0.0262998	0.0213258	0.01138	0.00876263	0.00729333	0.00303918	0.00443549	0.00274833	0.00296386	0.00233339	0.00312818	0.00304429	0.00259962	0.0039291	0.0115936	0.00826013	0.0064628	0.00526111	0.00478987	0.00378883	0.00925651	0.0139492	0.0270738	0.0664227	0.0408842	0.0282476	0.0117669	0.0203303	0.0190625	0.0214411	0.0152854	0.0190356	0.0302288	0.0271129	0.045274
sont	0.0135217	0.0109417	0.00881092	0.00626988	0.00675807	0.00545757	0.00411116	0.00433839	0.00966965	0.00597516	0.0134644	0.0177941	0.0101251	0.0115067	0.0128745	0.0153925	0.00729155	0.0174309	0.0108873	0.0164335	0.0213241	0.0225296	0.0593514	0.0600778	0.038413	0.0713885	0.0786362	0.0292046	0.024971	0.0203126	0.0282156	0.0262712	0.0379223	0.0377143	0.0403298	0.0363567	0.0399835	0.0238017	0.0261836	0.024712	0.0311856	0.0120602
des	0.0332557	0.0139701	0.0077269	0.00487994	0.00350981	0.00447033	0.00562718	0.00492228	0.0148071	0.00840434	0.0290733	0.0234486	0.0362243	0.029405	0.0356524	0.0350514	0.0312417	0.0250126	0.0260001	0.0428768	0.0568207	0.0303061	0.0414289	0.0319323	0.032277	0.0400211	0.0280912	0.0348438	0.0423939	0.0283188	0.026642	0.0121943	0.016354	0.00680649	0.0127459	0.0194818	0.0156568	0.0205941	0.0331719	0.0179031	0.0292134	0.00724251
feuilles	0.0128054	0.00524382	0.00648075	0.00343506	0.00401264	0.00441075	0.00963354	0.0222992	0.0306996	0.0325097	0.0376245	0.0320169	0.0378606	0.0379738	0.051816	0.0600964	0.0564632	0.097691	0.0678784	0.0734915	0.0446681	0.0527509	0.0320243	0.0149007	0.021482	0.0148916	0.00710547	0.00510397	0.00408718	0.00748285	0.00630525	0.010337	0.0133733	0.0163146	0.0148533	0.0139365	0.00818785	0.00819209	0.00764752	0.00598003	0.00305182	0.0028808
de	0.0938196	0.0484504	0.0566512	0.0329299	0.0361077	0.0325809	0.0301389	0.0112844	0.0195395	0.00785234	0.0123459	0.0100112	0.0209235	0.0210702	0.0149772	0.0231438	0.027692	0.0134812	0.0161945	0.0117746	0.0160261	0.00944596	0.010706	0.0134652	0.0190751	0.0144309	0.0162112	0.0104318	0.00646301	0.00847683	0.00416826	0.00728839	0.00679824	0.00960744	0.0207305	0.028251	0.0219491	0.0429381	0.062271	0.0311818	0.0768623	0.0222529
manguier	0.0452909	0.0169871	0.0178381	0.0127924	0.0128705	0.0097415	0.0161791	0.00957668	0.0105312	0.011078	0.0206126	0.0146558	0.0137201	0.0107151	0.0184038	0.0181955	0.0405067	0.0349135	0.0520185	0.0241086	0.0302642	0.0283465	0.0158907	0.00744558	0.00916847	0.00755754	0.0131795	0.0363417	0.0309637	0.0582129	0.0518442	0.0413575	0.0416693	0.0244764	0.0388134	0.0418673	0.0244295	0.0206726	0.0183031	0.0152785	0.0229623	0.0102194
celles-là	0.0671716	0.0561489	0.0371144	0.0255865	0.0300136	0.0222746	0.0248048	0.0150295	0.0142212	0.00696517	0.0082046	0.0135342	0.0103916	0.0148581	0.0182427	0.0152084	0.0296224	0.0145103	0.0217627	0.0143833	0.0216787	0.0200753	0.0138624	0.0116467	0.0105729	0.00620296	0.00579442	0.015238	0.0310843	0.0233449	0.0329546	0.0254601	0.0413388	0.0159613	0.0181034	0.0350069	0.0187336	0.03794	0.0382011	0.0442536	0.0462502	0.0262475
sont	0.0348721	0.0215892	0.0188488	0.0145074	0.0177918	0.0120222	0.0199838	0.0147003	0.0191829	0.0146036	0.0164897	0.0229802	0.0207817	0.0250501	0.0236075	0.0166103	0.0133604	0.0102784	0.0145547	0.015354	0.0116535	0.0174727	0.0120924	0.00674859	0.00808028	0.00339964	0.0046164	0.00973035	0.0075727	0.0177949	0.0163464	0.0276884	0.0299149	0.0517777	0.0527499	0.0440319	0.0619422	0.0428867	0.0481774	0.0330635	0.0809436	0.0441468
du	0.0393862	0.041977	0.0387927	0.0316445	0.0370111	0.0254585	0.0331121	0.0299642	0.0236317	0.0193624	0.0127588	0.019372	0.0145878	0.0198718	0.0224113	0.0185281	0.0168348	0.0159172	0.021434	0.0200565	0.0221656	0.0289735	0.0231544	0.029741	0.0259359	0.0148938	0.0167573	0.021181	0.0274162	0.0209314	0.0191245	0.0209199	0.0170732	0.0203344	0.0144598	0.0248514	0.0175948	0.022401	0.0274111	0.0250647	0.0293757	0.0281269
safoutier	0.0390801	0.0285514	0.037294	0.0333722	0.0435862	0.0433745	0.0350545	0.0245461	0.0181984	0.0135382	0.0121033	0.016959	0.0195002	0.0214708	0.0215016	0.0266289	0.029918	0.0197325	0.0242377	0.0201839	0.0245579	0.0207389	0.0237889	0.0214651	0.0189336	0.0241839	0.0186127	0.0201069	0.0191066	0.0120627	0.0179746	0.0136333	0.0168589	0.0115766	0.0149408	0.0178548	0.0168254	0.0222019	0.0257955	0.0279592	0.0376378	0.0443524
