 	a66	a87	a23	a62	a75	a37	a92	a21	a47	a12	a47	a34	a56	a93	a4	a34	a47	a96	a34	a93	a90	a15	a47	a6	a61	a18	a82	a87	a79	a47	a79	a7	a26	a57	a87	a23	a87	a23	a99	a97	</S>
ce	0.0490628	0.0775778	0.0555248	0.0392621	0.0440732	0.0359925	0.0558197	0.0233775	0.0303541	0.0283021	0.0331682	0.019701	0.0132855	0.0138967	0.0164426	0.0201134	0.0209342	0.016702	0.0172581	0.0332218	0.0507442	0.043137	0.0347992	0.0269651	0.0196461	0.0148777	0.0151577	0.0123568	0.0132715	0.015821	0.00986264	0.00979165	0.0107053	0.00814301	0.00994783	0.00725075	0.00742567	0.00687252	0.0103535	0.0103671	0.0184336
singe	0.00451556	0.00823237	0.00784943	0.0106816	0.015959	0.0256733	0.0435052	0.0522612	0.108695	0.0478031	0.0510938	0.0395867	0.0578577	0.0290575	0.0145844	0.00911997	0.0107565	0.0135685	0.0248472	0.0189214	0.0458286	0.0599364	0.0486018	0.0356968	0.0545155	0.0602657	0.0315978	0.0137703	0.0117007	0.0129423	0.0066963	0.00491163	0.00173587	0.00153446	0.00119905	0.00123572	0.00129664	0.00146155	0.00311541	0.00378574	0.00360187
que	0.014124	0.0190845	0.0219918	0.0128297	0.0293063	0.024189	0.031552	0.0491482	0.0617764	0.0794217	0.0847341	0.164414	0.145011	0.0798552	0.0296446	0.0171643	0.00762317	0.00844105	0.00697073	0.00361368	0.00281462	0.00364744	0.00227414	0.00622712	0.00538452	0.00836831	0.0148142	0.0153042	0.00798206	0.0127348	0.00426481	0.00187977	0.000596965	0.000689254	0.00170892	0.00154056	0.00264292	0.00440339	0.00389777	0.00503313	0.00289556
le	0.0561148	0.0496556	0.0395541	0.0230571	0.0286862	0.0265211	0.029371	0.0256592	0.0242182	0.0240802	0.0225085	0.0295106	0.0220931	0.0314617	0.0355073	0.0316405	0.0318585	0.0273471	0.0311366	0.0368677	0.0230637	0.0357279	0.0564349	0.0258177	0.0310867	0.0257493	0.0219844	0.0191003	0.0100702	0.00477228	0.00437587	0.00650052	0.00396387	0.00880101	0.00465911	0.0048163	0.0072217	0.00750305	0.0155157	0.0136179	0.0423685
chasseur	0.0408647	0.0270131	0.0211029	0.0135059	0.00868414	0.0118784	0.0103051	0.0138009	0.0125373	0.0209167	0.0235018	0.0265778	0.0239887	0.0357522	0.0420607	0.0697745	0.068467	0.0322212	0.0357053	0.0480966	0.0347854	0.0285034	0.0312489	0.0319901	0.0645739	0.0607528	0.0397843	0.0193654	0.00513711	0.00779245	0.00189857	0.00121684	0.000912463	0.00156843	0.00215618	0.00404459	0.00599795	0.008054	0.0191281	0.0170322	0.0273018
a	0.0351984	0.0255422	0.034216	0.017212	0.0241009	0.0322192	0.0239317	0.061563	0.0440164	0.0753615	0.0648175	0.0667745	0.0437709	0.0424522	0.030189	0.0477356	0.0379698	0.0217087	0.0169218	0.0167552	0.00908694	0.00742979	0.00857175	0.00311852	0.00731032	0.00926956	0.0145487	0.0068906	0.00317171	0.00495318	0.00450263	0.00501533	0.0063847	0.00829002	0.0106821	0.0149368	0.0209816	0.0172569	0.0241185	0.0204678	0.0305561
en	0.0192734	0.0177562	0.0274821	0.0141787	0.019479	0.0268367	0.022939	0.0418833	0.0342942	0.0447547	0.0503997	0.0626578	0.0757223	0.0588458	0.0350767	0.0459979	0.0309908	0.0240738	0.0196274	0.0170927	0.0099077	0.0115582	0.0132934	0.00676225	0.0103657	0.0127692	0.0170416	0.0100509	0.00749755	0.00991056	0.0131556	0.0104668	0.0170772	0.0244776	0.0239136	0.0201603	0.0246463	0.0179475	0.016617	0.0137752	0.0192437
mains	0.0284172	0.0307577	0.03079	0.020534	0.0210346	0.0299662	0.0390594	0.0598251	0.0551979	0.0606365	0.0541634	0.0773845	0.0746424	0.044023	0.0227811	0.0218798	0.0168138	0.014283	0.0153546	0.00896893	0.0138681	0.0138239	0.00998041	0.0102067	0.0131386	0.0140643	0.0123811	0.00629638	0.00515958	0.0105224	0.00647086	0.00548626	0.0101045	0.00626	0.0107961	0.012143	0.0138872	0.0137357	0.0220145	0.0236197	0.0395273
est	0.0490068	0.0426589	0.0347153	0.020055	0.019699	0.020454	0.0275771	0.0242819	0.0255127	0.0272194	0.0220364	0.0249476	0.021949	0.0354607	0.0445214	0.0412471	0.0374976	0.0399136	0.0362544	0.0149891	0.0308782	0.0228975	0.0185519	0.0214092	0.0244044	0.0336663	0.0287937	0.0100831	0.00939944	0.0210636	0.0170109	0.0111642	0.0243796	0.0113511	0.0175211	0.0155965	0.0134756	0.0134889	0.0144384	0.015682	0.0147473
un	0.0236922	0.0292708	0.0325855	0.0189248	0.0131371	0.0198301	0.0263592	0.0248137	0.0223307	0.0193394	0.0208885	0.0261614	0.0271779	0.0343564	0.0323581	0.0325319	0.0327532	0.0299951	0.0273505	0.0182748	0.0394326	0.0397197	0.027525	0.0365213	0.0399692	0.0325597	0.022327	0.0127398	0.0125777	0.0195191	0.0103995	0.00799044	0.0257786	0.00817163	0.0146435	0.0148948	0.0161919	0.0147436	0.0255093	0.0243381	0.0423167
mangabey	0.0281196	0.0260939	0.0310981	0.0174095	0.0131283	0.0176716	0.0297883	0.0308971	0.0259113	0.0256944	0.0259112	0.032962	0.0254973	0.031906	0.0464158	0.0375381	0.0376525	0.0432771	0.0345979	0.0255941	0.0292733	0.0258318	0.0185504	0.0232033	0.0269575	0.0223672	0.0242827	0.0176873	0.0101709	0.0154207	0.00791192	0.00600222	0.0193572	0.00654839	0.0107464	0.0102268	0.0154265	0.0121087	0.02098	0.0217893	0.0679935
noir	0.040531	0.04294	0.0463205	0.0241092	0.0280755	0.0283356	0.0443437	0.0230668	0.0172344	0.0155467	0.0156386	0.0196843	0.0118632	0.0150193	0.0242134	0.0184263	0.0171325	0.0227987	0.0182811	0.0185686	0.019757	0.0201375	0.0138955	0.0209948	0.0158251	0.0158163	0.0176627	0.0206106	0.0180016	0.0231891	0.017982	0.0113117	0.0404039	0.01534	0.0177078	0.0198201	0.0289341	0.0211968	0.0298595	0.0254147	0.0940101
</S>	0.0431545	0.0447569	0.0450153	0.0303846	0.0384347	0.0357128	0.0486248	0.037771	0.0355792	0.0330824	0.0320413	0.0231564	0.0154177	0.013706	0.0194773	0.0142857	0.0145689	0.0182107	0.0135728	0.0157799	0.0180619	0.0145127	0.0147925	0.0128502	0.00942444	0.00861546	0.0181668	0.0165929	0.0176019	0.0176072	0.0154397	0.012241	0.019273	0.0152494	0.0176893	0.0207666	0.0251304	0.0194845	0.0287134	0.024942	0.0801118
