 	a66	a87	a40	a6	a0	a21	a5	a85	a6	a37	a75	a25	a92	a37	a92	a94	a90	a96	a12	a88	a62	a93	a94	a13	a58	a4	a13	a54	a44	a57	a13	a71	a9	a87	a23	a87	a10	</S>
on	0.0852749	0.0860399	0.0518415	0.0677929	0.0740429	0.0542221	0.0552006	0.0253134	0.0106346	0.0052364	0.00576383	0.00432559	0.00361892	0.00484262	0.00884841	0.00881074	0.010507	0.026303	0.0128453	0.0273893	0.0282628	0.0286037	0.034343	0.0218354	0.0216731	0.0205426	0.0139508	0.0205419	0.0180349	0.0152936	0.0201243	0.0192729	0.0196713	0.0205104	0.019292	0.0188824	0.00837767	0.0219333
m'	0.0292285	0.0193646	0.0262598	0.0321606	0.0654363	0.0477506	0.0607262	0.0672046	0.0365601	0.0214708	0.0170971	0.0206829	0.0178447	0.0293072	0.023805	0.020352	0.0176693	0.0119088	0.0190918	0.0202083	0.0114935	0.0107545	0.0102242	0.00953247	0.00908371	0.0137582	0.0230281	0.0206111	0.0225419	0.0241422	0.0232813	0.0217442	0.019018	0.0211703	0.0227689	0.0243776	0.0508095	0.057531
a	0.0360353	0.0180741	0.0410564	0.0350634	0.0486921	0.0593117	0.0626278	0.107695	0.0728218	0.0689724	0.0376598	0.051934	0.0512679	0.0420751	0.0139947	0.0162834	0.00609646	0.00321615	0.00617866	0.00280354	0.00330826	0.00306504	0.00371028	0.00316865	0.00432599	0.0054821	0.00715187	0.00857648	0.0132099	0.0215671	0.0188899	0.0173557	0.0155337	0.0175924	0.0189748	0.0136154	0.0240739	0.0185384
dit	0.0287201	0.0163255	0.00959786	0.00836799	0.00782585	0.00339955	0.00502807	0.00808901	0.0149655	0.0250001	0.0310055	0.0287701	0.0210553	0.0225569	0.019778	0.028148	0.0337693	0.0365399	0.0305533	0.0388087	0.0410961	0.036035	0.0208206	0.0325961	0.0301605	0.0305402	0.026398	0.0140142	0.0221374	0.0225951	0.0297789	0.0203287	0.0388895	0.0327259	0.0404188	0.0394945	0.0430808	0.0605848
que	0.0484552	0.0188715	0.0156409	0.0105614	0.0115854	0.010063	0.0179428	0.0564045	0.0553556	0.0727458	0.0423452	0.0413554	0.0527102	0.0402573	0.0224598	0.033935	0.034537	0.0382524	0.0308218	0.0299419	0.0300486	0.020791	0.0119442	0.0173593	0.0101792	0.00884512	0.0102457	0.00753222	0.0102676	0.0144032	0.0142947	0.0134952	0.0179471	0.0150334	0.0249377	0.02386	0.0314235	0.0331505
c'	0.0372436	0.0161621	0.0147769	0.0135214	0.0177071	0.0135695	0.0177297	0.0251555	0.0196711	0.032744	0.0275547	0.0260193	0.0374108	0.0458688	0.033822	0.0579256	0.0710275	0.0722269	0.0670814	0.0376558	0.0552746	0.0401649	0.0193075	0.0288342	0.0215635	0.011427	0.0133664	0.0156967	0.00898818	0.00876942	0.0128129	0.0118083	0.0115838	0.0123436	0.0178485	0.00991834	0.00976362	0.00565497
est	0.0829842	0.0265301	0.0173313	0.00962891	0.00899713	0.0109347	0.0184118	0.0247685	0.0282185	0.0219993	0.0208889	0.0174953	0.0230498	0.0310653	0.0237142	0.0242297	0.0279154	0.0275412	0.0286939	0.0274501	0.0371823	0.0383919	0.0397207	0.0244847	0.0279815	0.0238911	0.0283077	0.0270573	0.0191321	0.0244366	0.0230904	0.0300084	0.0235225	0.0274819	0.0355517	0.0192501	0.0307975	0.0178636
vous	0.047912	0.0292126	0.0151716	0.00557903	0.00222106	0.00162372	0.00211623	0.00329487	0.00870564	0.0107647	0.015444	0.0178323	0.0164516	0.0241171	0.0223081	0.0248879	0.0337358	0.0463474	0.0553129	0.0647809	0.0755431	0.0627675	0.0396966	0.0446337	0.033587	0.0213933	0.0111127	0.0108271	0.0097613	0.00928656	0.0148515	0.0217069	0.0247824	0.0272335	0.0408966	0.0302658	0.0496587	0.0241761
qui	0.0829394	0.0446641	0.0170555	0.00464605	0.00166832	0.00206291	0.0026596	0.00418851	0.00542194	0.00783932	0.00681687	0.00622915	0.00815469	0.0167265	0.0190651	0.019927	0.0208632	0.0253074	0.020579	0.0250157	0.0291446	0.0362713	0.0362192	0.0310708	0.0296857	0.0187855	0.0114114	0.0166565	0.0170144	0.0181784	0.0226088	0.0347124	0.0435393	0.0439057	0.0587419	0.0551842	0.0873926	0.0676471
êtes	0.07074	0.039744	0.0143043	0.00382166	0.00171756	0.00251611	0.00272137	0.0031228	0.00516367	0.00289792	0.0023929	0.0015203	0.00179789	0.00501251	0.00469137	0.0059511	0.0081686	0.0128187	0.0137915	0.0187619	0.0311397	0.0481714	0.0546815	0.038517	0.0330406	0.0271399	0.027849	0.029218	0.0222979	0.0271895	0.0366245	0.0515538	0.0473659	0.0626879	0.0671362	0.0497503	0.0868617	0.0371191
le	0.0403986	0.0162677	0.00718351	0.00396251	0.0032513	0.00298333	0.00391577	0.00609352	0.0174933	0.0117765	0.0089192	0.00882914	0.0104184	0.0152775	0.0102969	0.0118908	0.0111716	0.0127363	0.0201112	0.0187754	0.0284481	0.0239977	0.030355	0.0219182	0.0302978	0.0244875	0.026218	0.0234368	0.0241789	0.0267345	0.0387137	0.0545638	0.065965	0.0745182	0.0756808	0.0724181	0.077634	0.0386814
chef	0.0433292	0.0191221	0.00860496	0.00416151	0.00319514	0.00334179	0.0044332	0.00896907	0.0121105	0.00603016	0.00495405	0.00345266	0.00435514	0.0079204	0.00535996	0.00575636	0.00657209	0.0078478	0.00955986	0.00840559	0.0128955	0.0131626	0.0150557	0.0130107	0.0190407	0.0212249	0.0227609	0.0215826	0.0242718	0.0260552	0.042577	0.0562253	0.071385	0.0811157	0.104586	0.0858324	0.112291	0.0794461
de	0.0445395	0.0259111	0.013177	0.00825672	0.00429559	0.0048884	0.00470533	0.00464219	0.00444177	0.00260024	0.00283339	0.00239314	0.00271447	0.00405087	0.00408504	0.00436827	0.00463942	0.00706733	0.00865373	0.00865511	0.0145571	0.011858	0.0212392	0.0131068	0.016319	0.014191	0.0129091	0.014392	0.031131	0.0433004	0.0391192	0.0480933	0.0756003	0.0729487	0.0683059	0.0986675	0.0833696	0.153973
ce	0.0525317	0.0232217	0.00802589	0.00469327	0.00290961	0.00283595	0.0030328	0.00402391	0.00519457	0.00315922	0.0027842	0.00244614	0.00304167	0.00526911	0.00611701	0.00675311	0.00752331	0.0103794	0.011284	0.0105663	0.0173346	0.0159197	0.0296701	0.0149249	0.0184277	0.018218	0.016082	0.0224164	0.0401165	0.0549706	0.0500692	0.0651338	0.0851623	0.0789415	0.0601294	0.0840313	0.0716975	0.0809616
village	0.0485306	0.0234947	0.0129708	0.00740712	0.00612851	0.00713104	0.00989707	0.0152394	0.0138915	0.00969271	0.0104061	0.00867052	0.00873302	0.00774384	0.00815058	0.00802058	0.00956581	0.0158099	0.0129328	0.0209728	0.0229139	0.019514	0.0236047	0.0187987	0.0258321	0.0255746	0.019129	0.0287534	0.0316583	0.0377251	0.0484055	0.0473069	0.0584173	0.0486252	0.0513946	0.0674	0.0532686	0.106289
</S>	0.0621928	0.0472626	0.0318911	0.0167984	0.00964989	0.0125897	0.0120466	0.0107708	0.0073189	0.00440024	0.00503301	0.00380122	0.00466841	0.00448688	0.00444933	0.00431031	0.00486876	0.00724236	0.00702022	0.00977577	0.0142675	0.017395	0.0241801	0.0153187	0.0219809	0.0210655	0.0164376	0.0235047	0.0286805	0.0336477	0.0402418	0.0430653	0.0647623	0.0537684	0.0494836	0.06469	0.0496553	0.147278
