 	a66	a87	a23	a30	a99	a70	a61	a75	a79	a47	a6	a56	a90	a25	a56	a94	a90	a98	a5	a75	a85	a6	a36	a85	a0	a11	a10	a87	a23	a99	a26	</S>
la	0.0386058	0.0456826	0.0516827	0.0529225	0.0322464	0.0399771	0.0320611	0.0216144	0.0215211	0.0205624	0.0203005	0.0131872	0.0227882	0.0219424	0.0212197	0.0180877	0.0284061	0.018376	0.0400843	0.0395936	0.0256178	0.0252145	0.032591	0.0182479	0.0338827	0.0368846	0.0168786	0.0336086	0.0236738	0.0376789	0.0228457	0.0920143
femme	0.00494078	0.0100794	0.0168096	0.0245684	0.0243544	0.0444729	0.0583804	0.0329424	0.0560295	0.1127	0.202943	0.121468	0.085621	0.0631989	0.0424503	0.0188626	0.0310528	0.01427	0.00955002	0.00469705	0.00556523	0.00193252	0.00231794	0.0014643	0.000666486	0.000954403	0.000461697	0.00237062	0.000756889	0.0015234	0.00200452	0.000590774
a	0.0190217	0.0280072	0.0359404	0.0293632	0.0483305	0.0797801	0.0942996	0.0836644	0.0528253	0.0669018	0.211347	0.0699617	0.0467719	0.0324804	0.0160993	0.00639878	0.0101629	0.0125183	0.0154424	0.00830515	0.012475	0.00193063	0.00222318	0.00234912	0.00189479	0.00136236	0.000923211	0.00414805	0.0013415	0.00128201	0.00180154	0.000646833
emballé	0.0381522	0.0292727	0.027116	0.031669	0.0240134	0.02815	0.0279308	0.0302504	0.0566965	0.0596213	0.0742045	0.0735815	0.0921701	0.0751067	0.0406731	0.0256427	0.0346113	0.0515155	0.0297408	0.0164833	0.00982416	0.0127395	0.0152241	0.0124023	0.010584	0.00891158	0.0111343	0.0106725	0.0141417	0.0105328	0.00674566	0.0104856
le	0.0316792	0.0401454	0.0460541	0.0354743	0.0324922	0.0465325	0.045596	0.0359476	0.0354124	0.0464101	0.0268198	0.0211897	0.0155911	0.0165968	0.0156034	0.0103105	0.00692227	0.0116598	0.0132251	0.0187543	0.0144536	0.0209015	0.0179512	0.0293526	0.0531475	0.0481006	0.0469999	0.0246706	0.0423586	0.0319854	0.0349721	0.0826898
manioc	0.0421309	0.0278216	0.0196891	0.0181785	0.0229391	0.0313354	0.0328274	0.0395352	0.0462751	0.0518489	0.0288219	0.0190349	0.0195308	0.0143408	0.0115039	0.00834815	0.00933026	0.0195406	0.0296011	0.0310565	0.0432007	0.0389312	0.0374377	0.0492509	0.0388098	0.0336004	0.0438794	0.0454962	0.0505726	0.0427604	0.0235657	0.0288049
dans	0.0413423	0.0367172	0.0477524	0.0448602	0.0507839	0.0442899	0.0446144	0.0285851	0.034191	0.0269927	0.0236119	0.0201016	0.0202491	0.0230326	0.00883509	0.00940282	0.00760877	0.00960677	0.0131496	0.0173359	0.0225565	0.0271071	0.0282527	0.0512356	0.0401016	0.0373207	0.0449732	0.0442069	0.0456258	0.0313235	0.0303036	0.0439294
des	0.039696	0.0286356	0.0319285	0.0196883	0.0355246	0.034436	0.0345856	0.025209	0.0162669	0.0130306	0.0154597	0.0104469	0.0109402	0.011941	0.00419213	0.00511307	0.00448267	0.00952261	0.0220498	0.0189234	0.0186835	0.0323643	0.0313292	0.0654372	0.0725687	0.0547582	0.0852665	0.053312	0.0549513	0.0413721	0.0376987	0.0601858
feuilles	0.0518519	0.0439511	0.0298109	0.0247938	0.0275361	0.0262054	0.0184961	0.0191012	0.0170828	0.0143094	0.01097	0.0174798	0.0209742	0.0290748	0.0253116	0.0251565	0.0213107	0.0363252	0.034445	0.0375891	0.0286787	0.0439495	0.037298	0.0371237	0.0478934	0.0637242	0.0635779	0.0431495	0.0343771	0.0354915	0.0272657	0.00569518
</S>	0.0299566	0.0221223	0.0203391	0.00790681	0.00780956	0.00779186	0.00545045	0.00315944	0.00274277	0.00292183	0.00493233	0.00168997	0.00188816	0.00252581	0.00119687	0.00271297	0.00513587	0.00850179	0.0175305	0.0345761	0.0261366	0.0467411	0.0486572	0.0502368	0.101738	0.106258	0.0480407	0.088427	0.0773627	0.0737312	0.0564088	0.0853707
