 	a66	a87	a97	a79	a69	a4	a94	a21	a12	a31	a61	a21	a92	a98	a79	a90	a92	a98	a85	a6	a36	a27	a62	a47	a88	a98	a47	a36	a2	a57	a10	a97	a87	a97	a38	a97	</S>
le	0.0437263	0.0545586	0.0400107	0.0611991	0.0472002	0.033361	0.0213422	0.05369	0.029003	0.0426582	0.039065	0.0219043	0.0166779	0.00930128	0.00708221	0.00893323	0.0114803	0.0170192	0.0153498	0.0171542	0.0107213	0.00965847	0.00814154	0.0204023	0.0246594	0.0347395	0.0151964	0.0327038	0.0248361	0.0416728	0.0193379	0.0192082	0.0321032	0.0218103	0.0296732	0.0236254	0.0407932
dépeceur	0.00464444	0.0188079	0.0221806	0.0299816	0.0186434	0.0259881	0.0380945	0.0277855	0.0492766	0.020366	0.0262955	0.0643606	0.097024	0.136469	0.110593	0.0798577	0.0314468	0.0202994	0.0207757	0.0269283	0.0256769	0.0354982	0.0137593	0.0295186	0.00638406	0.00895321	0.0020213	0.00113146	0.000898031	0.00120516	0.000604807	0.00144481	0.00050921	0.000397592	0.000978581	0.000412986	0.000786812
est	0.0246281	0.0379388	0.046418	0.0334709	0.0365094	0.0463046	0.0821891	0.0431966	0.0463405	0.0442801	0.0501737	0.0563109	0.060239	0.0878876	0.0736531	0.0501912	0.0350625	0.0221819	0.0219612	0.012745	0.00749339	0.0118393	0.00994501	0.00733628	0.00655161	0.0053572	0.0052101	0.00236338	0.0028578	0.00353411	0.00085684	0.00381558	0.00186127	0.00496672	0.00728553	0.0051302	0.00191388
en	0.0121707	0.00918712	0.0146182	0.00966453	0.00912829	0.007082	0.00702618	0.0090533	0.0189632	0.0185598	0.0309014	0.0246113	0.0249007	0.0507158	0.057034	0.0487812	0.0301585	0.0239998	0.0381954	0.0327905	0.0354835	0.0607415	0.054268	0.0419457	0.0348213	0.0323878	0.0315498	0.0410798	0.0330975	0.0305476	0.0309256	0.0240177	0.0183436	0.0172466	0.0117669	0.0103751	0.0138599
train	0.0134167	0.0214895	0.020128	0.02164	0.0339212	0.0346482	0.0197877	0.0258328	0.0294839	0.0385634	0.0321882	0.0242987	0.0300215	0.0550969	0.0290186	0.0730164	0.0343826	0.0615481	0.0797435	0.0616093	0.0438578	0.0380221	0.0196345	0.010532	0.00758755	0.0149976	0.00998776	0.0114932	0.0101668	0.0198184	0.0195308	0.011585	0.00816767	0.0105837	0.0066032	0.0094294	0.00816717
d'	0.037688	0.020204	0.0179258	0.0316351	0.0277137	0.0374896	0.0248391	0.0809906	0.074175	0.0815165	0.0757592	0.0517489	0.0240464	0.00629883	0.00659872	0.00527412	0.00347174	0.00229877	0.00369785	0.00276521	0.00421019	0.00523201	0.00752445	0.00834134	0.011286	0.0199446	0.01247	0.0117683	0.0177695	0.023391	0.0181915	0.0204181	0.0286725	0.0427653	0.0417969	0.052945	0.057136
aiguiser	0.0143979	0.00895486	0.00609522	0.00433232	0.00560885	0.00408166	0.00552954	0.0162713	0.0450113	0.0391602	0.0297595	0.0392416	0.0524029	0.0963615	0.0653664	0.0408808	0.0649062	0.0759038	0.0769562	0.083921	0.0361963	0.0276056	0.0286806	0.0152334	0.0165305	0.0222254	0.0110696	0.0112559	0.00949137	0.0120193	0.00601734	0.00458707	0.0039912	0.00371016	0.00339225	0.00505903	0.00779179
son	0.0318952	0.0238121	0.0179092	0.0141881	0.022543	0.0212281	0.0146738	0.0263819	0.0238587	0.0218601	0.025529	0.0203598	0.0270645	0.0546103	0.0356445	0.0154174	0.0127796	0.0183277	0.0227136	0.0325608	0.0267322	0.0215449	0.0520753	0.0189449	0.0323783	0.0272839	0.0331391	0.038119	0.0501358	0.0374442	0.0367092	0.0267318	0.0243967	0.0300732	0.0115811	0.024533	0.0248199
couteau	0.00525125	0.00580832	0.00430995	0.00364568	0.00392734	0.00405858	0.00490033	0.00976206	0.0179625	0.0152098	0.0168583	0.0142697	0.0229938	0.0298984	0.0163448	0.0138453	0.00986753	0.0148047	0.0214087	0.0290958	0.0282882	0.025591	0.0666917	0.0328688	0.0537632	0.0446397	0.0234568	0.0729519	0.0564687	0.0496666	0.0422414	0.0364588	0.0520148	0.0392056	0.0319019	0.0434857	0.0360826
</S>	0.0280853	0.0195587	0.0153509	0.0165334	0.01915	0.0234481	0.0138594	0.0310687	0.031331	0.0241465	0.0324966	0.0269598	0.0269783	0.0116831	0.00984011	0.00741621	0.00627923	0.00685398	0.00716768	0.00754767	0.00959243	0.00835438	0.0134015	0.0108726	0.0190655	0.0260803	0.0284364	0.0254664	0.0421576	0.0384061	0.041258	0.0404106	0.0474126	0.0766916	0.0415272	0.0744763	0.0906361
