 	a85	a66	a87	a23	a83	a54	a47	a6	a36	a21	a85	a6	a37	a21	a85	a5	a37	a44	a15	a7	a54	a36	a2	a57	a87	a23	a87	</S>
dans	0.044849	0.0358919	0.0942149	0.0537296	0.0633689	0.113803	0.0545761	0.0985398	0.0431184	0.0277505	0.0133496	0.00766691	0.0213255	0.0102133	0.0195713	0.0227287	0.0164163	0.0571798	0.015608	0.0128325	0.01715	0.0163096	0.0131168	0.0152118	0.0215685	0.0260207	0.020433	0.043456
ce	0.0163566	0.0174719	0.0198846	0.0152628	0.0210896	0.0145616	0.0239695	0.0238462	0.0436453	0.0367509	0.0655661	0.0458587	0.0437749	0.0504748	0.0458218	0.035331	0.0410978	0.0358733	0.0318411	0.0509689	0.0454069	0.0477804	0.0534613	0.031527	0.037239	0.0372545	0.0427338	0.0251497
champ	0.0480496	0.0516605	0.0404119	0.0344081	0.0421722	0.0424644	0.0712017	0.0651685	0.0555353	0.0413896	0.0434445	0.017986	0.02534	0.0159498	0.018311	0.024381	0.0269166	0.0251759	0.0693127	0.0427258	0.028431	0.0244754	0.0284761	0.0399542	0.0218337	0.017553	0.0216954	0.0155761
de	0.0827072	0.0368169	0.017432	0.0131818	0.00843363	0.0222949	0.0405546	0.0341981	0.0530311	0.0377803	0.0221338	0.0132115	0.0100085	0.0139298	0.0189183	0.0257072	0.0192676	0.0217953	0.049431	0.0273891	0.0337285	0.0499977	0.0454079	0.0662099	0.0501625	0.0540495	0.0628719	0.0693494
chasse	0.0772473	0.0300384	0.0158797	0.011394	0.0061452	0.0147104	0.0268185	0.0259886	0.0613219	0.0671717	0.0829047	0.0603596	0.0354112	0.0482048	0.0271243	0.0234904	0.0146145	0.0119534	0.0449783	0.0248415	0.0465324	0.041179	0.0308754	0.0276611	0.0305505	0.0327434	0.0492011	0.030659
on	0.0431233	0.0158869	0.0108708	0.00705485	0.00788504	0.00966054	0.0193484	0.0339254	0.0575155	0.0608537	0.112392	0.0472396	0.0481015	0.0379865	0.0521104	0.0637687	0.0401334	0.0368453	0.0906725	0.0438468	0.0560811	0.0332835	0.0145453	0.0145098	0.011921	0.0113363	0.0116629	0.00743863
ne	0.0224954	0.00646074	0.00492467	0.00516403	0.00420339	0.00812673	0.012951	0.011457	0.0197757	0.0178086	0.0277873	0.0302047	0.0178635	0.0170529	0.0220355	0.0362337	0.049331	0.0269046	0.140375	0.0789617	0.136974	0.0664209	0.0485877	0.0662881	0.034001	0.0294599	0.0364102	0.0217416
trouve	0.0187076	0.00518174	0.00433211	0.00287595	0.0025202	0.00291575	0.00423998	0.00354668	0.00634727	0.00475098	0.00415164	0.00680313	0.00519806	0.01069	0.0195606	0.0300812	0.0571055	0.0361097	0.0960507	0.100013	0.0894518	0.0679063	0.085113	0.0882565	0.0569925	0.0614638	0.0628482	0.0667857
plus	0.0279665	0.0198535	0.0215452	0.0203652	0.0188904	0.0333769	0.0271785	0.0269211	0.0277452	0.0235584	0.0152621	0.0286455	0.0212443	0.0322881	0.0331887	0.045386	0.0461547	0.042801	0.0478309	0.0312165	0.0436956	0.0410584	0.032772	0.0485807	0.0519277	0.0552955	0.039134	0.0961173
de	0.0422073	0.0185635	0.0255498	0.016789	0.0126726	0.0159622	0.0106771	0.0174578	0.0167146	0.0131161	0.00627942	0.00566991	0.00469741	0.00426083	0.00914015	0.0140268	0.0234764	0.0310791	0.0296077	0.0268185	0.0377007	0.0466751	0.0509494	0.0664284	0.0675068	0.0986489	0.0658504	0.221474
gibier	0.063452	0.0221628	0.0400513	0.018992	0.0156754	0.0179808	0.0177404	0.0267549	0.0291276	0.0214273	0.00638776	0.00292488	0.0018775	0.00255898	0.00816411	0.0115077	0.0234453	0.0375126	0.0278536	0.0322228	0.0374535	0.0572476	0.0332894	0.0396089	0.0570835	0.0858579	0.0684372	0.193202
</S>	0.0720704	0.0301526	0.0622868	0.0299814	0.0234141	0.0258114	0.0195117	0.0221099	0.0172189	0.0145681	0.00652927	0.0049689	0.00367951	0.00486757	0.015049	0.013421	0.0301468	0.0439757	0.0382642	0.0559995	0.0474257	0.0492546	0.0338467	0.0326272	0.0354748	0.0536612	0.050492	0.163191
