 	a66	a87	a23	a30	a4	a13	a62	a21	a92	a5	a75	a5	a12	a47	a62	a61	a21	a92	a56	a93	a94	a62	a47	a62	a88	a71	a9	a87	a23	a87	</S>
mon	0.118105	0.0864367	0.131843	0.100988	0.0650254	0.0227893	0.0434562	0.0209802	0.0226837	0.0186473	0.0149037	0.00978696	0.00885114	0.00680788	0.00506555	0.0038032	0.00446295	0.00537615	0.00755369	0.011177	0.0139033	0.0176293	0.0266288	0.0273254	0.0214795	0.030856	0.0415988	0.0270189	0.032936	0.0164853	0.0353952
ami	0.00446081	0.00742235	0.0159676	0.0494364	0.040383	0.0387782	0.0459725	0.0454086	0.0418884	0.0346891	0.138662	0.102358	0.0536976	0.0530868	0.0657147	0.0213013	0.0248216	0.0177244	0.015325	0.0123694	0.00961934	0.0125476	0.0095839	0.00506693	0.00815778	0.0120315	0.0185904	0.020959	0.0223115	0.025645	0.0260204
est	0.0574819	0.0595815	0.0499082	0.0667406	0.0479686	0.0530878	0.0361055	0.0596897	0.030298	0.0618874	0.0687298	0.0308044	0.0282724	0.0288084	0.0232051	0.0157255	0.0188112	0.0130628	0.0207491	0.014128	0.0116265	0.012998	0.00978944	0.00617157	0.00857984	0.0192983	0.0161242	0.0180537	0.0222881	0.0587551	0.0312692
passé	0.0414951	0.0175343	0.0190888	0.021746	0.0218122	0.0367684	0.0081706	0.025463	0.0100657	0.0174959	0.0159223	0.0290409	0.0437431	0.0361783	0.0353122	0.0546024	0.0555294	0.0539671	0.0324186	0.018464	0.0285459	0.0316853	0.0176427	0.0243918	0.0288116	0.0382068	0.0449114	0.044728	0.0449805	0.0589969	0.0422806
outre	0.0296065	0.022993	0.0205402	0.0283064	0.0148401	0.0170005	0.0121664	0.0160517	0.014447	0.0131968	0.0128933	0.00566017	0.00534971	0.00486506	0.00335116	0.00488782	0.00462402	0.00663514	0.00676949	0.0117795	0.0188159	0.0295868	0.0531911	0.0519966	0.051909	0.051621	0.0387219	0.0959168	0.0848629	0.072399	0.195015
ma	0.0286806	0.0215641	0.022683	0.029011	0.0218388	0.0216907	0.0175143	0.0364586	0.0233407	0.0344394	0.03393	0.0254333	0.0241057	0.0157756	0.008873	0.0121814	0.00990134	0.0107688	0.0131868	0.0151869	0.0172159	0.0254542	0.0312372	0.0388603	0.0340172	0.0476989	0.0647189	0.0804261	0.0925679	0.0684926	0.0727466
maison	0.0265514	0.0290761	0.0236896	0.0175888	0.0141292	0.0134516	0.00814149	0.0113523	0.010725	0.0220333	0.0282975	0.0411618	0.0514382	0.0551807	0.0369512	0.0469394	0.0334041	0.027871	0.0263043	0.0273418	0.0185305	0.020934	0.033027	0.0368253	0.027182	0.0455847	0.0658694	0.0511363	0.0509979	0.0578415	0.0404425
sans	0.0384076	0.0355403	0.0321841	0.0273254	0.018035	0.0241201	0.0154688	0.0204344	0.0177228	0.0353981	0.0312886	0.0221743	0.0206948	0.0179355	0.0143734	0.0227395	0.0140282	0.0141221	0.0165178	0.0169799	0.0176588	0.0244841	0.0385576	0.0368036	0.0250764	0.0362546	0.0450699	0.0579302	0.0723727	0.0791908	0.111111
me	0.0370132	0.0300337	0.025214	0.015569	0.00693064	0.00773732	0.00530151	0.00644143	0.00640802	0.0135734	0.0142744	0.018632	0.0200658	0.0171285	0.0125316	0.0203503	0.0169087	0.0158011	0.0123627	0.0121586	0.0149843	0.0253302	0.0351193	0.0522058	0.0532461	0.0826828	0.0968465	0.0866623	0.0860734	0.0695402	0.0828733
saluer	0.0517341	0.0428947	0.0434904	0.0177188	0.00759142	0.00716369	0.00551499	0.0049888	0.00514181	0.0101125	0.0148098	0.023985	0.0335121	0.0299346	0.0217057	0.0291532	0.0181382	0.0102055	0.00669894	0.00828414	0.00732448	0.0144876	0.0331191	0.0352876	0.0367364	0.0634552	0.0747719	0.077321	0.0921935	0.0758566	0.0966682
</S>	0.049279	0.0431819	0.0573434	0.0312487	0.0182843	0.0133848	0.0131623	0.0164491	0.0174541	0.0207889	0.019413	0.012596	0.0120701	0.00943328	0.00562584	0.00990725	0.00926936	0.0101185	0.0132442	0.0171309	0.0176328	0.0330436	0.0533229	0.0542915	0.0532844	0.0570973	0.0512139	0.0439678	0.0505596	0.0512771	0.134924
