 	a79	a90	a4	a57	a32	a62	a24	a98	a24	a41	a24	a41	a0	a30	a41	a24	a21	a5	a96	a56	a98	a71	a82	a38	a90	a35	a98	a14	a73	a44	a84	a38	a82	a53	a13	a38	a54	a7	a26	a84	a87	</S>
le	0.205202	0.11501	0.101484	0.0502333	0.0434986	0.0292252	0.0177532	0.0111203	0.0173257	0.0140029	0.0192408	0.0109405	0.0088917	0.00607361	0.0102459	0.0106933	0.00831756	0.00841967	0.00906827	0.00963027	0.012668	0.00846794	0.00854505	0.010196	0.00442801	0.00754813	0.00726377	0.00944573	0.00636034	0.00568428	0.0073438	0.0121962	0.0131252	0.00870414	0.0131468	0.0137603	0.0183347	0.0150339	0.0391923	0.0305454	0.0172824	0.0243501
marchand	0.00133308	0.00654136	0.00922426	0.00561413	0.00815654	0.0043581	0.00617107	0.0109	0.0239188	0.0355607	0.016264	0.030646	0.045639	0.0448507	0.0525172	0.0497188	0.0709833	0.0776613	0.070272	0.0467237	0.0911744	0.0589418	0.0442421	0.0350259	0.0341377	0.0326329	0.0174777	0.0170565	0.0136333	0.00607251	0.00687171	0.00251995	0.00557712	0.0033169	0.0011392	0.00220563	0.00155426	0.000908796	0.00157608	0.00126017	0.00433459	0.00128695
est	0.0159461	0.0118527	0.016259	0.0256032	0.0229167	0.0291652	0.0389032	0.0290692	0.032117	0.0272145	0.027956	0.0216567	0.0194031	0.0232649	0.0238395	0.0207624	0.0246153	0.0329416	0.0313501	0.0130055	0.0563498	0.0247157	0.0167835	0.0209861	0.0151235	0.0155736	0.010241	0.0109664	0.0136365	0.0135361	0.00797347	0.0124798	0.0182359	0.0276441	0.0213023	0.0226826	0.0252309	0.0544684	0.0309646	0.0311532	0.031093	0.0310176
arrivé	0.0148113	0.0129529	0.0104023	0.0241069	0.0183957	0.0624127	0.0517677	0.0326766	0.0386689	0.0406102	0.0491133	0.0417098	0.0458952	0.0332895	0.0375948	0.0410464	0.0182907	0.0147758	0.0208368	0.0319073	0.0433843	0.0327445	0.0319623	0.0312193	0.0333638	0.0263648	0.0120995	0.00827242	0.0111597	0.00417916	0.0062112	0.00435512	0.0120752	0.0114761	0.0130652	0.0124479	0.00960077	0.00916798	0.00985253	0.00832928	0.0121318	0.0152722
au	0.065983	0.0768301	0.0919146	0.0907519	0.0249755	0.0402362	0.0332647	0.0175444	0.0127703	0.0139718	0.0194777	0.0186611	0.00855252	0.00988097	0.0104678	0.0113213	0.0174197	0.0088338	0.00986721	0.00727328	0.00639791	0.00993376	0.00783742	0.00627331	0.00893887	0.00755552	0.00713823	0.00758259	0.00544197	0.00341817	0.00878312	0.00899843	0.0219745	0.00876662	0.0160865	0.011932	0.0197036	0.0423461	0.0231016	0.0242594	0.0336841	0.119848
village	0.0178849	0.0237054	0.0250126	0.0636925	0.0505941	0.0681698	0.0764856	0.0577664	0.0675957	0.0648004	0.0533584	0.0528275	0.0362489	0.0297925	0.0289138	0.0221123	0.0177833	0.021955	0.015074	0.0205884	0.0137673	0.0138932	0.0114054	0.010975	0.0104175	0.00910056	0.00939578	0.010405	0.00751711	0.00606245	0.00481873	0.00373289	0.00450656	0.00415538	0.00549279	0.00257742	0.0071929	0.010721	0.00696445	0.00789098	0.00942822	0.0152176
avec	0.0983852	0.073894	0.14	0.0956288	0.0620775	0.0501583	0.0347782	0.0128824	0.0153652	0.0178346	0.0198548	0.0103824	0.00923186	0.0072445	0.0092481	0.00799109	0.0107817	0.0137014	0.0099099	0.00366068	0.00734859	0.00587017	0.00359304	0.00320389	0.00356825	0.00352619	0.00311426	0.00352404	0.00325895	0.00429517	0.00838348	0.00904052	0.0126686	0.00364702	0.00752432	0.005802	0.0164063	0.0282618	0.0287708	0.0245974	0.0378318	0.0727529
un	0.0464846	0.0442018	0.0587888	0.0418434	0.0360046	0.0271294	0.0266631	0.0147129	0.0110411	0.00836753	0.00964914	0.0133138	0.00751492	0.00772878	0.00831233	0.00779757	0.0107037	0.0126408	0.0077317	0.00612989	0.00750426	0.0094893	0.00584756	0.00426455	0.00732275	0.0091413	0.00978494	0.017654	0.0129546	0.0159807	0.0150536	0.0222852	0.0375042	0.0314134	0.0344785	0.0333727	0.0378268	0.0545631	0.0436731	0.0402168	0.0577353	0.0851738
ballot	0.0420959	0.0262507	0.0175585	0.0237056	0.0327752	0.0271774	0.0233203	0.0181487	0.0223384	0.0283264	0.02374	0.0225181	0.0141252	0.018916	0.0230583	0.0181413	0.0152955	0.0149961	0.0111041	0.0303544	0.0134478	0.0169874	0.0247748	0.0192748	0.019317	0.0201521	0.0157715	0.0300044	0.0235521	0.0247587	0.0279723	0.0226999	0.030571	0.0197442	0.0206963	0.0206927	0.0218526	0.0336252	0.0369844	0.0294544	0.0395893	0.034131
d'	0.103488	0.070799	0.0690878	0.0292659	0.01843	0.0165038	0.0103252	0.00415169	0.00698583	0.00964224	0.0102864	0.00537388	0.00709061	0.00561781	0.0101991	0.0076799	0.00759453	0.0069168	0.00838655	0.00469607	0.00455463	0.00474111	0.00722739	0.00395902	0.00550377	0.00494292	0.00262148	0.00275322	0.00373433	0.0035151	0.00749517	0.00743143	0.0178089	0.0105732	0.0216643	0.0270204	0.0421333	0.0674016	0.0551697	0.0606682	0.0611153	0.165444
