 	a66	a87	a23	a83	a9	a54	a79	a7	a54	a79	a37	a92	a12	a96	a18	a75	a92	a56	a90	a92	a47	a79	a37	a26	a57	a97	a87	a23	a99	a97	</S>
ses	0.0592663	0.0521183	0.0615579	0.0480336	0.076837	0.0762969	0.0704567	0.03549	0.027327	0.0235176	0.0264212	0.0224863	0.023348	0.0282692	0.0363455	0.0274309	0.0296174	0.0224472	0.0192548	0.0205581	0.0170541	0.0143504	0.0134258	0.0201321	0.0168404	0.0129085	0.0212045	0.01582	0.019537	0.0169534	0.0446938
favoris	0.00353733	0.0032653	0.00744839	0.00971621	0.0244199	0.038709	0.07764	0.169565	0.0746591	0.147465	0.120078	0.135716	0.0490686	0.00899041	0.0177994	0.0142806	0.00428559	0.00882259	0.0150346	0.0111421	0.0143902	0.0109362	0.00628028	0.0046352	0.00286095	0.00312435	0.00212136	0.00447575	0.00152093	0.00731686	0.00069498
lui	0.105641	0.0555651	0.0709052	0.0468219	0.0413374	0.0207783	0.0299392	0.0298847	0.0247267	0.0458467	0.0620148	0.0525808	0.0515765	0.0203393	0.030332	0.0065068	0.0178807	0.0181017	0.016747	0.0254243	0.0261204	0.0250441	0.0331162	0.0284077	0.0149692	0.0219324	0.0107206	0.0239035	0.0161229	0.0248687	0.00184414
donnent	0.048977	0.0153734	0.019951	0.0147632	0.0177045	0.014888	0.0228471	0.0380893	0.0429285	0.0249385	0.0385267	0.0802245	0.04036	0.0245238	0.0533869	0.0163723	0.0330909	0.0289851	0.0203508	0.0228346	0.0285529	0.027199	0.0253934	0.036626	0.0307845	0.0331602	0.0349655	0.0630097	0.0397031	0.0545381	0.00695159
l'	0.0792223	0.0734446	0.0749354	0.068169	0.0731609	0.0422335	0.0426624	0.0305748	0.0345997	0.0314834	0.0287155	0.0454624	0.0278491	0.0134289	0.0314804	0.017476	0.0165224	0.0195162	0.0141388	0.0115437	0.00984815	0.0144073	0.0123648	0.0159715	0.0235603	0.0289185	0.0235332	0.023116	0.0194444	0.0197437	0.0324728
aspect	0.121366	0.0989176	0.09312	0.0666162	0.0532627	0.048256	0.0433987	0.0328194	0.0235522	0.0237303	0.0172763	0.0187739	0.0189184	0.0170224	0.0226328	0.0340005	0.0162981	0.0263226	0.0153926	0.0182082	0.0164003	0.0199349	0.0119469	0.0176383	0.0270474	0.0207697	0.0161552	0.0180009	0.0187625	0.0129561	0.0105027
d'	0.0351081	0.0217677	0.0175512	0.0113331	0.00866866	0.00408144	0.00486451	0.00675576	0.00768146	0.00522761	0.00451323	0.00566913	0.00419241	0.00277441	0.00702701	0.0037821	0.0126912	0.0265841	0.0265412	0.0365426	0.0662475	0.0639498	0.0537448	0.111286	0.0539766	0.0633126	0.0674398	0.0793112	0.0579611	0.0736333	0.0557801
une	0.046537	0.0322778	0.0286067	0.025306	0.0272063	0.0290692	0.0340261	0.0418081	0.04241	0.0396366	0.037369	0.0313128	0.0254672	0.0166627	0.0270571	0.0197091	0.0244281	0.0302066	0.0233415	0.017326	0.0244794	0.0199839	0.0219883	0.0381665	0.0259065	0.0515282	0.0313943	0.054279	0.0301941	0.0596855	0.0426303
personne	0.0434251	0.0320751	0.0356534	0.0239663	0.032172	0.0296896	0.0320116	0.0320817	0.0259056	0.0269318	0.021561	0.0267211	0.0219622	0.0193897	0.0347254	0.0201117	0.0165156	0.0162701	0.0109623	0.0127632	0.0242882	0.0213164	0.0185552	0.0446102	0.0291405	0.0498922	0.0437967	0.0672414	0.049088	0.0681275	0.0690495
âgée	0.035758	0.0217633	0.020395	0.0138134	0.0123687	0.00623876	0.00520039	0.00229433	0.00309872	0.0022251	0.00213693	0.00180935	0.00321758	0.00605755	0.0135877	0.00387034	0.0192642	0.0251192	0.0232879	0.0252061	0.0478411	0.0394873	0.0409006	0.0786152	0.0520516	0.0708804	0.077594	0.117042	0.0810234	0.111031	0.03682
</S>	0.0464268	0.0238446	0.0217285	0.0164743	0.0219536	0.014843	0.0127928	0.00694974	0.00912838	0.00925909	0.0112829	0.00626511	0.00900404	0.0166308	0.0260795	0.0115114	0.0341756	0.0547062	0.0426194	0.0331607	0.0521989	0.036917	0.0406174	0.0570356	0.0392102	0.0478383	0.050475	0.0768469	0.0514741	0.0789365	0.0396135
