 	a66	a87	a23	a99	a30	a53	a15	a79	a44	a32	a75	a5	a36	a75	a25	a85	a6	a0	a56	a11	a90	a94	a90	a44	a70	a62	a88	a62	a21	a12	a18	a88	a38	a9	a87	a23	a97	a82	</S>
notre	0.0570041	0.0525993	0.045381	0.049096	0.0497907	0.0571916	0.0575803	0.0345202	0.0484342	0.0281002	0.0339475	0.028167	0.0304276	0.0206448	0.020299	0.0135569	0.00923565	0.00814002	0.00733238	0.00635142	0.00698337	0.00592942	0.0068973	0.00857826	0.0055907	0.00638931	0.00522174	0.0107118	0.014101	0.0133768	0.0252723	0.018879	0.0350956	0.0174208	0.0247096	0.0489542	0.0267328	0.0249496	0.0364068
maman	0.00686861	0.0104298	0.0249881	0.0549067	0.0304615	0.0631313	0.0964654	0.109191	0.0265635	0.0184938	0.0415544	0.0280725	0.0104027	0.0395305	0.0366695	0.0671394	0.074441	0.0475204	0.0296737	0.0235025	0.0240708	0.0223942	0.0231025	0.0138622	0.0127958	0.0136434	0.0100102	0.00172369	0.00275132	0.00240549	0.00209187	0.00187185	0.00213664	0.00494823	0.00292722	0.0034292	0.00409523	0.00621853	0.00551434
a	0.0444227	0.0357455	0.0361904	0.0592576	0.0442924	0.0453887	0.0270271	0.046845	0.0149826	0.0141396	0.034456	0.0397762	0.00974569	0.0538332	0.0361476	0.0686465	0.0436356	0.0484339	0.0506512	0.0270604	0.0364346	0.0433212	0.0221117	0.0120572	0.00719312	0.00470757	0.00380481	0.00282492	0.00334432	0.00610854	0.00623761	0.00817944	0.00366551	0.00605224	0.0120638	0.00758672	0.00928349	0.0132049	0.0111405
ramassé	0.0221504	0.0145166	0.0130787	0.0154969	0.0112318	0.0140184	0.0144177	0.0387459	0.0321063	0.0451374	0.0407776	0.0612837	0.0410383	0.0385959	0.0373232	0.0306293	0.0191741	0.0287381	0.0207788	0.0139887	0.0233268	0.0279049	0.0206736	0.0167476	0.0201582	0.0115996	0.00989394	0.00842457	0.00858636	0.0111531	0.015889	0.0211875	0.0237306	0.0334751	0.0397496	0.0268586	0.0433336	0.0347682	0.0493113
les	0.0504244	0.0207211	0.0251383	0.0191617	0.019568	0.0247648	0.025204	0.0660769	0.0522028	0.0598089	0.0428486	0.0530066	0.0475098	0.0458245	0.0370394	0.0381249	0.033967	0.0196367	0.0164127	0.0151993	0.0175019	0.0158388	0.0162959	0.0152795	0.0130468	0.00850983	0.00770984	0.00976211	0.00834243	0.0108047	0.00965046	0.0116122	0.00930144	0.0153791	0.0101414	0.0168721	0.020616	0.0150636	0.0556312
champignons	0.0141967	0.00912813	0.00659794	0.00770346	0.0074979	0.00805496	0.00716496	0.0205171	0.026737	0.0436585	0.0330495	0.0564752	0.0452072	0.0683569	0.0495772	0.0537942	0.065327	0.0529645	0.0521876	0.0354292	0.0202901	0.0179947	0.0216905	0.0186007	0.014448	0.0143779	0.0201465	0.0264668	0.0268734	0.0214113	0.0210855	0.018417	0.0134695	0.0135876	0.00905917	0.0143824	0.0139654	0.0124447	0.0176635
sur	0.0136106	0.00824916	0.00519092	0.00730681	0.0074359	0.0086968	0.00670967	0.0167429	0.024147	0.0287225	0.0360826	0.0519498	0.0595701	0.0909737	0.0372428	0.0533002	0.0355626	0.0197753	0.0151327	0.00777521	0.00586251	0.00565489	0.0061847	0.00833295	0.00771012	0.00855754	0.00971576	0.0269019	0.0203101	0.0325238	0.034509	0.0200761	0.0593816	0.0226832	0.0275011	0.0625557	0.0328915	0.0288006	0.04567
ce	0.0403521	0.0126085	0.0103705	0.0151516	0.00830229	0.0109969	0.00711705	0.0156028	0.0266459	0.0145633	0.0212037	0.0237992	0.0154022	0.0318213	0.0338026	0.0315117	0.0219228	0.0120078	0.0105566	0.00378689	0.00597295	0.00556884	0.00815474	0.00811495	0.00956811	0.00932708	0.010134	0.0192171	0.0127949	0.017184	0.0281992	0.0237581	0.0691788	0.0381952	0.0506631	0.106529	0.0697872	0.0661307	0.0739966
palmier-là	0.0387109	0.0354664	0.0354493	0.0392947	0.0312939	0.0480189	0.0486514	0.0370891	0.0529508	0.0530942	0.0589646	0.0412777	0.0579353	0.0401531	0.058548	0.0394184	0.0283896	0.0142133	0.0106138	0.00715093	0.00831939	0.010269	0.00896683	0.00924578	0.00883108	0.0038971	0.00201051	0.00277454	0.00251829	0.00341053	0.00498066	0.00532974	0.00979394	0.0105201	0.0127883	0.0315861	0.0222835	0.0406179	0.0251723
</S>	0.0398329	0.0274798	0.0299185	0.0239152	0.0294399	0.0386451	0.02115	0.029991	0.0371283	0.0220219	0.0444309	0.0273853	0.0354616	0.0519881	0.0288923	0.0435792	0.0319562	0.0176603	0.0128052	0.00634433	0.00541354	0.00558974	0.00862156	0.00639074	0.00573712	0.00623306	0.00863613	0.0223755	0.0133859	0.0183112	0.0177773	0.0132592	0.0372385	0.0182223	0.0226292	0.0595282	0.0274585	0.0372107	0.0659558
