 	a66	a87	a23	a83	a75	a5	a75	a85	a92	a37	a93	a4	a54	a85	a6	a37	a61	a62	a12	a56	a93	a4	a13	a11	a56	a92	a56	a93	a4	a90	a98	a79	a7	a36	a2	a57	a30	a10	a87	a23	a99	a87	a23	</S>
on	0.0650773	0.0524697	0.0454846	0.0433419	0.0383584	0.0315428	0.0490382	0.031227	0.0123352	0.00761539	0.00890477	0.00828604	0.0097925	0.0112801	0.00635213	0.00806678	0.014036	0.0111582	0.01401	0.0131394	0.0265528	0.04044	0.0761322	0.0357336	0.0387706	0.0199555	0.0112004	0.0100926	0.0128792	0.0162773	0.00810757	0.00933139	0.00781297	0.00834421	0.0150601	0.0182324	0.0197151	0.0193925	0.0182228	0.0162927	0.0164979	0.0164737	0.0241145	0.0328518
ne	0.0123549	0.0111773	0.0223232	0.0214914	0.0167531	0.0170736	0.0246797	0.0224152	0.0194051	0.0128693	0.0400169	0.0212585	0.0241453	0.0305666	0.0371226	0.0467578	0.0203749	0.037783	0.0382653	0.0397056	0.0506494	0.0270438	0.018098	0.0248755	0.00595101	0.0104473	0.00631822	0.0059877	0.00620563	0.00489914	0.00580655	0.00928827	0.0239185	0.029428	0.0169155	0.02446	0.0212221	0.0289865	0.0214697	0.0244761	0.0367183	0.033577	0.0267726	0.019946
refuse	0.0335408	0.0208889	0.0186877	0.017021	0.0156035	0.013145	0.0111783	0.0133581	0.0217304	0.0120538	0.0437247	0.0178097	0.0419341	0.0571325	0.126462	0.0723891	0.0275194	0.0490653	0.071808	0.0626031	0.0333395	0.0200749	0.00815412	0.0144422	0.00586366	0.00740061	0.00469684	0.00344676	0.00299855	0.00274014	0.00245404	0.00486427	0.00950038	0.00763481	0.00661158	0.00974949	0.00699759	0.0105201	0.0074016	0.0113803	0.0158128	0.0109886	0.0300683	0.0152034
pas	0.0431999	0.0265773	0.0313266	0.0239049	0.0203379	0.0228269	0.0099159	0.00874533	0.0112589	0.00942504	0.0105468	0.0108315	0.00999796	0.0108383	0.0129532	0.0120743	0.0184844	0.0177012	0.0447504	0.0310112	0.0372853	0.0198565	0.0277266	0.0515761	0.0320075	0.0566033	0.037569	0.0282885	0.0452061	0.0475744	0.031626	0.0340983	0.0133393	0.00722382	0.0226901	0.0100974	0.0141276	0.0142089	0.0168793	0.0115286	0.011879	0.00872001	0.015915	0.0172655
de	0.0781547	0.051442	0.0239057	0.0174243	0.0179648	0.0122622	0.00403153	0.00379341	0.00503735	0.0077542	0.00901556	0.0114707	0.0157737	0.0144841	0.0368202	0.0245296	0.0283919	0.0306914	0.058506	0.0534637	0.0470293	0.072695	0.0378659	0.0375689	0.03827	0.0298955	0.0288503	0.0138335	0.0201059	0.0197439	0.00721863	0.0152008	0.00568418	0.0044742	0.0122	0.0086852	0.00839283	0.0110685	0.0119798	0.013771	0.0102914	0.00683253	0.0204659	0.0129595
têter	0.069516	0.0439099	0.020035	0.0168514	0.0156399	0.0243254	0.00845756	0.0131276	0.022161	0.0186537	0.017183	0.0175711	0.0201246	0.0123406	0.0145731	0.0152708	0.0121081	0.0166467	0.0183179	0.0298036	0.0330238	0.0550313	0.0237562	0.0171768	0.0307765	0.0209134	0.0218917	0.0198309	0.0217434	0.021402	0.0134316	0.025674	0.0163304	0.011687	0.0354794	0.0271318	0.0235232	0.0274282	0.0236756	0.022056	0.0204842	0.0175059	0.0220393	0.0213903
même	0.0756927	0.0435876	0.0278536	0.0228303	0.0221065	0.0200731	0.0090416	0.0093331	0.0111591	0.0119503	0.0169102	0.0163258	0.0131027	0.0164737	0.0243475	0.0157828	0.00866036	0.0126757	0.0213404	0.0336048	0.0284186	0.0297586	0.0452836	0.025461	0.0450706	0.041769	0.0241817	0.0403967	0.0213301	0.024171	0.0127749	0.01715	0.0100553	0.013123	0.0258803	0.0240951	0.0226391	0.016325	0.0166836	0.0215905	0.0141884	0.0103432	0.0204332	0.0160258
quand	0.0722788	0.0383261	0.0537959	0.0331452	0.0249109	0.0202355	0.0258459	0.0255607	0.0205435	0.024733	0.029825	0.0347284	0.0291329	0.0274739	0.0101776	0.00657018	0.0122809	0.00768339	0.00906325	0.00932934	0.00698079	0.00769981	0.00683361	0.00563705	0.0118778	0.0173616	0.00979564	0.0120604	0.00818938	0.0105564	0.00871243	0.00856793	0.00729333	0.0216342	0.0226981	0.0343949	0.0322088	0.0328098	0.0309454	0.0380826	0.0401003	0.0317416	0.0405004	0.0376774
sa	0.0255589	0.0165325	0.0158225	0.0146778	0.0122988	0.0112417	0.0121709	0.0142978	0.0222945	0.0195198	0.027565	0.0238629	0.017731	0.0179863	0.010843	0.00785072	0.0108623	0.0080655	0.0102617	0.011023	0.00960719	0.0122918	0.00964397	0.00714396	0.0138564	0.0163894	0.0108639	0.0149017	0.0083414	0.0162534	0.0101269	0.00973016	0.0066685	0.0179654	0.0218866	0.0277124	0.0514465	0.0402398	0.0568345	0.06158	0.0583962	0.0765817	0.0579272	0.0731445
mère	0.0280406	0.01592	0.0116716	0.0128517	0.0112503	0.00899057	0.00761741	0.00899313	0.01031	0.00816386	0.0149479	0.0112711	0.0109624	0.0135135	0.0100066	0.00799744	0.0121517	0.0130889	0.0179438	0.0158261	0.01279	0.0140608	0.0154114	0.0122615	0.0219253	0.0200767	0.0186274	0.0271858	0.0182356	0.0177193	0.0125045	0.0154732	0.0147216	0.0263197	0.030789	0.0461856	0.0529678	0.0519917	0.045764	0.061114	0.0479008	0.0432771	0.0485854	0.0725932
