 	a66	a87	a23	a53	a7	a79	a37	a56	a44	a96	a93	a70	a93	a34	a62	a0	a75	a85	a5	a47	a96	a54	a47	a6	a92	a5	a36	a37	a61	a93	a70	a50	a83	a70	a34	a96	a11	a93	a70	a13	a0	a24	a71	a9	a87	a23	a87	</S>
cette	0.029618	0.0344352	0.0273249	0.0246231	0.0425843	0.0283633	0.0365052	0.0490634	0.0672079	0.0540133	0.0177228	0.0406223	0.0192665	0.0147032	0.0192327	0.0108985	0.0227074	0.0270706	0.0162354	0.0104254	0.0117393	0.0102659	0.00602242	0.00888876	0.00855831	0.00606718	0.012622	0.0147912	0.0214638	0.023583	0.0295648	0.0184736	0.0164855	0.0209898	0.0158451	0.00950025	0.0171669	0.0135651	0.0154369	0.0146725	0.0124039	0.0160463	0.011239	0.0177488	0.0125414	0.0103339	0.0110546	0.0203064
jeune	0.0041452	0.00812099	0.019258	0.0358913	0.110444	0.270541	0.0979844	0.084538	0.0180405	0.0136168	0.0175425	0.00607937	0.0119573	0.00609283	0.00437809	0.0104844	0.0122291	0.0181361	0.0104597	0.0167718	0.0141023	0.0186251	0.014364	0.0286499	0.0191485	0.0124726	0.0153168	0.0111596	0.0105891	0.00661123	0.00752421	0.00434097	0.00670141	0.00309455	0.00559025	0.00200127	0.00488507	0.00258684	0.00295676	0.00436076	0.00359296	0.00248526	0.00385256	0.0028918	0.0039829	0.00257763	0.00334576	0.00547844
fille	0.0168599	0.0236121	0.0354978	0.0510402	0.0426399	0.0483732	0.0697817	0.034129	0.0130742	0.0279645	0.0305821	0.0275838	0.0393646	0.0132542	0.0253056	0.0289644	0.0244487	0.0173408	0.012194	0.0294257	0.009706	0.0176612	0.0252227	0.0232682	0.0141136	0.0207637	0.0424908	0.0189024	0.014132	0.00775304	0.0102047	0.00649407	0.00726027	0.0120644	0.0146296	0.00583111	0.0072188	0.00555129	0.00838733	0.0131334	0.00743251	0.0111538	0.0135362	0.00811992	0.0108899	0.0224099	0.0128624	0.0173702
se	0.0255054	0.0118488	0.016636	0.0171282	0.0130794	0.0209319	0.0227974	0.0205528	0.0215583	0.0277893	0.0230452	0.0217599	0.0312908	0.0334607	0.0482431	0.0324141	0.0338499	0.0248903	0.0206708	0.0210241	0.013172	0.00716132	0.00932738	0.00999865	0.00667649	0.00777496	0.00808589	0.00771067	0.00356327	0.00978255	0.0216791	0.0249266	0.0277727	0.0304964	0.0290376	0.0371667	0.019429	0.0216074	0.0239885	0.0137018	0.0242389	0.024926	0.0199708	0.0213214	0.024568	0.0243281	0.0158508	0.0232607
cure	0.00689988	0.00930625	0.00933986	0.0107523	0.00683818	0.0111882	0.014886	0.0122173	0.0250278	0.017983	0.0186226	0.0403843	0.0375288	0.0873196	0.0723939	0.0657686	0.0694197	0.0566544	0.0456225	0.0629041	0.0356665	0.0361876	0.039095	0.0282682	0.0301965	0.0192897	0.0105373	0.00702671	0.00720141	0.0067578	0.00938805	0.0114655	0.00529837	0.00854201	0.00655743	0.00760872	0.0089926	0.00608866	0.00346643	0.00286741	0.00179372	0.00565111	0.00290691	0.00432396	0.00427262	0.00289488	0.00287978	0.00371802
les	0.00282623	0.00165109	0.00309917	0.0025846	0.005031	0.00763948	0.00788879	0.0100838	0.0192283	0.0461613	0.0452525	0.0520232	0.059724	0.0491786	0.0534196	0.0474329	0.0414809	0.0576636	0.0352403	0.0400029	0.0510712	0.0411488	0.0357778	0.0370765	0.0327872	0.0319738	0.0193802	0.0280111	0.0137202	0.0109801	0.012454	0.00984577	0.00474573	0.00871314	0.00318356	0.00242447	0.00396294	0.00235208	0.0046889	0.00426042	0.00655075	0.00817346	0.00548262	0.00609845	0.00724892	0.00731678	0.00659449	0.00636434
ongles	0.00560856	0.00301776	0.0031429	0.00344267	0.00217649	0.00586071	0.0202775	0.0219676	0.0318445	0.0781473	0.0512275	0.0638193	0.087692	0.0580494	0.0870094	0.0374631	0.0399495	0.043907	0.042001	0.027156	0.0236359	0.0208839	0.02512	0.0194968	0.0389892	0.0276101	0.0224632	0.00913338	0.00642158	0.0048249	0.00826453	0.00756248	0.00984578	0.00995648	0.00677443	0.00520305	0.00343074	0.0035656	0.00217407	0.00224601	0.00221332	0.0068521	0.0042965	0.00370928	0.00322691	0.00341609	0.00207086	0.00285277
à	0.0159772	0.0146223	0.0116333	0.00767622	0.00644091	0.0092493	0.0212401	0.0159013	0.0293408	0.0440421	0.0267212	0.0227572	0.0290096	0.0241313	0.0292177	0.0299378	0.028062	0.0457569	0.0451537	0.0439694	0.0173368	0.0264147	0.0322226	0.0331332	0.0169306	0.0239746	0.0252066	0.021619	0.0189309	0.0206243	0.0246243	0.0150982	0.0168776	0.0341418	0.0258544	0.0107012	0.0208191	0.0102672	0.00720658	0.0104799	0.00460765	0.0163867	0.00868327	0.00880196	0.0113488	0.0176457	0.011069	0.00815291
longueur	0.0339256	0.0320452	0.0254305	0.0160099	0.0103226	0.00935522	0.00929947	0.0138442	0.0178507	0.0217346	0.0132037	0.020689	0.0188142	0.0236704	0.0307091	0.0210713	0.0340098	0.0603098	0.0470794	0.0438206	0.024589	0.0245294	0.0282095	0.0212702	0.0352947	0.0164311	0.0162372	0.0128136	0.0131954	0.0110057	0.0103254	0.0076727	0.00960555	0.0180163	0.00927619	0.00945761	0.0149641	0.0122109	0.0149573	0.0125071	0.0107122	0.034412	0.0205341	0.014241	0.0249646	0.023363	0.0158981	0.0301107
de	0.0300456	0.0173525	0.0111104	0.00710934	0.0125409	0.00835547	0.0057522	0.00702428	0.0132952	0.019688	0.0161339	0.0147933	0.0192336	0.0153602	0.0237312	0.0217011	0.0277831	0.0392837	0.0380708	0.0413608	0.035418	0.0344811	0.0376023	0.0361939	0.0371027	0.0341319	0.026587	0.0261654	0.0163402	0.0208114	0.0223693	0.0111384	0.0114355	0.0173681	0.00945537	0.0098833	0.0158458	0.00952434	0.00999568	0.0126418	0.0154301	0.0159676	0.0215295	0.0303313	0.0261809	0.0249537	0.0208084	0.0205814
