 	a87	a23	a38	a53	a54	a37	a92	a37	a96	a98	a41	a6	a37	a98	a92	a25	a90	a13	a53	a79	a66	a75	a92	a44	a70	a66	a54	a15	a44	a26	a57	a87	a10	a87	a23	a87	</S>
mon	0.0275856	0.0545697	0.0331399	0.0398123	0.0457	0.0691366	0.114754	0.088327	0.0723705	0.0349708	0.0338401	0.0347741	0.0123913	0.0142619	0.0140779	0.0120372	0.0100328	0.0101005	0.0144831	0.0119745	0.0127888	0.0193424	0.0232489	0.0188781	0.01337	0.0131777	0.012976	0.0135558	0.0142203	0.011562	0.0112814	0.0152551	0.0100698	0.0120136	0.0129102	0.0144036	0.0226064
enfant	0.00232999	0.00649245	0.0161612	0.0339401	0.0745465	0.125112	0.0929851	0.0943912	0.0889813	0.0572275	0.0364553	0.0196878	0.021883	0.0185007	0.017173	0.0277052	0.0322889	0.0157563	0.0117389	0.0141263	0.0130052	0.0218779	0.0244636	0.0231487	0.020437	0.0165297	0.00998112	0.00826745	0.00669811	0.00448793	0.00513628	0.00453457	0.0035437	0.00476454	0.00570178	0.00787271	0.0120673
qui	0.0208095	0.0307635	0.0248469	0.0199406	0.0250215	0.044079	0.0616044	0.06993	0.0692205	0.146405	0.0645813	0.059461	0.0566035	0.0585394	0.0361071	0.0446688	0.021449	0.0052975	0.00583247	0.00583725	0.00701417	0.00547892	0.00296899	0.00186314	0.0023014	0.00296891	0.00330815	0.00500354	0.00688816	0.00611233	0.00798186	0.00701315	0.0112446	0.0145911	0.0108666	0.0178007	0.0155965
était	0.0598235	0.0291339	0.0316007	0.0196839	0.0147233	0.0158413	0.0160103	0.0159266	0.0228366	0.0374868	0.0313723	0.0449699	0.0502885	0.0572071	0.0488069	0.0354827	0.018511	0.0127672	0.0240311	0.0132269	0.016254	0.0134964	0.00681029	0.0142495	0.0156073	0.00841614	0.00727767	0.00642316	0.0102511	0.0126324	0.018829	0.0216535	0.035924	0.0452799	0.0387075	0.0451559	0.0833019
très	0.0911181	0.0468902	0.0343871	0.0341038	0.0165589	0.0131098	0.0202186	0.0139373	0.0116037	0.0117602	0.0135811	0.0144669	0.0157895	0.0165807	0.0140047	0.0179089	0.0191161	0.022114	0.048047	0.0399068	0.0473755	0.0438829	0.0315609	0.0142056	0.0204141	0.0186801	0.0170258	0.00744553	0.0119007	0.0103029	0.0187621	0.0258424	0.0311561	0.0320206	0.0402277	0.034805	0.0791886
faible	0.0339828	0.0177921	0.0150088	0.0119398	0.0157645	0.0250921	0.038755	0.0281155	0.0222729	0.0393383	0.0495685	0.0365913	0.0392346	0.0378239	0.0369565	0.0337329	0.0198425	0.0196336	0.0289411	0.0402366	0.0379186	0.03155	0.0333245	0.0157672	0.0147123	0.0128832	0.0143049	0.0150277	0.0147879	0.0180693	0.0221443	0.0238164	0.0181279	0.0345882	0.036919	0.0337816	0.0316536
est	0.0423932	0.0346916	0.0267455	0.0214332	0.0324867	0.0591587	0.081643	0.0597062	0.0469389	0.0447682	0.0465718	0.0429729	0.0377417	0.0383926	0.0373099	0.0370776	0.0228772	0.0160782	0.0195918	0.0145732	0.0112399	0.010759	0.00769241	0.00488685	0.00464728	0.00659126	0.0087033	0.00836808	0.0111679	0.0130217	0.0174811	0.0181505	0.0154658	0.0257159	0.0219052	0.0208742	0.0301776
devenu	0.0510586	0.0386499	0.0241565	0.0181868	0.0201717	0.0333058	0.0556569	0.0414056	0.0376359	0.0414092	0.0365815	0.0381571	0.0311719	0.0304063	0.0267699	0.015402	0.0142602	0.014968	0.0186318	0.0215837	0.0226236	0.0208416	0.0176655	0.00981876	0.00933413	0.0105966	0.014805	0.0172992	0.0171418	0.0190098	0.0195625	0.0223808	0.0238769	0.038926	0.0391962	0.0356188	0.0517334
fort	0.0533899	0.0323918	0.0254625	0.0323941	0.0353715	0.0277853	0.035625	0.0272926	0.0161978	0.0160373	0.0195491	0.0121044	0.0104664	0.00773882	0.00837847	0.0105077	0.0108843	0.0115113	0.020072	0.0384081	0.0243704	0.0348975	0.0645315	0.0289246	0.018232	0.0197013	0.0193134	0.0183033	0.0222596	0.0302001	0.0249711	0.0286375	0.0227014	0.0531403	0.0504007	0.0444099	0.0434373
</S>	0.0628656	0.063008	0.0432338	0.0412965	0.0275055	0.0176193	0.0239965	0.0165564	0.0113327	0.0164662	0.0311621	0.0225417	0.0107995	0.00747693	0.00892147	0.00794189	0.00873713	0.00814898	0.0106894	0.0119872	0.0120725	0.0180889	0.0244048	0.0165174	0.0112154	0.0146886	0.019007	0.0175826	0.0265144	0.032133	0.0359667	0.0346254	0.0313381	0.0566893	0.0556627	0.0624961	0.0787102
