 	a23	a87	a97	a27	a2	a57	a87	a23	a79	a15	a73	a94	a41	a32	a75	a85	a36	a27	a38	a24	a21	a85	a73	a69	a20	a69	a20	a73	a58	a57	a13	a66	a21	a85	a73	a35	a98	a73	a84	a53	a76	a20	a98	a41	a14	a73	a84	a76	a94	a32	a76	a69	a84	a57	a82	a58	a27	a87	</S>
il	0.0224635	0.0204364	0.0218726	0.0207425	0.0172789	0.0293266	0.0234446	0.0127315	0.0101363	0.00970573	0.0126335	0.0260119	0.0458856	0.0216906	0.0378979	0.0250116	0.0439668	0.033736	0.00764115	0.0104363	0.0075481	0.00755467	0.00518534	0.00934049	0.00608803	0.00857396	0.0103226	0.0118447	0.00435945	0.00659923	0.00609193	0.00580372	0.00511528	0.0119166	0.00935572	0.0100883	0.0106397	0.00775732	0.00765037	0.0119328	0.0177277	0.0232581	0.0444994	0.0266363	0.0401183	0.0483507	0.0309375	0.0176751	0.015438	0.0166299	0.0103619	0.0114257	0.00818856	0.0134091	0.00995729	0.0107736	0.0150284	0.00548983	0.0172762
tomba	0.00168608	0.00170916	0.00127624	0.00112759	0.0020655	0.00141572	0.00152803	0.0018539	0.00127062	0.00236729	0.0140853	0.0190648	0.00897968	0.0187234	0.0129059	0.0244465	0.039483	0.056511	0.0479845	0.0620903	0.0645627	0.0435069	0.0563496	0.0459535	0.0484719	0.0412005	0.0523161	0.0412741	0.0264714	0.0274573	0.0240607	0.0264752	0.0239966	0.0218382	0.0214427	0.0127133	0.00917223	0.0071988	0.0040581	0.0109171	0.00473576	0.00742221	0.00599789	0.00750701	0.00367534	0.00196075	0.00191135	0.00190455	0.0010715	0.00115776	0.00250921	0.00144842	0.00183681	0.00193905	0.0032423	0.00396617	0.00471303	0.00674517	0.0062445
aveugle	0.0090875	0.00878918	0.0117713	0.0106937	0.00991175	0.00564989	0.00491512	0.00464255	0.00307382	0.00270562	0.00394479	0.00634581	0.0112271	0.0137224	0.0169796	0.0144955	0.0190187	0.0150531	0.0206568	0.024891	0.0222834	0.0268269	0.0331017	0.0287746	0.019442	0.0166461	0.0183812	0.0121653	0.0115352	0.00831171	0.00820056	0.00629532	0.00463577	0.00629114	0.00981687	0.00623283	0.00576024	0.00718496	0.006986	0.0105488	0.0104631	0.00990132	0.0165098	0.0115035	0.0137693	0.0064486	0.00772152	0.00724071	0.00699349	0.00592196	0.00870714	0.0119274	0.016944	0.0272284	0.023355	0.0421508	0.0529933	0.11364	0.119584
à	0.00936873	0.0074842	0.00833168	0.010389	0.00942563	0.0121557	0.0107239	0.0103835	0.00613756	0.0085026	0.00542218	0.00474276	0.00738954	0.00831705	0.00529995	0.0120667	0.00807765	0.00783381	0.0132179	0.0288638	0.0178529	0.0336431	0.0270528	0.0251966	0.0213326	0.0191088	0.013472	0.0140502	0.0162976	0.0125741	0.0318603	0.0260736	0.0210278	0.0211391	0.0343096	0.0185395	0.0146447	0.0271941	0.0215938	0.0161709	0.0193375	0.0132708	0.0239782	0.0215284	0.0166657	0.0375284	0.0428542	0.0282827	0.0267059	0.0146428	0.0136578	0.013345	0.0137321	0.0131246	0.00702361	0.0149869	0.0121448	0.0182812	0.0216418
la	0.0173932	0.00910411	0.00682862	0.00636768	0.00542395	0.00284288	0.00288432	0.00312855	0.00118948	0.00191036	0.00300304	0.00310091	0.0113748	0.0151156	0.0146315	0.0163741	0.0195867	0.0157807	0.0233502	0.0212767	0.0235833	0.0248656	0.0247786	0.0256079	0.0181863	0.0188855	0.0155099	0.0242008	0.0243976	0.0178074	0.02832	0.0220561	0.0248609	0.0246783	0.0320767	0.0255691	0.0280748	0.0347149	0.0221247	0.0250411	0.0185961	0.0141529	0.0204472	0.0225667	0.0177877	0.0105561	0.00837709	0.0164648	0.0264377	0.0124657	0.0196645	0.0130152	0.0130152	0.0128197	0.0139523	0.0146738	0.0155495	0.0219716	0.0214791
suite	0.0125149	0.00613023	0.0038206	0.00391923	0.00282308	0.0013115	0.00167046	0.00235335	0.00357576	0.0045751	0.00669046	0.00816638	0.0185843	0.0473542	0.0241098	0.0434697	0.0465256	0.041021	0.0394402	0.0365506	0.0388074	0.0396653	0.043174	0.0400443	0.0280171	0.0376982	0.0310568	0.044164	0.0365178	0.0225181	0.0202112	0.0252311	0.0219504	0.0152936	0.0171283	0.014233	0.0153048	0.0172615	0.0136298	0.0227734	0.0148232	0.00861544	0.00904623	0.011534	0.00700431	0.00317195	0.0028555	0.00416035	0.0050118	0.00413959	0.00425647	0.00476364	0.00224266	0.00252309	0.00241879	0.00291969	0.00628788	0.0025797	0.00235909
de	0.0219077	0.00376375	0.00262948	0.00343516	0.00107447	0.00216902	0.00173833	0.00117145	0.000496325	0.00122861	0.00310118	0.0124657	0.00962611	0.0197474	0.0242428	0.0340642	0.0574639	0.0283965	0.032034	0.0395811	0.0275116	0.0259083	0.0230285	0.0168264	0.0147096	0.0184172	0.0227011	0.0558306	0.0256503	0.023221	0.0198695	0.0184092	0.020983	0.0267428	0.0389445	0.011601	0.029395	0.0204601	0.0150331	0.0489421	0.00887059	0.0153622	0.0073031	0.0150901	0.0109484	0.00458173	0.00537536	0.0116249	0.00999374	0.00686802	0.00774042	0.0102255	0.00774233	0.00710374	0.01127	0.00868103	0.00946715	0.0164407	0.0207888
sa	0.0195639	0.0113101	0.0125331	0.0139609	0.0069934	0.00325794	0.0046265	0.0063107	0.00247868	0.00587332	0.00294991	0.00312626	0.00680611	0.00885205	0.00568498	0.00896131	0.00876684	0.00702022	0.00511719	0.00794351	0.00953112	0.0180274	0.0263056	0.0195787	0.0233233	0.0153268	0.0301407	0.035927	0.0241743	0.0145388	0.00961155	0.0145935	0.01213	0.00970259	0.0244553	0.00597506	0.0119849	0.0101422	0.0178766	0.035023	0.0206389	0.027196	0.0201192	0.0206648	0.0289631	0.0250092	0.0227268	0.0255471	0.0302252	0.0275378	0.0356316	0.04055	0.0297291	0.0290168	0.0190011	0.0217968	0.0245159	0.0218999	0.00872522
blessure	0.0119405	0.00696374	0.00956162	0.0096764	0.00651333	0.00667254	0.00628963	0.00540786	0.00332557	0.00678735	0.00200881	0.00235781	0.00271603	0.00400968	0.00263286	0.0059576	0.00497459	0.00504498	0.00374362	0.00330575	0.00599323	0.00823097	0.008362	0.00901394	0.0111815	0.00651943	0.0201009	0.0182468	0.0201566	0.0194781	0.0144933	0.0124941	0.0199301	0.0187778	0.0200701	0.0114606	0.0137654	0.0158609	0.0129068	0.0217481	0.0171826	0.0181066	0.0151941	0.0126627	0.0215447	0.0363863	0.0403846	0.035905	0.0400596	0.033595	0.0407057	0.0541968	0.0478023	0.0517704	0.0409225	0.0242943	0.034918	0.0232252	0.0124624
</S>	0.0121862	0.00594788	0.00616962	0.00612579	0.00279284	0.00186341	0.00252619	0.00163464	0.000900055	0.00233699	0.00126385	0.00300932	0.00441077	0.0096531	0.0101242	0.0161502	0.0147592	0.0188277	0.0140894	0.0115915	0.0152948	0.014003	0.00985739	0.0172843	0.0150949	0.014366	0.0319078	0.033988	0.0263663	0.0370465	0.0363659	0.0241792	0.0305551	0.0359303	0.0281917	0.0288096	0.0224425	0.0217333	0.0172555	0.0310161	0.0148091	0.0124207	0.0160774	0.015918	0.0165327	0.00923578	0.0081522	0.00998965	0.018212	0.012999	0.018434	0.0215916	0.0268157	0.0272649	0.0338166	0.0318897	0.0295049	0.0233781	0.0149066
