 	a66	a87	a23	a87	a23	a87	a23	a10	a83	a24	a11	a90	a92	a37	a24	a31	a0	a24	a31	a88	a93	a34	a0	a75	a47	a36	a2	a40	a85	a6	a36	a56	a12	a47	a31	a62	a24	a9	a10	a87	a23	a87	a23	a87	a23	a87	</S>
il	0.0462157	0.0474912	0.0507319	0.0487244	0.0319035	0.027521	0.0283786	0.0505058	0.0433014	0.0517512	0.054348	0.0379725	0.0247965	0.017706	0.0145258	0.0143422	0.0111789	0.0120778	0.0111795	0.00607146	0.00387006	0.00443818	0.00310685	0.00687837	0.00549203	0.00960535	0.0085637	0.00665125	0.0195993	0.0210314	0.0199546	0.0162984	0.0224691	0.0134852	0.0231753	0.0256748	0.0155837	0.00792768	0.0090034	0.010471	0.00872682	0.0118204	0.0116626	0.0109256	0.0188486	0.0118101	0.0422027
y	0.0173782	0.017323	0.0223781	0.0249139	0.0233381	0.0218579	0.0167976	0.0186766	0.0145963	0.00910304	0.0149686	0.0164933	0.0151146	0.00862357	0.0156502	0.00915426	0.00874221	0.0067442	0.00905438	0.015822	0.0209912	0.0289578	0.0381812	0.0422123	0.0403992	0.0300402	0.0185541	0.054142	0.0211478	0.0227028	0.0114938	0.0204838	0.0151872	0.0241497	0.0123704	0.0211847	0.0347078	0.0178361	0.0197179	0.0232319	0.0300213	0.0260708	0.0242483	0.0294381	0.0226477	0.029488	0.013664
a	0.0192863	0.0114528	0.0130977	0.0120353	0.00965171	0.0123983	0.0100986	0.0108665	0.0150686	0.0107181	0.0171488	0.009897	0.0131975	0.00939964	0.0182561	0.0151501	0.019135	0.0219918	0.0196154	0.0216248	0.0160724	0.0314246	0.0407017	0.0366322	0.0306396	0.0336155	0.0221794	0.0267629	0.0215333	0.0201623	0.0282216	0.0138182	0.0111102	0.0107125	0.00562594	0.00742867	0.013737	0.0202477	0.0289666	0.0244594	0.0296048	0.0257708	0.0371249	0.0574499	0.032013	0.0547095	0.0291854
plusieurs	0.0657104	0.0597211	0.0566267	0.0585938	0.0639173	0.0535679	0.0350233	0.0333537	0.0214833	0.0188379	0.0242207	0.0129775	0.0215622	0.0184173	0.0196838	0.0207742	0.0205784	0.0236494	0.0225604	0.0228483	0.0168489	0.0159102	0.0175231	0.0154775	0.0156889	0.0134635	0.0164674	0.0176353	0.0114149	0.0139535	0.0139678	0.0134735	0.0089384	0.00543878	0.00456318	0.00406094	0.00799599	0.00787189	0.00565006	0.0069305	0.00850751	0.00901721	0.0113317	0.0122428	0.01098	0.0134635	0.0270756
manières	0.0185893	0.0126662	0.0124062	0.0125135	0.0158618	0.0202447	0.0138073	0.0112452	0.0359014	0.020076	0.028853	0.0138558	0.017924	0.0203773	0.0253242	0.0383715	0.0256708	0.0317192	0.0731351	0.0842667	0.0591974	0.0734171	0.0728352	0.0617674	0.0348124	0.02229	0.0177678	0.0194796	0.0130352	0.0114594	0.0113589	0.00944974	0.00815971	0.00315984	0.00799415	0.00304433	0.00281967	0.00259806	0.00352792	0.00220824	0.00176295	0.00269991	0.00367788	0.00397303	0.00405726	0.00514815	0.00548971
d'	0.103186	0.0499266	0.0373794	0.0259445	0.0149137	0.0171213	0.0217276	0.0211685	0.0120528	0.0149647	0.0205095	0.0182249	0.0086649	0.0107333	0.0154472	0.0149674	0.0117711	0.0131278	0.0132682	0.0180878	0.00802876	0.00978538	0.00642958	0.00885857	0.00932855	0.0110911	0.0078862	0.0132393	0.0239729	0.0284238	0.0383882	0.0444269	0.0465381	0.0190817	0.0233108	0.016951	0.0187038	0.0145083	0.0288392	0.0165212	0.0113876	0.018212	0.0219536	0.0241527	0.0235232	0.0196693	0.0236015
annuler	0.0351088	0.00974071	0.0111919	0.0115478	0.00960573	0.00909208	0.0123132	0.0148246	0.00731611	0.0112718	0.0105395	0.00537931	0.00358282	0.00485033	0.00586044	0.00878943	0.0115009	0.0115023	0.00990638	0.0149271	0.0152932	0.0241764	0.0464681	0.0304522	0.0745609	0.0463968	0.0278409	0.0756173	0.0476785	0.0555922	0.0490962	0.0581637	0.0240419	0.0301546	0.0171471	0.0254437	0.023617	0.0205388	0.0203421	0.01465	0.00966255	0.0120095	0.00820497	0.00641749	0.00675948	0.00639505	0.00442792
votre	0.0583514	0.0343851	0.0279441	0.0176255	0.00914737	0.00731437	0.0056723	0.00564007	0.0031072	0.0029703	0.00361289	0.00544097	0.00683171	0.00558252	0.00724085	0.00577282	0.00843991	0.00890054	0.00776403	0.0110739	0.00688733	0.0105135	0.0142571	0.00834693	0.0095285	0.0116865	0.0119567	0.0128264	0.0236908	0.0197139	0.0349109	0.0426644	0.0337653	0.0324453	0.0158008	0.0188741	0.0413032	0.0426272	0.059045	0.0458208	0.0404185	0.0413362	0.0467278	0.0463721	0.0321922	0.0351638	0.0183071
voyage	0.0376686	0.0299635	0.0296665	0.024084	0.0169686	0.0143965	0.011948	0.0144658	0.00984777	0.00925393	0.0144547	0.00806924	0.00850594	0.00637383	0.00737989	0.0054698	0.00493992	0.00507546	0.00467374	0.00640857	0.00459851	0.00806363	0.00911797	0.00921873	0.00900569	0.0133873	0.0150929	0.0126896	0.02522	0.0241869	0.0350351	0.0237693	0.018452	0.00798037	0.0163183	0.0165133	0.0114344	0.0165478	0.0381185	0.0313706	0.0319783	0.0474323	0.0569163	0.073107	0.0586675	0.061461	0.0547026
</S>	0.0427234	0.03583	0.034296	0.019971	0.0126312	0.0133783	0.00974604	0.0130819	0.00860156	0.0092212	0.0135784	0.0104758	0.00727245	0.00845342	0.00936265	0.00775278	0.007116	0.00684649	0.00495316	0.0069115	0.0027612	0.00386267	0.00531285	0.00499533	0.00613024	0.0100766	0.00963627	0.00967156	0.0190728	0.0198756	0.0251057	0.0142332	0.0132814	0.0137978	0.0234502	0.0221503	0.0117347	0.0159875	0.0295508	0.0385663	0.0398472	0.0518012	0.0512617	0.0605299	0.0708224	0.0728884	0.071393
