 	a66	a87	a23	a62	a96	a88	a94	a93	a56	a61	a21	a56	a94	a56	a98	a15	a98	a92	a75	a47	a61	a47	a31	a62	a96	a90	a69	a58	a82	a87	a23	a99	a97	a87	</S>
sa	0.0703023	0.0981327	0.0572387	0.0677067	0.0273786	0.0319798	0.0174145	0.010363	0.0122655	0.0117491	0.00903964	0.0120516	0.0218602	0.0417329	0.0246792	0.0187144	0.0177371	0.0184495	0.0129498	0.0117537	0.00979814	0.0107792	0.0257133	0.0221919	0.0311333	0.0281659	0.029973	0.0205641	0.0253948	0.0206462	0.0294914	0.0280829	0.0399473	0.042856	0.0417636
manière	0.00413048	0.00572781	0.00642955	0.00923776	0.00413218	0.00838582	0.00940089	0.0170567	0.029852	0.0303272	0.0384338	0.05574	0.0522169	0.14137	0.127063	0.0644337	0.0849004	0.0577549	0.0542835	0.0404821	0.0342327	0.0246158	0.0190163	0.0149739	0.0158522	0.0105839	0.00602591	0.00365258	0.00220928	0.00258715	0.00249006	0.00700321	0.00604629	0.00728438	0.00206682
de	0.06202	0.0263161	0.0236802	0.0190118	0.021916	0.0134184	0.0214132	0.0191543	0.0234678	0.0227892	0.0370658	0.0504993	0.0389734	0.0334711	0.026232	0.0260165	0.0170707	0.0126155	0.0145402	0.00825859	0.00573412	0.00457876	0.00495551	0.00432017	0.00660242	0.0125256	0.0190118	0.0285943	0.036491	0.0550782	0.0404906	0.0524047	0.0403004	0.0739857	0.0969965
t	0.054706	0.0282263	0.0199598	0.0166841	0.0374667	0.0333152	0.0511079	0.0501201	0.0498282	0.0315972	0.0183946	0.0190722	0.0248972	0.0208433	0.0232603	0.0295668	0.0478817	0.0456801	0.104066	0.071053	0.0408042	0.0261586	0.0338621	0.014782	0.0113091	0.00910572	0.0104879	0.00878504	0.010031	0.00845954	0.00915946	0.0115361	0.0121031	0.012406	0.00328394
'	0.0433434	0.0496164	0.0563931	0.0387657	0.0416331	0.0342645	0.0417564	0.0420427	0.0539349	0.0496585	0.054077	0.0341744	0.031004	0.0377592	0.041562	0.0327363	0.0340779	0.0345974	0.0320732	0.0518274	0.0386765	0.0297503	0.022848	0.0172244	0.010162	0.00461453	0.00470735	0.0038492	0.00258246	0.00270515	0.00248039	0.00484515	0.0050593	0.00894014	0.00625806
'	0.0280072	0.0224411	0.0289666	0.0188805	0.0118701	0.0111196	0.0119466	0.0111873	0.016562	0.0143488	0.0177451	0.0139085	0.0288477	0.0416708	0.0499464	0.0506176	0.0371987	0.0413393	0.0227461	0.0373474	0.0248095	0.0264459	0.0314994	0.0197171	0.0286182	0.0265853	0.0353522	0.0290975	0.0339117	0.0261982	0.0364755	0.0309958	0.032589	0.0526925	0.0483147
attendre	0.0201133	0.01347	0.0151272	0.00556651	0.00613275	0.00448293	0.00517851	0.00449353	0.00544002	0.00612705	0.0088165	0.00933871	0.0327882	0.0414987	0.0668562	0.0710591	0.0760335	0.0642536	0.0548061	0.0504477	0.0291639	0.0336004	0.0385127	0.0185336	0.0146629	0.0204458	0.0273674	0.0305614	0.0313676	0.0257562	0.0364654	0.0259047	0.0215732	0.0366477	0.0474067
montre	0.0366595	0.026381	0.0242271	0.0126457	0.0115497	0.00951604	0.00894157	0.00730611	0.00583135	0.00446641	0.00508608	0.00633429	0.0205681	0.0264531	0.0324845	0.0462457	0.0349506	0.0358567	0.0303264	0.0259389	0.0237875	0.0252152	0.0395016	0.0275519	0.0215488	0.0273972	0.032842	0.0378109	0.0438365	0.0463071	0.0700552	0.0393393	0.0377756	0.0518174	0.0634449
qu'	0.0365906	0.0259318	0.0217217	0.0182338	0.0165877	0.0162193	0.0159111	0.0138778	0.014417	0.014759	0.0179858	0.0218538	0.0243602	0.0303515	0.0256027	0.0227388	0.0193358	0.0199843	0.0161026	0.0201957	0.0202476	0.0288176	0.0333424	0.0269336	0.02598	0.0267283	0.0329467	0.0379888	0.0348674	0.0481364	0.0482191	0.044507	0.0411352	0.0539545	0.0834344
il	0.0419525	0.0310798	0.0247904	0.017177	0.0132156	0.0137566	0.0124122	0.0136999	0.0136304	0.0126694	0.0144536	0.0156599	0.0202733	0.030027	0.0237933	0.0187384	0.0154352	0.01504	0.0151785	0.0244427	0.0264301	0.0329187	0.0350959	0.0338077	0.0311744	0.0335952	0.0369743	0.043619	0.0376419	0.0508063	0.0395622	0.0511605	0.0435746	0.0572983	0.0589156
