 	a23	a87	a10	a75	a61	a43	a21	a61	a47	a83	a75	a41	a44	a98	a85	a27	a75	a85	a73	a44	a34	a62	a83	a71	a83	a99	a87	a10	a27	a10	a38	a87	</S>
le	0.110362	0.0947748	0.0805637	0.0607261	0.0484649	0.0262548	0.0244012	0.0255386	0.0269911	0.0278224	0.0425592	0.0296985	0.0219181	0.0190722	0.0284755	0.0247663	0.027232	0.0343754	0.0344153	0.065994	0.0111006	0.00816896	0.0100027	0.0112201	0.0124467	0.00783843	0.00862401	0.00880795	0.00696247	0.00601245	0.01209	0.0179752	0.0243442
poulet	0.0104014	0.0275039	0.0411392	0.0297242	0.0339502	0.0333223	0.0373554	0.0647069	0.0607965	0.0421015	0.0612036	0.0714073	0.10054	0.120676	0.0705329	0.0715773	0.0415668	0.0466815	0.0118581	0.00395362	0.0064349	0.00282245	0.00145041	0.000693471	0.00061978	0.000287497	0.000609733	0.000283722	0.000598457	0.000961822	0.00129258	0.00160895	0.0013372
qu'	0.0325465	0.0309072	0.0351235	0.0600977	0.0708515	0.0520649	0.0550228	0.0591091	0.0896851	0.0828959	0.0761268	0.0739212	0.0660753	0.0700062	0.0233659	0.0152173	0.0102335	0.00720762	0.00873408	0.0053218	0.00319647	0.00207892	0.00121685	0.00131578	0.0017819	0.00210699	0.003332	0.00551925	0.00514962	0.00749441	0.0117676	0.0131702	0.017356
ils	0.0220929	0.0197593	0.0219463	0.0219996	0.0151259	0.0130786	0.0159049	0.0143559	0.0203799	0.024535	0.0212132	0.0212393	0.0465434	0.0503714	0.0607326	0.0428649	0.0511824	0.0826303	0.0700458	0.152356	0.0291998	0.0317245	0.0107925	0.00809038	0.00838693	0.00621893	0.0101607	0.0127754	0.0114828	0.0114558	0.0134299	0.016014	0.0419111
sont	0.0258806	0.0179637	0.0189364	0.0184299	0.0123465	0.0115011	0.0139995	0.0178909	0.0377237	0.0390935	0.0355785	0.0367238	0.0143648	0.0257838	0.0428409	0.0535134	0.101941	0.0869396	0.0940505	0.0376848	0.0151178	0.00959858	0.0111899	0.00621226	0.00785015	0.00390019	0.0155987	0.0261698	0.0160328	0.0196025	0.02833	0.0302331	0.0669774
en	0.0286141	0.0152655	0.0216363	0.0246401	0.0192433	0.0209016	0.0266017	0.0307234	0.0479183	0.0403241	0.0525901	0.0481128	0.027802	0.0476681	0.0435502	0.0417347	0.0564556	0.0371482	0.069989	0.0316965	0.0111893	0.0094283	0.00548292	0.00544524	0.00617422	0.00677449	0.0123384	0.0189213	0.0311288	0.0396866	0.0410028	0.0261047	0.0537074
train	0.0287869	0.0158129	0.0206486	0.0317595	0.0301022	0.0297545	0.0273163	0.0308611	0.0472851	0.0487593	0.0581196	0.0571388	0.0400226	0.0550118	0.0383589	0.0416288	0.0445166	0.026245	0.0387682	0.0598772	0.0368065	0.019206	0.011258	0.00942637	0.0087407	0.00989498	0.00913737	0.00968166	0.0110243	0.0230437	0.0231981	0.0218119	0.0359963
de	0.129212	0.0483105	0.0205741	0.00828902	0.00580896	0.00496011	0.00490342	0.00535311	0.00919942	0.0090675	0.00874716	0.010587	0.00870469	0.0180149	0.0230145	0.0134115	0.0179522	0.0193111	0.0168196	0.0112638	0.00295658	0.0107933	0.0076112	0.00861336	0.0120051	0.00891358	0.0283972	0.0327922	0.0483406	0.127705	0.125273	0.14828	0.0448144
manger	0.0310932	0.0213125	0.0197577	0.0112503	0.00710507	0.00486417	0.00589794	0.00747339	0.010036	0.0123011	0.0154894	0.0239644	0.0202619	0.0389509	0.0496511	0.0471681	0.0698538	0.070404	0.0830137	0.0595206	0.0153181	0.00898017	0.00508781	0.00631203	0.0133865	0.0156938	0.0360571	0.04095	0.0507019	0.0549758	0.0518663	0.0429896	0.0483116
a	0.0283919	0.0224328	0.0169335	0.00875518	0.00458945	0.00244037	0.00199607	0.00221717	0.0031316	0.0042734	0.00568807	0.00762362	0.00798711	0.0129408	0.0150548	0.0160283	0.0174153	0.0225744	0.0171595	0.00618555	0.0031825	0.0039202	0.00797387	0.01472	0.0340861	0.0362394	0.0799874	0.0741074	0.0836645	0.107555	0.103948	0.100316	0.126482
crevé	0.0230804	0.0166988	0.0118881	0.00639537	0.00435352	0.00244069	0.00207211	0.00261608	0.00321656	0.00451857	0.00589231	0.00690874	0.0105031	0.0155201	0.0178874	0.0188819	0.0188764	0.0211039	0.0192911	0.010458	0.00506435	0.0075036	0.0123142	0.0240903	0.0402432	0.0383285	0.0711693	0.0643474	0.062673	0.0757558	0.109311	0.11387	0.152726
d'	0.0623267	0.0653914	0.0460028	0.0367849	0.013251	0.00648643	0.00480362	0.00762092	0.0104985	0.0211153	0.019117	0.0226399	0.0192651	0.0205328	0.0286851	0.0170547	0.019685	0.0221266	0.0320608	0.0260358	0.00729577	0.00499881	0.00753609	0.0126346	0.0175589	0.0229054	0.0369561	0.0400985	0.0377619	0.0455702	0.0742827	0.0845567	0.10636
étouffement	0.0279316	0.0204115	0.0113689	0.0092082	0.00482597	0.00339253	0.00326466	0.00387657	0.00518806	0.00974163	0.00877833	0.00995535	0.00991192	0.0126315	0.0151304	0.0137184	0.0227616	0.020214	0.0226506	0.0092136	0.00421934	0.00482416	0.00676535	0.010446	0.0327863	0.0381099	0.0607203	0.0594418	0.0803647	0.084514	0.101678	0.0907331	0.181222
</S>	0.0680589	0.0438381	0.0319052	0.0171061	0.0102044	0.00574029	0.0049228	0.00537675	0.00762688	0.00739858	0.0116438	0.0166412	0.0132067	0.0194557	0.0267564	0.0167577	0.0183091	0.0232473	0.0157943	0.00973749	0.00554412	0.00874446	0.0166037	0.0244749	0.0206532	0.0272111	0.0399912	0.0740252	0.0449005	0.0514624	0.0787222	0.0679621	0.165977
