 	a23	a87	a23	a79	a44	a26	a38	a21	a5	a85	a37	a98	a47	a85	a0	a11	a47	a70	a90	a56	a70	a34	a75	a85	a37	a62	a83	a9	a10	a87	a23	a87	</S>
ce	0.0758201	0.0593429	0.0435973	0.0378632	0.0359703	0.062115	0.0587855	0.0878893	0.0557328	0.0215738	0.0274122	0.0294073	0.0211558	0.0216855	0.0135355	0.0131877	0.0138136	0.0116881	0.00941055	0.0205722	0.0150199	0.0139539	0.019673	0.0205184	0.0199786	0.0186791	0.0162624	0.0218646	0.027497	0.0226266	0.0277226	0.0182262	0.0374189
panier	0.011793	0.0139877	0.0169764	0.0650401	0.0380704	0.101247	0.0789404	0.0931105	0.104357	0.0861478	0.0818581	0.0519018	0.0251305	0.0135422	0.0108974	0.00962206	0.00834549	0.0150948	0.0132752	0.0127752	0.0146088	0.0171138	0.00655206	0.0102477	0.00708448	0.00582284	0.00401064	0.0124616	0.0115822	0.0124735	0.0140568	0.0144798	0.0173922
de	0.0360517	0.0257212	0.028117	0.0306243	0.0336356	0.0263502	0.0229649	0.0558748	0.0782789	0.0997894	0.108844	0.0903176	0.081912	0.0406888	0.0256385	0.0120202	0.00682169	0.008254	0.00679418	0.0061167	0.00726554	0.00545189	0.00586581	0.00477384	0.00635644	0.00673803	0.0101212	0.0104469	0.0118174	0.0188731	0.0185455	0.0489224	0.0200062
poisson	0.0206348	0.021148	0.0110155	0.0155355	0.011043	0.0148252	0.0101959	0.0124026	0.0118944	0.0163052	0.0345068	0.0175077	0.0230177	0.0158332	0.0109575	0.0192378	0.0107411	0.0148522	0.016394	0.0111094	0.0100341	0.0110759	0.0191879	0.012443	0.0359135	0.0571654	0.063954	0.051872	0.0759456	0.084856	0.0918564	0.0921421	0.0743966
fumé	0.0316876	0.0226124	0.0205606	0.0214196	0.0148931	0.0159855	0.0153184	0.0317693	0.0391129	0.0532553	0.0444362	0.0408823	0.0268079	0.023049	0.023518	0.0443951	0.0290889	0.0276818	0.025329	0.0322782	0.0236249	0.0105637	0.0177024	0.0131866	0.0136874	0.0166371	0.0187167	0.0212669	0.0192227	0.034036	0.0395051	0.0722974	0.115472
est	0.0169936	0.00886274	0.0128528	0.00847873	0.00951384	0.00848708	0.00715944	0.00772031	0.0109496	0.0168323	0.0170755	0.0231808	0.0213304	0.0259306	0.014581	0.0261291	0.0163858	0.0181086	0.017553	0.0196699	0.0202733	0.00909875	0.0169683	0.0215666	0.0463998	0.0617385	0.0580758	0.053813	0.0307908	0.0398901	0.0505658	0.0972035	0.185821
déjà	0.0232392	0.0133308	0.0121901	0.00912316	0.01095	0.00542654	0.00619973	0.00404201	0.00622027	0.0137027	0.0127889	0.0193193	0.0149573	0.0210867	0.0148021	0.0173945	0.0165254	0.0126537	0.0164611	0.017936	0.0190849	0.0197294	0.0481934	0.0489475	0.0527162	0.0617052	0.0569231	0.0606986	0.0628535	0.0645208	0.0564913	0.0646926	0.115094
est	0.0433967	0.0226999	0.0214311	0.017794	0.0163265	0.00746522	0.00734513	0.0117602	0.0148711	0.0228224	0.0177622	0.0240358	0.0206639	0.0136505	0.018574	0.0216979	0.0154882	0.0155767	0.017104	0.0180279	0.0271493	0.0170717	0.0301456	0.0336334	0.0340068	0.0293874	0.0487635	0.0537018	0.0557053	0.0700003	0.0644816	0.0722375	0.0952226
plein	0.0542878	0.0322592	0.0332049	0.0177205	0.0200883	0.0106499	0.0118798	0.00635678	0.00866726	0.0108107	0.00741616	0.0118001	0.00988759	0.0111975	0.00739203	0.0139422	0.00839881	0.00727328	0.0116137	0.01547	0.0294776	0.0217207	0.0384586	0.0481636	0.0572902	0.0601805	0.0813009	0.0691972	0.0662771	0.0694204	0.0581344	0.0521374	0.0379246
d'	0.0405987	0.0234915	0.0170618	0.0104521	0.00676974	0.00362887	0.00400887	0.00300344	0.00254405	0.00245187	0.00176519	0.00226218	0.00189634	0.00289739	0.00143878	0.00289014	0.00191725	0.00259802	0.00292518	0.00407434	0.0046571	0.00598651	0.0220427	0.0410427	0.0619911	0.0880621	0.109361	0.0914901	0.0889576	0.105986	0.0931954	0.0780388	0.070513
insectes	0.0499829	0.0340475	0.026927	0.020763	0.0138683	0.0117708	0.0162645	0.0144593	0.00980309	0.00783146	0.0062894	0.00924098	0.0110207	0.0143454	0.00659823	0.0077558	0.00430971	0.00514038	0.00656815	0.00883907	0.0100706	0.00751107	0.0184496	0.0414078	0.0413833	0.0832848	0.0751586	0.0679925	0.0685549	0.0786469	0.0701343	0.0496054	0.101975
noirs	0.0705969	0.0424134	0.0275229	0.0177854	0.0132432	0.0072252	0.00853304	0.0126418	0.00998966	0.00687	0.00405456	0.00672925	0.00584153	0.00554125	0.002415	0.00280578	0.00216183	0.00246172	0.00292141	0.00555198	0.00657514	0.00852039	0.0173459	0.0274453	0.0282672	0.0380135	0.0617726	0.0633688	0.0771623	0.0982545	0.0954456	0.0802523	0.140271
</S>	0.0653355	0.0457527	0.0275023	0.0130307	0.0160591	0.00959144	0.0141671	0.0291952	0.0205976	0.0273716	0.0129931	0.0184913	0.0181061	0.0200861	0.0101144	0.0153579	0.00738674	0.00940473	0.0129886	0.0190427	0.0128226	0.011211	0.0158688	0.0301727	0.0411355	0.0596279	0.0524375	0.051667	0.0702851	0.0585705	0.067222	0.0503875	0.0660168
