 	a66	a87	a23	a99	a53	a44	a54	a37	a70	a93	a61	a11	a70	a90	a44	a79	a4	a70	a90	a69	a4	a58	a82	a87	a23	a87	a97	a82	</S>
l'	0.0514097	0.0821686	0.101214	0.0575412	0.0490776	0.0345491	0.0413494	0.0230353	0.0239254	0.0259683	0.0259902	0.0320334	0.0231084	0.0161844	0.0118736	0.00687267	0.00420355	0.00544511	0.0155718	0.0380978	0.0469067	0.0413862	0.0434351	0.0331599	0.040776	0.0414537	0.0342569	0.0231545	0.0258512
enfant	0.00641238	0.00607401	0.00752814	0.0123196	0.0425688	0.0580859	0.117522	0.171441	0.123498	0.0587617	0.0283658	0.0217139	0.027724	0.0292738	0.0370805	0.0276486	0.0289514	0.0342641	0.017902	0.0211335	0.0152053	0.0114572	0.00859307	0.0131382	0.0138272	0.0101503	0.0110448	0.0203313	0.0179824
a	0.0281559	0.0468782	0.0570848	0.0528833	0.0382414	0.0311092	0.0552653	0.0448908	0.0330258	0.0436927	0.0317265	0.0175713	0.0180796	0.0227503	0.0323868	0.0334291	0.0280983	0.0320034	0.0329719	0.0225518	0.0281561	0.033315	0.0288047	0.032152	0.0379647	0.0428721	0.0318465	0.036025	0.0260675
capturé	0.0168562	0.00817588	0.00698678	0.00517596	0.0134595	0.0148214	0.026856	0.0472107	0.0682502	0.0450663	0.0531565	0.0570006	0.0436515	0.0437654	0.0558276	0.0475353	0.0780609	0.0417466	0.0233735	0.0198058	0.0221311	0.0345317	0.0230107	0.0301903	0.0338996	0.0278056	0.0223366	0.0279277	0.0613842
un	0.077009	0.0646329	0.0513218	0.0439227	0.0466158	0.0212038	0.0171479	0.0246259	0.0261449	0.0255961	0.0333243	0.0377371	0.0338879	0.0389943	0.032559	0.0296974	0.0159917	0.0152004	0.0174172	0.0153436	0.0264862	0.0335017	0.0434843	0.0373927	0.036457	0.0398347	0.0219143	0.0256751	0.0668805
silure	0.0797178	0.0539285	0.0375462	0.033516	0.0255356	0.0229347	0.0321837	0.035575	0.0231642	0.0183445	0.0130325	0.0133562	0.0127054	0.0179015	0.0223467	0.0314944	0.0265641	0.0312971	0.0355448	0.0294655	0.0300728	0.0297626	0.0356262	0.0349637	0.0480195	0.0348538	0.0511852	0.0555348	0.0838269
avec	0.0946748	0.0929356	0.0642742	0.0478142	0.0362063	0.0304224	0.036346	0.0294648	0.0202891	0.02304	0.0234315	0.0247685	0.023946	0.019411	0.0234867	0.0230748	0.0190961	0.0231399	0.0227908	0.023245	0.0200074	0.0326374	0.0359401	0.0320397	0.033024	0.0355638	0.0287661	0.0289693	0.0511943
son	0.0777997	0.0693101	0.0497484	0.0449021	0.0243845	0.0205832	0.0309559	0.0197166	0.00987494	0.0106402	0.00908625	0.0114037	0.00909192	0.00801712	0.0129915	0.0170927	0.0174505	0.0268877	0.0315666	0.0247866	0.0307738	0.0320788	0.0418795	0.0420397	0.055886	0.0609856	0.0549467	0.0621538	0.0929658
hameçon	0.0660854	0.0277972	0.0165459	0.0119056	0.00669762	0.00597085	0.0054268	0.00616161	0.00676639	0.00927514	0.0109392	0.014208	0.0194786	0.0238912	0.0314707	0.0267705	0.0174766	0.0213211	0.0198954	0.026958	0.0360512	0.0385887	0.0544989	0.0696686	0.0875057	0.0649716	0.0804998	0.0952837	0.0978901
</S>	0.0639472	0.0717303	0.049234	0.0366558	0.0130398	0.00607478	0.0060776	0.00491398	0.00406761	0.00958603	0.00595302	0.00629523	0.00455352	0.00289113	0.00439102	0.00178498	0.00202296	0.00299145	0.00573966	0.0173476	0.0323028	0.0561972	0.0880494	0.07828	0.0829709	0.09945	0.0765832	0.0778389	0.0890298
