 	a23	a87	a10	a87	a23	a99	a11	a90	a76	a41	a24	a41	a35	a30	a35	a94	a35	a41	a66	a38	a26	a24	a41	a35	a24	a98	a71	a38	a76	a73	a84	a57	a87	</S>
va	0.0801414	0.0704863	0.0395076	0.0388958	0.0243646	0.0185551	0.0147896	0.015809	0.0118961	0.0105154	0.0120246	0.0123428	0.0118348	0.0140193	0.00903043	0.0139229	0.0279558	0.0487144	0.0265916	0.0362927	0.0303245	0.02949	0.0252805	0.0404012	0.0231299	0.0411863	0.0450576	0.0305521	0.0571239	0.0442996	0.0394709	0.0168514	0.0160137	0.0231281
chercher	0.0037413	0.00295145	0.0045142	0.00490932	0.00568131	0.0112251	0.0297916	0.0203053	0.022327	0.0445539	0.0478488	0.0699631	0.0603703	0.0699972	0.0868397	0.0466539	0.0602626	0.0429385	0.0408508	0.0386659	0.0128733	0.00967253	0.0118463	0.0104941	0.0180402	0.0216217	0.016304	0.0262371	0.0215827	0.0196608	0.0251162	0.0427383	0.030901	0.0185206
l'	0.0189658	0.00752216	0.0059534	0.00267317	0.00371872	0.00273607	0.0119887	0.00622369	0.00691738	0.00400876	0.00284036	0.00906861	0.00389172	0.00673157	0.00469072	0.00735536	0.00972275	0.00855653	0.0101008	0.00561111	0.00402935	0.00427197	0.00536114	0.0057262	0.00810101	0.0155444	0.0400821	0.0892535	0.0903596	0.130141	0.102632	0.131622	0.118391	0.115207
homme	0.0870755	0.107501	0.0687523	0.0786138	0.0600558	0.0362414	0.0118173	0.00933801	0.00348616	0.0027341	0.00311625	0.00231925	0.00204648	0.00289141	0.00790918	0.0102915	0.00816171	0.0096368	0.010329	0.0232667	0.0193448	0.0162642	0.0218058	0.0183281	0.0422716	0.0397225	0.0616956	0.0607423	0.0475163	0.0362025	0.0201928	0.0303333	0.0254745	0.0145218
qui	0.0454023	0.0402095	0.0207624	0.016663	0.0139054	0.0131472	0.00759767	0.0106919	0.00484128	0.00440541	0.00419755	0.00456653	0.00520866	0.00943182	0.0141728	0.0194585	0.0134072	0.0108484	0.0116579	0.0293025	0.0195582	0.0124098	0.0127657	0.00903081	0.013283	0.0275592	0.0412628	0.0567108	0.0448768	0.059253	0.0758913	0.100804	0.112124	0.114593
est	0.0331472	0.0181924	0.0116974	0.0079655	0.0127917	0.00990979	0.00779379	0.00743924	0.00431689	0.0035629	0.00249017	0.00451065	0.00617379	0.0103312	0.0100284	0.022227	0.0130072	0.00767598	0.013572	0.0342073	0.0296944	0.0271885	0.0341854	0.0432131	0.0564608	0.0724772	0.0668065	0.0684417	0.0556274	0.0577378	0.0567981	0.0695213	0.080957	0.0398502
adossé	0.0447687	0.03603	0.0323449	0.0276119	0.0311369	0.0213945	0.0206105	0.0134265	0.00884266	0.00686536	0.00384007	0.00628086	0.0095396	0.0225486	0.0300695	0.0375539	0.0273035	0.0124168	0.0198384	0.0241207	0.0169316	0.0153313	0.0209718	0.030593	0.020152	0.0306457	0.0312153	0.0304808	0.0282908	0.0251269	0.037792	0.0578143	0.0762946	0.141816
à	0.0734269	0.0498207	0.0247744	0.0134889	0.0121481	0.00885093	0.00878152	0.00351529	0.00302447	0.00336432	0.00230693	0.00309258	0.002465	0.00240311	0.00222549	0.00266309	0.00521992	0.0109326	0.0136459	0.0176655	0.00925607	0.00956744	0.0107599	0.0168289	0.0211574	0.0311905	0.051334	0.060119	0.0504609	0.0564428	0.0905782	0.100461	0.122815	0.105213
l'	0.03167	0.0230031	0.013097	0.00656591	0.00719716	0.00772359	0.0115356	0.00478473	0.00529192	0.00634556	0.00339466	0.0074602	0.00442425	0.00290096	0.0037585	0.00561231	0.00655161	0.00773592	0.00929043	0.0139183	0.0131467	0.0116583	0.0102072	0.0259911	0.0344944	0.0510805	0.0895324	0.066856	0.0863654	0.0730758	0.100151	0.0833718	0.0859574	0.0858503
arbre	0.0397207	0.0273252	0.0229918	0.0227346	0.0195046	0.0228145	0.0257218	0.0153682	0.0112139	0.0080924	0.0040766	0.0120637	0.00395181	0.00453658	0.00419811	0.00544667	0.00685779	0.00907603	0.0128882	0.0219291	0.0193987	0.0184605	0.0137277	0.0189799	0.0150157	0.0400176	0.0441917	0.0420846	0.0460156	0.0431528	0.0624475	0.0847388	0.092252	0.159005
</S>	0.0374782	0.0220883	0.0162225	0.0150712	0.0111208	0.00799779	0.00798113	0.00298049	0.00325362	0.00381942	0.00276128	0.0046342	0.00231466	0.00173096	0.002195	0.00221275	0.00227046	0.00310157	0.00377086	0.0119331	0.0113553	0.0108495	0.0121916	0.0317456	0.0192695	0.0497159	0.0408134	0.0275958	0.0442605	0.0360076	0.0726311	0.0759303	0.102241	0.300455
