 	a84	a87	a23	a79	a90	a69	a94	a56	a43	a31	a24	a88	a9	a38	a34	a56	a90	a15	a79	a56	a43	a75	a98	a92	a25	a69	a90	a69	a58	a82	a87	a23	a99	a97	</S>
il	0.0318772	0.0667714	0.0640319	0.110845	0.0373086	0.0556639	0.0394084	0.0249305	0.0258005	0.0192482	0.0129914	0.0118883	0.0135886	0.0113466	0.00952046	0.0129879	0.0123771	0.0123111	0.0111569	0.0141878	0.0128151	0.00791503	0.00844893	0.00856624	0.0114476	0.0192588	0.0287111	0.0377816	0.0492821	0.0404767	0.0408903	0.0444708	0.0424753	0.0286257	0.0205929
a	0.0146671	0.0186808	0.029261	0.0709168	0.0368176	0.0452343	0.0515662	0.0377968	0.0279147	0.0258803	0.0289408	0.0282812	0.0307847	0.015678	0.0120768	0.00822366	0.0113611	0.0161011	0.0254954	0.0239661	0.0255391	0.0263684	0.0357021	0.0334321	0.0386699	0.0342351	0.0361157	0.028633	0.0328034	0.0246907	0.0361463	0.0266881	0.0282139	0.0199633	0.0131546
gardé	0.016505	0.0173719	0.0107871	0.00523903	0.0111816	0.0141586	0.0182543	0.0148954	0.0277826	0.0215246	0.0284464	0.0273496	0.0446528	0.0224736	0.0244167	0.014383	0.018959	0.0230081	0.0179911	0.0179981	0.0119437	0.020271	0.0190815	0.0323688	0.0209455	0.0280812	0.030086	0.0328546	0.0567626	0.0576715	0.0605133	0.055545	0.0381304	0.0611954	0.0771707
ses	0.148158	0.0852657	0.0553693	0.0153786	0.0227671	0.0203882	0.0186341	0.0140655	0.0194615	0.0203101	0.0181912	0.0296876	0.031912	0.0247962	0.0476959	0.0362995	0.0423882	0.020489	0.0176258	0.0112862	0.00759234	0.0238581	0.0230782	0.023421	0.0178042	0.0156313	0.0107362	0.0121923	0.00968049	0.0115279	0.012573	0.0182541	0.0191134	0.031928	0.0624397
outils	0.029186	0.0131889	0.00786158	0.0071006	0.00845095	0.0187669	0.0143033	0.0162434	0.0223592	0.0181299	0.0322783	0.04854	0.0563437	0.0401839	0.0547244	0.0479802	0.0374503	0.0336498	0.0253068	0.0180819	0.0145568	0.0154289	0.0147664	0.0160949	0.0232923	0.0230248	0.0219531	0.0261504	0.0425998	0.0343906	0.0431462	0.0534902	0.0343465	0.0386512	0.047978
de	0.0555981	0.0667237	0.0368902	0.0177298	0.0206529	0.0307568	0.0336911	0.0213234	0.0227538	0.0187598	0.0133068	0.0166032	0.0193457	0.0243669	0.0202922	0.0279566	0.0230725	0.0265224	0.0269501	0.0258435	0.0281181	0.0159563	0.0200107	0.0164953	0.0296085	0.028547	0.0203027	0.0240879	0.0299105	0.0244481	0.0309623	0.0409777	0.0442817	0.0481155	0.0490383
travail	0.0663209	0.0207929	0.00460148	0.00327927	0.00534772	0.00925207	0.010624	0.0106218	0.010295	0.00974125	0.0106253	0.011086	0.0123674	0.00775856	0.0095448	0.0191553	0.0125534	0.0230766	0.0178963	0.0309442	0.0300649	0.0189478	0.0165739	0.0314427	0.0379581	0.0404884	0.0244264	0.0557262	0.0614535	0.0576402	0.0770807	0.0593242	0.0474866	0.0872056	0.0482963
en	0.0334709	0.0217367	0.00797738	0.0072129	0.00688554	0.00925947	0.0146543	0.0157258	0.00938582	0.0116671	0.0110096	0.0147933	0.0236694	0.0150554	0.0219789	0.0229517	0.0118132	0.0103181	0.00972341	0.0104527	0.0136547	0.0113259	0.0130543	0.018407	0.0149917	0.0377869	0.0396622	0.0454484	0.073189	0.0717504	0.087845	0.064069	0.0479036	0.0935206	0.0776495
forêt	0.0311413	0.0283247	0.0189476	0.018767	0.0135874	0.0286376	0.0265598	0.0305448	0.0196338	0.0226345	0.0211192	0.0195004	0.0237782	0.0147465	0.0215664	0.0271403	0.0145642	0.0111458	0.00927759	0.0123909	0.0144339	0.0103107	0.0101457	0.00859792	0.0130457	0.0161258	0.0255248	0.0415693	0.0514142	0.0400484	0.0621391	0.0611173	0.0506152	0.0718648	0.109039
</S>	0.0218229	0.0296576	0.0213744	0.0379094	0.0106441	0.0154989	0.0183995	0.015246	0.00820658	0.00827303	0.00557514	0.010632	0.0146293	0.0086867	0.00739738	0.012544	0.00769707	0.00499651	0.00403003	0.00452783	0.0035826	0.00298322	0.00545271	0.00456988	0.0096506	0.0164048	0.0265222	0.0441585	0.0654276	0.0514615	0.0903814	0.0931715	0.0785639	0.0850246	0.154897
