 	a66	a87	a82	a10	a3	a87	a97	a23	a40	a94	a83	a53	a4	a70	a99	a53	a79	a44	a94	a11	a50	a70	a34	a56	a70	a88	a83	a18	a50	a62	a18	a26	a82	a97	a87	a23	a87	</S>
on	0.0256675	0.0285436	0.0335859	0.0430268	0.0426437	0.0482677	0.0534719	0.0755752	0.110307	0.0842573	0.0455269	0.0373502	0.02339	0.016436	0.0124886	0.0202172	0.0275239	0.0231083	0.0166091	0.0123282	0.00798029	0.00844748	0.00604206	0.00784535	0.00667632	0.0118889	0.0105292	0.0124146	0.0133642	0.0212873	0.0170837	0.0168083	0.0180465	0.0131492	0.0084523	0.009993	0.0100032	0.0196631
a	0.0136932	0.00950429	0.0149484	0.0126424	0.0108512	0.0127959	0.013638	0.0179239	0.0251865	0.0296943	0.0172	0.0136209	0.0215114	0.0467754	0.0662348	0.0615521	0.0920058	0.0720499	0.0414141	0.0299263	0.0321911	0.0202545	0.0152204	0.0202393	0.0192013	0.0205191	0.0169345	0.0255965	0.0138127	0.0133076	0.0148292	0.0140773	0.0176196	0.0200277	0.0253374	0.0247132	0.0245498	0.0383999
hué	0.0462985	0.0277912	0.0292332	0.0237547	0.0220059	0.025799	0.0294678	0.032873	0.0223804	0.0166454	0.0141553	0.0151589	0.0173963	0.0189231	0.0248523	0.0286005	0.0272898	0.0340975	0.0251466	0.0152468	0.0252292	0.0292082	0.0257047	0.0204994	0.0219415	0.0137562	0.0147808	0.0146961	0.0164041	0.0168839	0.0110884	0.0198164	0.0203966	0.0282296	0.0370646	0.0379689	0.079015	0.0702002
sur	0.058615	0.0664486	0.0468753	0.0344295	0.0350938	0.040085	0.0262406	0.0214966	0.0313604	0.0121901	0.00815075	0.0099866	0.0117777	0.00671344	0.0151049	0.0386214	0.0440583	0.0406591	0.0594728	0.0461236	0.0309004	0.0178434	0.0122467	0.0149343	0.0144112	0.0120263	0.0133573	0.0168929	0.0187	0.014858	0.0149649	0.016475	0.0205862	0.0212432	0.0228339	0.0200019	0.0182186	0.046002
lui	0.109397	0.0877366	0.062484	0.0623536	0.0370294	0.0463842	0.0356101	0.0254964	0.0342728	0.0134805	0.00989016	0.0123855	0.0072839	0.00829548	0.00673803	0.0116197	0.0115636	0.00992614	0.0120859	0.016205	0.0146284	0.0172663	0.0156003	0.0181406	0.026004	0.0191539	0.0153434	0.014201	0.0193266	0.0105593	0.0198997	0.013199	0.0239523	0.0223045	0.0270041	0.0208929	0.0507597	0.0315259
parce	0.0310207	0.0275413	0.0353766	0.0489159	0.0428048	0.0513671	0.0586347	0.0596347	0.0699367	0.0508308	0.0395632	0.0212025	0.0128478	0.0174397	0.0170629	0.0217987	0.0222387	0.0189989	0.0242922	0.0119322	0.0121103	0.013067	0.00874993	0.00945241	0.00652673	0.00863369	0.00993088	0.0113651	0.0281413	0.0241801	0.0301859	0.0220344	0.0223479	0.0243279	0.023455	0.0207711	0.0196514	0.0216289
qu'	0.130545	0.0630278	0.0548299	0.0368543	0.0232035	0.0217775	0.0141376	0.0125805	0.0115741	0.0118212	0.00534315	0.0190198	0.0172141	0.0275577	0.0269271	0.0264292	0.0294939	0.0188369	0.0128181	0.00711138	0.0138361	0.0209594	0.0165242	0.0154577	0.0125661	0.0135454	0.00795148	0.00555067	0.0140677	0.010008	0.021348	0.00967097	0.0217492	0.0326958	0.039893	0.0288753	0.0910474	0.0531507
il	0.0431127	0.0160565	0.0101559	0.0072837	0.0044006	0.00446499	0.00313721	0.00275578	0.00320012	0.00315001	0.00218006	0.00904924	0.0107101	0.0181234	0.0299081	0.0244538	0.0314418	0.0235972	0.0265396	0.0153311	0.0229349	0.0194711	0.0214456	0.0193084	0.0430558	0.0300562	0.0386388	0.0174636	0.0396624	0.0380774	0.0606992	0.0352314	0.0479606	0.0662026	0.0670435	0.0444639	0.0673927	0.0318399
a	0.0521141	0.0251498	0.018051	0.0182352	0.01513	0.0182033	0.0135462	0.00931942	0.00999318	0.00889805	0.00923202	0.0130249	0.022656	0.0212045	0.0299667	0.0414905	0.0470739	0.0442087	0.0163398	0.0100072	0.0137726	0.0115952	0.0126482	0.0136057	0.0226369	0.0177356	0.0253707	0.0151433	0.0210272	0.019537	0.0391559	0.0306664	0.042869	0.055194	0.0593557	0.0447163	0.0652281	0.0458979
volé	0.0539982	0.0341292	0.029637	0.0284087	0.0194645	0.0194334	0.0107071	0.00604496	0.00456325	0.00702502	0.00958875	0.019655	0.0195206	0.0108419	0.0172144	0.0168183	0.0197626	0.0172237	0.00549838	0.00549249	0.0103721	0.00724457	0.00963496	0.00822267	0.0146536	0.0109028	0.0150011	0.00832678	0.0127855	0.0112557	0.026676	0.0260341	0.0488134	0.0732334	0.0760271	0.0723096	0.0796777	0.133801
