 	a66	a87	a23	a79	a40	a36	a96	a79	a69	a94	a12	a96	a24	a62	a88	a0	a75	a5	a43	a11	a24	a88	a71	a9	a87	a23	a87	</S>
l'	0.0486909	0.130542	0.0850637	0.0533187	0.0736155	0.0590894	0.0549489	0.0288912	0.0316671	0.0273542	0.0272661	0.0167567	0.0236177	0.0225385	0.0263278	0.0427049	0.029972	0.0167111	0.0186895	0.0201726	0.0289655	0.0198277	0.0191206	0.0198121	0.0127938	0.0166423	0.00904744	0.0358526
enfant	0.0190287	0.0349306	0.0751757	0.169846	0.190995	0.172153	0.0724793	0.0575707	0.0247161	0.0122724	0.0127898	0.00673556	0.00614636	0.00392827	0.00522924	0.00409095	0.00386434	0.00489533	0.00901875	0.00909883	0.00796697	0.00836766	0.0125827	0.0107628	0.0139323	0.0114703	0.0197322	0.0202202
a	0.0669362	0.0516958	0.0350847	0.036894	0.0400171	0.0609955	0.0714049	0.0807037	0.0473801	0.0270667	0.013296	0.00511245	0.00770944	0.00715107	0.00847849	0.0118243	0.0121833	0.0130111	0.0195707	0.0124979	0.0224431	0.019011	0.0271341	0.0406397	0.0762372	0.0504008	0.0773306	0.0577899
des	0.0221781	0.00783505	0.00472321	0.00885295	0.0158543	0.0407619	0.0517771	0.0489799	0.028704	0.0442519	0.0302608	0.015843	0.025135	0.0197607	0.032999	0.0320332	0.0665843	0.0681886	0.107228	0.0494564	0.0534842	0.0452133	0.0251594	0.0277639	0.0248879	0.0277657	0.0208562	0.0534617
traces	0.0105969	0.0128353	0.0100526	0.017764	0.0163491	0.0210823	0.0178508	0.0244158	0.0165724	0.0379571	0.0699978	0.100022	0.111455	0.0957488	0.0797982	0.0770958	0.0637302	0.0671438	0.0413364	0.0140564	0.0126745	0.0140113	0.0108548	0.00663868	0.00619942	0.0106711	0.013422	0.0196676
de	0.0231848	0.0127711	0.0086053	0.0117421	0.0131473	0.0102353	0.00814906	0.0127523	0.0218173	0.0394363	0.0427536	0.0568976	0.0752843	0.107886	0.0971138	0.114343	0.08627	0.0510195	0.0284749	0.0231618	0.0217494	0.0219226	0.0147415	0.012566	0.0176569	0.0198922	0.0223141	0.0241117
rasages	0.0669128	0.0283779	0.013998	0.0133982	0.0108975	0.00965726	0.00846878	0.0133009	0.0152079	0.0191591	0.0204595	0.0188345	0.0262559	0.0275788	0.0330699	0.0345245	0.0388563	0.0544378	0.0498288	0.0368593	0.0403923	0.0375979	0.0368567	0.0429349	0.0877692	0.0654171	0.0622276	0.0867208
sur	0.0699693	0.0377063	0.0203799	0.0160689	0.00956302	0.00558053	0.00867573	0.0109994	0.0137773	0.0112575	0.00940051	0.0128608	0.0165698	0.0222126	0.0232844	0.0299599	0.0179679	0.0658913	0.0423262	0.0620779	0.0635726	0.0792269	0.0605363	0.0602871	0.0474084	0.0426224	0.0737981	0.066019
sa	0.0355741	0.0230482	0.0188728	0.021094	0.0172402	0.00839997	0.0101875	0.0125501	0.0109325	0.0121743	0.00840087	0.0114465	0.0103094	0.0150906	0.0189652	0.0185693	0.0219379	0.0450392	0.0515073	0.0715294	0.0722735	0.0962755	0.0677771	0.0702523	0.0626254	0.0538413	0.0810674	0.0530181
tête	0.0271628	0.0366363	0.0300603	0.0291157	0.0229325	0.0119257	0.0102443	0.0166043	0.0145457	0.0156642	0.018859	0.0300841	0.0249983	0.0410276	0.0432187	0.0310569	0.0287675	0.0270076	0.0207938	0.0207777	0.0241889	0.0315675	0.0388576	0.0482912	0.0549255	0.0769296	0.121471	0.102286
</S>	0.0348344	0.0197524	0.0148137	0.0151258	0.0118518	0.00556855	0.00596171	0.00782246	0.00719366	0.0151161	0.0428995	0.0369148	0.0387064	0.0427639	0.0228068	0.0289384	0.0226285	0.0357052	0.0425163	0.0352645	0.0378287	0.0320152	0.0520784	0.0623379	0.069805	0.0706804	0.0797195	0.10835
