 	a23	a99	a50	a88	a34	a56	a44	a56	a34	a75	a37	a26	a11	a21	a85	a25	a7	a2	a75	a47	a36	a2	a57	a87	a23	a30	a53	a98	a92	a37	a31	a83	a93	a13	a38	a11	a0	a10	a9	a87	a23	a87	</S>
on	0.0730116	0.0455014	0.0427348	0.0348518	0.0377122	0.0285726	0.02247	0.0272767	0.0219349	0.0344084	0.0301214	0.0367595	0.0281317	0.0132268	0.0132379	0.0105666	0.00970329	0.0104715	0.0160545	0.0145446	0.0222027	0.0344152	0.0227263	0.028742	0.0231408	0.0209641	0.0188637	0.0201553	0.0154323	0.0233506	0.0119215	0.0152005	0.0099891	0.0132215	0.00951541	0.0153372	0.0178542	0.0240382	0.0178617	0.0225978	0.0190107	0.0186831	0.0234839
ne	0.00734313	0.0121721	0.0296852	0.0450042	0.0545743	0.0411737	0.0806181	0.0554624	0.0562696	0.0474217	0.0630648	0.0475717	0.034455	0.0448463	0.0203022	0.0225518	0.0232363	0.0097321	0.0140452	0.0147347	0.0171185	0.0285313	0.0216615	0.018233	0.019756	0.0104627	0.00813262	0.0106138	0.00888151	0.0174978	0.00756163	0.0181114	0.0155217	0.00926478	0.00747098	0.00965576	0.0074937	0.00892841	0.00775795	0.0065745	0.00489647	0.00425722	0.00735202
peut	0.0371085	0.049213	0.0480014	0.0603017	0.0546561	0.0496939	0.083823	0.0674667	0.0438252	0.0458497	0.0356702	0.0232108	0.024865	0.0591934	0.0329401	0.0433616	0.0313668	0.0165463	0.0153332	0.0132522	0.00494608	0.0166298	0.0094761	0.00457841	0.00651033	0.00345	0.00255404	0.00213063	0.00175794	0.00158155	0.00287564	0.00218491	0.004213	0.00462637	0.00446485	0.00522261	0.0065381	0.00867055	0.0108815	0.0115066	0.0135073	0.0214772	0.0145377
pas	0.0285034	0.0185124	0.017901	0.0242694	0.0279085	0.0249055	0.0338928	0.0420201	0.0374176	0.0425713	0.0444812	0.0360313	0.0312021	0.0279293	0.0329682	0.0366864	0.0540484	0.0203174	0.044722	0.0171828	0.0273785	0.018067	0.0288663	0.0189209	0.0152624	0.0139455	0.0152023	0.0217979	0.0280763	0.0234039	0.020773	0.0228719	0.0122096	0.00740367	0.0101115	0.00954218	0.0084472	0.00861818	0.00870561	0.00889842	0.00753135	0.00777609	0.0127193
parler	0.0172831	0.0127448	0.00629955	0.00921103	0.00843762	0.00660799	0.0113015	0.011347	0.0231485	0.0244076	0.0356295	0.0404076	0.0357351	0.0238196	0.0407299	0.0652637	0.059863	0.0872054	0.0778422	0.0627763	0.0312045	0.0288528	0.0339278	0.0355389	0.0220885	0.0197104	0.0196045	0.0323637	0.0193229	0.00587123	0.00973274	0.0046817	0.00472349	0.00480175	0.00565978	0.00585767	0.00550993	0.00940463	0.00747057	0.00767448	0.00864187	0.0100935	0.00720153
avec	0.0304006	0.0163505	0.0114472	0.00735978	0.00899175	0.00936724	0.0170114	0.00878621	0.0217129	0.0177898	0.0243623	0.0269262	0.0334368	0.0250221	0.0374169	0.0447584	0.0388191	0.0530276	0.0450889	0.0494927	0.0390477	0.0205639	0.0321428	0.0191367	0.0277632	0.0172176	0.0235305	0.0232836	0.0158668	0.010213	0.0135836	0.00633951	0.00688624	0.0064362	0.0113099	0.0152384	0.0195089	0.0243181	0.0269251	0.0303299	0.0286934	0.0248356	0.0292611
lui	0.0277643	0.0183171	0.0197073	0.0129573	0.015731	0.0183876	0.0298662	0.0137028	0.0221507	0.0202425	0.0179407	0.0147395	0.0189964	0.0254949	0.0340525	0.0508047	0.037649	0.0460183	0.0433982	0.057783	0.0455246	0.0526083	0.0510049	0.0248412	0.0251324	0.0127689	0.0174817	0.0150232	0.0101904	0.00483231	0.00569198	0.00332576	0.00474468	0.0038294	0.00596958	0.0092468	0.0121465	0.0186056	0.0240277	0.0260622	0.0252993	0.0260249	0.0299136
il	0.0246742	0.0103716	0.0114706	0.00795661	0.00838994	0.00731437	0.0135265	0.00765624	0.0101316	0.011675	0.0193079	0.0223757	0.023722	0.0213588	0.026402	0.0408803	0.0256171	0.0485119	0.0385409	0.0577577	0.0328587	0.0426554	0.0596663	0.0360091	0.0550173	0.0359192	0.0422146	0.0240491	0.0154581	0.00659593	0.00796882	0.00413769	0.00581453	0.00489252	0.00589448	0.00954874	0.0153938	0.0276367	0.0261796	0.0258231	0.0172983	0.0220029	0.0393245
est	0.03048	0.013487	0.0140073	0.0118052	0.01281	0.013339	0.0126663	0.00829916	0.00830913	0.00877908	0.00945075	0.00896672	0.00796263	0.0109665	0.0116596	0.0223754	0.0202064	0.0195349	0.023696	0.0300623	0.0278862	0.0438513	0.0515399	0.0445382	0.0477341	0.0509404	0.037199	0.0223667	0.0211958	0.00948554	0.0130334	0.00678937	0.00831901	0.00577273	0.00815933	0.0159517	0.0255159	0.0442455	0.0407924	0.0457042	0.0304172	0.0354868	0.0642119
borné	0.0319861	0.0183824	0.0167252	0.0180944	0.0144418	0.014455	0.0115205	0.0142256	0.0116953	0.0101188	0.0123218	0.0122308	0.00857179	0.0127782	0.0136322	0.0253341	0.0211085	0.0322223	0.0314411	0.0463054	0.035708	0.0632749	0.0429306	0.0349215	0.0342027	0.0278892	0.0224947	0.0192284	0.0195477	0.0172404	0.0125957	0.0128781	0.0133861	0.00872407	0.00949153	0.0162444	0.0279777	0.0382815	0.0333637	0.034395	0.0348089	0.0336949	0.0291288
</S>	0.053649	0.0241149	0.0147591	0.00701006	0.0086907	0.00820608	0.0029785	0.00384494	0.00336509	0.00345406	0.00550516	0.00587573	0.00614788	0.00720424	0.00853724	0.0106439	0.0101404	0.0104327	0.012127	0.012636	0.0149553	0.0431628	0.0214746	0.0249063	0.0250111	0.0174211	0.0120121	0.0125389	0.014451	0.0136837	0.0127387	0.0120712	0.0113684	0.00898813	0.0127711	0.023608	0.045432	0.105094	0.0749864	0.124473	0.0603773	0.0423972	0.0467556
