 	a66	a87	a23	a58	a4	a50	a96	a93	a90	a15	a79	a90	a56	a43	a90	a15	a20	a47	a6	a36	a11	a75	a79	a44	a70	a4	a57	a84	a44	a96	a88	a71	a9	a87	a23	a87	a97	</S>
cette	0.0290303	0.0254741	0.034282	0.0446786	0.0873445	0.0282093	0.0335036	0.0295098	0.0394258	0.0278663	0.0145947	0.0412773	0.0297834	0.0423844	0.0215267	0.0357662	0.0316016	0.029602	0.026643	0.0321943	0.0286795	0.0281485	0.025014	0.00801402	0.0129808	0.0137562	0.0140832	0.0123094	0.0190493	0.0175435	0.0132431	0.00999958	0.00688111	0.0123538	0.0132678	0.0149199	0.0130524	0.0520058
femme	0.0039715	0.00291471	0.00894379	0.00842195	0.0382886	0.0238879	0.0606769	0.0940762	0.0609725	0.0566653	0.017257	0.0269854	0.0404181	0.024714	0.036787	0.0508754	0.0694949	0.0676337	0.0654175	0.0289856	0.013984	0.0188692	0.0222781	0.0152055	0.0189682	0.0159875	0.0108452	0.00923306	0.00910849	0.00990237	0.0111494	0.00722995	0.00519497	0.007562	0.00618634	0.00901478	0.00738562	0.0145073
ne	0.0322107	0.038587	0.017658	0.0353742	0.0404496	0.0581344	0.0400889	0.0225616	0.0655206	0.0440331	0.0394252	0.0316697	0.0319513	0.0635179	0.0832412	0.0652214	0.0142132	0.0228392	0.013678	0.0067581	0.0115777	0.00561086	0.00691286	0.00680831	0.00364134	0.00551966	0.00596736	0.00756549	0.00698845	0.00608292	0.00908633	0.00854729	0.0137045	0.0145017	0.0240193	0.0240064	0.040286	0.0320401
se	0.0691456	0.037454	0.0374951	0.0181262	0.0124701	0.0159345	0.0100667	0.0195701	0.0107252	0.0171077	0.0169999	0.0144618	0.0168404	0.0254621	0.0381596	0.0325245	0.0240476	0.0249638	0.0242955	0.0560478	0.0456967	0.0290844	0.0329294	0.0539299	0.0272513	0.0198044	0.0171832	0.00986572	0.0115059	0.00791482	0.00751517	0.00937821	0.0172582	0.0160816	0.0297604	0.0263569	0.0345983	0.0819869
lave	0.0321738	0.0441918	0.0514792	0.0562373	0.0428992	0.0252693	0.0287425	0.0200501	0.0176115	0.015334	0.0298361	0.031887	0.0285799	0.0250689	0.0122865	0.0149941	0.0157439	0.0140802	0.0164214	0.0159973	0.0177863	0.0181301	0.0338277	0.120131	0.0448007	0.0252183	0.0156974	0.0132836	0.0151249	0.0090803	0.0105602	0.00926846	0.0111578	0.0169981	0.0241408	0.0240806	0.0254412	0.0263888
plus	0.0460332	0.0344322	0.0281756	0.0277823	0.024703	0.0202563	0.0134176	0.019622	0.0187777	0.0231783	0.0280123	0.0319591	0.029648	0.0409969	0.0348914	0.0198089	0.0362444	0.0334249	0.0322005	0.0223498	0.0178389	0.0196896	0.0302213	0.0349438	0.0265929	0.0346438	0.0304486	0.0357826	0.0301968	0.0208199	0.0208411	0.0162664	0.0219914	0.0162049	0.0192641	0.0171041	0.0185043	0.0227306
parce	0.0253294	0.0274245	0.0225873	0.0251033	0.0249217	0.024387	0.0269757	0.0319824	0.0386167	0.0375183	0.0363533	0.031612	0.0398997	0.0529365	0.041284	0.0302141	0.0263397	0.024737	0.0232094	0.0155691	0.0118145	0.00897309	0.0112727	0.00877421	0.00983011	0.0123233	0.012731	0.0148916	0.0166933	0.0191228	0.0238091	0.0273532	0.0309824	0.0310738	0.0358882	0.0364856	0.0410662	0.0399138
qu'	0.0653504	0.0445503	0.0271768	0.0291071	0.0269557	0.0398872	0.0393843	0.0465654	0.0513906	0.0510508	0.0317634	0.0303942	0.0266985	0.0318183	0.020365	0.0112847	0.0217242	0.0203796	0.0212395	0.0162682	0.029904	0.013997	0.0147548	0.00977527	0.00945431	0.0102868	0.00926537	0.00427599	0.00644935	0.0052853	0.00966969	0.00915575	0.0189157	0.0161194	0.0257127	0.0270467	0.0335858	0.0929919
elle	0.0463612	0.0381846	0.0236816	0.0205314	0.0194637	0.0268371	0.0255274	0.018986	0.0329375	0.0289273	0.0284473	0.0223252	0.0261569	0.0576985	0.0676796	0.0373664	0.0415279	0.0377876	0.0414935	0.0322812	0.0396617	0.0231449	0.0209216	0.0214578	0.0213644	0.0136389	0.017375	0.00654739	0.00680976	0.00521722	0.00910592	0.00806382	0.0118453	0.0126709	0.0177901	0.0191079	0.0303389	0.0407365
est	0.0721381	0.0676238	0.0614115	0.0386158	0.0242012	0.0174999	0.017108	0.0151001	0.0279546	0.026826	0.0251985	0.0228684	0.021833	0.0192623	0.0172067	0.0188359	0.0163654	0.0179685	0.0246733	0.0276682	0.0306145	0.0238919	0.0313927	0.0289519	0.0316663	0.0190038	0.0194695	0.012386	0.00946768	0.00869849	0.0131716	0.0115327	0.0211467	0.0211491	0.0239175	0.03083	0.0417459	0.0406044
en	0.0347195	0.0352784	0.0373264	0.0273132	0.0129167	0.0101971	0.00989796	0.0154414	0.0108838	0.01431	0.0181512	0.0147131	0.0156126	0.017225	0.0116095	0.0106371	0.0155008	0.016625	0.0235373	0.0207018	0.0218068	0.0214041	0.031435	0.050913	0.049964	0.0445106	0.0361067	0.0213657	0.0238336	0.0195976	0.0304466	0.0207391	0.0368244	0.0324399	0.0369495	0.044115	0.0525982	0.0523523
veuvage	0.0249848	0.0154013	0.012283	0.0128195	0.011001	0.00718832	0.00817962	0.016537	0.0188627	0.0180407	0.0159901	0.0199735	0.0213033	0.0312113	0.0269261	0.0266881	0.0373678	0.0419743	0.0609249	0.0384528	0.0248998	0.0236649	0.0336375	0.024245	0.0256613	0.0225464	0.0192536	0.0124685	0.0280254	0.0168053	0.0272682	0.0218164	0.0242433	0.0288759	0.0412971	0.0417914	0.0533694	0.0640203
</S>	0.0587025	0.0395999	0.0393769	0.0312039	0.0209904	0.0113576	0.00730829	0.00615185	0.00576246	0.00475886	0.00476876	0.00755902	0.00583331	0.0149281	0.010565	0.00744477	0.011219	0.0117832	0.0118471	0.0148333	0.013199	0.0115693	0.00964814	0.00664061	0.00823265	0.0149311	0.0241884	0.0298122	0.0391777	0.0501161	0.0549009	0.0509948	0.0560364	0.051812	0.0588609	0.0508891	0.0579146	0.0850818
